osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,tunnel
49133662,улица Кирова,tertiary,40,False,False,112.538,"LINESTRING (33.4242402 69.0703918, 33.425173 69.0705982, 33.4266198 69.0709409)",,,
"[77808756, 1251059070]",улица Душенова,secondary,60,False,True,186.014,"LINESTRING (33.4242402 69.0703918, 33.4246293 69.0702074, 33.4249378 69.0700439, 33.4251061 69.0699146, 33.4252779 69.0697825, 33.4253523 69.0696953, 33.4254205 69.0696153, 33.4256492 69.0693552, 33.4260387 69.0688655)",,,
77808756,улица Душенова,secondary,60,False,False,92.464,"LINESTRING (33.4266835 69.0680665, 33.4260387 69.0688655)",,,
"[1251044899, 548292011, 119726957]",улица Душенова,secondary,60,False,False,254.48,"LINESTRING (33.4266835 69.0680665, 33.4270012 69.0675833, 33.4271371 69.0673654, 33.4272 69.0671592, 33.4272235 69.0667816, 33.4272129 69.0667147, 33.4271074 69.0665298, 33.4269816 69.066409, 33.4267521 69.0662741, 33.4263087 69.0660814, 33.4259203 69.0659488)",5,,
74272714,Советская улица,tertiary,40,False,False,31.549,"LINESTRING (33.4115766 69.0685363, 33.4108512 69.0686518)",,,
74272714,Советская улица,tertiary,40,False,True,176.874,"LINESTRING (33.4115766 69.0685363, 33.4130699 69.0682983, 33.4135077 69.0682285, 33.413675 69.0682037, 33.4140473 69.0681485, 33.4154454 69.0679183, 33.4156415 69.0678875)",,,
74552427,улица Колышкина,tertiary,40,False,False,260.226,"LINESTRING (33.4115766 69.0685363, 33.4112098 69.0682621, 33.4100122 69.0673649, 33.4097131 69.0671309, 33.4088506 69.0664747, 33.4087811 69.0664199)",,,
"[139871041, 449674094]",Советская улица,tertiary,40,False,True,96.662,"LINESTRING (33.4086612 69.0690307, 33.4096261 69.0688665, 33.4108512 69.0686518)",,,
1247680162,улица Вице-адмирала Падорина,residential,40,False,False,23.802999999999997,"LINESTRING (33.4086612 69.0690307, 33.4083992 69.0690892, 33.4082219 69.0691713)",,,
1247680163,улица Вице-адмирала Падорина,tertiary,40,False,False,22.536,"LINESTRING (33.4086612 69.0690307, 33.4083885 69.0689867, 33.408157 69.0689384)",2,,
49133662,улица Кирова,tertiary,40,False,True,112.538,"LINESTRING (33.4266198 69.0709409, 33.425173 69.0705982, 33.4242402 69.0703918)",,,
"[74272714, 548291307]",Советская улица,tertiary,40,False,False,368.48600000000005,"LINESTRING (33.4259203 69.0659488, 33.4252876 69.066186, 33.4249415 69.066307, 33.4245937 69.066424, 33.4242916 69.0664763, 33.424191 69.0664925, 33.4233794 69.0666235, 33.423024 69.0666808, 33.4205768 69.0670785, 33.4202407 69.0671301, 33.4186295 69.0673977, 33.4178665 69.0675221)",4,,
"[1251044899, 548292011, 119726957]",улица Душенова,secondary,60,False,True,254.48,"LINESTRING (33.4259203 69.0659488, 33.4263087 69.0660814, 33.4267521 69.0662741, 33.4269816 69.066409, 33.4271074 69.0665298, 33.4272129 69.0667147, 33.4272235 69.0667816, 33.4272 69.0671592, 33.4271371 69.0673654, 33.4270012 69.0675833, 33.4266835 69.0680665)",5,,
74552427,улица Колышкина,tertiary,40,False,True,164.037,"LINESTRING (33.4070889 69.0650745, 33.407211 69.0651776, 33.4073186 69.0652688, 33.4074256 69.0653577, 33.4075375 69.065446, 33.4079497 69.0657791, 33.4082164 69.065973, 33.4087811 69.0664199)",,,
77808743,Северная улица,residential,,False,True,20.851,"LINESTRING (33.4170377 69.0691754, 33.4175111 69.0690944)",,,
74894964,улица Адмирала Сизова,tertiary,40,False,False,411.823,"LINESTRING (33.4170377 69.0691754, 33.4168842 69.0692361, 33.4166734 69.0692773, 33.4129761 69.0700307, 33.4121175 69.0702168, 33.4111167 69.0704328, 33.4108662 69.0705231, 33.4107843 69.0705857, 33.410809 69.0706936, 33.4109841 69.0708264, 33.4114021 69.07108, 33.4119545 69.0713755, 33.41209 69.0714352, 33.4122241 69.0714733)",,,
74894964,улица Адмирала Сизова,tertiary,40,False,True,15.504,"LINESTRING (33.4170377 69.0691754, 33.4170735 69.0690883, 33.4170737 69.0690369)",,,
77808756,улица Душенова,secondary,60,False,True,92.464,"LINESTRING (33.4260387 69.0688655, 33.4266835 69.0680665)",,,
77228309,улица Саши Ковалёва,tertiary,40,False,True,630.788,"LINESTRING (33.4260387 69.0688655, 33.425572 69.0688794, 33.4242311 69.0690311, 33.4214882 69.0694654, 33.4212921 69.0695186, 33.4183479 69.0704895, 33.4182498 69.0705211, 33.4175752 69.0706848, 33.4167132 69.0708202, 33.4158748 69.0709518, 33.4142728 69.0711945, 33.4134215 69.0712981, 33.4124574 69.0714667, 33.4122241 69.0714733)",,,
"[77808756, 1251059070]",улица Душенова,secondary,60,False,False,186.014,"LINESTRING (33.4260387 69.0688655, 33.4256492 69.0693552, 33.4254205 69.0696153, 33.4253523 69.0696953, 33.4252779 69.0697825, 33.4251061 69.0699146, 33.4249378 69.0700439, 33.4246293 69.0702074, 33.4242402 69.0703918)",,,
74272714,Советская улица,tertiary,40,False,False,97.28299999999999,"LINESTRING (33.4178665 69.0675221, 33.4169673 69.0676712, 33.4162218 69.0677915, 33.4156415 69.0678875)",,,
"[74272714, 548291307]",Советская улица,tertiary,40,False,True,368.48600000000005,"LINESTRING (33.4178665 69.0675221, 33.4186295 69.0673977, 33.4202407 69.0671301, 33.4205768 69.0670785, 33.423024 69.0666808, 33.4233794 69.0666235, 33.424191 69.0664925, 33.4242916 69.0664763, 33.4245937 69.066424, 33.4249415 69.066307, 33.4252876 69.066186, 33.4259203 69.0659488)",4,,
78148430,Пионерская улица,residential,,False,True,270.375,"LINESTRING (33.4178665 69.0675221, 33.4177533 69.0674437, 33.4171509 69.0669881, 33.4170023 69.0668631, 33.4165279 69.066464, 33.4164004 69.0663546, 33.4160368 69.0660541, 33.4155404 69.0656553, 33.4153736 69.0655232, 33.4153237 69.0654835, 33.4150759 69.065305)",,,
77808743,Северная улица,residential,,False,False,179.467,"LINESTRING (33.4215938 69.0684033, 33.4175111 69.0690944)",,,
74272714,Советская улица,tertiary,40,False,False,176.87400000000002,"LINESTRING (33.4156415 69.0678875, 33.4154454 69.0679183, 33.4140473 69.0681485, 33.413675 69.0682037, 33.4135077 69.0682285, 33.4130699 69.0682983, 33.4115766 69.0685363)",,,
74272714,Советская улица,tertiary,40,False,True,97.28299999999999,"LINESTRING (33.4156415 69.0678875, 33.4162218 69.0677915, 33.4169673 69.0676712, 33.4178665 69.0675221)",,,
74894964,улица Адмирала Сизова,tertiary,40,False,False,140.038,"LINESTRING (33.4156415 69.0678875, 33.4162283 69.0683565, 33.4170399 69.0689816, 33.4170737 69.0690369)",,,
74142105,улица Вице-адмирала Падорина,tertiary,40,False,True,106.619,"LINESTRING (33.4062684 69.0682571, 33.408157 69.0689384)",2,,
"[77928691, 77928711]",улица Колышкина,residential,,False,False,361.114,"LINESTRING (33.4062684 69.0682571, 33.4071229 69.0679329, 33.406506 69.0677371, 33.4074655 69.0673385, 33.4077802 69.0673453, 33.4076011 69.0671561, 33.4074405 69.066998, 33.4072861 69.0668853, 33.4069045 69.0665764, 33.4066338 69.0664047, 33.4067963 69.066307, 33.4068784 69.066294, 33.4070224 69.0662929, 33.4074926 69.0663276, 33.407795 69.066353, 33.4081524 69.0663966, 33.408544 69.0664183, 33.4087811 69.0664199)",,,
74552411,улица Вице-адмирала Падорина,residential,40,False,False,123.806,"LINESTRING (33.4082219 69.0691713, 33.4080801 69.0693077, 33.4079815 69.0694655, 33.4079661 69.0695737, 33.4081748 69.0702676)",,,
79109214,улица Вице-адмирала Падорина,residential,,True,False,26.055,"LINESTRING (33.4082219 69.0691713, 33.4082008 69.0690403, 33.408157 69.0689384)",,,
1247680162,улица Вице-адмирала Падорина,residential,40,False,True,23.802999999999997,"LINESTRING (33.4082219 69.0691713, 33.4083992 69.0690892, 33.4086612 69.0690307)",,,
74142105,улица Вице-адмирала Падорина,tertiary,40,False,False,106.619,"LINESTRING (33.408157 69.0689384, 33.4062684 69.0682571)",2,,
1247680163,улица Вице-адмирала Падорина,tertiary,40,False,True,22.536,"LINESTRING (33.408157 69.0689384, 33.4083885 69.0689867, 33.4086612 69.0690307)",2,,
74272714,Советская улица,tertiary,40,False,True,31.549,"LINESTRING (33.4108512 69.0686518, 33.4115766 69.0685363)",,,
"[77928667, 77928678]",Северная улица,residential,,False,True,234.68800000000002,"LINESTRING (33.4108512 69.0686518, 33.411434 69.0691087, 33.4118703 69.0694674, 33.4121249 69.0696926, 33.4121463 69.0697494, 33.412109 69.0697907, 33.412006 69.0698337, 33.4113362 69.0699709, 33.4109948 69.0700931, 33.4106507 69.0701878, 33.4101819 69.0703204)",,40,
"[139871041, 449674094]",Советская улица,tertiary,40,False,False,96.662,"LINESTRING (33.4108512 69.0686518, 33.4096261 69.0688665, 33.4086612 69.0690307)",,,
74894964,улица Адмирала Сизова,tertiary,40,False,True,411.82300000000004,"LINESTRING (33.4122241 69.0714733, 33.41209 69.0714352, 33.4119545 69.0713755, 33.4114021 69.07108, 33.4109841 69.0708264, 33.410809 69.0706936, 33.4107843 69.0705857, 33.4108662 69.0705231, 33.4111167 69.0704328, 33.4121175 69.0702168, 33.4129761 69.0700307, 33.4166734 69.0692773, 33.4168842 69.0692361, 33.4170377 69.0691754)",,,
77228309,улица Саши Ковалёва,tertiary,40,False,False,630.788,"LINESTRING (33.4122241 69.0714733, 33.4124574 69.0714667, 33.4134215 69.0712981, 33.4142728 69.0711945, 33.4158748 69.0709518, 33.4167132 69.0708202, 33.4175752 69.0706848, 33.4182498 69.0705211, 33.4183479 69.0704895, 33.4212921 69.0695186, 33.4214882 69.0694654, 33.4242311 69.0690311, 33.425572 69.0688794, 33.4260387 69.0688655)",,,
"[77928699, 78439204, 78439205, 179759654]",улица Адмирала Сизова,residential,"['40', '10']",False,False,293.536,"LINESTRING (33.4122241 69.0714733, 33.4125704 69.0717344, 33.4129201 69.0719986, 33.4133169 69.0719573, 33.4134189 69.0720071, 33.4135929 69.0721026, 33.4136596 69.0721393, 33.4129064 69.0731148, 33.4117357 69.0736507)",,,yes
"[77928699, 78439204, 78439205, 179759654]",улица Адмирала Сизова,residential,"['40', '10']",False,True,293.53599999999994,"LINESTRING (33.4117357 69.0736507, 33.4129064 69.0731148, 33.4136596 69.0721393, 33.4135929 69.0721026, 33.4134189 69.0720071, 33.4133169 69.0719573, 33.4129201 69.0719986, 33.4125704 69.0717344, 33.4122241 69.0714733)",,,yes
74552427,улица Колышкина,tertiary,40,False,False,164.03699999999998,"LINESTRING (33.4087811 69.0664199, 33.4082164 69.065973, 33.4079497 69.0657791, 33.4075375 69.065446, 33.4074256 69.0653577, 33.4073186 69.0652688, 33.407211 69.0651776, 33.4070889 69.0650745)",,,
74552427,улица Колышкина,tertiary,40,False,True,260.226,"LINESTRING (33.4087811 69.0664199, 33.4088506 69.0664747, 33.4097131 69.0671309, 33.4100122 69.0673649, 33.4112098 69.0682621, 33.4115766 69.0685363)",,,
"[77928691, 77928711]",улица Колышкина,residential,,False,True,361.11400000000003,"LINESTRING (33.4087811 69.0664199, 33.408544 69.0664183, 33.4081524 69.0663966, 33.407795 69.066353, 33.4074926 69.0663276, 33.4070224 69.0662929, 33.4068784 69.066294, 33.4067963 69.066307, 33.4066338 69.0664047, 33.4069045 69.0665764, 33.4072861 69.0668853, 33.4074405 69.066998, 33.4076011 69.0671561, 33.4077802 69.0673453, 33.4074655 69.0673385, 33.406506 69.0677371, 33.4071229 69.0679329, 33.4062684 69.0682571)",,,
"[77928667, 77928678]",Северная улица,residential,,False,False,234.68800000000005,"LINESTRING (33.4101819 69.0703204, 33.4106507 69.0701878, 33.4109948 69.0700931, 33.4113362 69.0699709, 33.412006 69.0698337, 33.412109 69.0697907, 33.4121463 69.0697494, 33.4121249 69.0696926, 33.4118703 69.0694674, 33.411434 69.0691087, 33.4108512 69.0686518)",,40,
77928686,улица Адмирала Сизова,residential,,False,False,100.82499999999999,"LINESTRING (33.4101819 69.0703204, 33.410107 69.0701897, 33.4099216 69.0700964, 33.4097844 69.0700856, 33.4094893 69.0700877, 33.4091315 69.0701269, 33.4081748 69.0702676)",,,
74552411,улица Вице-адмирала Падорина,residential,40,False,True,123.80600000000001,"LINESTRING (33.4081748 69.0702676, 33.4079661 69.0695737, 33.4079815 69.0694655, 33.4080801 69.0693077, 33.4082219 69.0691713)",,,
77928686,улица Адмирала Сизова,residential,,False,True,100.82499999999999,"LINESTRING (33.4081748 69.0702676, 33.4091315 69.0701269, 33.4094893 69.0700877, 33.4097844 69.0700856, 33.4099216 69.0700964, 33.410107 69.0701897, 33.4101819 69.0703204)",,,
78148430,Пионерская улица,residential,,False,False,270.375,"LINESTRING (33.4150759 69.065305, 33.4153237 69.0654835, 33.4153736 69.0655232, 33.4155404 69.0656553, 33.4160368 69.0660541, 33.4164004 69.0663546, 33.4165279 69.066464, 33.4170023 69.0668631, 33.4171509 69.0669881, 33.4177533 69.0674437, 33.4178665 69.0675221)",,,
398720975,,unclassified,,False,True,18.514,"LINESTRING (33.4170737 69.0690369, 33.4175111 69.0690944)",,,
74894964,улица Адмирала Сизова,tertiary,40,False,False,15.504,"LINESTRING (33.4170737 69.0690369, 33.4170735 69.0690883, 33.4170377 69.0691754)",,,
74894964,улица Адмирала Сизова,tertiary,40,False,True,140.03799999999998,"LINESTRING (33.4170737 69.0690369, 33.4170399 69.0689816, 33.4162283 69.0683565, 33.4156415 69.0678875)",,,
77808743,Северная улица,residential,,False,False,20.851,"LINESTRING (33.4175111 69.0690944, 33.4170377 69.0691754)",,,
77808743,Северная улица,residential,,False,True,179.467,"LINESTRING (33.4175111 69.0690944, 33.4215938 69.0684033)",,,
398720975,,unclassified,,False,False,18.514,"LINESTRING (33.4175111 69.0690944, 33.4170737 69.0690369)",,,
