osmid,oneway,name,highway,reversed,length,geometry,bridge,lanes,ref
34322674,True,Трнавская улица,secondary,False,88.078,"LINESTRING (47.8168608 52.0173596, 47.8177399 52.0177464, 47.8179078 52.0178203)",,,
"[111787085, 112610854]",False,улица Комарова,secondary,False,252.453,"LINESTRING (47.8168608 52.0173596, 47.8155609 52.0166763, 47.8140684 52.015876)",yes,,
1265751537,True,Трнавская улица,secondary,False,10.113,"LINESTRING (47.8209244 52.0192471, 47.821037 52.019306)",,,
290947226,True,улица 30 лет Победы,secondary,False,160.19,"LINESTRING (47.8209244 52.0192471, 47.8211207 52.0191013, 47.8215162 52.0188203, 47.8219516 52.0184605, 47.8223452 52.0181041)",,3,
1265751542,False,Степная улица,secondary,False,9.692,"LINESTRING (47.825245 52.0153659, 47.825351 52.0154237)",,2,
111784009,False,,residential,False,130.249,"LINESTRING (47.825245 52.0153659, 47.8250173 52.0152341, 47.8249582 52.0152027, 47.8246459 52.0150367, 47.8238135 52.0145942)",,,
290141908,True,улица 30 лет Победы,secondary,False,24.22,"LINESTRING (47.8206939 52.0194124, 47.8209244 52.0192471)",,3,
290141906,True,Трнавская улица,secondary,False,216.25400000000002,"LINESTRING (47.8206939 52.0194124, 47.820357 52.0192455, 47.820241 52.019184, 47.8199294 52.0190235, 47.8197573 52.018934, 47.8194632 52.018781, 47.8182729 52.0181625)",,,
112302634,True,,residential,False,86.447,"LINESTRING (47.8180503 52.0177108, 47.8189698 52.0182439)",,,
111784009,False,,residential,True,817.6019999999999,"LINESTRING (47.8180503 52.0177108, 47.8178781 52.0176215, 47.8171471 52.017241, 47.8170931 52.0171875, 47.8170846 52.0171208, 47.8171558 52.0168716, 47.8173259 52.0163438, 47.8174783 52.0158711, 47.8175489 52.015782, 47.8176243 52.0157092, 47.8176781 52.0156606, 47.8190835 52.0146466, 47.8200154 52.0139707, 47.8203187 52.0138241, 47.8207375 52.0136923, 47.821194 52.0136316, 47.8215918 52.0136132, 47.8220939 52.0137319, 47.8225804 52.013928, 47.8238135 52.0145942)",,,
112610854,False,улица Комарова,secondary,True,88.41199999999999,"LINESTRING (47.812056 52.0148314, 47.8121919 52.014903, 47.8130375 52.0153484)",,,
48949195,False,улица Крупской,residential,False,204.608,"LINESTRING (47.8149777 52.0139484, 47.8130375 52.0153484)",,,
48949195,False,улица Крупской,residential,True,204.608,"LINESTRING (47.8130375 52.0153484, 47.8149777 52.0139484)",,,
112610854,False,улица Комарова,secondary,False,88.41199999999999,"LINESTRING (47.8130375 52.0153484, 47.8121919 52.014903, 47.812056 52.0148314)",,,
112610854,False,улица Комарова,secondary,True,91.755,"LINESTRING (47.8130375 52.0153484, 47.8137 52.0156875, 47.8140684 52.015876)",,,
36871252,False,Коммунальная улица,residential,False,202.656,"LINESTRING (47.8140684 52.015876, 47.815963 52.0144753)",,,
36871252,False,Коммунальная улица,residential,True,185.305,"LINESTRING (47.8140684 52.015876, 47.8123159 52.0171464)",,,
112610854,False,улица Комарова,secondary,False,91.755,"LINESTRING (47.8140684 52.015876, 47.8137 52.0156875, 47.8130375 52.0153484)",,,
"[111787085, 112610854]",False,улица Комарова,secondary,True,252.453,"LINESTRING (47.8140684 52.015876, 47.8155609 52.0166763, 47.8168608 52.0173596)",yes,,
34322674,True,Трнавская улица,secondary,False,174.16899999999998,"LINESTRING (47.8189698 52.0182439, 47.8192946 52.018408, 47.8201642 52.0188515, 47.8203607 52.0189548, 47.8204671 52.0190108, 47.8209244 52.0192471)",,,
34322674,True,Трнавская улица,secondary,False,43.677,"LINESTRING (47.8179078 52.0178203, 47.8184548 52.0180227)",,,
40946830,True,,residential,False,20.836,"LINESTRING (47.8179078 52.0178203, 47.8179949 52.0178206, 47.8180549 52.0177983, 47.8180717 52.017765, 47.8180503 52.0177108)",,,
1265752632,False,проезд Энергетиков,secondary,True,10.357,"LINESTRING (47.8223452 52.0181041, 47.8224677 52.0181588)",,,
290947226,True,улица 30 лет Победы,secondary,False,363.438,"LINESTRING (47.8223452 52.0181041, 47.82272 52.0177492, 47.8228428 52.0176377, 47.8229254 52.017559, 47.8233873 52.0171184, 47.8234616 52.0170468, 47.8241836 52.0163702, 47.8249837 52.0156107, 47.8251041 52.0154965, 47.825245 52.0153659)",,3,
57948324,False,Гвардейская улица,residential,False,89.371,"LINESTRING (47.8133529 52.0176838, 47.8143572 52.0181976)",,,
"[57948442, 57948332]",False,"['Сазанлейская улица', 'Заречная улица']",residential,"[False, True]",362.678,"LINESTRING (47.8133529 52.0176838, 47.8147196 52.0167405, 47.8149522 52.0167072, 47.815191 52.0169582, 47.8153234 52.0170545, 47.8153805 52.0173465, 47.8150155 52.0178928, 47.8145673 52.0179686, 47.8143572 52.0181976)",,,
57948324,False,Гвардейская улица,residential,True,92.772,"LINESTRING (47.8133529 52.0176838, 47.8123159 52.0171464)",,,
57948324,False,Гвардейская улица,residential,True,89.371,"LINESTRING (47.8143572 52.0181976, 47.8133529 52.0176838)",,,
"[57948442, 57948332]",False,"['Сазанлейская улица', 'Заречная улица']",residential,"[False, True]",362.678,"LINESTRING (47.8143572 52.0181976, 47.8145673 52.0179686, 47.8150155 52.0178928, 47.8153805 52.0173465, 47.8153234 52.0170545, 47.815191 52.0169582, 47.8149522 52.0167072, 47.8147196 52.0167405, 47.8133529 52.0176838)",,,
36871252,False,Коммунальная улица,residential,True,202.656,"LINESTRING (47.815963 52.0144753, 47.8140684 52.015876)",,,
290147609,True,Трнавская улица,secondary,False,45.351,"LINESTRING (47.8220942 52.0198579, 47.8226002 52.0201213)",,,
290141905,True,Трнавская улица,secondary,False,50.586999999999996,"LINESTRING (47.8213577 52.019769, 47.8209953 52.0195743, 47.8208008 52.0194698)",,,
113951440,True,,secondary_link,False,20.539,"LINESTRING (47.8182729 52.0181625, 47.8183129 52.0181026, 47.8183721 52.0180561, 47.8184548 52.0180227)",,,
290141906,True,Трнавская улица,secondary,False,131.655,"LINESTRING (47.8182729 52.0181625, 47.8181713 52.0181047, 47.8178368 52.0178885, 47.817718 52.0178241, 47.8168608 52.0173596)",,,
75320228,True,,secondary_link,False,31.470999999999997,"LINESTRING (47.8218788 52.0200398, 47.8218538 52.0199907, 47.8218515 52.0199535, 47.8218695 52.0199154, 47.8219219 52.0198856, 47.8220001 52.0198647, 47.8220942 52.0198579)",,,
290141905,True,Трнавская улица,secondary,False,46.671,"LINESTRING (47.8218788 52.0200398, 47.8215147 52.0198506, 47.8214444 52.0198141, 47.8213577 52.019769)",,,
112610856,False,,living_street,False,328.937,"LINESTRING (47.8202132 52.0171401, 47.8231597 52.0149884, 47.8233803 52.0149396)",,,
293147168,False,,living_street,True,329.15899999999993,"LINESTRING (47.8204395 52.0172574, 47.8217521 52.0162775, 47.8233357 52.0150953, 47.8233803 52.0149396)",,,
111784009,False,,residential,False,817.602,"LINESTRING (47.8238135 52.0145942, 47.8225804 52.013928, 47.8220939 52.0137319, 47.8215918 52.0136132, 47.821194 52.0136316, 47.8207375 52.0136923, 47.8203187 52.0138241, 47.8200154 52.0139707, 47.8190835 52.0146466, 47.8176781 52.0156606, 47.8176243 52.0157092, 47.8175489 52.015782, 47.8174783 52.0158711, 47.8173259 52.0163438, 47.8171558 52.0168716, 47.8170846 52.0171208, 47.8170931 52.0171875, 47.8171471 52.017241, 47.8178781 52.0176215, 47.8180503 52.0177108)",,,
111784009,False,,residential,True,130.249,"LINESTRING (47.8238135 52.0145942, 47.8246459 52.0150367, 47.8249582 52.0152027, 47.8250173 52.0152341, 47.825245 52.0153659)",,,
112610856,False,,living_street,True,48.518,"LINESTRING (47.8238135 52.0145942, 47.8236485 52.0147258, 47.8233803 52.0149396)",,,
