osmid,lanes,name,highway,width,oneway,reversed,length,geometry
"[467754635, 252604628]",2,улица Строителей,residential,5,False,False,222.31999999999996,"LINESTRING (146.1822552 68.5358805, 146.1825266 68.5356688, 146.1831134 68.5353292, 146.1834805 68.5351446, 146.1838306 68.5347819, 146.1840456 68.5345602, 146.1843429 68.5342739, 146.1846252 68.5340919)"
"[252604628, 467754647]",2,улица Строителей,residential,5,False,"[False, True]",277.121,"LINESTRING (146.1822552 68.5358805, 146.1809657 68.5364876, 146.1797748 68.5369229, 146.1795272 68.5371142, 146.1793532 68.5373012, 146.1789907 68.5376558, 146.1791517 68.5379699)"
252604629,,,residential,5,False,True,315.062,"LINESTRING (146.1822552 68.5358805, 146.1823668 68.53588, 146.183166 68.535875, 146.183618 68.535881, 146.183913 68.535883, 146.184308 68.53588, 146.185302 68.535907, 146.186114 68.535951, 146.186949 68.536, 146.187284 68.536019, 146.189459 68.536152, 146.1899388 68.5361709)"
467754642,,улица 30 лет Победы,residential,,False,False,31.511,"LINESTRING (146.1898851 68.5364536, 146.1899388 68.5361709)"
466963701,,улица 30 лет Победы,residential,,False,True,300.704,"LINESTRING (146.1898851 68.5364536, 146.1896216 68.536555, 146.184212 68.5381854)"
467754637,,Больничный переулок,residential,,False,False,260.505,"LINESTRING (146.1898851 68.5364536, 146.1911966 68.5364714, 146.1920428 68.5363942, 146.1925698 68.5364047, 146.1937393 68.5365617, 146.1947908 68.5365892, 146.1956262 68.5365669, 146.1961748 68.536542)"
385814709,,улица Ефимова,residential,,False,True,207.5,"LINESTRING (146.184212 68.5381854, 146.1819967 68.5381038, 146.1799241 68.5379777, 146.1791517 68.5379699)"
466963701,,улица 30 лет Победы,residential,,False,False,300.704,"LINESTRING (146.184212 68.5381854, 146.1896216 68.536555, 146.1898851 68.5364536)"
467754640,,улица 30 лет Победы,residential,,False,False,276.751,"LINESTRING (146.184212 68.5381854, 146.1841142 68.5386632, 146.1834836 68.5402009, 146.1832992 68.5406507)"
385814706,,,residential,,False,False,39.005,"LINESTRING (146.1832992 68.5406507, 146.1829733 68.5409806)"
467754640,,улица 30 лет Победы,residential,,False,True,276.75100000000003,"LINESTRING (146.1832992 68.5406507, 146.1834836 68.5402009, 146.1841142 68.5386632, 146.184212 68.5381854)"
869731100,,,residential,,False,False,44.909,"LINESTRING (146.1832992 68.5406507, 146.1827785 68.5406866, 146.1822045 68.5406906)"
385814709,,улица Ефимова,residential,,False,False,207.5,"LINESTRING (146.1791517 68.5379699, 146.1799241 68.5379777, 146.1819967 68.5381038, 146.184212 68.5381854)"
467754645,,улица Ефимова,residential,,False,False,95.12599999999999,"LINESTRING (146.1791517 68.5379699, 146.1784708 68.5379252, 146.1768307 68.5378728)"
"[252604628, 467754647]",2,улица Строителей,residential,5,False,"[False, True]",277.121,"LINESTRING (146.1791517 68.5379699, 146.1789907 68.5376558, 146.1793532 68.5373012, 146.1795272 68.5371142, 146.1797748 68.5369229, 146.1809657 68.5364876, 146.1822552 68.5358805)"
467754637,,Больничный переулок,residential,,False,True,260.505,"LINESTRING (146.1961748 68.536542, 146.1956262 68.5365669, 146.1947908 68.5365892, 146.1937393 68.5365617, 146.1925698 68.5364047, 146.1920428 68.5363942, 146.1911966 68.5364714, 146.1898851 68.5364536)"
467754642,,улица 30 лет Победы,residential,,False,True,155.418,"LINESTRING (146.1902953 68.5347793, 146.1901758 68.5352457, 146.1899388 68.5361709)"
467754645,,улица Ефимова,residential,,False,True,95.12599999999999,"LINESTRING (146.1768307 68.5378728, 146.1784708 68.5379252, 146.1791517 68.5379699)"
467754642,,улица 30 лет Победы,residential,,False,True,31.511,"LINESTRING (146.1899388 68.5361709, 146.1898851 68.5364536)"
252604629,,,residential,5,False,False,315.06200000000007,"LINESTRING (146.1899388 68.5361709, 146.189459 68.536152, 146.187284 68.536019, 146.186949 68.536, 146.186114 68.535951, 146.185302 68.535907, 146.184308 68.53588, 146.183913 68.535883, 146.183618 68.535881, 146.183166 68.535875, 146.1823668 68.53588, 146.1822552 68.5358805)"
467754642,,улица 30 лет Победы,residential,,False,False,155.418,"LINESTRING (146.1899388 68.5361709, 146.1901758 68.5352457, 146.1902953 68.5347793)"
"[467754635, 252604628]",2,улица Строителей,residential,5,False,True,222.32,"LINESTRING (146.1846252 68.5340919, 146.1843429 68.5342739, 146.1840456 68.5345602, 146.1838306 68.5347819, 146.1834805 68.5351446, 146.1831134 68.5353292, 146.1825266 68.5356688, 146.1822552 68.5358805)"
385814706,,,residential,,False,True,39.005,"LINESTRING (146.1829733 68.5409806, 146.1832992 68.5406507)"
869731099,,,residential,,False,True,45.25,"LINESTRING (146.1829733 68.5409806, 146.1827463 68.5408613, 146.1822045 68.5406906)"
869731100,,,residential,,False,True,245.958,"LINESTRING (146.1768937 68.5397054, 146.1785674 68.5401744, 146.179238 68.540302, 146.1803162 68.5404001, 146.1804879 68.5404217, 146.1806971 68.5404865, 146.1812013 68.5405846, 146.1822045 68.5406906)"
869731099,,,residential,,False,False,45.25,"LINESTRING (146.1822045 68.5406906, 146.1827463 68.5408613, 146.1829733 68.5409806)"
869731100,,,residential,,False,False,245.95799999999997,"LINESTRING (146.1822045 68.5406906, 146.1812013 68.5405846, 146.1806971 68.5404865, 146.1804879 68.5404217, 146.1803162 68.5404001, 146.179238 68.540302, 146.1785674 68.5401744, 146.1768937 68.5397054)"
869731100,,,residential,,False,True,44.909,"LINESTRING (146.1822045 68.5406906, 146.1827785 68.5406866, 146.1832992 68.5406507)"
