osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry
44022449,улица Горького,residential,False,False,164.02,,,"LINESTRING (37.143803 45.2190831, 37.1449509 45.2178494)"
44022449,улица Горького,residential,False,True,142.731,,,"LINESTRING (37.143803 45.2190831, 37.1428338 45.2201701)"
44022456,Садовая улица,residential,False,False,193.448,,,"LINESTRING (37.143803 45.2190831, 37.1457661 45.2201388)"
77467314,улица Ленина,secondary,False,False,257.85,03Н-489,60,"LINESTRING (37.1420152 45.2168002, 37.1449509 45.2178494)"
44022450,улица Ильича,tertiary,False,False,207.526,,60,"LINESTRING (37.1510071 45.2147682, 37.1494581 45.2162823)"
94688780,улица Носова,residential,False,True,217.93,,,"LINESTRING (37.1510071 45.2147682, 37.1532241 45.2159523)"
44022441,Школьный переулок,residential,False,True,227.952,,,"LINESTRING (37.1532241 45.2159523, 37.1515149 45.2176115)"
94688780,улица Носова,residential,False,False,217.93,,,"LINESTRING (37.1532241 45.2159523, 37.1510071 45.2147682)"
44022441,Школьный переулок,residential,False,False,227.952,,,"LINESTRING (37.1515149 45.2176115, 37.1532241 45.2159523)"
44022441,Школьный переулок,residential,False,True,271.119,,,"LINESTRING (37.1515149 45.2176115, 37.1504429 45.218551, 37.1494583 45.2195703)"
44022445,Береговая улица,residential,False,True,218.64600000000002,,,"LINESTRING (37.1515149 45.2176115, 37.1502124 45.2167554, 37.1494581 45.2162823)"
64460568,улица Ильича,residential,False,False,193.904,,,"LINESTRING (37.147146 45.218691, 37.1457661 45.2201388)"
77467314,улица Ленина,secondary,False,False,205.819,03Н-489,60,"LINESTRING (37.147146 45.218691, 37.1494583 45.2195703)"
77467314,улица Ленина,secondary,False,True,195.753,03Н-489,60,"LINESTRING (37.147146 45.218691, 37.1449509 45.2178494)"
"[717278352, 44022450, 717278351]",улица Ильича,tertiary,False,True,323.455,,"['60', '40']","LINESTRING (37.147146 45.218691, 37.1473776 45.2184014, 37.1481406 45.2176242, 37.1485428 45.2172145, 37.1494581 45.2162823)"
44022449,улица Горького,residential,False,False,358.807,,,"LINESTRING (37.1449509 45.2178494, 37.1475424 45.2151886)"
44022449,улица Горького,residential,False,True,164.02,,,"LINESTRING (37.1449509 45.2178494, 37.143803 45.2190831)"
77467314,улица Ленина,secondary,False,False,195.753,03Н-489,60,"LINESTRING (37.1449509 45.2178494, 37.147146 45.218691)"
77467314,улица Ленина,secondary,False,True,257.85,03Н-489,60,"LINESTRING (37.1449509 45.2178494, 37.1420152 45.2168002)"
44022441,Школьный переулок,residential,False,True,227.092,,,"LINESTRING (37.1494583 45.2195703, 37.1476902 45.2211889)"
