osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry
296458953,2,08К-78,улица Никитенко,tertiary,False,True,27.225,,"LINESTRING (135.4507823 48.4667973, 135.4509462 48.4665779)"
88365506,2,А-375,улица Изотова,trunk,False,False,174.30599999999998,40,"LINESTRING (135.4507823 48.4667973, 135.4510384 48.4669525, 135.4514084 48.4671768, 135.4514847 48.467223, 135.4517751 48.4674033, 135.4525273 48.4678549)"
107489799,2,А-375,улица Изотова,trunk,False,True,142.449,40,"LINESTRING (135.4507823 48.4667973, 135.4504287 48.4665928, 135.4496699 48.466154, 135.4492542 48.4660297)"
168232648,,,улица Никитенко,residential,False,False,139.10899999999998,,"LINESTRING (135.4507823 48.4667973, 135.4502806 48.4673644, 135.4498277 48.4678764)"
296458953,2,08К-78,улица Никитенко,tertiary,False,False,101.872,,"LINESTRING (135.4531306 48.463709, 135.4524902 48.4645208)"
296458953,2,08К-78,улица Никитенко,tertiary,False,False,89.401,,"LINESTRING (135.4524902 48.4645208, 135.4519221 48.4652311)"
296458953,2,08К-78,улица Никитенко,tertiary,False,True,101.872,,"LINESTRING (135.4524902 48.4645208, 135.4531306 48.463709)"
168232638,,,Школьный переулок,residential,False,True,184.771,,"LINESTRING (135.4524902 48.4645208, 135.4530365 48.4647132, 135.4544084 48.465193, 135.4547034 48.4653002)"
296458953,2,08К-78,улица Никитенко,tertiary,False,True,89.401,,"LINESTRING (135.4519221 48.4652311, 135.4524902 48.4645208)"
168232614,,,Набережная улица,residential,False,True,357.61600000000004,,"LINESTRING (135.4519221 48.4652311, 135.4515649 48.465175, 135.4510688 48.4651156, 135.4509494 48.4650745, 135.45066 48.464974, 135.4502421 48.4648796, 135.4501088 48.4649131, 135.4499756 48.4650806, 135.449893 48.4653121, 135.4498746 48.4655374, 135.4499067 48.4657385, 135.4500078 48.4658633, 135.4502834 48.466043, 135.4504847 48.466209, 135.4509462 48.4665779)"
296458953,2,08К-78,улица Никитенко,tertiary,False,False,166.146,,"LINESTRING (135.4519221 48.4652311, 135.4510512 48.466433, 135.4509462 48.4665779)"
88365506,2,А-375,улица Изотова,trunk,False,False,207.65300000000002,40,"LINESTRING (135.4544025 48.4690218, 135.4554727 48.4695902, 135.4555208 48.4696157, 135.4563531 48.4700243, 135.4566329 48.4701617)"
88365506,2,А-375,улица Изотова,trunk,False,True,189.63500000000002,40,"LINESTRING (135.4544025 48.4690218, 135.4539973 48.4687867, 135.4537539 48.4686299, 135.4535209 48.4684827, 135.4531339 48.4682382, 135.4527564 48.4679997, 135.4525273 48.4678549)"
296458856,,,Молодёжная улица,residential,False,False,376.99,,"LINESTRING (135.4544025 48.4690218, 135.4546854 48.4686612, 135.4552822 48.467972, 135.4560304 48.4670553, 135.4562511 48.4667849, 135.4563596 48.4666541, 135.4568536 48.4660467)"
296458856,,,Молодёжная улица,residential,False,True,198.583,,"LINESTRING (135.4544025 48.4690218, 135.4539466 48.469648, 135.4533967 48.4703376, 135.4531581 48.4706048)"
168232656,,,Ситинская улица,residential,False,True,150.722,,"LINESTRING (135.4587918 48.4636721, 135.4605141 48.4644022)"
296458856,,,Молодёжная улица,residential,False,True,300.235,,"LINESTRING (135.4587918 48.4636721, 135.4576225 48.4651047, 135.4568536 48.4660467)"
296458866,,,,residential,False,False,102.25200000000001,,"LINESTRING (135.4597497 48.4651635, 135.4599947 48.4648597, 135.4601288 48.4647009, 135.4605141 48.4644022)"
"[296458866, 168232661]",,,улица Карпушкина,residential,False,"[False, True]",181.42699999999996,,"LINESTRING (135.4597497 48.4651635, 135.4593551 48.4656193, 135.459343 48.4656504, 135.4593471 48.4656771, 135.4593538 48.4656998, 135.4593678 48.4657161, 135.4601675 48.4660442, 135.4598934 48.4663798)"
168232638,,,Школьный переулок,residential,False,False,184.77100000000002,,"LINESTRING (135.4547034 48.4653002, 135.4544084 48.465193, 135.4530365 48.4647132, 135.4524902 48.4645208)"
168232638,,,Школьный переулок,residential,False,True,178.95,,"LINESTRING (135.4547034 48.4653002, 135.4558166 48.465687, 135.4563566 48.4658743, 135.4568536 48.4660467)"
168232657,,,Школьная улица,residential,False,True,326.715,,"LINESTRING (135.4547034 48.4653002, 135.4543939 48.4656772, 135.4528851 48.4675155, 135.4528661 48.4675387, 135.452664 48.467758, 135.4525273 48.4678549)"
168232638,,,Школьный переулок,residential,False,False,178.95,,"LINESTRING (135.4568536 48.4660467, 135.4563566 48.4658743, 135.4558166 48.465687, 135.4547034 48.4653002)"
296458856,,,Молодёжная улица,residential,False,False,300.235,,"LINESTRING (135.4568536 48.4660467, 135.4576225 48.4651047, 135.4587918 48.4636721)"
296458856,,,Молодёжная улица,residential,False,True,376.99,,"LINESTRING (135.4568536 48.4660467, 135.4563596 48.4666541, 135.4562511 48.4667849, 135.4560304 48.4670553, 135.4552822 48.467972, 135.4546854 48.4686612, 135.4544025 48.4690218)"
168232621,,,,living_street,False,False,80.315,,"LINESTRING (135.4598934 48.4663798, 135.460835 48.466743)"
168232661,,,улица Карпушкина,residential,False,False,46.073,,"LINESTRING (135.4598934 48.4663798, 135.4595827 48.4667393)"
"[296458866, 168232661]",,,улица Карпушкина,residential,False,"[False, True]",181.427,,"LINESTRING (135.4598934 48.4663798, 135.4601675 48.4660442, 135.4593678 48.4657161, 135.4593538 48.4656998, 135.4593471 48.4656771, 135.459343 48.4656504, 135.4593551 48.4656193, 135.4597497 48.4651635)"
168232641,,,Октябрьский переулок,living_street,False,False,144.192,,"LINESTRING (135.4575585 48.4664554, 135.4592478 48.4671088)"
296458953,2,08К-78,улица Никитенко,tertiary,False,False,27.225,,"LINESTRING (135.4509462 48.4665779, 135.4507823 48.4667973)"
168232614,,,Набережная улица,residential,False,False,357.61599999999993,,"LINESTRING (135.4509462 48.4665779, 135.4504847 48.466209, 135.4502834 48.466043, 135.4500078 48.4658633, 135.4499067 48.4657385, 135.4498746 48.4655374, 135.449893 48.4653121, 135.4499756 48.4650806, 135.4501088 48.4649131, 135.4502421 48.4648796, 135.45066 48.464974, 135.4509494 48.4650745, 135.4510688 48.4651156, 135.4515649 48.465175, 135.4519221 48.4652311)"
296458953,2,08К-78,улица Никитенко,tertiary,False,True,166.146,,"LINESTRING (135.4509462 48.4665779, 135.4510512 48.466433, 135.4519221 48.4652311)"
168232631,,,,living_street,False,False,78.188,,"LINESTRING (135.4595827 48.4667393, 135.4605043 48.4670872)"
168232661,,,улица Карпушкина,residential,False,False,47.935,,"LINESTRING (135.4595827 48.4667393, 135.4592478 48.4671088)"
168232661,,,улица Карпушкина,residential,False,True,46.073,,"LINESTRING (135.4595827 48.4667393, 135.4598934 48.4663798)"
168232621,,,,living_street,False,True,80.315,,"LINESTRING (135.460835 48.466743, 135.4598934 48.4663798)"
168232631,,,,living_street,False,True,78.188,,"LINESTRING (135.4605043 48.4670872, 135.4595827 48.4667393)"
168232641,,,Октябрьский переулок,living_street,False,False,76.93,,"LINESTRING (135.4592478 48.4671088, 135.4601491 48.4674574)"
168232641,,,Октябрьский переулок,living_street,False,True,144.192,,"LINESTRING (135.4592478 48.4671088, 135.4575585 48.4664554)"
168232661,,,улица Карпушкина,residential,False,True,47.935,,"LINESTRING (135.4592478 48.4671088, 135.4595827 48.4667393)"
168232661,,,улица Карпушкина,residential,False,False,141.149,,"LINESTRING (135.4592478 48.4671088, 135.4587792 48.4676553, 135.4583021 48.4682125)"
168232641,,,Октябрьский переулок,living_street,False,True,76.93,,"LINESTRING (135.4601491 48.4674574, 135.4592478 48.4671088)"
168232616,,,переулок Лавренкова,living_street,False,False,144.033,,"LINESTRING (135.4566031 48.4675731, 135.4583021 48.4682125)"
88365506,2,А-375,улица Изотова,trunk,False,False,189.63500000000002,40,"LINESTRING (135.4525273 48.4678549, 135.4527564 48.4679997, 135.4531339 48.4682382, 135.4535209 48.4684827, 135.4537539 48.4686299, 135.4539973 48.4687867, 135.4544025 48.4690218)"
88365506,2,А-375,улица Изотова,trunk,False,True,174.30599999999998,40,"LINESTRING (135.4525273 48.4678549, 135.4517751 48.4674033, 135.4514847 48.467223, 135.4514084 48.4671768, 135.4510384 48.4669525, 135.4507823 48.4667973)"
168232657,,,Школьная улица,residential,False,False,326.715,,"LINESTRING (135.4525273 48.4678549, 135.452664 48.467758, 135.4528661 48.4675387, 135.4528851 48.4675155, 135.4543939 48.4656772, 135.4547034 48.4653002)"
168232648,,,улица Никитенко,residential,False,True,139.10899999999998,,"LINESTRING (135.4498277 48.4678764, 135.4502806 48.4673644, 135.4507823 48.4667973)"
500314066,,,Набережная улица,residential,False,False,73.31200000000001,,"LINESTRING (135.4498277 48.4678764, 135.4498252 48.467958, 135.4498602 48.46804, 135.4504066 48.4683736)"
500314066,,,Набережная улица,residential,False,True,240.89499999999998,,"LINESTRING (135.4498277 48.4678764, 135.4495392 48.4679157, 135.4492195 48.4679813, 135.449003 48.4679704, 135.4488542 48.4679207, 135.4487297 48.4678432, 135.4486071 48.467784, 135.4483795 48.4676058, 135.4483286 48.4674636, 135.4484251 48.4667006, 135.4484519 48.4666544, 135.4484894 48.466633, 135.4485297 48.4665868)"
168232616,,,переулок Лавренкова,living_street,False,True,144.033,,"LINESTRING (135.4583021 48.4682125, 135.4566031 48.4675731)"
168232661,,,улица Карпушкина,residential,False,False,144.177,,"LINESTRING (135.4583021 48.4682125, 135.4580793 48.4684698, 135.4578287 48.4687592, 135.4573365 48.46934)"
168232661,,,улица Карпушкина,residential,False,True,141.149,,"LINESTRING (135.4583021 48.4682125, 135.4587792 48.4676553, 135.4592478 48.4671088)"
500314066,,,Набережная улица,residential,False,True,73.31200000000001,,"LINESTRING (135.4504066 48.4683736, 135.4498602 48.46804, 135.4498252 48.467958, 135.4498277 48.4678764)"
168232645,,,переулок Баранова,living_street,False,False,140.019,,"LINESTRING (135.4556798 48.4687243, 135.4573365 48.46934)"
168232645,,,переулок Баранова,living_street,False,False,68.45,,"LINESTRING (135.4573365 48.46934, 135.4581464 48.469641)"
168232645,,,переулок Баранова,living_street,False,True,140.019,,"LINESTRING (135.4573365 48.46934, 135.4556798 48.4687243)"
168232661,,,улица Карпушкина,residential,False,False,105.067,,"LINESTRING (135.4573365 48.46934, 135.4566329 48.4701617)"
168232661,,,улица Карпушкина,residential,False,True,144.177,,"LINESTRING (135.4573365 48.46934, 135.4578287 48.4687592, 135.4580793 48.4684698, 135.4583021 48.4682125)"
168232645,,,переулок Баранова,living_street,False,True,68.45,,"LINESTRING (135.4581464 48.469641, 135.4573365 48.46934)"
88365506,2,А-375,улица Изотова,trunk,False,False,4.402,40,"LINESTRING (135.4566329 48.4701617, 135.4566792 48.4701867)"
168232661,,,улица Карпушкина,residential,False,True,105.067,,"LINESTRING (135.4566329 48.4701617, 135.4573365 48.46934)"
88365506,2,А-375,улица Изотова,trunk,False,True,207.65300000000002,40,"LINESTRING (135.4566329 48.4701617, 135.4563531 48.4700243, 135.4555208 48.4696157, 135.4554727 48.4695902, 135.4544025 48.4690218)"
187134918,2,А-375,«Восток»,trunk,False,False,23.297,,"LINESTRING (135.458183 48.4709403, 135.4584268 48.4710736)"
88365506,2,А-375,улица Изотова,trunk,False,True,138.97,40,"LINESTRING (135.458183 48.4709403, 135.4577617 48.4707291, 135.4572178 48.4704557, 135.4566792 48.4701867)"
"[296458856, 296458858]",,,"['Набережная улица', 'Молодёжная улица']","['living_street', 'residential']",False,False,475.693,,"LINESTRING (135.4502563 48.4697936, 135.4498923 48.4697844, 135.4496455 48.469803, 135.4496267 48.4698342, 135.4500734 48.4705974, 135.4503134 48.470798, 135.4505938 48.4709983, 135.4511476 48.4712995, 135.4516229 48.4715002, 135.4521203 48.4716402, 135.4521748 48.4716498, 135.4522271 48.4716436, 135.4522803 48.4716132, 135.4531581 48.4706048)"
187134918,2,А-375,«Восток»,trunk,False,True,23.297,,"LINESTRING (135.4584268 48.4710736, 135.458183 48.4709403)"
168232656,,,Ситинская улица,residential,False,False,150.722,,"LINESTRING (135.4605141 48.4644022, 135.4587918 48.4636721)"
296458866,,,,residential,False,True,102.25200000000001,,"LINESTRING (135.4605141 48.4644022, 135.4601288 48.4647009, 135.4599947 48.4648597, 135.4597497 48.4651635)"
