osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed,bridge
286430889,True,проспект Победы,tertiary,False,57.018,,"LINESTRING (39.8861913 59.222007, 39.8871074 59.2217992)",,
78507116,False,Торговая площадь,secondary,False,45.463,3,"LINESTRING (39.8861913 59.222007, 39.8863267 59.2220063, 39.8864528 59.2220167, 39.8865737 59.222033, 39.8866761 59.2220541, 39.8868254 59.2220963, 39.8869314 59.2221347)",,
286335462,True,улица Сергея Орлова,residential,False,60.61,,"LINESTRING (39.8893245 59.2231091, 39.8883656 59.2233465)",,
"[1098528967, 78507103]",True,улица Сергея Орлова,secondary,False,50.173,2,"LINESTRING (39.8893245 59.2231091, 39.8897294 59.2230408, 39.890162 59.2229679)",60,
286335459,False,Торговая площадь,secondary,True,34.753,4,"LINESTRING (39.8893245 59.2231091, 39.8892023 59.2231134, 39.8891065 59.2231095, 39.8889772 59.2230955, 39.8888548 59.2230748, 39.8887377 59.2230446)",60,
46429311,True,улица Сергея Орлова,secondary,False,19.659,2,"LINESTRING (39.8917829 59.2224576, 39.8915496 59.222588)",60,
1098528969,True,улица Мира,secondary,False,189.328,3,"LINESTRING (39.888543 59.2209416, 39.8873922 59.220299, 39.8862968 59.2196855)",60,
"[61032291, 38554037, 61032286]",False,Козленская улица,tertiary,False,138.316,,"LINESTRING (39.8862832 59.2194506, 39.886486 59.2194021, 39.8866161 59.2193651, 39.8870126 59.2192269, 39.8875835 59.2189624, 39.8879635 59.2187221, 39.8880815 59.2186369)",,yes
38554038,True,улица Мира,tertiary,False,32.286,,"LINESTRING (39.8862832 59.2194506, 39.8861177 59.2194562, 39.8859378 59.2194401, 39.8857457 59.2193864)",,
193978241,True,улица Мира,secondary,False,210.22199999999998,3,"LINESTRING (39.8862832 59.2194506, 39.8865126 59.2195722, 39.8876139 59.2201984, 39.8876542 59.2202206, 39.8887694 59.2208489)",60,
"[113664315, 112589686]",False,улица Герцена,secondary,False,180.091,,"LINESTRING (39.8848992 59.2172222, 39.8850696 59.2171236, 39.8869588 59.216069, 39.8870343 59.2160268)",,
"[113664318, 113664313, 113664310]",True,улица М.Ульяновой,residential,False,239.907,,"LINESTRING (39.8848992 59.2172222, 39.8850738 59.2173067, 39.8856059 59.2175494, 39.8858383 59.2176587, 39.8878516 59.2185367, 39.8880815 59.2186369)",,
61098618,False,улица Лермонтова,residential,False,37.835,,"LINESTRING (39.898391 59.2181484, 39.8977262 59.2181435)",,
110778589,False,Предтеченская улица,tertiary,False,44.385000000000005,4,"LINESTRING (39.898391 59.2181484, 39.8981282 59.218099, 39.8979404 59.2180386, 39.8977901 59.2179752, 39.8977258 59.217948)",,
"[110778588, 1254889980, 26219878]",False,Предтеченская улица,tertiary,True,106.56099999999999,4,"LINESTRING (39.898391 59.2181484, 39.8985656 59.2181643, 39.8988957 59.2181715, 39.8989609 59.2181729, 39.9000316 59.2181854, 39.9002601 59.2181887)",,
110762058,False,Козленская улица,tertiary,True,21.828,,"LINESTRING (39.8902905 59.2172842, 39.8900519 59.2174379)",,
