osmid,oneway,lanes,highway,maxspeed,junction,reversed,length,name,geometry
105351849,False,,residential,,,True,230.76,улица Горького,"LINESTRING (36.6836946 50.5369149, 36.6810215 50.5361172, 36.6807268 50.536052)"
105473012,False,,residential,,,True,122.63,улица Чехова,"LINESTRING (36.679989 50.533933, 36.6809337 50.5347739, 36.6809973 50.5348305)"
105351849,False,,residential,,,True,56.929,улица Горького,"LINESTRING (36.6807268 50.536052, 36.6800235 50.5358024)"
105351849,False,,residential,,,False,230.76,улица Горького,"LINESTRING (36.6807268 50.536052, 36.6810215 50.5361172, 36.6836946 50.5369149)"
105473034,False,,residential,,,False,111.64999999999999,улица Есенина,"LINESTRING (36.6807268 50.536052, 36.6806961 50.5362995, 36.6808584 50.5364361, 36.6808912 50.5366084, 36.680784 50.5370138)"
105473017,False,,residential,,,True,87.084,улица Маяковского,"LINESTRING (36.6831182 50.5376071, 36.6836946 50.5369149)"
105473031,False,,residential,,,True,166.021,улица Маяковского,"LINESTRING (36.6831182 50.5376071, 36.6831879 50.537902, 36.6831101 50.5382703, 36.6827346 50.5387867, 36.6826128 50.539029)"
105351849,False,,residential,,,False,56.929,улица Горького,"LINESTRING (36.6800235 50.5358024, 36.6807268 50.536052)"
105351849,False,,residential,,,True,38.151,улица Горького,"LINESTRING (36.6800235 50.5358024, 36.6795185 50.5356812)"
105473019,False,,residential,,,False,152.90699999999998,улица Пушкина,"LINESTRING (36.6800235 50.5358024, 36.679847 50.5360155, 36.6797923 50.5361095, 36.6796983 50.536441, 36.6796232 50.5371366)"
105473031,False,,residential,,,False,166.021,улица Маяковского,"LINESTRING (36.6826128 50.539029, 36.6827346 50.5387867, 36.6831101 50.5382703, 36.6831879 50.537902, 36.6831182 50.5376071)"
105351849,False,,residential,,,False,38.151,улица Горького,"LINESTRING (36.6795185 50.5356812, 36.6800235 50.5358024)"
105351849,False,,residential,,,True,37.674,улица Горького,"LINESTRING (36.6795185 50.5356812, 36.6791255 50.5354523)"
509322582,False,,residential,,,True,38.864,улица Ленина,"LINESTRING (36.6795185 50.5356812, 36.6799281 50.535448)"
105533368,False,,residential,,,False,133.40200000000002,,"LINESTRING (36.6929168 50.5363687, 36.6913878 50.5357391, 36.6913311 50.535718)"
105473033,False,,tertiary,,,True,145.50900000000001,Юбилейная улица,"LINESTRING (36.6913311 50.535718, 36.6917834 50.5352483, 36.6920114 50.5350585, 36.6924757 50.5347507, 36.6925784 50.5346849)"
105533368,False,,residential,,,True,133.40200000000002,,"LINESTRING (36.6913311 50.535718, 36.6913878 50.5357391, 36.6929168 50.5363687)"
"[1000020504, 1000020505]",False,,tertiary,,,False,223.297,Юбилейная улица,"LINESTRING (36.6913311 50.535718, 36.6913223 50.5357272, 36.6912109 50.535845, 36.6906395 50.5364487, 36.6897892 50.5373001, 36.6897686 50.5374465)"
105473023,False,2,tertiary,,,False,156.927,улица Бельгина,"LINESTRING (36.6918481 50.5379413, 36.6912766 50.5378011, 36.6897686 50.5374465)"
326354191,False,,tertiary,,,False,146.732,улица Бельгина,"LINESTRING (36.6860432 50.5351262, 36.6845638 50.5342004)"
326354191,False,,tertiary,,,True,21.211,улица Бельгина,"LINESTRING (36.6860432 50.5351262, 36.6862522 50.5352631)"
105533359,False,,residential,,,True,672.316,улица Королёва,"LINESTRING (36.6860432 50.5351262, 36.6855626 50.5354021, 36.6854205 50.5353291, 36.6851205 50.5353584, 36.685015 50.5353897, 36.6848241 50.5354358, 36.6846929 50.5355705, 36.6845667 50.5355866, 36.6839555 50.5354413, 36.6837707 50.5357839, 36.6838015 50.5360971, 36.6882033 50.5372341, 36.688683 50.5372648, 36.6891273 50.53734, 36.6892425 50.5371841)"
443025229,True,,tertiary,,,False,8.088,Железнодорожная улица,"LINESTRING (36.6833498 50.5335866, 36.683294 50.5335231)"
43903099,True,2,primary,RU:urban,roundabout,False,14.517,,"LINESTRING (36.6833498 50.5335866, 36.6833481 50.5335431, 36.6833573 50.5335, 36.6833771 50.5334583)"
313048780,True,2,primary,RU:urban,roundabout,False,5.344,,"LINESTRING (36.6837578 50.5338318, 36.6836829 50.5338252)"
"[43903099, 313048781]",True,2,primary,RU:urban,roundabout,False,37.754999999999995,,"LINESTRING (36.6836829 50.5338252, 36.6835726 50.5337988, 36.6834777 50.5337543, 36.6834053 50.5336952, 36.6833608 50.5336258, 36.6833498 50.5335866)"
736330813,True,2,primary,40,,False,76.41000000000001,улица Ленина,"LINESTRING (36.6836829 50.5338252, 36.6832182 50.5339593, 36.6829888 50.5340615, 36.6828043 50.5341515, 36.6827583 50.534174)"
43903098,True,2,primary,40,,False,290.242,проспект Ленина,"LINESTRING (36.683814 50.5332867, 36.6840054 50.5332356, 36.684269 50.5331531, 36.6845522 50.5330339, 36.6847496 50.5329194, 36.6850313 50.5327438, 36.685583 50.5324327, 36.6861497 50.5320725, 36.6869193 50.5316049)"
313048782,True,2,primary,RU:urban,roundabout,False,44.806000000000004,,"LINESTRING (36.683814 50.5332867, 36.683891 50.5332931, 36.6839505 50.5333068, 36.6840066 50.5333256, 36.6840578 50.5333493, 36.684103 50.5333777, 36.6841411 50.5334099, 36.6841714 50.5334453, 36.6841932 50.5334832, 36.6842133 50.5335535)"
313048780,True,2,primary,RU:urban,roundabout,False,7.859999999999999,,"LINESTRING (36.6842133 50.5335535, 36.684209 50.5335872, 36.6841972 50.5336233)"
326354191,False,,tertiary,,,True,146.732,улица Бельгина,"LINESTRING (36.6845638 50.5342004, 36.6860432 50.5351262)"
145409584,True,,tertiary,,,False,70.236,улица Бельгина,"LINESTRING (36.6845638 50.5342004, 36.6842466 50.5340435, 36.6841915 50.5340155, 36.6840472 50.5339508, 36.6837578 50.5338318)"
145409586,True,,tertiary,,,False,70.595,улица Бельгина,"LINESTRING (36.6841972 50.5336233, 36.68423 50.5337803, 36.6842495 50.5338476, 36.6842714 50.5338936, 36.6843019 50.5339406, 36.6843372 50.5339892, 36.6845638 50.5342004)"
313048780,True,2,primary,RU:urban,roundabout,False,41.912,,"LINESTRING (36.6841972 50.5336233, 36.6841629 50.5336822, 36.6841083 50.5337346, 36.6840364 50.5337777, 36.6839509 50.5338092, 36.6838564 50.5338276, 36.6837578 50.5338318)"
145409675,True,,tertiary,,,False,58.656000000000006,Железнодорожная улица,"LINESTRING (36.6829427 50.5331495, 36.6830998 50.5331902, 36.6832578 50.5332229, 36.6833507 50.533238, 36.6834639 50.5332557, 36.6837417 50.5332851)"
105473012,False,,residential,,,False,122.63,улица Чехова,"LINESTRING (36.6809973 50.5348305, 36.6809337 50.5347739, 36.679989 50.533933)"
158683987,True,2,primary,40,,False,223.147,улица Ленина,"LINESTRING (36.6809973 50.5348305, 36.6826307 50.5341112, 36.6827085 50.5340666, 36.6830788 50.5338545, 36.6831183 50.5338175, 36.6831534 50.5337722, 36.6831896 50.533716, 36.6832204 50.5336531, 36.683262 50.5335658, 36.683294 50.5335231)"
324075862,False,,residential,,,False,148.342,улица Ленина,"LINESTRING (36.6814931 50.5347275, 36.6815558 50.5347645, 36.6821583 50.534877, 36.6828749 50.5342882, 36.682813 50.5342276, 36.6827583 50.534174)"
736330813,True,2,primary,40,,False,186.29399999999998,улица Ленина,"LINESTRING (36.6814931 50.5347275, 36.6810689 50.5348978, 36.6803572 50.5351445, 36.6792392 50.5354225, 36.6791255 50.5354523)"
"[1000020506, 325927813]",False,2,residential,,,True,49.095000000000006,,"LINESTRING (36.686431 50.5312909, 36.6867916 50.5315219, 36.6868667 50.53157, 36.6869193 50.5316049)"
"[999850358, 325929686]",False,,living_street,,,False,354.11999999999995,"['улица им. И.Д. Елисеева', 'улица Добролюбова']","LINESTRING (36.686431 50.5312909, 36.6860179 50.5314905, 36.6859909 50.5315036, 36.6858621 50.5315662, 36.6857116 50.531593, 36.6855058 50.5315893, 36.6846264 50.5315736, 36.6820227 50.5315272, 36.6818874 50.5314782, 36.681672 50.5313522)"
999850358,False,,living_street,,,False,85.386,улица Добролюбова,"LINESTRING (36.681672 50.5313522, 36.6807831 50.5308322)"
325927819,False,,living_street,,,False,113.558,Ясная улица,"LINESTRING (36.681672 50.5313522, 36.6817578 50.5313097, 36.6827568 50.5306003)"
"[325929686, 999850358]",False,,living_street,,,True,354.12,"['улица им. И.Д. Елисеева', 'улица Добролюбова']","LINESTRING (36.681672 50.5313522, 36.6818874 50.5314782, 36.6820227 50.5315272, 36.6846264 50.5315736, 36.6855058 50.5315893, 36.6857116 50.531593, 36.6858621 50.5315662, 36.6859909 50.5315036, 36.6860179 50.5314905, 36.686431 50.5312909)"
999850358,False,,living_street,,,True,85.386,улица Добролюбова,"LINESTRING (36.6807831 50.5308322, 36.681672 50.5313522)"
999850358,False,,living_street,,,False,89.337,улица Добролюбова,"LINESTRING (36.6807831 50.5308322, 36.679955 50.5303479, 36.679853 50.5302882)"
999850358,False,,living_street,,,True,89.337,улица Добролюбова,"LINESTRING (36.679853 50.5302882, 36.679955 50.5303479, 36.6807831 50.5308322)"
325927819,False,,living_street,,,True,113.558,Ясная улица,"LINESTRING (36.6827568 50.5306003, 36.6817578 50.5313097, 36.681672 50.5313522)"
105351807,False,,residential,,,True,267.96999999999997,улица 78-й Гвардейской Дивизии,"LINESTRING (36.6889717 50.5335849, 36.6881206 50.5341365, 36.6877062 50.5344065, 36.6863306 50.535217, 36.6862522 50.5352631)"
509322582,False,,residential,,,False,38.864,улица Ленина,"LINESTRING (36.6799281 50.535448, 36.6795185 50.5356812)"
158683987,True,2,primary,40,,False,9.344000000000001,улица Ленина,"LINESTRING (36.683294 50.5335231, 36.6833322 50.5334866, 36.6833771 50.5334583)"
443025229,True,,tertiary,,,False,48.402,Железнодорожная улица,"LINESTRING (36.683294 50.5335231, 36.6832747 50.5335011, 36.6832232 50.5334453, 36.6831556 50.5333738, 36.6830846 50.5333024, 36.6829427 50.5331495)"
43903099,True,2,primary,RU:urban,roundabout,False,33.858000000000004,,"LINESTRING (36.6833771 50.5334583, 36.683407 50.5334192, 36.6834462 50.5333835, 36.6834939 50.5333523, 36.6835487 50.5333263, 36.6836093 50.5333061, 36.6836742 50.5332922, 36.6837417 50.5332851)"
1000020506,False,,residential,,,True,10.425,,"LINESTRING (36.6869193 50.5316049, 36.6870215 50.5316725)"
"[1000020506, 325927813]",False,2,residential,,,False,49.095,,"LINESTRING (36.6869193 50.5316049, 36.6868667 50.53157, 36.6867916 50.5315219, 36.686431 50.5312909)"
999850356,False,,residential,,,False,11.991,,"LINESTRING (36.6789369 50.5354022, 36.6790738 50.5354659)"
158683987,True,2,primary,40,,False,159.148,улица Ленина,"LINESTRING (36.6789369 50.5354022, 36.6791839 50.5353429, 36.6802061 50.5350933, 36.6809973 50.5348305)"
999850356,False,,residential,,,True,11.991,,"LINESTRING (36.6790738 50.5354659, 36.6789369 50.5354022)"
324075862,False,,residential,,,True,148.342,улица Ленина,"LINESTRING (36.6827583 50.534174, 36.682813 50.5342276, 36.6828749 50.5342882, 36.6821583 50.534877, 36.6815558 50.5347645, 36.6814931 50.5347275)"
736330813,True,2,primary,40,,False,108.55900000000001,улица Ленина,"LINESTRING (36.6827583 50.534174, 36.682716 50.5341946, 36.6814931 50.5347275)"
