osmid,lanes,highway,width,oneway,reversed,length,geometry,maxspeed,ref,name,bridge,junction
69095404,,tertiary,,False,False,104.60499999999999,"LINESTRING (40.847557 57.0121471, 40.8483 57.0121761, 40.8492822 57.0121965)",,24Н-164,Дьяковская улица,,
443255593,,residential,4,False,False,76.687,"LINESTRING (40.847557 57.0121471, 40.8475958 57.0119932, 40.8476453 57.0118619, 40.8479273 57.0117149, 40.8480826 57.0115473)",,,,,
100767752,,residential,,False,True,315.522,"LINESTRING (40.8483582 57.0067151, 40.8464706 57.0075816, 40.8443844 57.0085507)",,,,,
288873122,4,primary,,False,False,113.148,"LINESTRING (40.8483582 57.0067151, 40.8474806 57.0065573, 40.8471923 57.0065054, 40.8465838 57.006396)",50,,,,
288873122,4,primary,,False,True,59.581999999999994,"LINESTRING (40.8483582 57.0067151, 40.8491245 57.0068529, 40.8492926 57.0068831)",50,,,,
485687265,4,secondary,,False,False,64.647,"LINESTRING (40.8428373 57.0057029, 40.8418237 57.0055203)",RU:urban,24К-260,,,
100767750,,residential,,False,True,176.04500000000002,"LINESTRING (40.8428373 57.0057029, 40.8426994 57.005829, 40.8424473 57.0061298, 40.8417593 57.0071702)",,,Новинская улица,,
485687265,4,secondary,,False,True,51.56099999999999,"LINESTRING (40.8428373 57.0057029, 40.8429918 57.0057307, 40.8432225 57.0057723, 40.8436457 57.0058486)",RU:urban,24К-260,,,
288873122,4,primary,,False,False,31.023,"LINESTRING (40.8497791 57.0069706, 40.8492926 57.0068831)",50,,,,
100767745,,residential,,False,True,97.802,"LINESTRING (40.8497791 57.0069706, 40.8495524 57.0072077, 40.8492386 57.0073816, 40.8487181 57.007617)",,,,,
288873121,4,primary,,False,True,241.32500000000002,"LINESTRING (40.8497791 57.0069706, 40.8515407 57.0072785, 40.8517191 57.0073097, 40.8526537 57.007473, 40.853574 57.0076339)",50,,,,
100767740,,residential,,False,True,255.005,"LINESTRING (40.8436457 57.0058486, 40.8432078 57.0066463, 40.8431079 57.0068283, 40.8428243 57.0073843, 40.8424423 57.0074324, 40.8420235 57.0073655, 40.8417593 57.0071702)",,,Новинская улица,,
485687265,4,secondary,,False,False,51.561,"LINESTRING (40.8436457 57.0058486, 40.8432225 57.0057723, 40.8429918 57.0057307, 40.8428373 57.0057029)",RU:urban,24К-260,,,
485687265,4,secondary,,False,True,82.987,"LINESTRING (40.8436457 57.0058486, 40.8442647 57.0059601, 40.844645 57.0060286, 40.8447221 57.0060425, 40.8449463 57.0060839)",RU:urban,24К-260,,,
100767745,,residential,,False,False,223.48200000000003,"LINESTRING (40.8457747 57.0088288, 40.8473852 57.0081804, 40.8479941 57.0079059, 40.8487181 57.007617)",,,,,
100767745,,residential,,False,False,97.802,"LINESTRING (40.8487181 57.007617, 40.8492386 57.0073816, 40.8495524 57.0072077, 40.8497791 57.0069706)",,,,,
100767745,,residential,,False,True,223.482,"LINESTRING (40.8487181 57.007617, 40.8479941 57.0079059, 40.8473852 57.0081804, 40.8457747 57.0088288)",,,,,
100767751,,residential,,False,False,204.002,"LINESTRING (40.8487181 57.007617, 40.8503001 57.0086595, 40.8504487 57.0087556, 40.8505031 57.0088158, 40.8504956 57.0088715, 40.8504107 57.0089412, 40.8504155 57.008993, 40.850472 57.0090365, 40.8504821 57.0090811)",,,,,
100767741,,residential,,False,False,162.446,"LINESTRING (40.8402996 57.0067727, 40.8409669 57.0053577)",,,Новинская улица,,
531299625,,residential,,False,False,98.82,"LINESTRING (40.8402996 57.0067727, 40.8417593 57.0071702)",,,Новинская улица,,
100767752,,residential,,False,False,315.522,"LINESTRING (40.8443844 57.0085507, 40.8464706 57.0075816, 40.8483582 57.0067151)",,,,,
531299625,,residential,,False,True,98.82,"LINESTRING (40.8417593 57.0071702, 40.8402996 57.0067727)",,,Новинская улица,,
100767740,,residential,,False,False,255.005,"LINESTRING (40.8417593 57.0071702, 40.8420235 57.0073655, 40.8424423 57.0074324, 40.8428243 57.0073843, 40.8431079 57.0068283, 40.8432078 57.0066463, 40.8436457 57.0058486)",,,Новинская улица,,
100767750,,residential,,False,False,176.045,"LINESTRING (40.8417593 57.0071702, 40.8424473 57.0061298, 40.8426994 57.005829, 40.8428373 57.0057029)",,,Новинская улица,,
69095404,,tertiary,,False,False,154.685,"LINESTRING (40.8390326 57.0101275, 40.8390633 57.0101884, 40.8395265 57.0106253, 40.8401218 57.0109191, 40.8406746 57.0111608)",,24Н-164,Дьяковская улица,,
69095404,,tertiary,,False,True,64.179,"LINESTRING (40.8390326 57.0101275, 40.8388596 57.0098938, 40.8388138 57.0097905, 40.8387766 57.0095725)",,24Н-164,Дьяковская улица,,
209088691,,residential,,False,False,160.228,"LINESTRING (40.8504836 57.004809, 40.8479564 57.004382)",,,Садовая улица,,
91508580,,residential,6,False,True,241.667,"LINESTRING (40.8504836 57.004809, 40.8504497 57.0048818, 40.8500628 57.0055453, 40.8497222 57.0061068, 40.8494176 57.0066572, 40.8492926 57.0068831)",,,Школьная улица,,
209088691,,residential,,False,True,35.476,"LINESTRING (40.8440965 57.0037578, 40.8446344 57.0038842)",,,Садовая улица,,
209088691,,residential,,False,False,35.476,"LINESTRING (40.8446344 57.0038842, 40.8440965 57.0037578)",,,Садовая улица,,
209088691,,residential,,False,True,208.748,"LINESTRING (40.8446344 57.0038842, 40.8454199 57.0040172, 40.846415 57.0041384, 40.8479564 57.004382)",,,Садовая улица,,
288873123,,residential,,False,True,125.901,"LINESTRING (40.8421649 57.0044034, 40.8418237 57.0055203)",,,Садовая улица,,
288873123,,residential,,False,False,125.901,"LINESTRING (40.8418237 57.0055203, 40.8421649 57.0044034)",,,Садовая улица,,
485687265,4,secondary,,False,True,64.647,"LINESTRING (40.8418237 57.0055203, 40.8428373 57.0057029)",RU:urban,24К-260,,,
"[485687265, 1221943879]",4,secondary,,False,False,54.946,"LINESTRING (40.8418237 57.0055203, 40.8414817 57.0054586, 40.8409669 57.0053577)",RU:urban,24К-260,,,
209088691,,residential,,False,True,160.228,"LINESTRING (40.8479564 57.004382, 40.8504836 57.004809)",,,Садовая улица,,
209088691,,residential,,False,False,208.748,"LINESTRING (40.8479564 57.004382, 40.846415 57.0041384, 40.8454199 57.0040172, 40.8446344 57.0038842)",,,Садовая улица,,
100767741,,residential,,False,True,162.446,"LINESTRING (40.8409669 57.0053577, 40.8402996 57.0067727)",,,Новинская улица,,
1221943879,4,secondary,,False,False,79.84,"LINESTRING (40.8409669 57.0053577, 40.8404122 57.0052357, 40.839776 57.0050518)",RU:urban,24К-260,,,
"[485687265, 1221943879]",4,secondary,,False,True,54.946,"LINESTRING (40.8409669 57.0053577, 40.8414817 57.0054586, 40.8418237 57.0055203)",RU:urban,24К-260,,,
1221943879,4,secondary,,False,True,79.84,"LINESTRING (40.839776 57.0050518, 40.8404122 57.0052357, 40.8409669 57.0053577)",RU:urban,24К-260,,,
1221943880,2,primary,,True,False,13.422,"LINESTRING (40.8453962 57.0064068, 40.8453539 57.0063454, 40.8453665 57.0062907)",60,,,,roundabout
1221943874,1,primary,,True,False,38.596999999999994,"LINESTRING (40.8456409 57.0065072, 40.8454742 57.0065293, 40.8453213 57.0065593, 40.8452046 57.0065972, 40.8450742 57.0066544)",60,24Р-093,Ярославская улица,,
1221943880,2,primary,,True,False,19.555999999999997,"LINESTRING (40.8456409 57.0065072, 40.84554 57.0064935, 40.8454134 57.0064319, 40.8453962 57.0064068)",60,,,,roundabout
1221943880,2,primary,,True,False,27.845000000000002,"LINESTRING (40.8460166 57.0064053, 40.8459969 57.0064332, 40.8458695 57.0064942, 40.8457046 57.0065159, 40.8456409 57.0065072)",60,,,,roundabout
1221943876,2,primary,,True,False,35.234,"LINESTRING (40.8460431 57.0062789, 40.8465838 57.006396)",50,,,,
1221943880,2,primary,,True,False,14.569,"LINESTRING (40.8460431 57.0062789, 40.8460578 57.0063469, 40.8460166 57.0064053)",60,,,,roundabout
1221943877,2,secondary,,True,False,35.566,"LINESTRING (40.8453665 57.0062907, 40.8452918 57.0062167, 40.8451885 57.0061481, 40.8449463 57.0060839)",RU:urban,24К-260,,,
1221943880,2,primary,,True,False,15.845,"LINESTRING (40.8453665 57.0062907, 40.845375 57.0062537, 40.8454719 57.0061778, 40.8454928 57.006172)",60,,,,roundabout
1221943880,2,primary,,True,False,42.342999999999996,"LINESTRING (40.8454928 57.006172, 40.8456225 57.0061352, 40.8457922 57.0061356, 40.8459421 57.0061789, 40.846038 57.0062551, 40.8460431 57.0062789)",60,,,,roundabout
"[55211840, 55211841, 323607251]",2,primary,,False,True,457.30699999999996,"LINESTRING (40.8450742 57.0066544, 40.844906 57.0067342, 40.8448357 57.0067676, 40.8447442 57.006811, 40.8446082 57.0068755, 40.8431221 57.0075808, 40.8416078 57.0082993, 40.8409909 57.0085847, 40.839722 57.0091362, 40.8393362 57.0093275)","['60', 'RU:rural']",24Р-093,"['Иваново — Ярославль', 'Ярославская улица']",yes,
1221943873,1,primary,,True,False,34.370000000000005,"LINESTRING (40.8450742 57.0066544, 40.8451949 57.006589, 40.8452988 57.0065266, 40.8453675 57.0064632, 40.8453962 57.0064068)",60,24Р-093,Ярославская улица,,
288873122,4,primary,,False,True,113.148,"LINESTRING (40.8465838 57.006396, 40.8471923 57.0065054, 40.8474806 57.0065573, 40.8483582 57.0067151)",50,,,,
1221943875,2,primary,,True,False,35.957,"LINESTRING (40.8465838 57.006396, 40.8463204 57.0063555, 40.8461943 57.0063643, 40.8460166 57.0064053)",50,,,,
1221943878,2,secondary,,True,False,34.511,"LINESTRING (40.8449463 57.0060839, 40.8454928 57.006172)",RU:urban,24К-260,,,
485687265,4,secondary,,False,False,82.987,"LINESTRING (40.8449463 57.0060839, 40.8447221 57.0060425, 40.844645 57.0060286, 40.8442647 57.0059601, 40.8436457 57.0058486)",RU:urban,24К-260,,,
