osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction
541620969,True,2,проспект Боголюбова,secondary,RU:urban,False,27.756,"LINESTRING (37.1615493 56.7360864, 37.1617793 56.736114, 37.1619967 56.7361312)",,
37723081,False,,,residential,,False,122.539,"LINESTRING (37.1659602 56.7378464, 37.1658643 56.7379172, 37.1657584 56.7379929, 37.1656334 56.738088, 37.1652638 56.7383666, 37.1647792 56.7387379)",,
356836435,False,4,проспект Боголюбова,secondary,20,True,61.81,"LINESTRING (37.1659602 56.7378464, 37.1656 56.7376989, 37.1651487 56.7375134)",,
"[910003881, 356836437]",False,4,проспект Боголюбова,secondary,40,False,251.46800000000002,"LINESTRING (37.1659602 56.7378464, 37.1664498 56.738045, 37.1667614 56.7381754, 37.1674304 56.7384553, 37.16812 56.7387438, 37.1685418 56.7388983, 37.1693168 56.7391562)",,
37723081,False,,,residential,,True,122.539,"LINESTRING (37.1647792 56.7387379, 37.1652638 56.7383666, 37.1656334 56.738088, 37.1657584 56.7379929, 37.1658643 56.7379172, 37.1659602 56.7378464)",,
609823676,False,,,residential,,False,91.318,"LINESTRING (37.1647792 56.7387379, 37.1651114 56.7388579, 37.1655086 56.7389873, 37.1655897 56.7390145, 37.1660099 56.7391456, 37.166061 56.7391619)",,
"[610224378, 698679859]",False,,,residential,,"[False, True]",63.706,"LINESTRING (37.1647792 56.7387379, 37.1646506 56.7387163, 37.1640894 56.7385141, 37.1638983 56.7384357)",,
372516209,False,2,улица Понтекорво,residential,,False,24.978,"LINESTRING (37.1695263 56.7381486, 37.1695332 56.737924)",,
134134390,False,2,улица Понтекорво,residential,,True,108.39,"LINESTRING (37.1695263 56.7381486, 37.1695022 56.7386963, 37.1694852 56.7389258, 37.1694791 56.739123)",,
471552405,False,,,residential,,True,194.435,"LINESTRING (37.1695263 56.7381486, 37.1693348 56.7380748, 37.1685487 56.7377373, 37.1680813 56.7375401, 37.1674693 56.7372802, 37.1669985 56.7370833)",,
