osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry
259081041,True,2,Длинная улица,tertiary,False,5.861,,"LINESTRING (38.9739048 45.034571, 38.9739778 45.0345602)"
"[26939728, 259159572, 259081045]",True,2,Красная улица,secondary,False,187.725,RU:urban,"LINESTRING (38.9739048 45.034571, 38.9738714 45.0344826, 38.9738371 45.0343846, 38.9737743 45.034211, 38.9734625 45.0333604, 38.9733406 45.0330011, 38.9733176 45.0329346)"
26942259,False,4,улица Будённого,tertiary,False,25.989,,"LINESTRING (38.9742484 45.0359467, 38.974579 45.0359398)"
26940295,False,4,улица Будённого,tertiary,False,171.287,RU:urban,"LINESTRING (38.9742484 45.0359467, 38.9740806 45.0359586, 38.9737038 45.0360115, 38.973019 45.0361227, 38.9722075 45.0362262, 38.9721084 45.036218)"
"[259159576, 139077326]",True,3,Красная улица,secondary,False,68.31,RU:urban,"LINESTRING (38.9742484 45.0359467, 38.9742822 45.0358317, 38.9742912 45.0357776, 38.9742859 45.0356883, 38.9741598 45.0353467)"
262677681,True,2,улица Седина,secondary,False,9.506,,"LINESTRING (38.9821359 45.0392534, 38.9821069 45.0391704)"
"[266073643, 42979549]",True,"['4', '3']",Северная улица,primary,False,178.48800000000003,60,"LINESTRING (38.9821359 45.0392534, 38.9820595 45.039265, 38.9820201 45.0392711, 38.9804817 45.0395018, 38.9800326 45.0395691, 38.9799342 45.039584, 38.9799139 45.0395871)"
259081061,True,2,Рашпилевская улица,tertiary,False,180.236,,"LINESTRING (38.9716775 45.0348632, 38.9711303 45.0332891)"
"[259081042, 259081043]",True,2,Длинная улица,tertiary,False,178.01099999999997,,"LINESTRING (38.9716775 45.0348632, 38.9717587 45.0348519, 38.9725485 45.0347487, 38.9727706 45.0347197, 38.9737877 45.0345873, 38.9739048 45.034571)"
43916323,False,,улица Янковского,tertiary,False,133.22199999999998,,"LINESTRING (38.9832114 45.035719, 38.9828371 45.0346175, 38.9828169 45.0345538)"
237081102,False,3,Кузнечная улица,tertiary,True,173.773,,"LINESTRING (38.9832114 45.035719, 38.982507 45.0358351, 38.981142 45.0360601, 38.9810571 45.0360719)"
259081058,False,3,Кузнечная улица,tertiary,False,179.52900000000002,RU:urban,"LINESTRING (38.9766383 45.0367595, 38.9767486 45.0367401, 38.9787625 45.0364287, 38.978847 45.036415, 38.9788693 45.0364114)"
"[259081058, 259081053, 259081055]",False,3,Кузнечная улица,tertiary,True,128.74699999999999,RU:urban,"LINESTRING (38.9766383 45.0367595, 38.9765357 45.0367777, 38.9762406 45.0368303, 38.9756457 45.0369318, 38.9751511 45.0370372, 38.9750602 45.0370663)"
259159583,True,2,Красноармейская улица,tertiary,False,179.41,RU:urban,"LINESTRING (38.9766383 45.0367595, 38.9766806 45.0368802, 38.9768337 45.0373168, 38.9769775 45.037716, 38.9771518 45.0382632, 38.9771741 45.0383278)"
"[26942123, 988264461]",False,"['4', '3']",улица Будённого,tertiary,False,173.237,RU:urban,"LINESTRING (38.9806709 45.0349107, 38.9807534 45.034897, 38.9817174 45.0347367, 38.982137 45.0346669, 38.9828169 45.0345538)"
65291023,False,,улица Будённого,tertiary,False,16.791,RU:urban,"LINESTRING (38.9806709 45.0349107, 38.9806088 45.0349197, 38.9804617 45.0349415)"
172285383,True,,улица Седина,secondary,False,166.764,RU:urban,"LINESTRING (38.9806709 45.0349107, 38.9804216 45.0341733, 38.9801912 45.0334878, 38.980179 45.0334518)"
26940295,False,4,улица Будённого,tertiary,True,171.28700000000003,RU:urban,"LINESTRING (38.9721084 45.036218, 38.9722075 45.0362262, 38.973019 45.0361227, 38.9737038 45.0360115, 38.9740806 45.0359586, 38.9742484 45.0359467)"
"[48162514, 259081060]",True,2,Рашпилевская улица,tertiary,False,154.413,RU:urban,"LINESTRING (38.9721084 45.036218, 38.9717837 45.0351702, 38.9716979 45.0349221, 38.9716775 45.0348632)"
43916323,False,,улица Янковского,tertiary,False,169.154,,"LINESTRING (38.9828169 45.0345538, 38.9825411 45.03376, 38.9823062 45.0331015, 38.9822995 45.0330772)"
43916323,False,,улица Янковского,tertiary,True,133.22199999999998,,"LINESTRING (38.9828169 45.0345538, 38.9828371 45.0346175, 38.9832114 45.035719)"
"[26942123, 988264461]",False,"['4', '3']",улица Будённого,tertiary,True,173.237,RU:urban,"LINESTRING (38.9828169 45.0345538, 38.982137 45.0346669, 38.9817174 45.0347367, 38.9807534 45.034897, 38.9806709 45.0349107)"
"[49898507, 172285397]",True,,улица Седина,"['secondary', 'tertiary']",False,178.77100000000002,RU:urban,"LINESTRING (38.981569 45.0376384, 38.9815476 45.037577, 38.9810571 45.0360719)"
26940859,False,2,улица Калинина,tertiary,True,167.088,RU:urban,"LINESTRING (38.9746014 45.0371948, 38.9744942 45.0372146, 38.9743246 45.0372477, 38.974107 45.0372856, 38.9739356 45.0373177, 38.9735911 45.0373785, 38.9733868 45.0374112, 38.9726341 45.0375314, 38.9725367 45.0375529)"
