osmid,highway,oneway,reversed,length,bridge,geometry,name
"[306500881, 38956812, 306500951]",residential,False,False,222.77800000000002,yes,"LINESTRING (94.89241 57.218544, 94.8925901 57.2184615, 94.8928304 57.2183516, 94.893227 57.21817, 94.893623 57.217907, 94.894043 57.217381, 94.894249 57.216957, 94.8943747 57.2169295)",
38956814,tertiary,False,True,10.687,,"LINESTRING (94.8943747 57.2169295, 94.8942119 57.2168912)",
"[38956819, 38956820, 38956814]",tertiary,False,False,376.971,yes,"LINESTRING (94.8943747 57.2169295, 94.8946585 57.2169801, 94.8979051 57.2175088, 94.9004499 57.2177116)",
"[306500881, 38956812, 306500951]",residential,False,True,222.778,yes,"LINESTRING (94.8943747 57.2169295, 94.894249 57.216957, 94.894043 57.217381, 94.893623 57.217907, 94.893227 57.21817, 94.8928304 57.2183516, 94.8925901 57.2184615, 94.89241 57.218544)",
38956813,tertiary,False,False,185.50799999999998,,"LINESTRING (94.904701 57.218773, 94.9041845 57.2194947, 94.9039541 57.219994, 94.9038663 57.2203707)",
38956820,tertiary,False,True,287.552,,"LINESTRING (94.904701 57.218773, 94.904663 57.2187, 94.90448 57.21862, 94.901344 57.217789, 94.900909 57.217728, 94.9004499 57.2177116)",
38956838,tertiary,False,False,142.626,,"LINESTRING (94.904701 57.218773, 94.9049361 57.2182782, 94.9051335 57.2178599, 94.9052451 57.2175253)",
38956830,residential,False,True,52.846,,"LINESTRING (94.8955378 57.2198467, 94.8947651 57.2196212)",
306500905,residential,False,False,70.877,,"LINESTRING (94.8955378 57.2198467, 94.8961541 57.2193036)",
38956835,unclassified,False,False,69.709,,"LINESTRING (94.9004254 57.2178291, 94.9006789 57.2184408)",
306500905,residential,False,False,13.148,,"LINESTRING (94.9004254 57.2178291, 94.9004499 57.2177116)",
306500905,residential,False,True,321.596,,"LINESTRING (94.9004254 57.2178291, 94.8977415 57.2182814, 94.897383 57.2183711, 94.8971869 57.2184433, 94.897045 57.2185255, 94.8967162 57.2188083, 94.8961541 57.2193036)",
306500905,residential,False,True,13.148,,"LINESTRING (94.9004499 57.2177116, 94.9004254 57.2178291)",
38956820,tertiary,False,False,287.552,,"LINESTRING (94.9004499 57.2177116, 94.900909 57.217728, 94.901344 57.217789, 94.90448 57.21862, 94.904663 57.2187, 94.904701 57.218773)",
"[38956819, 38956820, 38956814]",tertiary,False,True,376.97099999999995,yes,"LINESTRING (94.9004499 57.2177116, 94.8979051 57.2175088, 94.8946585 57.2169801, 94.8943747 57.2169295)",
38956830,residential,False,False,52.846,,"LINESTRING (94.8947651 57.2196212, 94.8955378 57.2198467)",
38956835,unclassified,False,True,69.709,,"LINESTRING (94.9006789 57.2184408, 94.9004254 57.2178291)",
"[38956834, 38956835]",unclassified,False,"[False, True]",375.613,,"LINESTRING (94.9006789 57.2184408, 94.8992369 57.2186128, 94.8986189 57.2187104, 94.8982928 57.2187847, 94.8982327 57.2188963, 94.8982756 57.219031, 94.8984387 57.2191193, 94.8989108 57.2190635, 94.8994601 57.2189892, 94.8997691 57.2188591, 94.9007905 57.2187522, 94.9006789 57.2184408)",
"[38956834, 38956835]",unclassified,False,"[False, True]",375.61299999999994,,"LINESTRING (94.9006789 57.2184408, 94.9007905 57.2187522, 94.8997691 57.2188591, 94.8994601 57.2189892, 94.8989108 57.2190635, 94.8984387 57.2191193, 94.8982756 57.219031, 94.8982327 57.2188963, 94.8982928 57.2187847, 94.8986189 57.2187104, 94.8992369 57.2186128, 94.9006789 57.2184408)",
38957125,residential,False,False,129.96,,"LINESTRING (94.9020705 57.2162392, 94.9011853 57.2157825, 94.9004471 57.2154711)",
38957125,residential,False,True,127.639,,"LINESTRING (94.9020705 57.2162392, 94.9026272 57.2164332, 94.9038374 57.2167632, 94.9039253 57.2167922)",
217358351,residential,False,False,190.20299999999997,,"LINESTRING (94.9020705 57.2162392, 94.9025523 57.2158956, 94.9032865 57.2154228, 94.9038154 57.2150342, 94.9040159 57.2148923)",
38956838,tertiary,False,True,142.626,,"LINESTRING (94.9052451 57.2175253, 94.9051335 57.2178599, 94.9049361 57.2182782, 94.904701 57.218773)",
38957125,residential,False,False,119.746,,"LINESTRING (94.9052451 57.2175253, 94.9052193 57.2173766, 94.9049876 57.2171814, 94.9045413 57.2169955, 94.9039253 57.2167922)",
38956840,unclassified,False,False,55.614000000000004,,"LINESTRING (94.9034083 57.2171954, 94.9036229 57.2169444, 94.9039253 57.2167922)",
38956840,unclassified,False,True,55.614000000000004,,"LINESTRING (94.9039253 57.2167922, 94.9036229 57.2169444, 94.9034083 57.2171954)",
38957125,residential,False,False,127.639,,"LINESTRING (94.9039253 57.2167922, 94.9038374 57.2167632, 94.9026272 57.2164332, 94.9020705 57.2162392)",
