osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge
38159530,2,Советский проспект,residential,False,False,160.889,"LINESTRING (36.4495903 61.0063362, 36.4490383 61.0058351, 36.4489615 61.0057654, 36.4481096 61.0050804)",,,
"[1155237085, 822474582, 244066967]","['2', '3']",Советский проспект,trunk,False,True,154.061,"LINESTRING (36.4495903 61.0063362, 36.4496802 61.0064131, 36.4499806 61.0066894, 36.4500899 61.0067763, 36.4509908 61.0075438)",А-119,RU:urban,
"[1155237873, 1155237082]",4,проспект Ленина,primary,False,False,160.37400000000002,"LINESTRING (36.4495903 61.0063362, 36.448595 61.0066147, 36.4471919 61.0070106, 36.4470167 61.0070601)",А-215,40,
"[4397212, 1155237084]","['2', '4']",проспект Ленина,trunk,False,False,130.054,"LINESTRING (36.4495903 61.0063362, 36.4509556 61.0059424, 36.4516639 61.0057381)",А-119,60,
4397212,2,проспект Ленина,trunk,False,False,111.33700000000002,"LINESTRING (36.4516639 61.0057381, 36.4527769 61.0054252, 36.4528607 61.0054017, 36.453146 61.0053017, 36.4533785 61.0051881)",А-119,60,
"[1155237084, 4397212]","['2', '4']",проспект Ленина,trunk,False,True,130.054,"LINESTRING (36.4516639 61.0057381, 36.4509556 61.0059424, 36.4495903 61.0063362)",А-119,60,
498855474,2,улица Революции,residential,False,False,158.546,"LINESTRING (36.4516639 61.0057381, 36.4512208 61.0054101, 36.4501661 61.0045116)",,,
498855474,2,улица Революции,residential,False,True,154.016,"LINESTRING (36.4516639 61.0057381, 36.4517734 61.0058311, 36.4528432 61.0067305, 36.4531024 61.0069348)",,,
38159534,2,улица Володарского,residential,False,True,12.682,"LINESTRING (36.4533785 61.0051881, 36.4535689 61.0052551)",,,
38159535,2,проспект Ленина,residential,False,False,26.517,"LINESTRING (36.4533785 61.0051881, 36.4538541 61.0051271)",,,
4397212,2,проспект Ленина,trunk,False,True,111.337,"LINESTRING (36.4533785 61.0051881, 36.453146 61.0053017, 36.4528607 61.0054017, 36.4527769 61.0054252, 36.4516639 61.0057381)",А-119,60,
1017798135,2,Архангельский тракт,trunk,False,False,225.59999999999997,"LINESTRING (36.4533785 61.0051881, 36.4534611 61.0051289, 36.4534887 61.0050976, 36.4535235 61.0050581, 36.4535851 61.0049653, 36.4538862 61.0044497, 36.4540255 61.0041978, 36.4541002 61.0040643, 36.454242 61.0038121, 36.4544285 61.0034805, 36.4545602 61.0032462)",А-119,40,
128531982,2,Архангельский тракт,trunk,False,True,13.312,"LINESTRING (36.4551591 61.0021812, 36.4550941 61.0022967)",А-119,60,
4397213,4,проспект Ленина,primary,False,False,108.171,"LINESTRING (36.4470167 61.0070601, 36.445273 61.0075418)",А-215,40,
38159541,2,улица 25 Октября,residential,False,False,157.983,"LINESTRING (36.4470167 61.0070601, 36.4471111 61.0071376, 36.4474326 61.0074121, 36.447491 61.0074619, 36.4478636 61.0077802, 36.4481778 61.0080484, 36.4482114 61.0080772, 36.4484806 61.0082909)",,,
"[1155237873, 1155237082]",4,проспект Ленина,primary,False,True,160.374,"LINESTRING (36.4470167 61.0070601, 36.4471919 61.0070106, 36.448595 61.0066147, 36.4495903 61.0063362)",А-215,40,
4397213,4,проспект Ленина,primary,False,True,108.171,"LINESTRING (36.445273 61.0075418, 36.4470167 61.0070601)",А-215,40,
"[136511458, 38159542]",2,"['улица Луначарского', 'Вянгинская улица']",residential,False,True,260.838,"LINESTRING (36.445273 61.0075418, 36.4453129 61.0075752, 36.445378 61.0076263, 36.4457242 61.0079, 36.4457674 61.0079342, 36.4462171 61.0082899, 36.4465495 61.0085527, 36.4467935 61.0087442, 36.4475461 61.0085238, 36.4484806 61.0082909)",,,
38159555,2,проспект Ленина,tertiary,False,False,100.788,"LINESTRING (36.445273 61.0075418, 36.4452083 61.0075602, 36.4451373 61.0075798, 36.443653 61.0079946)",,60,
"[1236551772, 1236551773, 64525894]",2,улица Луначарского,primary,False,False,94.409,"LINESTRING (36.445273 61.0075418, 36.445067 61.0073659, 36.4444254 61.0068343, 36.444393 61.0068077)",А-215,RU:urban,yes
38159527,2,улица Володарского,residential,False,True,98.072,"LINESTRING (36.4520318 61.00398, 36.4510923 61.0032247)",,,
38159531,2,улица Урицкого,residential,False,False,158.85000000000002,"LINESTRING (36.4520318 61.00398, 36.4525974 61.0038106, 36.4545602 61.0032462)",,,
38159531,2,улица Урицкого,residential,False,True,116.659,"LINESTRING (36.4520318 61.00398, 36.4515729 61.0041041, 36.4507269 61.0043492, 36.4501661 61.0045116)",,,
38159527,2,улица Володарского,residential,False,False,86.315,"LINESTRING (36.4502954 61.0025514, 36.4510923 61.0032247)",,,
38159528,2,улица Карла Либкнехта,residential,False,True,111.816,"LINESTRING (36.4502954 61.0025514, 36.4484725 61.0030313)",,,
38159531,2,улица Урицкого,residential,False,False,127.621,"LINESTRING (36.4481096 61.0050804, 36.4501661 61.0045116)",,,
38159530,2,Советский проспект,residential,False,False,105.068,"LINESTRING (36.4481096 61.0050804, 36.4480726 61.0049722, 36.4480597 61.0049344, 36.4477864 61.0044332, 36.4475998 61.0041698)",,,
38159530,2,Советский проспект,residential,False,True,160.889,"LINESTRING (36.4481096 61.0050804, 36.4489615 61.0057654, 36.4490383 61.0058351, 36.4495903 61.0063362)",,,
38159531,2,улица Урицкого,residential,False,True,105.22800000000001,"LINESTRING (36.4481096 61.0050804, 36.4478998 61.0051116, 36.4466343 61.0053324, 36.4462572 61.0053764)",,,
1017798139,2,,residential,False,True,13.214,"LINESTRING (36.4545602 61.0032462, 36.4547744 61.0031884)",,,
1017798140,2,Архангельский тракт,trunk,False,False,39.987,"LINESTRING (36.4545602 61.0032462, 36.4547519 61.0028988)",А-119,40,
38159531,2,улица Урицкого,residential,False,True,158.85000000000002,"LINESTRING (36.4545602 61.0032462, 36.4525974 61.0038106, 36.4520318 61.00398)",,,
1017798135,2,Архангельский тракт,trunk,False,True,225.60000000000002,"LINESTRING (36.4545602 61.0032462, 36.4544285 61.0034805, 36.454242 61.0038121, 36.4541002 61.0040643, 36.4540255 61.0041978, 36.4538862 61.0044497, 36.4535851 61.0049653, 36.4535235 61.0050581, 36.4534887 61.0050976, 36.4534611 61.0051289, 36.4533785 61.0051881)",А-119,40,
38159535,2,проспект Ленина,residential,False,False,199.882,"LINESTRING (36.4567407 61.0043019, 36.4584308 61.0038188, 36.4587725 61.0037211, 36.4599349 61.0033888)",,,
38159535,2,проспект Ленина,residential,False,True,180.631,"LINESTRING (36.4567407 61.0043019, 36.4551892 61.0047465, 36.4547042 61.0048841, 36.4539637 61.0050958, 36.4538541 61.0051271)",,,
1020803472,2,улица Шевченко,residential,False,False,156.93400000000003,"LINESTRING (36.4567407 61.0043019, 36.4570462 61.0045469, 36.4574941 61.0049062, 36.4582466 61.0055098)",,,
"[1020803472, 1020803473]",2,улица Шевченко,residential,False,True,157.18099999999998,"LINESTRING (36.4567407 61.0043019, 36.4563834 61.0040151, 36.4563215 61.0039655, 36.4555679 61.0033609, 36.4554913 61.003319, 36.4550763 61.0031572)",,,
155954162,2,улица Шевченко,residential,False,False,124.742,"LINESTRING (36.4587421 61.0060254, 36.459943 61.0069844)",,,
155954162,2,улица Шевченко,residential,False,True,63.247,"LINESTRING (36.4587421 61.0060254, 36.4582466 61.0055098)",,,
50550349,2,улица Конституции,residential,False,False,192.976,"LINESTRING (36.4587421 61.0060254, 36.4570962 61.0065125, 36.4556734 61.0069194)",,,
38159531,2,улица Урицкого,residential,False,True,127.621,"LINESTRING (36.4501661 61.0045116, 36.4481096 61.0050804)",,,
498855474,2,улица Революции,residential,False,False,100.081,"LINESTRING (36.4501661 61.0045116, 36.4492357 61.0037327)",,,
38159531,2,улица Урицкого,residential,False,False,116.659,"LINESTRING (36.4501661 61.0045116, 36.4507269 61.0043492, 36.4515729 61.0041041, 36.4520318 61.00398)",,,
