osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry
54276481,улица Петра Стратийчука,tertiary,False,False,141.024,,,"LINESTRING (42.503784 44.4598591, 42.502039 44.4600984)"
81121525,улица Петра Стратийчука,tertiary,False,False,96.426,2,60,"LINESTRING (42.503784 44.4598591, 42.504977 44.4596949)"
539262894,Красная улица,residential,False,True,15.787,,,"LINESTRING (42.503784 44.4598591, 42.5038095 44.4599999)"
705427232,Красная улица,tertiary,False,True,282.45599999999996,,,"LINESTRING (42.503784 44.4598591, 42.5032584 44.457448, 42.5032165 44.4573525)"
81121526,улица 1 Мая,residential,False,False,163.77,,,"LINESTRING (42.5086427 44.4588509, 42.5073868 44.4576823)"
81121525,улица Петра Стратийчука,tertiary,False,False,103.38300000000001,2,60,"LINESTRING (42.5086427 44.4588509, 42.5089047 44.458717, 42.5096525 44.4582645)"
81121525,улица Петра Стратийчука,tertiary,False,True,101.72,2,60,"LINESTRING (42.5086427 44.4588509, 42.5080938 44.4591936, 42.5076395 44.4593721, 42.5076062 44.4593763)"
81121526,улица 1 Мая,residential,False,True,163.77,,,"LINESTRING (42.5073868 44.4576823, 42.5086427 44.4588509)"
85484876,Луговая улица,residential,False,False,41.599000000000004,,,"LINESTRING (42.5091697 44.4648307, 42.5093621 44.464914, 42.5096605 44.4649293)"
85484876,Луговая улица,residential,False,True,451.95599999999996,,,"LINESTRING (42.5091697 44.4648307, 42.5090571 44.4646093, 42.5086367 44.463783, 42.5084366 44.4633898, 42.5083769 44.4633033, 42.5081236 44.4629364, 42.5077142 44.4612588, 42.5076105 44.4609441)"
85484872,улица Чекменёва,residential,False,True,145.243,,,"LINESTRING (42.5104009 44.4613027, 42.5118295 44.4604863)"
81121525,улица Петра Стратийчука,tertiary,False,False,104.471,2,60,"LINESTRING (42.5096525 44.4582645, 42.5107205 44.4577153)"
81121525,улица Петра Стратийчука,tertiary,False,True,103.38300000000001,2,60,"LINESTRING (42.5096525 44.4582645, 42.5089047 44.458717, 42.5086427 44.4588509)"
85484874,улица Строителей,residential,False,True,196.853,2,60,"LINESTRING (42.5096525 44.4582645, 42.5106852 44.4592096, 42.5110428 44.4595592, 42.5110845 44.4596949)"
85484872,улица Чекменёва,residential,False,False,145.243,,,"LINESTRING (42.5118295 44.4604863, 42.5104009 44.4613027)"
85484874,улица Строителей,residential,False,False,107.70400000000001,2,60,"LINESTRING (42.5118295 44.4604863, 42.5114183 44.460177, 42.5111702 44.4598949, 42.5110845 44.4596949)"
85484876,Луговая улица,residential,False,False,33.294,,,"LINESTRING (42.5060015 44.4595761, 42.5061778 44.4598478)"
81121525,улица Петра Стратийчука,tertiary,False,False,129.282,2,60,"LINESTRING (42.5060015 44.4595761, 42.5068325 44.4594751, 42.5076062 44.4593763)"
81121525,улица Петра Стратийчука,tertiary,False,True,82.375,2,60,"LINESTRING (42.5060015 44.4595761, 42.5057736 44.4596025, 42.504977 44.4596949)"
85484876,Луговая улица,residential,False,True,33.294,,,"LINESTRING (42.5061778 44.4598478, 42.5060015 44.4595761)"
85484876,Луговая улица,residential,False,False,159.037,,,"LINESTRING (42.5061778 44.4598478, 42.5066259 44.4600581, 42.506722 44.4601754, 42.5068257 44.4604191, 42.5069847 44.4605068, 42.5074075 44.4605697, 42.5075464 44.4607494)"
246128648,Михайловская улица,residential,False,False,164.015,,,"LINESTRING (42.5061778 44.4598478, 42.5059102 44.4598911, 42.505963 44.4601622, 42.5062847 44.4611411)"
85484876,Луговая улица,residential,False,False,22.239,,,"LINESTRING (42.5075464 44.4607494, 42.5076105 44.4609441)"
85484876,Луговая улица,residential,False,True,159.037,,,"LINESTRING (42.5075464 44.4607494, 42.5074075 44.4605697, 42.5069847 44.4605068, 42.5068257 44.4604191, 42.506722 44.4601754, 42.5066259 44.4600581, 42.5061778 44.4598478)"
246128502,Луговая улица,residential,False,False,146.05,,,"LINESTRING (42.5075464 44.4607494, 42.5078072 44.4607414, 42.5084191 44.4617805)"
246128515,Совхозная улица,residential,False,True,128.627,,,"LINESTRING (42.5096605 44.4649293, 42.5099699 44.4660648)"
85484876,Луговая улица,residential,False,True,41.599000000000004,,,"LINESTRING (42.5096605 44.4649293, 42.5093621 44.464914, 42.5091697 44.4648307)"
246128512,Почтовая улица,residential,False,False,312.227,,,"LINESTRING (42.5032165 44.4573525, 42.5034441 44.4574015, 42.5036431 44.4574444, 42.5039863 44.4578091, 42.5041243 44.4579529, 42.5042763 44.4580555, 42.5044041 44.4581712, 42.5046913 44.4587862, 42.504977 44.4596949)"
705427232,Красная улица,tertiary,False,False,282.45599999999996,,,"LINESTRING (42.5032165 44.4573525, 42.5032584 44.457448, 42.503784 44.4598591)"
81121525,улица Петра Стратийчука,tertiary,False,True,96.426,2,60,"LINESTRING (42.504977 44.4596949, 42.503784 44.4598591)"
81121525,улица Петра Стратийчука,tertiary,False,False,82.375,2,60,"LINESTRING (42.504977 44.4596949, 42.5057736 44.4596025, 42.5060015 44.4595761)"
246128512,Почтовая улица,residential,False,True,312.22700000000003,,,"LINESTRING (42.504977 44.4596949, 42.5046913 44.4587862, 42.5044041 44.4581712, 42.5042763 44.4580555, 42.5041243 44.4579529, 42.5039863 44.4578091, 42.5036431 44.4574444, 42.5034441 44.4574015, 42.5032165 44.4573525)"
54276481,улица Петра Стратийчука,tertiary,False,True,141.024,,,"LINESTRING (42.502039 44.4600984, 42.503784 44.4598591)"
85484876,Луговая улица,residential,False,True,22.239,,,"LINESTRING (42.5076105 44.4609441, 42.5075464 44.4607494)"
85484876,Луговая улица,residential,False,False,451.956,,,"LINESTRING (42.5076105 44.4609441, 42.5077142 44.4612588, 42.5081236 44.4629364, 42.5083769 44.4633033, 42.5084366 44.4633898, 42.5086367 44.463783, 42.5090571 44.4646093, 42.5091697 44.4648307)"
246128503,Луговая улица,residential,False,False,114.187,,,"LINESTRING (42.5076105 44.4609441, 42.5069547 44.4610846, 42.5068492 44.4610018, 42.5062847 44.4611411)"
246128503,Луговая улица,residential,False,True,114.18700000000001,,,"LINESTRING (42.5062847 44.4611411, 42.5068492 44.4610018, 42.5069547 44.4610846, 42.5076105 44.4609441)"
