osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,width
85659053,2,улица Яковлева,secondary,False,True,390.078,"LINESTRING (64.7955536 60.129734, 64.7956101 60.1295815, 64.795845 60.1289817, 64.7959068 60.1288265, 64.7959695 60.1286643, 64.7961896 60.1281023, 64.7962774 60.1278903, 64.7963015 60.1278297, 64.7965322 60.1272499, 64.7967013 60.1268208, 64.7968532 60.1264182, 64.7968846 60.1263349, 64.7969012 60.1262908)",,
172079973,,улица Яковлева,residential,False,False,266.07099999999997,"LINESTRING (64.7955536 60.129734, 64.795505 60.129865, 64.7954793 60.1299345, 64.7954744 60.1299696, 64.795503 60.1302436, 64.7954977 60.1302942, 64.7954355 60.1304605, 64.7953946 60.1305502, 64.7953256 60.1307545, 64.7953203 60.1307813, 64.7953239 60.1308215, 64.7953283 60.13083, 64.7953401 60.1308526, 64.7953704 60.1308844, 64.7954189 60.1309116, 64.7955011 60.1309361, 64.7955903 60.1309479, 64.796314 60.1310093, 64.7964358 60.1310259, 64.7965446 60.1310496, 64.7967444 60.1310994, 64.7968745 60.1311319, 64.7970011 60.1311635, 64.7976972 60.1312349)",,
203132878,2,улица Ленина,secondary,False,False,561.523,"LINESTRING (64.7955536 60.129734, 64.7956827 60.129744, 64.7980305 60.1299525, 64.7994206 60.1300747, 64.7999274 60.1301192, 64.8007035 60.1301905, 64.8013748 60.1302464, 64.8015533 60.1302474, 64.8016949 60.1302386, 64.8018638 60.1302175, 64.8020862 60.1301676, 64.8033203 60.1298272, 64.804013 60.1296361, 64.8051382 60.1293257)",60,
85659053,2,улица Яковлева,secondary,False,False,390.078,"LINESTRING (64.7969012 60.1262908, 64.7968846 60.1263349, 64.7968532 60.1264182, 64.7967013 60.1268208, 64.7965322 60.1272499, 64.7963015 60.1278297, 64.7962774 60.1278903, 64.7961896 60.1281023, 64.7959695 60.1286643, 64.7959068 60.1288265, 64.795845 60.1289817, 64.7956101 60.1295815, 64.7955536 60.129734)",,
100288371,2,Узбекистанская улица,primary,False,True,565.897,"LINESTRING (64.7969012 60.1262908, 64.7971261 60.1263121, 64.7984223 60.1264346, 64.7989846 60.1264855, 64.7995175 60.126534, 64.7998606 60.1265579, 64.8001954 60.1265677, 64.8005141 60.1265679, 64.8009079 60.1265616, 64.8012381 60.1265498, 64.8015564 60.1265338, 64.8023032 60.1264573, 64.8028896 60.1263696, 64.8031079 60.1263319, 64.8033386 60.1262835, 64.8039068 60.1261453, 64.8043606 60.1260215, 64.8048634 60.1258832, 64.8055802 60.1256829, 64.8063178 60.125475, 64.8065457 60.1254117)",60,10
"[96216569, 137815269]",2,улица 40 лет Победы,tertiary,False,False,343.366,"LINESTRING (64.8065457 60.1254117, 64.8065902 60.1254508, 64.8066912 60.1255394, 64.8069562 60.1257782, 64.8077389 60.126465, 64.8083731 60.1270211, 64.8087754 60.1273842, 64.8091846 60.1277483, 64.8093836 60.1279226, 64.8094252 60.1279607, 64.8094484 60.12799, 64.8094761 60.1280469, 64.8095065 60.1281184)",40,
100288371,2,Узбекистанская улица,primary,False,False,565.8969999999999,"LINESTRING (64.8065457 60.1254117, 64.8063178 60.125475, 64.8055802 60.1256829, 64.8048634 60.1258832, 64.8043606 60.1260215, 64.8039068 60.1261453, 64.8033386 60.1262835, 64.8031079 60.1263319, 64.8028896 60.1263696, 64.8023032 60.1264573, 64.8015564 60.1265338, 64.8012381 60.1265498, 64.8009079 60.1265616, 64.8005141 60.1265679, 64.8001954 60.1265677, 64.7998606 60.1265579, 64.7995175 60.126534, 64.7989846 60.1264855, 64.7984223 60.1264346, 64.7971261 60.1263121, 64.7969012 60.1262908)",60,10
100288371,2,Узбекистанская улица,primary,False,True,169.148,"LINESTRING (64.8065457 60.1254117, 64.8067686 60.1253514, 64.8076622 60.1251038, 64.8092158 60.1246734)",60,10
"[202775482, 96222946]",,улица Мира,residential,False,False,336.825,"LINESTRING (64.8051382 60.1293257, 64.8052659 60.129439, 64.8061714 60.1302501, 64.8070567 60.1310245, 64.8072903 60.1312288, 64.8073567 60.1312885, 64.8077196 60.1316149, 64.8080711 60.1319309, 64.8081121 60.131968)",,
203132878,2,улица Ленина,secondary,False,False,276.677,"LINESTRING (64.8051382 60.1293257, 64.8065558 60.1289392, 64.8067185 60.1288949, 64.8068736 60.1288526, 64.8093209 60.1281694, 64.8093971 60.128148, 64.8095065 60.1281184)",60,
