osmid,name,highway,oneway,reversed,length,maxspeed,ref,geometry,lanes
68920908,улица Свободы,tertiary,False,False,93.812,,,"LINESTRING (61.0442573 56.7511844, 61.0442963 56.7520278)",
"[1118896142, 787846951]",улица Горького,tertiary,False,True,325.925,40,65К-0003011,"LINESTRING (61.0442573 56.7511844, 61.0455106 56.7513324, 61.0459639 56.7513785, 61.0462043 56.7514029, 61.0465406 56.7514371, 61.0495052 56.7517426)",
1118896143,улица Горького,residential,False,False,359.384,60,,"LINESTRING (61.0442573 56.7511844, 61.0441068 56.7511678, 61.0432139 56.751074, 61.0422467 56.7509977, 61.0407998 56.751026, 61.0397907 56.7510558, 61.038559 56.7510877, 61.0383956 56.7510919)",
77621371,улица Победы,residential,False,True,206.328,40,,"LINESTRING (61.0351034 56.7511446, 61.0352164 56.7516111, 61.0355598 56.7529832)",
"[1118896145, 166572934]",улица Горького,residential,False,True,200.888,"['20', '40']",,"LINESTRING (61.0351034 56.7511446, 61.0366492 56.7511469, 61.0374021 56.7511237, 61.0380258 56.7511022, 61.0381378 56.7510983, 61.0383956 56.7510919)",
1118896142,улица Горького,tertiary,False,False,12.824,40,65К-0003011,"LINESTRING (61.0497085 56.7517722, 61.0495052 56.7517426)",
77625296,Клубная улица,residential,False,True,126.803,,,"LINESTRING (61.0497085 56.7517722, 61.0496813 56.7510629, 61.0496637 56.7506321)",
68920908,улица Свободы,tertiary,False,False,76.202,,,"LINESTRING (61.0443219 56.752454, 61.0443519 56.7531391)",
68920908,улица Свободы,tertiary,False,True,47.417,,,"LINESTRING (61.0443219 56.752454, 61.0442963 56.7520278)",
77629169,улица Гагарина,residential,False,True,240.674,,,"LINESTRING (61.0443219 56.752454, 61.0482681 56.7525164)",
77629169,улица Гагарина,residential,False,False,240.674,,,"LINESTRING (61.0482681 56.7525164, 61.0443219 56.752454)",
77629169,улица Гагарина,residential,False,True,68.294,,,"LINESTRING (61.0482681 56.7525164, 61.0493861 56.7525553)",
166572839,улица Серова,residential,False,False,69.411,60,,"LINESTRING (61.0482681 56.7525164, 61.0480857 56.7526023, 61.0479408 56.7527141, 61.0477623 56.7530556)",
77629169,улица Гагарина,residential,False,False,68.294,,,"LINESTRING (61.0493861 56.7525553, 61.0482681 56.7525164)",
674086711,,unclassified,False,False,90.659,,,"LINESTRING (61.0493861 56.7525553, 61.0495052 56.7517426)",
77629646,,residential,False,True,184.197,,,"LINESTRING (61.0477623 56.7530556, 61.0481393 56.7531846, 61.0482904 56.7533489, 61.0489492 56.7545235)",
166572839,улица Серова,residential,False,False,210.001,60,,"LINESTRING (61.0477623 56.7530556, 61.0476968 56.7530949, 61.0475061 56.7531114, 61.0443519 56.7531391)",
166572839,улица Серова,residential,False,True,69.411,60,,"LINESTRING (61.0477623 56.7530556, 61.0479408 56.7527141, 61.0480857 56.7526023, 61.0482681 56.7525164)",
1118896144,улица Строителей,residential,False,True,52.434,,,"LINESTRING (61.0383956 56.7510919, 61.0383827 56.7506204)",
656127750,улица Строителей,residential,False,False,107.797,,,"LINESTRING (61.0383956 56.7510919, 61.0383968 56.7511879, 61.0384033 56.7517325, 61.0383693 56.7520608)",
1118896143,улица Горького,residential,False,True,359.38399999999996,60,,"LINESTRING (61.0383956 56.7510919, 61.038559 56.7510877, 61.0397907 56.7510558, 61.0407998 56.751026, 61.0422467 56.7509977, 61.0432139 56.751074, 61.0441068 56.7511678, 61.0442573 56.7511844)",
"[1118896145, 166572934]",улица Горького,residential,False,False,200.88799999999998,"['20', '40']",,"LINESTRING (61.0383956 56.7510919, 61.0381378 56.7510983, 61.0380258 56.7511022, 61.0374021 56.7511237, 61.0366492 56.7511469, 61.0351034 56.7511446)",
656127750,улица Строителей,residential,False,True,115.123,,,"LINESTRING (61.0383399 56.753096, 61.0383693 56.7520608)",
166572839,улица Серова,residential,False,False,170.339,60,,"LINESTRING (61.0383399 56.753096, 61.0381178 56.7530835, 61.0377624 56.7530706, 61.0374281 56.7530602, 61.0366045 56.7529974, 61.0362047 56.7529886, 61.0357394 56.7529688, 61.0355598 56.7529832)",
