osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,width
31027120,2,А-181,улица Победы,primary,False,False,29.842,"LINESTRING (28.8627098 61.1074198, 28.8623072 61.1076047)",,
131337418,,,Барочная улица,unclassified,False,True,20.456999999999997,"LINESTRING (28.8627098 61.1074198, 28.8627125 61.1074885, 28.8627434 61.1075474, 28.8628088 61.1075918)",,
31026851,,,улица Льва Толстого,residential,False,True,89.714,"LINESTRING (28.8687899 61.1151073, 28.8676006 61.1156738)",,
31026851,,,улица Льва Толстого,residential,False,False,118.16900000000001,"LINESTRING (28.8687899 61.1151073, 28.8699954 61.1145349, 28.8703538 61.1143599)",,
31027410,,,Рощинская улица,residential,False,False,166.674,"LINESTRING (28.8687899 61.1151073, 28.8678237 61.1146146, 28.866996 61.1141925, 28.8668394 61.1141127, 28.8666559 61.1140191)",,
31027410,,,Рощинская улица,residential,False,True,166.674,"LINESTRING (28.8666559 61.1140191, 28.8668394 61.1141127, 28.866996 61.1141925, 28.8678237 61.1146146, 28.8687899 61.1151073)",,
180020770,,,Лесная улица,tertiary,False,False,457.816,"LINESTRING (28.8666559 61.1140191, 28.868019 61.1133761, 28.8697119 61.1125775, 28.8701087 61.1123903, 28.8716586 61.1116585, 28.8727524 61.111142)",,
180020770,,,Лесная улица,tertiary,False,True,86.398,"LINESTRING (28.8666559 61.1140191, 28.8664282 61.1141233, 28.8654972 61.114558)",,
31027126,,,,tertiary,False,False,95.152,"LINESTRING (28.8634921 61.1147297, 28.8652419 61.1145963)",,
147468281,,,Спортивная улица,tertiary,False,False,65.957,"LINESTRING (28.8634921 61.1147297, 28.8639388 61.1144432, 28.8642309 61.1142559)",,
31027126,,,,tertiary,False,True,14.359,"LINESTRING (28.8654972 61.114558, 28.8652419 61.1145963)",,
180020770,,,Лесная улица,tertiary,False,False,86.398,"LINESTRING (28.8654972 61.114558, 28.8664282 61.1141233, 28.8666559 61.1140191)",,
"[180020770, 131337363, 131337364]",,,Лесная улица,tertiary,False,True,321.206,"LINESTRING (28.8779599 61.1073314, 28.8778039 61.1074615, 28.8772697 61.1079071, 28.876387 61.1086434, 28.8763058 61.1087312, 28.8761783 61.1089213, 28.8759771 61.1092275, 28.8757588 61.1095209, 28.8755892 61.1097015, 28.8754076 61.1098483, 28.87533 61.1099122)",yes,
31027234,,,улица Кирова,residential,False,True,174.196,"LINESTRING (28.8639617 61.1091254, 28.8622148 61.1104452)",,
31027407,,,Школьная улица,residential,False,False,104.744,"LINESTRING (28.8639617 61.1091254, 28.8655673 61.1096598)",,
31027234,,,улица Кирова,residential,False,False,133.038,"LINESTRING (28.8639617 61.1091254, 28.8643305 61.10886, 28.8645621 61.1087732, 28.8650266 61.1087208, 28.8656357 61.1086586, 28.8660448 61.1086085)",,
31027251,,,улица Гарькавого,residential,False,False,40.881,"LINESTRING (28.8660448 61.1086085, 28.866695 61.1087995)",,6
31027234,,,улица Кирова,residential,False,True,133.038,"LINESTRING (28.8660448 61.1086085, 28.8656357 61.1086586, 28.8650266 61.1087208, 28.8645621 61.1087732, 28.8643305 61.10886, 28.8639617 61.1091254)",,
"[131337360, 131337361, 131337362]",,,Барочная улица,residential,False,True,218.689,"LINESTRING (28.8660448 61.1086085, 28.8657186 61.1084841, 28.865444 61.1082892, 28.865164 61.1081032, 28.8648676 61.1079152, 28.8646131 61.1078076, 28.864156 61.1077235, 28.8629578 61.1076064, 28.8628088 61.1075918)",yes,
31027120,2,А-181,улица Победы,primary,False,True,29.842,"LINESTRING (28.8623072 61.1076047, 28.8627098 61.1074198)",,
31027247,,,Барочная улица,unclassified,False,False,26.987,"LINESTRING (28.8623072 61.1076047, 28.8628088 61.1075918)",,
31027251,,,улица Гарькавого,residential,False,False,203.208,"LINESTRING (28.8700874 61.1098501, 28.8702902 61.1099118, 28.872614 61.1110593, 28.8727524 61.111142)",,6
31027251,,,улица Гарькавого,residential,False,True,154.744,"LINESTRING (28.8700874 61.1098501, 28.8698889 61.1097878, 28.8676579 61.1091025)",,6
147468281,,,Спортивная улица,tertiary,False,False,172.553,"LINESTRING (28.8700874 61.1098501, 28.8704642 61.1095695, 28.8718356 61.1085483)",,
147468281,,,Спортивная улица,tertiary,False,True,114.851,"LINESTRING (28.8700874 61.1098501, 28.8699217 61.1099744, 28.8689299 61.1107185)",,
31027251,,,улица Гарькавого,residential,False,True,203.208,"LINESTRING (28.8727524 61.111142, 28.872614 61.1110593, 28.8702902 61.1099118, 28.8700874 61.1098501)",,6
148016520,,,улица Гарькавого,residential,False,False,164.098,"LINESTRING (28.8727524 61.111142, 28.8729056 61.1112185, 28.8732963 61.1114136, 28.8748765 61.1122026)",,6
180020770,,,Лесная улица,tertiary,False,False,194.748,"LINESTRING (28.8727524 61.111142, 28.8733455 61.1108675, 28.87342 61.110833, 28.8747186 61.110232, 28.875155 61.1100193, 28.87533 61.1099122)",,
180020770,,,Лесная улица,tertiary,False,True,457.81600000000003,"LINESTRING (28.8727524 61.111142, 28.8716586 61.1116585, 28.8701087 61.1123903, 28.8697119 61.1125775, 28.868019 61.1133761, 28.8666559 61.1140191)",,
31027251,,,улица Гарькавого,residential,False,False,61.735,"LINESTRING (28.866695 61.1087995, 28.8676579 61.1091025)",,6
31027251,,,улица Гарькавого,residential,False,True,40.881,"LINESTRING (28.866695 61.1087995, 28.8660448 61.1086085)",,6
31027385,,,улица Ленина,residential,False,True,113.232,"LINESTRING (28.866695 61.1087995, 28.8655673 61.1096598)",,
40430237,,,,residential,False,True,277.336,"LINESTRING (28.8718356 61.1085483, 28.8716678 61.108494, 28.8713739 61.108399, 28.8708965 61.1083023, 28.8707698 61.1083088, 28.8697229 61.1083444, 28.8686283 61.1083814, 28.8685532 61.1083818, 28.8676579 61.1091025)",,
147468281,,,Спортивная улица,tertiary,False,True,172.553,"LINESTRING (28.8718356 61.1085483, 28.8704642 61.1095695, 28.8700874 61.1098501)",,
31027385,,,улица Ленина,residential,False,False,176.085,"LINESTRING (28.8620595 61.1122656, 28.8638219 61.1109304)",,
31027400,,,Рощинская улица,residential,False,False,218.228,"LINESTRING (28.8620595 61.1122656, 28.8627226 61.112481, 28.8643139 61.1129979, 28.8654308 61.1133607)",,
147468281,,,Спортивная улица,tertiary,False,False,176.51,"LINESTRING (28.8654308 61.1133607, 28.8672182 61.1120287)",,
31027400,,,Рощинская улица,residential,False,True,218.228,"LINESTRING (28.8654308 61.1133607, 28.8643139 61.1129979, 28.8627226 61.112481, 28.8620595 61.1122656)",,
147468281,,,Спортивная улица,tertiary,False,True,118.586,"LINESTRING (28.8654308 61.1133607, 28.8653589 61.1134134, 28.8642309 61.1142559)",,
31027234,,,улица Кирова,residential,False,False,174.196,"LINESTRING (28.8622148 61.1104452, 28.8639617 61.1091254)",,
31027403,,,Парковая улица,residential,False,False,101.806,"LINESTRING (28.8622148 61.1104452, 28.8638219 61.1109304)",,
31027385,,,улица Ленина,residential,False,False,169.568,"LINESTRING (28.8638219 61.1109304, 28.8655673 61.1096598)",,
