osmid,oneway,lanes,name,highway,junction,reversed,length,maxspeed,geometry
692484180,True,1,улица Пронина,secondary,roundabout,False,9.441,,"LINESTRING (32.4064839 67.1515998, 32.4063139 67.1516532)"
27596950,False,,улица 50 лет Октября,tertiary,,True,176.374,60,"LINESTRING (32.4074058 67.1513591, 32.4091913 67.1512299, 32.4110665 67.1510874, 32.4114177 67.1510607)"
36199483,True,,,tertiary,,False,48.032,,"LINESTRING (32.4074058 67.1513591, 32.4069228 67.1514716, 32.4064839 67.1515998)"
692484183,False,,Первомайская улица,secondary,,False,75.995,40,"LINESTRING (32.4134759 67.1508999, 32.4124655 67.1503403)"
467227500,False,,Первомайская улица,secondary,,True,263.171,40,"LINESTRING (32.4134759 67.1508999, 32.4138579 67.1511102, 32.4145745 67.151476, 32.4147851 67.1515835, 32.4159238 67.1521648, 32.4160577 67.1522332, 32.4167445 67.1526429, 32.4168794 67.1527469, 32.4169251 67.1527821, 32.4169657 67.1528335)"
1148639075,False,3,улица 50 лет Октября,tertiary,,False,90.64999999999999,60,"LINESTRING (32.4134759 67.1508999, 32.4131564 67.1509237, 32.4114177 67.1510607)"
692484184,True,,Первомайская улица,residential,,False,20.298000000000002,,"LINESTRING (32.4180053 67.1532034, 32.417798 67.1532284, 32.4175643 67.1532661)"
4398909,False,,Первомайская улица,secondary,,True,77.143,40,"LINESTRING (32.4170645 67.1534752, 32.4168165 67.1538342, 32.4167773 67.153891, 32.4165512 67.1541392)"
192236704,False,,Первомайская улица,secondary,,False,24.88,60,"LINESTRING (32.4170645 67.1534752, 32.4171236 67.1533789, 32.4170934 67.1532547)"
27597351,True,,Первомайская улица,residential,,False,8.598,,"LINESTRING (32.4178439 67.1531581, 32.4180053 67.1532034)"
27597351,True,,Первомайская улица,residential,,False,52.504,,"LINESTRING (32.4169657 67.1528335, 32.4172928 67.1529636, 32.4175355 67.1530671, 32.4178439 67.1531581)"
467227500,False,,Первомайская улица,secondary,,False,263.171,40,"LINESTRING (32.4169657 67.1528335, 32.4169251 67.1527821, 32.4168794 67.1527469, 32.4167445 67.1526429, 32.4160577 67.1522332, 32.4159238 67.1521648, 32.4147851 67.1515835, 32.4145745 67.151476, 32.4138579 67.1511102, 32.4134759 67.1508999)"
467228089,False,,Первомайская улица,secondary,,True,40.275,40,"LINESTRING (32.4169657 67.1528335, 32.4170538 67.1530922, 32.4170783 67.153193)"
27711482,False,,переулок Гмайнера,residential,,False,616.109,,"LINESTRING (32.4035019 67.1539588, 32.4041712 67.1540577, 32.4051959 67.1542092, 32.4053866 67.1542474, 32.4056581 67.1543018, 32.4058408 67.1543282, 32.4075607 67.1545766, 32.4080152 67.1544774, 32.4085058 67.154367, 32.4090429 67.1542462, 32.4105287 67.1538567, 32.4110439 67.1537214, 32.4113502 67.153644, 32.4116465 67.1536002, 32.4120518 67.1536214, 32.4154848 67.1540124, 32.4165512 67.1541392)"
50897178,False,,улица Пронина,secondary,,True,189.53799999999998,,"LINESTRING (32.4035019 67.1539588, 32.4046851 67.1526796, 32.4047869 67.1525696, 32.4048318 67.1525233, 32.4048571 67.1524971, 32.4049057 67.1524468, 32.4049938 67.1523557)"
4398909,False,,Первомайская улица,secondary,,False,77.143,40,"LINESTRING (32.4165512 67.1541392, 32.4167773 67.153891, 32.4168165 67.1538342, 32.4170645 67.1534752)"
27711482,False,,переулок Гмайнера,residential,,True,616.1090000000002,,"LINESTRING (32.4165512 67.1541392, 32.4154848 67.1540124, 32.4120518 67.1536214, 32.4116465 67.1536002, 32.4113502 67.153644, 32.4110439 67.1537214, 32.4105287 67.1538567, 32.4090429 67.1542462, 32.4085058 67.154367, 32.4080152 67.1544774, 32.4075607 67.1545766, 32.4058408 67.1543282, 32.4056581 67.1543018, 32.4053866 67.1542474, 32.4051959 67.1542092, 32.4041712 67.1540577, 32.4035019 67.1539588)"
37061598,True,,,secondary,,False,53.519999999999996,60,"LINESTRING (32.4055037 67.1508292, 32.4056006 67.1509603, 32.4057308 67.1510367, 32.406 67.1511216, 32.4062546 67.1511872)"
39446853,False,,улица Уверова,unclassified,,False,374.059,60,"LINESTRING (32.4108826 67.1485681, 32.4110542 67.1485652, 32.4126604 67.1485258, 32.4151209 67.1484644, 32.4153623 67.1484571, 32.4172693 67.1484051, 32.4186909 67.1483624, 32.4188599 67.148353, 32.4194904 67.1482706)"
"[670270896, 670270897, 692484183]",False,,Первомайская улица,secondary,,True,208.97100000000003,"['20', '40']","LINESTRING (32.4108826 67.1485681, 32.4109626 67.1486775, 32.4112396 67.1490562, 32.4116923 67.1496273, 32.411744 67.1496925, 32.4121061 67.1500456, 32.4124655 67.1503403)"
39446853,False,,улица Уверова,unclassified,,True,374.05899999999997,60,"LINESTRING (32.4194904 67.1482706, 32.4188599 67.148353, 32.4186909 67.1483624, 32.4172693 67.1484051, 32.4153623 67.1484571, 32.4151209 67.1484644, 32.4126604 67.1485258, 32.4110542 67.1485652, 32.4108826 67.1485681)"
175441563,False,,Набережная улица,unclassified,,False,153.491,60,"LINESTRING (32.4194904 67.1482706, 32.4195665 67.1481598, 32.4196679 67.1479679, 32.4196615 67.1476468, 32.4195703 67.1472817, 32.419356 67.146909)"
175441563,False,,Набережная улица,unclassified,,True,153.491,60,"LINESTRING (32.419356 67.146909, 32.4195703 67.1472817, 32.4196615 67.1476468, 32.4196679 67.1479679, 32.4195665 67.1481598, 32.4194904 67.1482706)"
36816314,True,,,secondary,,False,107.34299999999999,,"LINESTRING (32.4049938 67.1523557, 32.405043 67.1522413, 32.4051688 67.1519487, 32.4053124 67.1513988)"
