osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,maxspeed
"[83041378, 302484155]",Заречная улица,tertiary,False,False,592.023,"LINESTRING (32.8098043 69.3171991, 32.809028 69.3171986, 32.8085409 69.3171983, 32.7992258 69.31718, 32.7987812 69.3171732, 32.7978637 69.3171767, 32.7976486 69.317179, 32.7950389 69.3172314, 32.7947473 69.3172618)",,,
"[184187400, 184187401, 302484134]","['Мурманск - Видяево', 'Автомобильный мост']",secondary,False,"[False, True]",308.60200000000003,"LINESTRING (32.8098043 69.3171991, 32.8097382 69.3178848, 32.8097318 69.3182682, 32.8096846 69.3186072, 32.8094925 69.3191689, 32.8093993 69.3193921, 32.8092302 69.319964)",yes,2,60
83689309,Заречная улица,tertiary,False,False,228.31300000000002,"LINESTRING (32.7947473 69.3172618, 32.7945497 69.3184889, 32.7945422 69.3190065, 32.7945229 69.319313)",,,
302484155,Заречная улица,tertiary,False,False,149.362,"LINESTRING (32.7947473 69.3172618, 32.7947316 69.3169243, 32.7946182 69.3159194)",,,
"[83041378, 302484155]",Заречная улица,tertiary,False,True,592.0229999999999,"LINESTRING (32.7947473 69.3172618, 32.7950389 69.3172314, 32.7976486 69.317179, 32.7978637 69.3171767, 32.7987812 69.3171732, 32.7992258 69.31718, 32.8085409 69.3171983, 32.809028 69.3171986, 32.8098043 69.3171991)",,,
83041369,,tertiary,False,True,93.93,"LINESTRING (32.8094262 69.3208032, 32.8093566 69.320571, 32.8092662 69.3204476, 32.8092302 69.319964)",,,
"[86966742, 1023433859, 194121061, 83688558]",Центральная улица,residential,False,True,1105.624,"LINESTRING (32.8094262 69.3208032, 32.8093349 69.3208214, 32.8075698 69.3211725, 32.8069714 69.3211847, 32.8049884 69.320833, 32.8041599 69.3208417, 32.8036717 69.3208469, 32.8011379 69.321271, 32.7978643 69.3218395, 32.7972001 69.3219486, 32.7967571 69.3216983, 32.7971665 69.3216219, 32.7984226 69.3213762, 32.7990384 69.3211781, 32.8005114 69.3208489, 32.8015737 69.3205918, 32.8023038 69.3203444, 32.8027654 69.3202492, 32.8033234 69.3201557, 32.8037807 69.3201161, 32.8044479 69.3201081, 32.8051193 69.320098, 32.8069236 69.320071, 32.8090218 69.3199737, 32.8092302 69.319964)",,,
83689309,Заречная улица,tertiary,False,True,164.461,"LINESTRING (32.7945269 69.320792, 32.7945389 69.3198814, 32.7945229 69.319313)",,,
302484155,Заречная улица,tertiary,False,True,149.362,"LINESTRING (32.7946182 69.3159194, 32.7947316 69.3169243, 32.7947473 69.3172618)",,,
83041369,,tertiary,False,False,93.92999999999999,"LINESTRING (32.8092302 69.319964, 32.8092662 69.3204476, 32.8093566 69.320571, 32.8094262 69.3208032)",,,
"[83688558, 1023433859, 194121061, 86966742]",Центральная улица,residential,False,False,1105.624,"LINESTRING (32.8092302 69.319964, 32.8090218 69.3199737, 32.8069236 69.320071, 32.8051193 69.320098, 32.8044479 69.3201081, 32.8037807 69.3201161, 32.8033234 69.3201557, 32.8027654 69.3202492, 32.8023038 69.3203444, 32.8015737 69.3205918, 32.8005114 69.3208489, 32.7990384 69.3211781, 32.7984226 69.3213762, 32.7971665 69.3216219, 32.7967571 69.3216983, 32.7972001 69.3219486, 32.7978643 69.3218395, 32.8011379 69.321271, 32.8036717 69.3208469, 32.8041599 69.3208417, 32.8049884 69.320833, 32.8069714 69.3211847, 32.8075698 69.3211725, 32.8093349 69.3208214, 32.8094262 69.3208032)",,,
"[184187400, 184187401, 302484134]","['Мурманск - Видяево', 'Автомобильный мост']",secondary,False,"[False, True]",308.602,"LINESTRING (32.8092302 69.319964, 32.8093993 69.3193921, 32.8094925 69.3191689, 32.8096846 69.3186072, 32.8097318 69.3182682, 32.8097382 69.3178848, 32.8098043 69.3171991)",yes,2,60
83689309,Заречная улица,tertiary,False,False,164.461,"LINESTRING (32.7945229 69.319313, 32.7945389 69.3198814, 32.7945269 69.320792)",,,
83689309,Заречная улица,tertiary,False,True,228.31300000000002,"LINESTRING (32.7945229 69.319313, 32.7945422 69.3190065, 32.7945497 69.3184889, 32.7947473 69.3172618)",,,
