osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction
172822453,2,бульвар Победы,secondary,RU:urban,False,True,147.712,"LINESTRING (30.5973459 59.7490046, 30.5971413 59.7484946, 30.5969067 59.7479095, 30.5968675 59.7477991, 30.5968702 59.7477464, 30.5969017 59.7477029)",,
172822455,,бульвар Победы,residential,,False,False,136.564,"LINESTRING (30.5973459 59.7490046, 30.5974062 59.749149, 30.5974353 59.7492185, 30.597686 59.7498383, 30.5978338 59.7502079)",,
22878797,2,Соборная улица,secondary,RU:urban,False,False,267.122,"LINESTRING (30.6014762 59.7472133, 30.601649 59.7474428, 30.6017231 59.7476302, 30.6022895 59.7490634, 30.602485 59.7495581)",,
"[308112148, 27690381, 27690382]",2,"['Красная улица', 'Никольский мост']",secondary,RU:urban,False,True,76.387,"LINESTRING (30.6014762 59.7472133, 30.6014546 59.7471122, 30.6014637 59.746989, 30.6015605 59.7466448, 30.6015676 59.7466184, 30.601594 59.7465317)",yes,
27695796,2,бульвар Свободы,secondary,RU:urban,False,False,262.754,"LINESTRING (30.6014762 59.7472133, 30.6012636 59.7472734, 30.600994 59.7472985, 30.6006966 59.7473202, 30.6004536 59.7473379, 30.5999286 59.7473815, 30.5991489 59.7474551, 30.5987712 59.7474937, 30.5983964 59.7475363, 30.5972008 59.7476763, 30.5970579 59.747691, 30.5969017 59.7477029)",,
22878797,2,Соборная улица,secondary,RU:urban,False,True,267.12199999999996,"LINESTRING (30.602485 59.7495581, 30.6022895 59.7490634, 30.6017231 59.7476302, 30.601649 59.7474428, 30.6014762 59.7472133)",,
31380994,2,улица Труда,residential,RU:urban,False,False,205.153,"LINESTRING (30.602485 59.7495581, 30.6027104 59.7495364, 30.6035612 59.7494509, 30.6041302 59.7493938, 30.6044999 59.7493566, 30.6052677 59.7492795, 30.6058057 59.7492254, 30.6060769 59.7491982)",,
617889190,2,Соборная улица,secondary,RU:urban,False,True,195.722,"LINESTRING (30.602485 59.7495581, 30.6025289 59.7496643, 30.602542 59.7496949, 30.6026559 59.7499612, 30.6027931 59.750282, 30.6028358 59.7503818, 30.6030227 59.7507955, 30.6032438 59.7512762)",,
22878817,2,улица Труда,residential,RU:urban,False,False,57.158,"LINESTRING (30.6111554 59.7486976, 30.6118086 59.7488943, 30.6120287 59.7489634)",,
31380994,2,улица Труда,residential,RU:urban,False,True,73.313,"LINESTRING (30.6111554 59.7486976, 30.6108175 59.7487282, 30.6100147 59.7488035, 30.6098684 59.7488172)",,
120132590,2,Банковский переулок,residential,RU:urban,False,False,116.827,"LINESTRING (30.6111554 59.7486976, 30.611079 59.7485513, 30.6109977 59.7484055, 30.6106312 59.7477896, 30.6105712 59.7476891)",,
31368542,2,набережная Комсомольского канала,tertiary,RU:urban,False,False,488.3,"LINESTRING (30.6102325 59.7471161, 30.6099549 59.7470949, 30.6084023 59.7469905, 30.6071942 59.7469056, 30.6064167 59.7468537, 30.6051869 59.7467723, 30.6050942 59.7467661, 30.6036756 59.7466695, 30.6028685 59.7466142, 30.6018257 59.7465449, 30.601793 59.7465427, 30.601594 59.7465317)",,
"[181938658, 46937299, 27695068]",2,"['Тверской мост', 'Банковский переулок', 'Тверская улица']",tertiary,RU:urban,False,True,66.48,"LINESTRING (30.6102325 59.7471161, 30.6103035 59.7472361, 30.6105136 59.7475915, 30.6105712 59.7476891)",yes,
249345090,2,Тверская улица,tertiary,RU:urban,False,False,125.22900000000001,"LINESTRING (30.6102325 59.7471161, 30.6101733 59.7470167, 30.6098582 59.7464844, 30.6095941 59.7460368)",,
31368542,2,набережная Комсомольского канала,tertiary,RU:urban,False,True,488.3,"LINESTRING (30.601594 59.7465317, 30.601793 59.7465427, 30.6018257 59.7465449, 30.6028685 59.7466142, 30.6036756 59.7466695, 30.6050942 59.7467661, 30.6051869 59.7467723, 30.6064167 59.7468537, 30.6071942 59.7469056, 30.6084023 59.7469905, 30.6099549 59.7470949, 30.6102325 59.7471161)",,
"[308112148, 27690381, 27690382]",2,"['Красная улица', 'Никольский мост']",secondary,RU:urban,False,False,76.387,"LINESTRING (30.601594 59.7465317, 30.6015676 59.7466184, 30.6015605 59.7466448, 30.6014637 59.746989, 30.6014546 59.7471122, 30.6014762 59.7472133)",yes,
308112148,2,Красная улица,secondary,RU:urban,False,True,127.98200000000001,"LINESTRING (30.601594 59.7465317, 30.6016171 59.746452, 30.6017119 59.7461352, 30.6017529 59.7459981, 30.6019246 59.745418, 30.6019319 59.7453934)",,
46127377,2,набережная Комсомольского канала,tertiary,RU:urban,True,False,60.864,"LINESTRING (30.6105712 59.7476891, 30.6103579 59.7476739, 30.6094944 59.7476163)",,
120132590,2,Банковский переулок,residential,RU:urban,False,True,116.827,"LINESTRING (30.6105712 59.7476891, 30.6106312 59.7477896, 30.6109977 59.7484055, 30.611079 59.7485513, 30.6111554 59.7486976)",,
"[181938658, 46937299, 27695068]",2,"['Банковский переулок', 'Тверской мост', 'Тверская улица']",tertiary,RU:urban,False,False,66.47999999999999,"LINESTRING (30.6105712 59.7476891, 30.6105136 59.7475915, 30.6103035 59.7472361, 30.6102325 59.7471161)",yes,
31395768,2,улица Культуры,residential,RU:urban,False,True,192.13299999999998,"LINESTRING (30.6067205 59.7508954, 30.6066909 59.7508174, 30.6066059 59.7505931, 30.6064563 59.7501987, 30.6061919 59.7495016, 30.6061322 59.7493412, 30.6060769 59.7491982)",,
216977241,2,улица Правды,residential,RU:urban,False,False,199.45,"LINESTRING (30.6067205 59.7508954, 30.6065832 59.7508968, 30.6064067 59.7509157, 30.6052077 59.7510522, 30.6045473 59.7511274, 30.6042431 59.751162, 30.6035255 59.7512437, 30.6034473 59.7512526, 30.6033801 59.7512604, 30.6032438 59.7512762)",,
"[216977241, 31379175]",2,улица Правды,residential,RU:urban,False,True,219.493,"LINESTRING (30.6067205 59.7508954, 30.6070848 59.7508608, 30.6078868 59.7507845, 30.608273 59.7507478, 30.6094266 59.750638, 30.6095993 59.7506227, 30.6102518 59.7505649, 30.610572 59.7505324)",,
216977241,2,улица Правды,residential,RU:urban,False,True,199.45000000000002,"LINESTRING (30.6032438 59.7512762, 30.6033801 59.7512604, 30.6034473 59.7512526, 30.6035255 59.7512437, 30.6042431 59.751162, 30.6045473 59.7511274, 30.6052077 59.7510522, 30.6064067 59.7509157, 30.6065832 59.7508968, 30.6067205 59.7508954)",,
617889190,2,Соборная улица,secondary,RU:urban,False,False,195.722,"LINESTRING (30.6032438 59.7512762, 30.6030227 59.7507955, 30.6028358 59.7503818, 30.6027931 59.750282, 30.6026559 59.7499612, 30.602542 59.7496949, 30.6025289 59.7496643, 30.602485 59.7495581)",,
31395768,2,улица Культуры,residential,RU:urban,False,False,212.614,"LINESTRING (30.6053522 59.7473213, 30.6053822 59.7474008, 30.6055136 59.7477447, 30.6056556 59.7481103, 30.6060192 59.7490463, 30.6060769 59.7491982)",,
"[46127377, 195016779]",2,набережная Комсомольского канала,tertiary,RU:urban,True,False,222.374,"LINESTRING (30.6053522 59.7473213, 30.6052036 59.7473157, 30.6032931 59.7471924, 30.6024641 59.7471386, 30.6019885 59.7471099, 30.6018611 59.7471062, 30.6017752 59.7471116, 30.6016912 59.7471254, 30.6014762 59.7472133)",,
22878817,2,улица Труда,residential,RU:urban,False,True,57.158,"LINESTRING (30.6120287 59.7489634, 30.6118086 59.7488943, 30.6111554 59.7486976)",,
229080948,2,Привокзальная площадь,residential,RU:urban,True,False,70.38799999999999,"LINESTRING (30.6120287 59.7489634, 30.6121938 59.7488732, 30.6123768 59.7488269, 30.6125781 59.748808, 30.6127658 59.7488333, 30.6129571 59.7488833, 30.613124 59.7489327)",,roundabout
"[172843156, 871513629]",2,Привокзальная площадь,residential,RU:urban,True,False,71.955,"LINESTRING (30.613124 59.7489327, 30.6127619 59.7492356, 30.6124682 59.7494891)",,roundabout
31380994,2,улица Труда,residential,RU:urban,False,False,216.579,"LINESTRING (30.6060769 59.7491982, 30.606367 59.749169, 30.6067201 59.7491335, 30.6072478 59.7490805, 30.6081193 59.7489929, 30.6097465 59.7488295, 30.6098684 59.7488172)",,
31380994,2,улица Труда,residential,RU:urban,False,True,205.153,"LINESTRING (30.6060769 59.7491982, 30.6058057 59.7492254, 30.6052677 59.7492795, 30.6044999 59.7493566, 30.6041302 59.7493938, 30.6035612 59.7494509, 30.6027104 59.7495364, 30.602485 59.7495581)",,
