osmid,lanes,name,highway,oneway,reversed,length,access,geometry,ref
212431090,2,Калининградская улица,secondary,False,False,124.611,,"LINESTRING (21.683664 55.0451053, 21.6844916 55.0440899)",
273550825,2,Советская улица,tertiary,False,True,86.853,,"LINESTRING (21.683664 55.0451053, 21.6848119 55.0455267)",
39861731,,Советская улица,residential,False,False,60.852000000000004,destination,"LINESTRING (21.683664 55.0451053, 21.6828927 55.0448373, 21.6828473 55.0448215)",
664397096,,Сиреневая улица,tertiary,False,False,35.591,,"LINESTRING (21.6805499 55.0432802, 21.680285 55.043562)",
39861732,,улица Ленина,residential,False,False,88.985,,"LINESTRING (21.6805499 55.0432802, 21.6804377 55.0429865, 21.6803198 55.0426946, 21.6802587 55.0424977)",
664397096,,Сиреневая улица,tertiary,False,True,184.52,,"LINESTRING (21.6805499 55.0432802, 21.6812242 55.0429171, 21.6815068 55.0427468, 21.682447 55.0421974, 21.6826494 55.0421513)",
664397096,,Сиреневая улица,tertiary,False,True,35.591,,"LINESTRING (21.680285 55.043562, 21.6805499 55.0432802)",
247092288,,Школьная улица,residential,False,False,216.63100000000003,,"LINESTRING (21.680285 55.043562, 21.6807939 55.0437295, 21.6811743 55.0438262, 21.6816125 55.0439017, 21.6819487 55.0439623, 21.6820841 55.043977, 21.682163 55.0439821, 21.6826531 55.0440094, 21.6830004 55.0440207, 21.6832579 55.044028, 21.6835294 55.0440367)",
664397096,,Сиреневая улица,tertiary,False,False,33.178000000000004,,"LINESTRING (21.680285 55.043562, 21.6801761 55.0436731, 21.6800749 55.0437671, 21.6800215 55.0438193)",
212431559,,Советская улица,tertiary,False,False,62.30799999999999,,"LINESTRING (21.6800215 55.0438193, 21.6797162 55.043714, 21.6791835 55.0435304)",
"[278684205, 278684207]",,"['Спортивная улица', 'Советская улица']",residential,False,"[False, True]",201.99,destination,"LINESTRING (21.6800215 55.0438193, 21.6806734 55.044061, 21.6815703 55.044368, 21.6815831 55.0443777, 21.6815929 55.0443903, 21.6816003 55.0444143, 21.6815894 55.0444355, 21.6815683 55.0444568, 21.6808787 55.0450055)",
664397096,,Сиреневая улица,tertiary,False,True,33.178,,"LINESTRING (21.6800215 55.0438193, 21.6800749 55.0437671, 21.6801761 55.0436731, 21.680285 55.043562)",
278684229,,Советская улица,tertiary,False,False,14.539,,"LINESTRING (21.6743931 55.0418938, 21.6741941 55.0418298)",27К-164
278684229,,Советская улица,tertiary,False,True,149.591,,"LINESTRING (21.6743931 55.0418938, 21.6751045 55.0421292, 21.6764193 55.0425735)",27К-164
664391952,,улица Тельмана,residential,False,True,187.34,,"LINESTRING (21.6743931 55.0418938, 21.6743459 55.0419419, 21.6738656 55.0425029, 21.6737739 55.0426284, 21.6735825 55.0428902, 21.67321 55.0434347)",
39861732,,улица Ленина,residential,False,True,92.64500000000001,,"LINESTRING (21.6801562 55.0416666, 21.6802054 55.0420542, 21.6802587 55.0424977)",
621961137,,8 Марта улица,residential,False,False,174.0,,"LINESTRING (21.6801562 55.0416666, 21.6800586 55.0416586, 21.6799566 55.0416502, 21.6774999 55.0413053)",
39861730,,Пионерская улица,tertiary,False,False,139.505,,"LINESTRING (21.6857549 55.0424526, 21.6856312 55.0424342, 21.6855088 55.0424322, 21.6852608 55.0424546, 21.6850094 55.042473, 21.6847816 55.0424706, 21.6846011 55.0424558, 21.6843508 55.0424179, 21.6836128 55.0423007)",
212431090,2,Калининградская улица,secondary,False,True,199.05700000000002,,"LINESTRING (21.6857549 55.0424526, 21.6855387 55.0427365, 21.6852426 55.0431192, 21.6844916 55.0440899)",
247092296,,Зелёная улица,residential,False,False,166.604,,"LINESTRING (21.6857549 55.0424526, 21.6857931 55.0428029, 21.6858199 55.0432264, 21.685834 55.0434029, 21.6858836 55.0435225, 21.6859827 55.0436421, 21.6861101 55.0437679, 21.6862435 55.0438924)",
619554134,,Юбилейная улица,residential,False,True,82.47399999999999,,"LINESTRING (21.6857549 55.0424526, 21.6856471 55.042414, 21.6856331 55.042409, 21.6855367 55.0423552, 21.6853024 55.042117, 21.6850447 55.0418457)",
212431563,,улица Мелиораторов,residential,False,True,322.612,,"LINESTRING (21.6756339 55.0439634, 21.6755525 55.0440296, 21.6745343 55.0448606, 21.6741344 55.0451937, 21.6740625 55.0452536, 21.6738109 55.0454419, 21.6735707 55.0455599, 21.6733535 55.04569, 21.6728546 55.046064, 21.6725803 55.0462697)",
212431564,,Учительская улица,residential,False,False,159.96499999999997,,"LINESTRING (21.6756339 55.0439634, 21.6765767 55.0442174, 21.6770624 55.0443597, 21.6779047 55.0445767)",
