osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,access
60916896,True,2,проспект Ленина,primary,60,False,250.306,"LINESTRING (53.4735747 54.4830627, 53.473459 54.4830422, 53.4717461 54.482738, 53.4700368 54.4824181, 53.4698774 54.4823894)",,
130256366,False,2,улица Губкина,tertiary,60,False,208.012,"LINESTRING (53.4735747 54.4830627, 53.4735255 54.4831388, 53.4732942 54.4835699, 53.4728601 54.4843802, 53.4726098 54.4848473)",,
49511801,True,2,,primary,,False,17.278,"LINESTRING (53.4656669 54.4817162, 53.465535 54.4817291, 53.4654019 54.4817218)",roundabout,
47838322,False,2,улица Горького,tertiary,,False,196.868,"LINESTRING (53.4654019 54.4817218, 53.4652494 54.4820038, 53.4649995 54.4824556, 53.4645466 54.4833323, 53.464505 54.4834138)",,
49511801,True,2,,primary,,False,13.895,"LINESTRING (53.4654019 54.4817218, 53.4653001 54.4817017, 53.4652077 54.4816697)",roundabout,
199483571,False,,улица Гоголя,residential,,True,79.76499999999999,"LINESTRING (53.4584067 54.4823228, 53.4586855 54.4817499, 53.4587437 54.4816327)",,
232443755,False,2,улица Свердлова,tertiary,,True,243.767,"LINESTRING (53.4584067 54.4823228, 53.4590836 54.4824441, 53.4596883 54.4825525, 53.4601501 54.4826357, 53.4614235 54.4828652, 53.4618789 54.4829472, 53.4620106 54.4829727)",,
49511801,True,2,,primary,,False,32.217,"LINESTRING (53.4654783 54.4811314, 53.4655875 54.4811335, 53.4656935 54.4811489, 53.4658173 54.481187, 53.4659188 54.4812431)",roundabout,
126019607,False,,Социалистическая улица,secondary,,True,242.101,"LINESTRING (53.4596248 54.4800378, 53.4632122 54.4806675)",,
199483573,False,,улица Гоголя,residential,,True,273.903,"LINESTRING (53.4596248 54.4800378, 53.4608651 54.4776823)",,
47838305,False,2,улица Лермонтова,tertiary,,False,215.987,"LINESTRING (53.4708864 54.4802205, 53.470879 54.4802539, 53.4709035 54.4804595, 53.4707144 54.4807991, 53.4701144 54.4819573, 53.4700462 54.4820876)",,
129537955,False,2,улица Салавата Батыра,tertiary,,False,216.838,"LINESTRING (53.4708864 54.4802205, 53.471078 54.4801385, 53.4715749 54.4799059, 53.4730608 54.479214, 53.4735101 54.4790045)",,
