osmid,oneway,highway,reversed,length,name,maxspeed,geometry,lanes,access,junction
217189176,True,tertiary_link,False,31.609,,,"LINESTRING (34.9682001 57.043181, 34.9687198 57.0431514)",,,
1189321493,True,tertiary,False,205.338,улица Степана Разина,RU:urban,"LINESTRING (34.9682001 57.043181, 34.9681671 57.0431203, 34.9669871 57.0414565)",,,
39832357,False,residential,True,321.71,Пролетарская улица,,"LINESTRING (34.9708788 57.0434977, 34.9713882 57.0406178)",,,
39543356,False,tertiary,False,96.64000000000001,Вокзальная улица,,"LINESTRING (34.9708788 57.0434977, 34.9710135 57.0435044, 34.9721253 57.0435435, 34.9724735 57.0435453)",,,
39543356,False,tertiary,True,135.043,Вокзальная улица,,"LINESTRING (34.9708788 57.0434977, 34.9707283 57.0434902, 34.9690097 57.0434043, 34.9688514 57.0433923, 34.9686576 57.0433776)",,,
218878442,False,tertiary,False,350.52,Стадионная улица,,"LINESTRING (34.9793437 57.0408899, 34.9793426 57.0377376)",1,,
218878442,False,tertiary,True,17.948,Стадионная улица,,"LINESTRING (34.9793437 57.0408899, 34.9793398 57.0410513)",1,,
39543357,True,residential,False,201.05,Студенческая улица,,"LINESTRING (34.9714219 57.0404366, 34.9743068 57.0406006, 34.9747273 57.0406245)",,,
39832357,False,residential,False,20.250999999999998,Пролетарская улица,,"LINESTRING (34.9714219 57.0404366, 34.9714073 57.0405149, 34.9713882 57.0406178)",,,
39832357,False,residential,True,245.16099999999997,Пролетарская улица,,"LINESTRING (34.9714219 57.0404366, 34.9714278 57.0404121, 34.9715032 57.0400967, 34.971518 57.0400349, 34.9715526 57.0398904, 34.971656 57.039459, 34.971722 57.0391833, 34.971737 57.0391204, 34.9719285 57.0383167, 34.9719455 57.0382503)",,,
218878442,False,tertiary,False,17.948,Стадионная улица,,"LINESTRING (34.9793398 57.0410513, 34.9793437 57.0408899)",1,,
218878442,False,tertiary,True,67.757,Стадионная улица,,"LINESTRING (34.9793398 57.0410513, 34.9793254 57.0416606)",1,,
39838309,True,residential,False,282.459,Студенческая улица,,"LINESTRING (34.9793398 57.0410513, 34.9791586 57.0410395, 34.9746941 57.0407972)",,,
39832357,False,residential,False,321.71,Пролетарская улица,,"LINESTRING (34.9713882 57.0406178, 34.9708788 57.0434977)",,,
39832357,False,residential,True,20.250999999999998,Пролетарская улица,,"LINESTRING (34.9713882 57.0406178, 34.9714073 57.0405149, 34.9714219 57.0404366)",,,
39838309,True,residential,False,118.57499999999999,Студенческая улица,,"LINESTRING (34.9713882 57.0406178, 34.9696265 57.0405222, 34.9694378 57.040512)",,,
40261320,False,secondary,False,30.242,улица Дзержинского,RU:urban,"LINESTRING (34.9694378 57.040512, 34.9693506 57.0407798)",,,
40261320,False,secondary,True,9.196,улица Дзержинского,RU:urban,"LINESTRING (34.9694378 57.040512, 34.9694636 57.0404305)",,,
39543356,False,tertiary,False,277.932,Вокзальная улица,,"LINESTRING (34.974378 57.0433081, 34.9780863 57.0426493, 34.9787456 57.0425322)",,,
39543356,False,tertiary,True,118.386,Вокзальная улица,,"LINESTRING (34.974378 57.0433081, 34.9734609 57.0434513, 34.9728123 57.0435218, 34.9724735 57.0435453)",,,
40263570,False,residential,False,279.932,1-я улица Пугачёва,,"LINESTRING (34.974378 57.0433081, 34.9744888 57.0419902, 34.9746225 57.041213, 34.9746941 57.0407972)",,,
39838309,True,residential,False,200.98199999999997,Студенческая улица,,"LINESTRING (34.9746941 57.0407972, 34.9741447 57.0407674, 34.9741323 57.0407667, 34.9729111 57.0407004, 34.9717143 57.0406355, 34.9713882 57.0406178)",,,
