osmid,oneway,name,highway,width,reversed,length,geometry,lanes,ref
29331443,False,улица П.Морозова,residential,8,True,121.55600000000001,"LINESTRING (57.5502363 58.8429753, 57.5500643 58.8429415, 57.5482309 58.8426314)",,
164578012,False,проспект Ленина,secondary,,False,132.02200000000002,"LINESTRING (57.5502363 58.8429753, 57.5503215 58.8428553, 57.5506736 58.8423598, 57.5509565 58.8419615, 57.551028 58.8418609)",3,
164578012,False,проспект Ленина,secondary,,True,450.809,"LINESTRING (57.5502363 58.8429753, 57.5501882 58.8430429, 57.549307 58.8442833, 57.5488816 58.844882, 57.5482382 58.8457877, 57.5480314 58.8460787, 57.5477688 58.8464483, 57.5475327 58.8467806)",3,
29330816,False,улица Газеты Правда,residential,8,False,24.603,"LINESTRING (57.5528605 58.8434998, 57.5530095 58.8432924)",,
29330816,False,улица Газеты Правда,residential,8,True,380.41900000000004,"LINESTRING (57.5528605 58.8434998, 57.5525178 58.8439795, 57.552091 58.8445769, 57.5516996 58.8451146, 57.5511457 58.8458711, 57.5505353 58.8467025)",,
29331443,False,улица П.Морозова,residential,8,True,161.844,"LINESTRING (57.5528605 58.8434998, 57.5509018 58.8431071, 57.5504128 58.8430108, 57.5502363 58.8429753)",,
30706564,False,улица Шахтостроителей,residential,,False,106.101,"LINESTRING (57.5467873 58.8410739, 57.5472361 58.8419994)",,
31023235,False,,residential,5,True,108.99900000000001,"LINESTRING (57.5467873 58.8410739, 57.5475023 58.8408606, 57.5479815 58.8406497, 57.5483017 58.8404935)",,
30706564,False,улица Шахтостроителей,residential,,False,55.684,"LINESTRING (57.5472361 58.8419994, 57.5474726 58.842485)",,
30706564,False,улица Шахтостроителей,residential,,True,106.101,"LINESTRING (57.5472361 58.8419994, 57.5467873 58.8410739)",,
29332050,False,улица Циолковского,residential,,False,85.957,"LINESTRING (57.5472361 58.8419994, 57.5473032 58.8419051, 57.5477385 58.8412714)",,
29332050,False,улица Циолковского,residential,,False,109.394,"LINESTRING (57.5491184 58.8393308, 57.5497551 58.8384038)",,
29332050,False,улица Циолковского,residential,,True,137.562,"LINESTRING (57.5491184 58.8393308, 57.5486174 58.8400371, 57.5483017 58.8404935)",,
30832615,False,улица Орджоникидзе,residential,8,True,200.19,"LINESTRING (57.5491184 58.8393308, 57.5504393 58.8395795, 57.5510531 58.8396989, 57.551798 58.8398401, 57.5521992 58.8399183, 57.5523821 58.8399547)",,
29332050,False,улица Циолковского,residential,,True,92.369,"LINESTRING (57.5483017 58.8404935, 57.5477385 58.8412714)",,
29332050,False,улица Циолковского,residential,,False,137.562,"LINESTRING (57.5483017 58.8404935, 57.5486174 58.8400371, 57.5491184 58.8393308)",,
29332051,False,улица Радищева,residential,5,True,199.727,"LINESTRING (57.5483017 58.8404935, 57.5513907 58.8410427, 57.5515822 58.8410808)",,
31023235,False,,residential,5,False,108.999,"LINESTRING (57.5483017 58.8404935, 57.5479815 58.8406497, 57.5475023 58.8408606, 57.5467873 58.8410739)",,
29332051,False,улица Радищева,residential,5,False,199.727,"LINESTRING (57.5515822 58.8410808, 57.5513907 58.8410427, 57.5483017 58.8404935)",,
164578012,False,проспект Ленина,secondary,,False,133.407,"LINESTRING (57.5515822 58.8410808, 57.5523307 58.8400271, 57.5523821 58.8399547)",3,
164578012,False,проспект Ленина,secondary,,True,92.41799999999999,"LINESTRING (57.5515822 58.8410808, 57.5512866 58.8414969, 57.5511344 58.8417111, 57.55108 58.8417876, 57.551028 58.8418609)",3,
29332050,False,улица Циолковского,residential,,False,92.369,"LINESTRING (57.5477385 58.8412714, 57.5483017 58.8404935)",,
29332050,False,улица Циолковского,residential,,True,85.957,"LINESTRING (57.5477385 58.8412714, 57.5473032 58.8419051, 57.5472361 58.8419994)",,
29332052,False,улица Мичурина,residential,,False,200.286,"LINESTRING (57.5477385 58.8412714, 57.5508312 58.8418251, 57.551028 58.8418609)",,
29332052,False,улица Мичурина,residential,,True,200.286,"LINESTRING (57.551028 58.8418609, 57.5508312 58.8418251, 57.5477385 58.8412714)",,
164578012,False,проспект Ленина,secondary,,False,92.418,"LINESTRING (57.551028 58.8418609, 57.55108 58.8417876, 57.5511344 58.8417111, 57.5512866 58.8414969, 57.5515822 58.8410808)",3,
164578012,False,проспект Ленина,secondary,,True,132.022,"LINESTRING (57.551028 58.8418609, 57.5509565 58.8419615, 57.5506736 58.8423598, 57.5503215 58.8428553, 57.5502363 58.8429753)",3,
29330816,False,улица Газеты Правда,residential,8,True,24.603,"LINESTRING (57.5530095 58.8432924, 57.5528605 58.8434998)",,
29330816,False,улица Газеты Правда,residential,8,False,332.001,"LINESTRING (57.5530095 58.8432924, 57.5532371 58.8429879, 57.5535707 58.8425173, 57.5550633 58.8405022)",,
30044024,False,Коммунистическая улица,residential,,False,68.913,"LINESTRING (57.5530095 58.8432924, 57.5531992 58.8433247, 57.5541473 58.8434862)",,
30044024,False,Коммунистическая улица,residential,,False,84.672,"LINESTRING (57.5541473 58.8434862, 57.5550236 58.8432066, 57.5554056 58.8430913)",,
30044024,False,Коммунистическая улица,residential,,True,68.913,"LINESTRING (57.5541473 58.8434862, 57.5531992 58.8433247, 57.5530095 58.8432924)",,
30044025,False,улица Пугачёва,residential,,False,311.312,"LINESTRING (57.5541473 58.8434862, 57.5538772 58.8438771, 57.5538435 58.8440637, 57.5538428 58.844181, 57.5538788 58.8450324, 57.5540021 58.846259)",,
30044024,False,Коммунистическая улица,residential,,False,132.771,"LINESTRING (57.5609227 58.8414068, 57.5617707 58.8402963)",,
30044024,False,Коммунистическая улица,residential,,True,51.496,"LINESTRING (57.5609227 58.8414068, 57.560152 58.8416423)",,
30046720,False,улица Пархоменко,residential,,False,69.439,"LINESTRING (57.5609227 58.8414068, 57.5618129 58.8418285)",,
30046720,False,улица Пархоменко,residential,,True,85.226,"LINESTRING (57.5609227 58.8414068, 57.5598045 58.8409041)",,
30044024,False,Коммунистическая улица,residential,,False,130.435,"LINESTRING (57.5581953 58.8422348, 57.560152 58.8416423)",,
30044024,False,Коммунистическая улица,residential,,True,186.625,"LINESTRING (57.5581953 58.8422348, 57.5554056 58.8430913)",,
29327011,False,улица Никонова,residential,,False,186.56,"LINESTRING (57.5581953 58.8422348, 57.557185 58.8413824, 57.5571456 58.8413497, 57.5565089 58.8408018)",,
29327011,False,улица Никонова,residential,,True,128.942,"LINESTRING (57.5581953 58.8422348, 57.5588557 58.8427971, 57.559156 58.8430759, 57.5593212 58.8432371)",,
29330814,False,улица Гоголя,residential,,False,94.673,"LINESTRING (57.5540021 58.846259, 57.5556466 58.8462924)",,
29330814,False,улица Гоголя,residential,,True,206.19,"LINESTRING (57.5540021 58.846259, 57.5536621 58.8462552, 57.5518386 58.846508, 57.5505353 58.8467025)",,
30044025,False,улица Пугачёва,residential,,True,311.312,"LINESTRING (57.5540021 58.846259, 57.5538788 58.8450324, 57.5538428 58.844181, 57.5538435 58.8440637, 57.5538772 58.8438771, 57.5541473 58.8434862)",,
29330814,False,улица Гоголя,residential,,False,40.126,"LINESTRING (57.5556466 58.8462924, 57.5563438 58.8463037)",,
29330814,False,улица Гоголя,residential,,True,94.673,"LINESTRING (57.5556466 58.8462924, 57.5540021 58.846259)",,
29330814,False,улица Гоголя,residential,,False,138.45100000000002,"LINESTRING (57.5572772 58.8463216, 57.5584108 58.846352, 57.559681 58.8463836)",,
29330814,False,улица Гоголя,residential,,True,53.730999999999995,"LINESTRING (57.5572772 58.8463216, 57.556787 58.8463133, 57.5563438 58.8463037)",,
29330814,False,улица Гоголя,residential,,True,40.126,"LINESTRING (57.5563438 58.8463037, 57.5556466 58.8462924)",,
30045517,False,улица Танкистов,residential,,False,136.067,"LINESTRING (57.5563438 58.8463037, 57.5563837 58.8450802)",,
29330814,False,улица Гоголя,residential,,False,53.730999999999995,"LINESTRING (57.5563438 58.8463037, 57.556787 58.8463133, 57.5572772 58.8463216)",,
30045517,False,улица Танкистов,residential,,False,117.047,"LINESTRING (57.5564212 58.8440034, 57.5554056 58.8430913)",,
30045517,False,улица Танкистов,residential,,True,82.638,"LINESTRING (57.5564212 58.8440034, 57.5563897 58.8447464)",,
30045520,False,улица Толстого,residential,,False,187.336,"LINESTRING (57.5564212 58.8440034, 57.5593212 58.8432371)",,
30044024,False,Коммунистическая улица,residential,,False,186.625,"LINESTRING (57.5554056 58.8430913, 57.5581953 58.8422348)",,
30045517,False,улица Танкистов,residential,,True,117.047,"LINESTRING (57.5554056 58.8430913, 57.5564212 58.8440034)",,
30044024,False,Коммунистическая улица,residential,,True,84.672,"LINESTRING (57.5554056 58.8430913, 57.5550236 58.8432066, 57.5541473 58.8434862)",,
29327011,False,улица Никонова,residential,,False,84.327,"LINESTRING (57.5597046 58.8454814, 57.5597246 58.8447231)",,
29327011,False,улица Никонова,residential,,True,100.387,"LINESTRING (57.5597046 58.8454814, 57.5596886 58.846006, 57.5597038 58.8462042, 57.559681 58.8463836)",,
30045518,False,улица Грибоедова,residential,,False,229.152,"LINESTRING (57.5597046 58.8454814, 57.5587668 58.8454705, 57.5585764 58.8455434, 57.5570394 58.8455069, 57.5570182 58.8453027, 57.5569407 58.8451896, 57.5568772 58.8451239, 57.5563837 58.8450802)",,
30045517,False,улица Танкистов,residential,,True,136.067,"LINESTRING (57.5563837 58.8450802, 57.5563438 58.8463037)",,
30045517,False,улица Танкистов,residential,,False,37.117999999999995,"LINESTRING (57.5563837 58.8450802, 57.5563867 58.8448896, 57.5563897 58.8447464)",,
30045518,False,улица Грибоедова,residential,,True,229.15200000000004,"LINESTRING (57.5563837 58.8450802, 57.5568772 58.8451239, 57.5569407 58.8451896, 57.5570182 58.8453027, 57.5570394 58.8455069, 57.5585764 58.8455434, 57.5587668 58.8454705, 57.5597046 58.8454814)",,
30045517,False,улица Танкистов,residential,,False,82.638,"LINESTRING (57.5563897 58.8447464, 57.5564212 58.8440034)",,
30045517,False,улица Танкистов,residential,,True,37.117999999999995,"LINESTRING (57.5563897 58.8447464, 57.5563867 58.8448896, 57.5563837 58.8450802)",,
30045519,False,улица Крылова,residential,,True,192.11,"LINESTRING (57.5563897 58.8447464, 57.5571321 58.844705, 57.5597246 58.8447231)",,
29327011,False,улица Никонова,residential,,True,73.3,"LINESTRING (57.5593212 58.8432371, 57.5599491 58.8438107)",,
30045520,False,улица Толстого,residential,,True,187.336,"LINESTRING (57.5593212 58.8432371, 57.5564212 58.8440034)",,
29327011,False,улица Никонова,residential,,False,128.942,"LINESTRING (57.5593212 58.8432371, 57.559156 58.8430759, 57.5588557 58.8427971, 57.5581953 58.8422348)",,
31031030,False,улица Ломоносова,residential,,False,76.273,"LINESTRING (57.5593019 58.8398449, 57.5605513 58.8400742)",,
519390395,False,улица Жданова,residential,,False,186.059,"LINESTRING (57.5593019 58.8398449, 57.5599976 58.8388353, 57.5603898 58.8383157, 57.5604204 58.8382751)",,
519390395,False,улица Жданова,residential,,True,194.30200000000002,"LINESTRING (57.5593019 58.8398449, 57.5586335 58.8401932, 57.558097 58.8403501, 57.5565089 58.8408018)",,
30044024,False,Коммунистическая улица,residential,,False,27.672,"LINESTRING (57.5628779 58.8387746, 57.5630484 58.8385419)",,
30929298,False,улица Дегтярёва,residential,8,True,90.765,"LINESTRING (57.5628779 58.8387746, 57.5614037 58.8384841)",,
30044024,False,Коммунистическая улица,residential,,True,40.479,"LINESTRING (57.5628779 58.8387746, 57.5627512 58.83895, 57.5626386 58.8391169)",,
30929298,False,улица Дегтярёва,residential,8,False,61.164,"LINESTRING (57.5604204 58.8382751, 57.5614037 58.8384841)",,
"[29330816, 30929298]",False,"['улица Газеты Правда', 'улица Дегтярёва']",residential,8,True,542.357,"LINESTRING (57.5604204 58.8382751, 57.5587424 58.837938, 57.5571441 58.8376331, 57.5568972 58.8379702, 57.5568434 58.8380589, 57.5568062 58.8381095, 57.5550633 58.8405022)",,
519390395,False,улица Жданова,residential,,True,186.059,"LINESTRING (57.5604204 58.8382751, 57.5603898 58.8383157, 57.5599976 58.8388353, 57.5593019 58.8398449)",,
30929298,False,улица Дегтярёва,residential,8,False,90.765,"LINESTRING (57.5614037 58.8384841, 57.5628779 58.8387746)",,
30929298,False,улица Дегтярёва,residential,8,True,61.164,"LINESTRING (57.5614037 58.8384841, 57.5604204 58.8382751)",,
30044024,False,Коммунистическая улица,residential,,True,140.329,"LINESTRING (57.5626386 58.8391169, 57.5617707 58.8402963)",,
30044024,False,Коммунистическая улица,residential,,False,40.479,"LINESTRING (57.5626386 58.8391169, 57.5627512 58.83895, 57.5628779 58.8387746)",,
30044024,False,Коммунистическая улица,residential,,False,140.329,"LINESTRING (57.5617707 58.8402963, 57.5626386 58.8391169)",,
30044024,False,Коммунистическая улица,residential,,True,132.771,"LINESTRING (57.5617707 58.8402963, 57.5609227 58.8414068)",,
31031030,False,улица Ломоносова,residential,,False,74.112,"LINESTRING (57.5617707 58.8402963, 57.5629799 58.840526)",,
31031030,False,улица Ломоносова,residential,,True,74.378,"LINESTRING (57.5617707 58.8402963, 57.5605513 58.8400742)",,
30046720,False,улица Пархоменко,residential,,True,75.891,"LINESTRING (57.5636092 58.8426712, 57.5626349 58.8422111)",,
30046718,False,улица Менделеева,residential,,True,119.451,"LINESTRING (57.5636092 58.8426712, 57.5629587 58.8430379, 57.5619605 58.8432941)",,
30046721,False,улица Островского,residential,,False,71.247,"LINESTRING (57.5619605 58.8432941, 57.5613525 58.8427359)",,
30046718,False,улица Менделеева,residential,,False,119.451,"LINESTRING (57.5619605 58.8432941, 57.5629587 58.8430379, 57.5636092 58.8426712)",,
30046718,False,улица Менделеева,residential,,True,129.19400000000002,"LINESTRING (57.5619605 58.8432941, 57.5611798 58.8434906, 57.5604384 58.8436807, 57.5599491 58.8438107)",,
30044024,False,Коммунистическая улица,residential,,False,51.496,"LINESTRING (57.560152 58.8416423, 57.5609227 58.8414068)",,
30044024,False,Коммунистическая улица,residential,,True,130.435,"LINESTRING (57.560152 58.8416423, 57.5581953 58.8422348)",,
30046721,False,улица Островского,residential,,True,139.848,"LINESTRING (57.560152 58.8416423, 57.5613525 58.8427359)",,
30046721,False,улица Островского,residential,,False,139.848,"LINESTRING (57.5613525 58.8427359, 57.560152 58.8416423)",,
30046721,False,улица Островского,residential,,True,71.247,"LINESTRING (57.5613525 58.8427359, 57.5619605 58.8432941)",,
30047217,False,улица Толстого,residential,,True,95.263,"LINESTRING (57.5613525 58.8427359, 57.5620305 58.8425445, 57.5626349 58.8422111)",,
30046720,False,улица Пархоменко,residential,,False,75.891,"LINESTRING (57.5626349 58.8422111, 57.5636092 58.8426712)",,
30046720,False,улица Пархоменко,residential,,True,63.611,"LINESTRING (57.5626349 58.8422111, 57.5618129 58.8418285)",,
30047217,False,улица Толстого,residential,,False,95.263,"LINESTRING (57.5626349 58.8422111, 57.5620305 58.8425445, 57.5613525 58.8427359)",,
30046720,False,улица Пархоменко,residential,,False,63.611,"LINESTRING (57.5618129 58.8418285, 57.5626349 58.8422111)",,
30046720,False,улица Пархоменко,residential,,True,69.439,"LINESTRING (57.5618129 58.8418285, 57.5609227 58.8414068)",,
30047218,False,Перекопская улица,residential,,True,162.531,"LINESTRING (57.5618129 58.8418285, 57.5622128 58.8416369, 57.5629799 58.840526)",,
31031030,False,улица Ломоносова,residential,,True,74.112,"LINESTRING (57.5629799 58.840526, 57.5617707 58.8402963)",,
30047218,False,Перекопская улица,residential,,False,162.531,"LINESTRING (57.5629799 58.840526, 57.5622128 58.8416369, 57.5618129 58.8418285)",,
31031030,False,улица Ломоносова,residential,,False,74.378,"LINESTRING (57.5605513 58.8400742, 57.5617707 58.8402963)",,
31031030,False,улица Ломоносова,residential,,True,76.273,"LINESTRING (57.5605513 58.8400742, 57.5593019 58.8398449)",,
31005818,False,Лесная улица,residential,,True,102.89899999999999,"LINESTRING (57.5605513 58.8400742, 57.5600817 58.8407308, 57.5599518 58.8408213, 57.5598045 58.8409041)",,
30046720,False,улица Пархоменко,residential,,False,85.226,"LINESTRING (57.5598045 58.8409041, 57.5609227 58.8414068)",,
31005818,False,Лесная улица,residential,,False,102.899,"LINESTRING (57.5598045 58.8409041, 57.5599518 58.8408213, 57.5600817 58.8407308, 57.5605513 58.8400742)",,
31005818,False,Лесная улица,residential,,True,123.119,"LINESTRING (57.5598045 58.8409041, 57.5594472 58.8411134, 57.5580817 58.8415451)",,
30832615,False,улица Орджоникидзе,residential,8,True,89.596,"LINESTRING (57.5550633 58.8405022, 57.5565089 58.8408018)",,
"[29330816, 30929298]",False,"['улица Газеты Правда', 'улица Дегтярёва']",residential,8,False,542.357,"LINESTRING (57.5550633 58.8405022, 57.5568062 58.8381095, 57.5568434 58.8380589, 57.5568972 58.8379702, 57.5571441 58.8376331, 57.5587424 58.837938, 57.5604204 58.8382751)",,
29330816,False,улица Газеты Правда,residential,8,True,332.00100000000003,"LINESTRING (57.5550633 58.8405022, 57.5535707 58.8425173, 57.5532371 58.8429879, 57.5530095 58.8432924)",,
30832615,False,улица Орджоникидзе,residential,8,False,165.85500000000002,"LINESTRING (57.5550633 58.8405022, 57.5541786 58.8403223, 57.5531403 58.8401055, 57.5530358 58.8400852, 57.5525595 58.8399936, 57.5523821 58.8399547)",,
30706690,False,улица Дзержинского,residential,,False,277.037,"LINESTRING (57.5465871 58.8449732, 57.5482309 58.8426314)",,
231846832,False,улица Суворова,primary,,True,208.207,"LINESTRING (57.5465871 58.8449732, 57.546635 58.8450586, 57.5468185 58.8454102, 57.546965 58.8456909, 57.5475327 58.8467806)",,57К-0001
29331443,False,улица П.Морозова,residential,8,True,46.564,"LINESTRING (57.5482309 58.8426314, 57.5474726 58.842485)",,
30706690,False,улица Дзержинского,residential,,True,277.037,"LINESTRING (57.5482309 58.8426314, 57.5465871 58.8449732)",,
29331443,False,улица П.Морозова,residential,8,False,121.55600000000001,"LINESTRING (57.5482309 58.8426314, 57.5500643 58.8429415, 57.5502363 58.8429753)",,
29332050,False,улица Циолковского,residential,,True,109.394,"LINESTRING (57.5497551 58.8384038, 57.5491184 58.8393308)",,
31005818,False,Лесная улица,residential,,False,123.119,"LINESTRING (57.5580817 58.8415451, 57.5594472 58.8411134, 57.5598045 58.8409041)",,
164578012,False,проспект Ленина,secondary,,False,450.80899999999997,"LINESTRING (57.5475327 58.8467806, 57.5477688 58.8464483, 57.5480314 58.8460787, 57.5482382 58.8457877, 57.5488816 58.844882, 57.549307 58.8442833, 57.5501882 58.8430429, 57.5502363 58.8429753)",3,
231846832,False,улица Суворова,primary,,False,208.207,"LINESTRING (57.5475327 58.8467806, 57.546965 58.8456909, 57.5468185 58.8454102, 57.546635 58.8450586, 57.5465871 58.8449732)",,57К-0001
30044024,False,Коммунистическая улица,residential,,True,27.672,"LINESTRING (57.5630484 58.8385419, 57.5628779 58.8387746)",,
