osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access
442557568,4,улица Энергетиков,secondary,RU:urban,False,True,34.192,"LINESTRING (36.7793627 56.7134394, 36.779028 56.7131928)",
37686225,2,проспект Ленина,tertiary,,True,False,411.01700000000005,"LINESTRING (36.7793627 56.7134394, 36.7793217 56.7134706, 36.7792392 56.713522, 36.7791995 56.7135374, 36.7776018 56.7141563, 36.7768551 56.7144528, 36.7749921 56.7152098, 36.7749783 56.7152154, 36.7739481 56.7156316)",
442557568,4,улица Энергетиков,secondary,RU:urban,False,False,472.373,"LINESTRING (36.7793627 56.7134394, 36.7794649 56.7135114, 36.7797816 56.7137364, 36.780177 56.7140145, 36.7807356 56.7143927, 36.7817284 56.7150764, 36.7818489 56.7151614, 36.7819676 56.7152442, 36.7823828 56.7155338, 36.7825076 56.7156243, 36.7830441 56.7160134, 36.7831657 56.7161015, 36.7837924 56.7165415, 36.7840611 56.7167301, 36.7841433 56.7167801)",
442557568,4,улица Энергетиков,secondary,RU:urban,False,False,34.192,"LINESTRING (36.779028 56.7131928, 36.7793627 56.7134394)",
442557568,4,улица Энергетиков,secondary,RU:urban,False,True,123.78,"LINESTRING (36.779028 56.7131928, 36.778935 56.7131258, 36.7778161 56.7123002)",
"[1065489145, 48958508]",,,tertiary,,True,False,42.82899999999999,"LINESTRING (36.779028 56.7131928, 36.7791202 56.71321, 36.7792657 56.7132075, 36.7796102 56.7130855, 36.7796248 56.7130816, 36.7796401 56.7130785, 36.7796559 56.7130763)",
133794454,,,residential,,False,True,135.587,"LINESTRING (36.785113 56.7175663, 36.7852544 56.7175059, 36.7853625 56.7174359, 36.78565 56.7165895, 36.7855759 56.7164262)",yes
133794458,,улица Энергетиков,secondary,RU:urban,False,True,45.504000000000005,"LINESTRING (36.785113 56.7175663, 36.785101 56.7175418, 36.7850866 56.7175176, 36.7850698 56.7174939, 36.7850508 56.7174707, 36.7850296 56.7174481, 36.7850061 56.7174262, 36.7849395 56.7173743, 36.7847381 56.7172158)",
133794456,,улица Энергетиков,secondary,RU:urban,False,True,60.539,"LINESTRING (36.7847381 56.7172158, 36.7843341 56.7169243, 36.7841433 56.7167801)",
133794458,,улица Энергетиков,secondary,RU:urban,False,False,45.504000000000005,"LINESTRING (36.7847381 56.7172158, 36.7849395 56.7173743, 36.7850061 56.7174262, 36.7850296 56.7174481, 36.7850508 56.7174707, 36.7850698 56.7174939, 36.7850866 56.7175176, 36.785101 56.7175418, 36.785113 56.7175663)",
38662557,,Учебная улица,tertiary,RU:urban,True,False,71.139,"LINESTRING (36.7849715 56.716589, 36.7848916 56.716813, 36.7848039 56.717043, 36.7847381 56.7172158)",
61969389,,Учебная улица,tertiary,,False,False,33.121,"LINESTRING (36.7849715 56.716589, 36.7850571 56.7163857, 36.7851009 56.7162998)",
1065489146,,улица Баскакова,tertiary,,False,True,19.526,"LINESTRING (36.7798124 56.7132099, 36.7800634 56.713101)",
37685611,,улица Баскакова,tertiary,,True,False,38.244,"LINESTRING (36.7798124 56.7132099, 36.7797221 56.7132497, 36.7794268 56.7133676, 36.7793627 56.7134394)",
61969383,,,tertiary,RU:urban,True,False,59.51599999999999,"LINESTRING (36.7841433 56.7167801, 36.7843857 56.716786, 36.7844307 56.7167868, 36.7844879 56.7167851, 36.7845445 56.7167803, 36.7846001 56.7167725, 36.784654 56.7167619, 36.7847058 56.7167484, 36.784755 56.7167323, 36.7848011 56.7167136, 36.7848437 56.7166925, 36.7848823 56.7166693, 36.7849167 56.7166441, 36.7849465 56.7166173, 36.7849715 56.716589)",
133794456,,улица Энергетиков,secondary,RU:urban,False,False,60.539,"LINESTRING (36.7841433 56.7167801, 36.7843341 56.7169243, 36.7847381 56.7172158)",
