osmid,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,junction
66744904,улица Ленина,residential,False,False,211.0,,"LINESTRING (43.1464117 47.6359731, 43.146206 47.6340806)",,
66573066,улица Карла Маркса,residential,False,True,168.891,1,"LINESTRING (43.1464117 47.6359731, 43.1457933 47.6360156, 43.1450673 47.6360872, 43.1441703 47.6361245)",,
66573060,Октябрьская улица,residential,False,False,212.453,,"LINESTRING (43.1441703 47.6361245, 43.1439751 47.6342184)",,
66573066,улица Карла Маркса,residential,False,False,168.891,1,"LINESTRING (43.1441703 47.6361245, 43.1450673 47.6360872, 43.1457933 47.6360156, 43.1464117 47.6359731)",,
219925892,улица Ленина,residential,False,True,220.665,,"LINESTRING (43.1459504 47.6321036, 43.146206 47.6340806)",,
219925894,улица Ленина,residential,False,False,214.484,,"LINESTRING (43.1459504 47.6321036, 43.1457248 47.6301807)",,
66573053,Советская улица,residential,False,True,167.218,,"LINESTRING (43.1459504 47.6321036, 43.1439549 47.6322324, 43.143729 47.632247)",,
66573053,Советская улица,residential,False,False,75.59,,"LINESTRING (43.1427203 47.6322553, 43.143729 47.632247)",,
"[554211393, 553929129, 66744908]","['улица Баранова', 'Советская улица', 'Железнодорожная улица']",residential,False,False,310.511,,"LINESTRING (43.1427203 47.6322553, 43.1427195 47.6320268, 43.1412298 47.6319876, 43.1412942 47.631045, 43.1413016 47.6306359, 43.1412746 47.6304301)",60,
"[553954312, 553960743]",улица Баранова,residential,False,True,516.934,,"LINESTRING (43.1427203 47.6322553, 43.1426448 47.6335547, 43.1425944 47.6344205, 43.1425449 47.6352657, 43.1424977 47.636106, 43.1424531 47.6369007)",60,
66573047,улица Беловицкого,residential,False,True,167.862,,"LINESTRING (43.146206 47.6340806, 43.1439751 47.6342184)",,
66744904,улица Ленина,residential,False,True,211.0,,"LINESTRING (43.146206 47.6340806, 43.1464117 47.6359731)",,
219925892,улица Ленина,residential,False,False,220.665,,"LINESTRING (43.146206 47.6340806, 43.1459504 47.6321036)",,
66573053,Советская улица,residential,False,True,75.59,,"LINESTRING (43.143729 47.632247, 43.1427203 47.6322553)",,
66573060,Октябрьская улица,residential,False,True,219.984,,"LINESTRING (43.143729 47.632247, 43.1439751 47.6342184)",,
66573053,Советская улица,residential,False,False,167.218,,"LINESTRING (43.143729 47.632247, 43.1439549 47.6322324, 43.1459504 47.6321036)",,
66573047,улица Беловицкого,residential,False,False,167.862,,"LINESTRING (43.1439751 47.6342184, 43.146206 47.6340806)",,
66573060,Октябрьская улица,residential,False,False,219.984,,"LINESTRING (43.1439751 47.6342184, 43.143729 47.632247)",,
66573060,Октябрьская улица,residential,False,True,212.453,,"LINESTRING (43.1439751 47.6342184, 43.1441703 47.6361245)",,
219925894,улица Ленина,residential,False,True,52.563,,"LINESTRING (43.1456726 47.6297093, 43.1457248 47.6301807)",,
352060485,,residential,False,False,110.982,,"LINESTRING (43.1424531 47.6369007, 43.1409723 47.636877)",,
"[553954312, 553960743]",улица Баранова,residential,False,False,516.934,,"LINESTRING (43.1424531 47.6369007, 43.1424977 47.636106, 43.1425449 47.6352657, 43.1425944 47.6344205, 43.1426448 47.6335547, 43.1427203 47.6322553)",60,
352060485,,residential,False,False,88.481,,"LINESTRING (43.1409723 47.636877, 43.1410152 47.6360818)",,
352060485,,residential,False,True,110.982,,"LINESTRING (43.1409723 47.636877, 43.1424531 47.6369007)",,
553954292,,unclassified,False,True,59.621,,"LINESTRING (43.1409723 47.636877, 43.1408885 47.6374102)",,
352060485,,residential,False,True,88.481,,"LINESTRING (43.1410152 47.6360818, 43.1409723 47.636877)",,
553954292,,unclassified,False,False,59.621,,"LINESTRING (43.1408885 47.6374102, 43.1409723 47.636877)",,
219925894,улица Ленина,residential,False,False,52.563,,"LINESTRING (43.1457248 47.6301807, 43.1456726 47.6297093)",,
219925894,улица Ленина,residential,False,True,214.484,,"LINESTRING (43.1457248 47.6301807, 43.1459504 47.6321036)",,
554019335,улица Ротмистрова,residential,False,False,310.30699999999996,,"LINESTRING (43.1457248 47.6301807, 43.1450754 47.6302131, 43.1442064 47.6302637, 43.1435224 47.6302769, 43.1425874 47.6302091, 43.1415966 47.6301659)",,
554019335,улица Ротмистрова,residential,False,True,310.307,,"LINESTRING (43.1415966 47.6301659, 43.1425874 47.6302091, 43.1435224 47.6302769, 43.1442064 47.6302637, 43.1450754 47.6302131, 43.1457248 47.6301807)",,
554211394,,residential,True,False,40.394,,"LINESTRING (43.1415966 47.6301659, 43.1415886 47.6302165, 43.1415697 47.6302475, 43.1415403 47.6302888, 43.1414811 47.6303379, 43.1414142 47.6303774, 43.1413497 47.6304138, 43.1412746 47.6304301)",,roundabout
"[554211393, 553929129, 66744908]","['улица Баранова', 'Советская улица', 'Железнодорожная улица']",residential,False,True,310.511,,"LINESTRING (43.1412746 47.6304301, 43.1413016 47.6306359, 43.1412942 47.631045, 43.1412298 47.6319876, 43.1427195 47.6320268, 43.1427203 47.6322553)",60,
554211394,,residential,True,False,154.764,,"LINESTRING (43.1412746 47.6304301, 43.1412184 47.6304298, 43.141103 47.6304192, 43.141028 47.6304009, 43.1409554 47.6303704, 43.1409019 47.6303322, 43.1408644 47.6302834, 43.1408429 47.6302256, 43.1408322 47.630146, 43.1408401 47.630065, 43.1408644 47.6299852, 43.140918 47.6299219, 43.1410173 47.6298785, 43.1411192 47.629864, 43.1412479 47.6298604, 43.1413391 47.629864, 43.1414089 47.6298785, 43.1414893 47.6299165, 43.1415457 47.6299725, 43.1415886 47.6300448, 43.1416047 47.6301099, 43.1415966 47.6301659)",,roundabout
