osmid,name,highway,oneway,reversed,length,tunnel,geometry,maxspeed
"[54674738, 54674739, 38191981]",улица Кирова,"['primary', 'secondary']",False,False,245.139,yes,"LINESTRING (41.1290528 44.9969547, 41.1287192 44.9966417, 41.1281154 44.996105, 41.1278638 44.9959073, 41.1270673 44.9952563)",
131170928,улица Мира,primary,False,False,20.449,,"LINESTRING (41.1290528 44.9969547, 41.1290663 44.9969777, 41.129074 44.997, 41.1290743 44.9970249, 41.1290711 44.9970466, 41.1290643 44.9970669, 41.1290559 44.9970844, 41.1290432 44.9971034, 41.1290225 44.9971284)",
1190870892,улица Мира,primary,False,False,24.576000000000004,,"LINESTRING (41.1290528 44.9969547, 41.1290821 44.9969699, 41.1291106 44.9969816, 41.1291379 44.9969908, 41.1291717 44.996998, 41.1292021 44.9970011, 41.129233 44.9970026, 41.1292613 44.9970029, 41.1292842 44.9970017, 41.1293148 44.9969982, 41.129347 44.996991)",
38191984,улица Кирова,primary,True,False,30.924,,"LINESTRING (41.1270673 44.9952563, 41.1269671 44.9952003, 41.1267282 44.9951183)",
"[54674738, 54674739, 38191981]",улица Кирова,"['primary', 'secondary']",False,True,245.139,yes,"LINESTRING (41.1270673 44.9952563, 41.1278638 44.9959073, 41.1281154 44.996105, 41.1287192 44.9966417, 41.1290528 44.9969547)",
38193227,улица Халтурина,tertiary,True,False,178.22500000000002,,"LINESTRING (41.1355815 44.9978364, 41.1345711 44.9965953, 41.1345578 44.9965628, 41.1345537 44.996523, 41.1345604 44.9964822, 41.1345929 44.9964312)",
131096572,Комсомольская улица,secondary,False,True,181.758,,"LINESTRING (41.1355815 44.9978364, 41.1339231 44.9985973, 41.1337536 44.9986706, 41.1336376 44.9987208)",
131170934,улица Карла Маркса,primary,False,False,39.209999999999994,,"LINESTRING (41.1286817 45.0031419, 41.128672 45.0030706, 41.1286585 45.0030207, 41.1286158 45.0029441, 41.1285331 45.0028083)",
1192690559,улица Розы Люксембург,primary,True,False,18.037,,"LINESTRING (41.1328203 45.0013963, 41.1326232 45.0014793)",
131108377,улица Кирова,residential,True,False,195.768,,"LINESTRING (41.1328203 45.0013963, 41.1328491 45.0014858, 41.1328795 45.0015351, 41.1330017 45.001721, 41.1330256 45.0017466, 41.1338543 45.0029953)",
1171726094,улица Розы Люксембург,primary,True,False,26.872,,"LINESTRING (41.1323169 45.0011845, 41.1326125 45.0010632)",
38193201,улица Кирова,tertiary,True,False,189.38799999999998,,"LINESTRING (41.1323169 45.0011845, 41.1310796 44.9998494, 41.131057 44.9998233, 41.1310005 44.9997582)",
1192690559,улица Розы Люксембург,primary,True,False,124.617,,"LINESTRING (41.134168 45.0008065, 41.1328203 45.0013963)",
131064883,улица Мира,primary,True,False,179.65699999999998,,"LINESTRING (41.1232206 44.999992, 41.1246577 44.9992598, 41.1250702 44.9990434)",
131175709,улица Розы Люксембург,primary,True,False,169.148,,"LINESTRING (41.1266826 45.0035842, 41.1285331 45.0028083)",
1192692949,улица Свердлова,primary,True,False,169.28799999999998,,"LINESTRING (41.1266826 45.0035842, 41.1266432 45.0035372, 41.1256072 45.0023973, 41.1255229 45.0023015)",
314258365,улица Карла Либкнехта,residential,False,False,168.892,,"LINESTRING (41.1307854 45.0022502, 41.1317723 45.0035993)",
