osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,access
204955346,Кумской переулок,residential,False,True,106.489,"LINESTRING (43.0846767 44.2383221, 43.0850945 44.2392318)",,,
204955455,Трудовая улица,tertiary,False,False,3.648,"LINESTRING (43.0846767 44.2383221, 43.084633 44.2383319)",,,
204955501,,residential,False,False,104.507,"LINESTRING (43.0806133 44.2384277, 43.0804181 44.2386774, 43.080313 44.2393267)",,,
313403821,Заводская улица,residential,True,False,306.70799999999997,"LINESTRING (43.0806133 44.2384277, 43.0811217 44.2382739, 43.081185 44.2382548, 43.0842606 44.2375493)",,,
204955343,Кумагорская улица,residential,False,True,14.129,"LINESTRING (43.0806406 44.241322, 43.0804699 44.2413565)",,,
302920889,,residential,False,True,108.677,"LINESTRING (43.0806406 44.241322, 43.0803518 44.2403668)",,,
204955343,Кумагорская улица,residential,False,False,408.3,"LINESTRING (43.0806406 44.241322, 43.0818188 44.2410689, 43.0836205 44.2406078, 43.0854349 44.240036)",,,
204955455,Трудовая улица,tertiary,False,True,361.491,"LINESTRING (43.080313 44.2393267, 43.084633 44.2383319)",,,
204955501,,residential,False,True,104.507,"LINESTRING (43.080313 44.2393267, 43.0804181 44.2386774, 43.0806133 44.2384277)",,,
302920954,,tertiary,False,False,118.20400000000001,"LINESTRING (43.080313 44.2393267, 43.0802088 44.2394819, 43.0803518 44.2403668)",,,
261584777,,residential,False,True,91.939,"LINESTRING (43.0842606 44.2375493, 43.084633 44.2383319)",,,
302920889,,residential,False,False,108.677,"LINESTRING (43.0803518 44.2403668, 43.0806406 44.241322)",,,
302920954,,tertiary,False,True,118.20400000000001,"LINESTRING (43.0803518 44.2403668, 43.0802088 44.2394819, 43.080313 44.2393267)",,,
"[204955346, 290838054]",Кумской переулок,residential,False,False,211.20800000000003,"LINESTRING (43.0867897 44.241515, 43.0867904 44.2410339, 43.0866114 44.2408324, 43.0860854 44.2403783, 43.085962 44.240313, 43.0855758 44.2401708, 43.0854349 44.240036)",yes,1,yes
74062227,Набережная улица,residential,True,False,398.34,"LINESTRING (43.0850945 44.2392318, 43.0803518 44.2403668)",,,
204955346,Кумской переулок,residential,False,False,106.489,"LINESTRING (43.0850945 44.2392318, 43.0846767 44.2383221)",,,
204955346,Кумской переулок,residential,False,True,93.444,"LINESTRING (43.0850945 44.2392318, 43.0854349 44.240036)",,,
204955346,Кумской переулок,residential,False,False,93.444,"LINESTRING (43.0854349 44.240036, 43.0850945 44.2392318)",,,
204955343,Кумагорская улица,residential,False,True,408.3,"LINESTRING (43.0854349 44.240036, 43.0836205 44.2406078, 43.0818188 44.2410689, 43.0806406 44.241322)",,,
"[204955346, 290838054]",Кумской переулок,residential,False,True,211.208,"LINESTRING (43.0854349 44.240036, 43.0855758 44.2401708, 43.085962 44.240313, 43.0860854 44.2403783, 43.0866114 44.2408324, 43.0867904 44.2410339, 43.0867897 44.241515)",yes,1,yes
204955455,Трудовая улица,tertiary,False,False,361.491,"LINESTRING (43.084633 44.2383319, 43.080313 44.2393267)",,,
204955455,Трудовая улица,tertiary,False,True,3.648,"LINESTRING (43.084633 44.2383319, 43.0846767 44.2383221)",,,
261584777,,residential,False,False,91.939,"LINESTRING (43.084633 44.2383319, 43.0842606 44.2375493)",,,
204955343,Кумагорская улица,residential,False,False,14.129,"LINESTRING (43.0804699 44.2413565, 43.0806406 44.241322)",,,
