osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,width,maxspeed
55483413,2,22К-0035/1,улица Луначарского,secondary,False,False,87.305,"LINESTRING (43.067343 55.9664194, 43.0671778 55.9663463, 43.0671439 55.9663301, 43.0665471 55.9660452, 43.0662613 55.9659197)",,,
"[69895384, 72723300, 72723303, 185963751]",2,22К-0035/1,Базарная площадь,secondary,False,"[False, True]",138.84,"LINESTRING (43.067343 55.9664194, 43.0675162 55.9664745, 43.0679016 55.9665975, 43.0683641 55.9667088, 43.0684638 55.9667259, 43.0686248 55.9667457, 43.0692513 55.9667905, 43.0694337 55.9668038)",yes,16,
117137256,,,Нижегородская улица,tertiary,False,True,49.894999999999996,"LINESTRING (43.067343 55.9664194, 43.0674804 55.9663321, 43.0675289 55.9663013, 43.0678764 55.9660844)",,,
72465471,,22К-0036,улица Шмидта,secondary,False,False,252.50899999999996,"LINESTRING (43.0643108 55.9644825, 43.0646074 55.9643316, 43.065092 55.9640719, 43.0652405 55.9639963, 43.065615 55.9638176, 43.0656886 55.9637821, 43.0657829 55.9637312, 43.065863 55.9636884, 43.0660276 55.9635907, 43.0661676 55.9634919, 43.0663239 55.9633545, 43.066345 55.963336, 43.0665772 55.9631022, 43.0668165 55.9628342, 43.0668694 55.9627586)",,,
191757254,2,22К-0035/1,Центральная площадь,secondary,False,True,76.361,"LINESTRING (43.0643108 55.9644825, 43.0643781 55.9645215, 43.0644351 55.9645749, 43.0647112 55.9648394, 43.0649148 55.9650775)",,,
56401150,2,22К-0032,улица Павлов-Перевоз,secondary,False,True,49.34,"LINESTRING (43.0694337 55.9668038, 43.0694136 55.9668683, 43.0693467 55.9670824, 43.0692777 55.9672386)",,,
"[69895384, 185963751, 72723300, 72723303]",2,22К-0035/1,Базарная площадь,secondary,False,"[False, True]",138.84,"LINESTRING (43.0694337 55.9668038, 43.0692513 55.9667905, 43.0686248 55.9667457, 43.0684638 55.9667259, 43.0683641 55.9667088, 43.0679016 55.9665975, 43.0675162 55.9664745, 43.067343 55.9664194)",yes,16,
292112176,2,22К-0035/1,Кузнечная улица,secondary,False,True,68.762,"LINESTRING (43.0694337 55.9668038, 43.0697112 55.966823, 43.0705365 55.9668211)",,,40
69906181,,,Красноармейская улица,residential,False,False,93.905,"LINESTRING (43.0649816 55.9673902, 43.0652069 55.9671467, 43.0654322 55.9668196, 43.0654588 55.9667379, 43.065428 55.9666023)",,,
117889718,,,улица Ломоносова,tertiary,True,False,79.538,"LINESTRING (43.0649816 55.9673902, 43.0643572 55.9671914, 43.0638582 55.9670495)",,,
110596319,,,Нижегородская улица,residential,True,False,105.501,"LINESTRING (43.0658186 55.9677427, 43.066059 55.9673115, 43.0661659 55.9671467, 43.0664205 55.9668582)",,,
192284919,2,,улица Ломоносова,tertiary,True,False,65.21300000000001,"LINESTRING (43.0658186 55.9677427, 43.0657757 55.96772, 43.0649816 55.9673902)",,,
191757235,,22К-0032,,secondary,False,True,47.507,"LINESTRING (43.0683376 55.9685908, 43.0677529 55.9688655)",,,
56401150,2,22К-0032,улица Павлов-Перевоз,secondary,False,False,36.331,"LINESTRING (43.0683376 55.9685908, 43.0684538 55.9685429, 43.0685341 55.9684912, 43.068588 55.9684396, 43.0686238 55.9683995, 43.0686797 55.9683337)",,,
431535174,,,улица Ломоносова,tertiary,True,False,92.743,"LINESTRING (43.0683376 55.9685908, 43.0676267 55.9685627, 43.0675431 55.9685594, 43.0668595 55.9684929)",,,
52510034,,,улица Маяковского,tertiary,True,False,83.634,"LINESTRING (43.0668694 55.9627586, 43.066984 55.9627911, 43.0671706 55.9628539, 43.0674483 55.9629576, 43.067653 55.963027, 43.0680181 55.9631481)",,,
72465471,,22К-0036,улица Шмидта,secondary,False,True,252.50899999999996,"LINESTRING (43.0668694 55.9627586, 43.0668165 55.9628342, 43.0665772 55.9631022, 43.066345 55.963336, 43.0663239 55.9633545, 43.0661676 55.9634919, 43.0660276 55.9635907, 43.065863 55.9636884, 43.0657829 55.9637312, 43.0656886 55.9637821, 43.065615 55.9638176, 43.0652405 55.9639963, 43.065092 55.9640719, 43.0646074 55.9643316, 43.0643108 55.9644825)",,,
116769137,2,22К-0036,Коммунистическая улица,secondary,False,True,77.092,"LINESTRING (43.0668694 55.9627586, 43.0669175 55.9626895, 43.0672168 55.9621934, 43.0672676 55.9621022)",,,40
117137261,,,Сенная площадь,tertiary,False,True,60.406000000000006,"LINESTRING (43.0677588 55.9655452, 43.067768 55.9655842, 43.0678622 55.9659975, 43.0678764 55.9660844)",,,
69895373,,,улица Маяковского,residential,False,False,81.67,"LINESTRING (43.0687549 55.9636325, 43.0689593 55.9636081, 43.0694345 55.9637011, 43.0699896 55.9638283)",,,
