osmid,oneway,highway,maxspeed,reversed,length,geometry,name,lanes,junction
96939159,True,secondary,60,False,34.858000000000004,"LINESTRING (74.0868814 54.9984599, 74.0869165 54.9984464, 74.0869917 54.9984113, 74.0870375 54.9983808, 74.0870859 54.9983398, 74.0871187 54.9983053, 74.0871708 54.9982051)",,,
73215709,False,tertiary,,False,89.973,"LINESTRING (74.0913665 55.0023161, 74.0914292 55.0023387, 74.0915051 55.0023598, 74.0927144 55.0025466)",улица Ленина,,
73215709,False,tertiary,,True,82.62700000000001,"LINESTRING (74.0913665 55.0023161, 74.0902458 55.002149, 74.0901126 55.0021291)",улица Ленина,,
73215724,False,residential,,False,175.219,"LINESTRING (74.0913665 55.0023161, 74.091452 55.0020348, 74.0918164 55.0007616)",Пролетарская улица,,
73215724,False,residential,,True,169.935,"LINESTRING (74.0913665 55.0023161, 74.0913483 55.0023764, 74.0911402 55.0029671, 74.0909417 55.003824)",Пролетарская улица,,
73215724,False,residential,,True,114.224,"LINESTRING (74.0923604 54.9988787, 74.0920531 54.9998907)",Пролетарская улица,,
96939407,False,secondary,60,False,90.051,"LINESTRING (74.0923604 54.9988787, 74.0937507 54.9990198)",улица Кирова,,
96939407,False,secondary,60,True,86.43,"LINESTRING (74.0923604 54.9988787, 74.0910265 54.9987417)",улица Кирова,,
96939407,False,secondary,60,False,8.465,"LINESTRING (74.0883228 54.9984793, 74.0884491 54.9985027)",улица Кирова,,
96939269,True,secondary,60,False,53.647999999999996,"LINESTRING (74.0883228 54.9984793, 74.0880447 54.9984354, 74.0879133 54.9984161, 74.0878125 54.9984032, 74.0876578 54.998389, 74.0875021 54.998377)",,,
902655045,False,secondary,,True,128.662,"LINESTRING (74.0933639 55.0049572, 74.0937093 55.0038172)",улица Гагарина,2,
73215711,False,residential,,True,184.525,"LINESTRING (74.0933639 55.0049572, 74.0936883 55.004983, 74.0938332 55.0049946, 74.09623 55.0051853)",улица Свердлова,,
902655045,False,secondary,,False,127.788,"LINESTRING (74.0933639 55.0049572, 74.0933197 55.0051001, 74.0931966 55.0054986, 74.0930143 55.0060888)",улица Гагарина,2,
73215709,False,tertiary,,True,87.287,"LINESTRING (74.094038 55.0027464, 74.0927144 55.0025466)",улица Ленина,,
80339191,False,secondary,,False,194.458,"LINESTRING (74.094038 55.0027464, 74.0945404 55.0010215)",улица Гагарина,,
902655045,False,secondary,,False,16.928,"LINESTRING (74.094038 55.0027464, 74.0939888 55.002896)",улица Гагарина,2,
73215709,False,tertiary,,False,73.376,"LINESTRING (74.094038 55.0027464, 74.0948935 55.0028857, 74.0951389 55.0029371)",улица Ленина,,
96939407,False,secondary,60,True,8.465,"LINESTRING (74.0884491 54.9985027, 74.0883228 54.9984793)",улица Кирова,,
80339255,False,residential,,True,213.265,"LINESTRING (74.0884491 54.9985027, 74.0879519 54.999983, 74.0878165 55.000386)",улица Маяковского,,
96939407,False,secondary,60,False,166.526,"LINESTRING (74.0884491 54.9985027, 74.088654 54.9985226, 74.0890592 54.9985585, 74.0894814 54.9985985, 74.0901028 54.9986574, 74.0910265 54.9987417)",улица Кирова,,
76561603,False,residential,,False,178.143,"LINESTRING (74.0930143 55.0060888, 74.09577 55.0063517)",улица Фрунзе,,
