osmid,oneway,highway,maxspeed,reversed,length,geometry,name,junction
98110880,True,primary,RU:urban,False,108.63000000000001,"LINESTRING (132.8881403 42.8221735, 132.8879384 42.8220417, 132.8877844 42.8219227, 132.8876218 42.8217765, 132.8874771 42.8216121, 132.887394 42.8214997, 132.8873416 42.8214048)",,
"[486255744, 98110822]",False,primary,RU:urban,True,378.736,"LINESTRING (132.8881403 42.8221735, 132.8883032 42.8222565, 132.8885129 42.8223281, 132.8887054 42.8223655, 132.8889621 42.8223905, 132.8896902 42.8224334, 132.8897901 42.8224466, 132.8898981 42.8224609, 132.8900728 42.8224964, 132.8902462 42.8225371, 132.8904453 42.8226085, 132.8906237 42.8226773, 132.8907886 42.822754, 132.8909458 42.8228411, 132.891103 42.8229432, 132.8912425 42.8230527, 132.8913999 42.8231934, 132.8919672 42.8237733)",Находкинский проспект,
"[486255744, 98110822]",False,primary,RU:urban,False,378.736,"LINESTRING (132.8919672 42.8237733, 132.8913999 42.8231934, 132.8912425 42.8230527, 132.891103 42.8229432, 132.8909458 42.8228411, 132.8907886 42.822754, 132.8906237 42.8226773, 132.8904453 42.8226085, 132.8902462 42.8225371, 132.8900728 42.8224964, 132.8898981 42.8224609, 132.8897901 42.8224466, 132.8896902 42.8224334, 132.8889621 42.8223905, 132.8887054 42.8223655, 132.8885129 42.8223281, 132.8883032 42.8222565, 132.8881403 42.8221735)",Находкинский проспект,
98110871,True,primary,RU:urban,False,33.955,"LINESTRING (132.8919672 42.8237733, 132.8920922 42.8238682, 132.8921836 42.8239199, 132.8922969 42.8239511)",Находкинский проспект,
98110871,True,primary,RU:urban,False,12.734000000000002,"LINESTRING (132.8928927 42.8240196, 132.8929713 42.8240385, 132.8930373 42.8240621)",Находкинский проспект,
120053986,True,primary,40,False,21.93,"LINESTRING (132.8928927 42.8240196, 132.8929429 42.8240338, 132.8929846 42.8240587, 132.8930138 42.8240918, 132.8930277 42.8241299, 132.8930248 42.8241693)",,roundabout
314364932,False,primary,RU:urban,True,78.12,"LINESTRING (132.8935701 42.824613, 132.8940664 42.8252139)",Находкинский проспект,
87324488,True,primary,RU:urban,False,33.316,"LINESTRING (132.8935701 42.824613, 132.8934738 42.8245291, 132.8934018 42.8244826, 132.893369 42.8244615, 132.8932752 42.8244073)",Находкинский проспект,
1061690258,True,primary,,False,13.268,"LINESTRING (132.8875424 42.8212556, 132.8875352 42.8212939, 132.8875054 42.8213259, 132.8874558 42.8213467)",,roundabout
"[1061690259, 98110815]",True,primary,RU:urban,False,114.83599999999998,"LINESTRING (132.8875424 42.8212556, 132.8875587 42.8213338, 132.887564 42.8213571, 132.887603 42.8214743, 132.8876724 42.8216254, 132.8877537 42.8217553, 132.887835 42.8218667, 132.8879285 42.8219757, 132.8880303 42.8220815, 132.8881403 42.8221735)",,
98110837,True,secondary,,False,32.899,"LINESTRING (132.8873416 42.8214048, 132.8870746 42.8215157, 132.8870012 42.8215617)",Красноармейская улица,
98110880,True,primary,RU:urban,False,15.008,"LINESTRING (132.8873416 42.8214048, 132.8873199 42.8213433, 132.8873041 42.8212728)",,
98110875,True,tertiary,RU:urban,False,32.101,"LINESTRING (132.8927346 42.8239923, 132.892831 42.8237124)",,
98110871,True,primary,RU:urban,False,13.264,"LINESTRING (132.8927346 42.8239923, 132.8928166 42.8240033, 132.8928927 42.8240196)",Находкинский проспект,
87324488,True,primary,RU:urban,False,27.545,"LINESTRING (132.8932752 42.8244073, 132.8931895 42.8243711, 132.8931145 42.8243441, 132.8929683 42.8243057)",Находкинский проспект,
610918402,True,tertiary,RU:urban,False,48.436,"LINESTRING (132.8932752 42.8244073, 132.8931542 42.8244444, 132.8930253 42.8244992, 132.8929395 42.8245431, 132.892768 42.8246309)",,
87324488,True,primary,RU:urban,False,7.362,"LINESTRING (132.8922616 42.8240636, 132.8922042 42.8240125)",Находкинский проспект,
610918403,True,tertiary,RU:urban,False,9.406,"LINESTRING (132.892768 42.8246309, 132.8927053 42.8245599)",,
87324492,True,unclassified,RU:urban,False,252.09300000000002,"LINESTRING (132.892768 42.8246309, 132.8926104 42.8247507, 132.8923505 42.8249128, 132.8923003 42.8249548, 132.8921349 42.8250933, 132.8920274 42.8252224, 132.8918925 42.8254227, 132.8917569 42.8257446, 132.8916892 42.8257721, 132.8915486 42.8257959, 132.8912168 42.8264908)",,
93304812,True,residential,RU:urban,False,227.12599999999998,"LINESTRING (132.8912168 42.8264908, 132.8909766 42.8264147, 132.8908964 42.826358, 132.890762 42.826241, 132.8907162 42.8261735, 132.8906996 42.8261022, 132.8906963 42.8259949, 132.8907258 42.8258929, 132.8910087 42.8253147, 132.8910855 42.8251815, 132.8911623 42.8250767, 132.8913012 42.8248872, 132.8914017 42.8247411)",Школьный переулок,
