osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name
38316636,4,28К-0058,primary,RU:urban,False,False,101.68099999999998,"LINESTRING (36.6896833 57.7807136, 36.6900587 57.780823, 36.6907429 57.7809992, 36.6912179 57.7811215)",
146650966,2,,tertiary,,False,True,206.43099999999998,"LINESTRING (36.6896833 57.7807136, 36.6895385 57.7808132, 36.6882608 57.7812663, 36.6874078 57.781697, 36.6870183 57.7818936)",Остречинская улица
38316636,4,28К-0058,primary,RU:urban,False,False,42.376,"LINESTRING (36.6912179 57.7811215, 36.6918813 57.7812634)",
38316636,4,28К-0058,primary,RU:urban,False,True,101.681,"LINESTRING (36.6912179 57.7811215, 36.6907429 57.7809992, 36.6900587 57.780823, 36.6896833 57.7807136)",
793618075,,,primary_link,,True,False,106.617,"LINESTRING (36.6912179 57.7811215, 36.6915103 57.7811483, 36.6916264 57.781155, 36.6917426 57.7811618, 36.6918711 57.7811657, 36.6919755 57.781162, 36.6920772 57.7811522, 36.6921819 57.7811349, 36.6922636 57.7811144, 36.6923452 57.7810799, 36.6924207 57.7810298, 36.6924925 57.7809651, 36.6925527 57.7809052, 36.6926649 57.7807931)",Советская площадь
38316636,4,28К-0058,primary,RU:urban,False,True,32.877,"LINESTRING (36.6924156 57.7813426, 36.6918813 57.7812634)",
607439981,4,,primary,,False,False,62.864,"LINESTRING (36.6924156 57.7813426, 36.6926649 57.7807931)",Кашинская улица
1044755861,4,28К-0058,primary,,False,False,41.909,"LINESTRING (36.6924156 57.7813426, 36.6922726 57.7817117)",Большая улица
133601049,,28К-0034,secondary,60,False,False,142.889,"LINESTRING (36.6932432 57.7800616, 36.6934315 57.7801203, 36.6936966 57.7801978, 36.6953152 57.7807178)",Рыбинская улица
607439981,4,,primary,,False,True,88.322,"LINESTRING (36.6932432 57.7800616, 36.692887 57.7804772, 36.6926649 57.7807931)",Кашинская улица
786935915,,,residential,,False,False,78.474,"LINESTRING (36.6932432 57.7800616, 36.6930966 57.7800138, 36.6921206 57.7796877)",Рыбинская улица
1044755851,2,,primary,RU:urban,False,False,214.573,"LINESTRING (36.6932432 57.7800616, 36.6942804 57.7790721, 36.6950088 57.7783771)",Кашинская улица
69463755,,,residential,,False,False,160.817,"LINESTRING (36.6940056 57.7852943, 36.6938757 57.7852842, 36.693249 57.7852355, 36.6929913 57.7852155, 36.6918946 57.7851304, 36.6915475 57.7851034, 36.69132 57.78509)",переулок Чернышевского
69463755,,,residential,,False,True,146.041,"LINESTRING (36.6940056 57.7852943, 36.6941166 57.7853025, 36.6951829 57.7853818, 36.695646 57.785416, 36.6964448 57.785479)",переулок Чернышевского
77199181,,,residential,,False,True,238.094,"LINESTRING (36.6940056 57.7852943, 36.6943253 57.7840063, 36.6945223 57.7832125, 36.694567 57.7831788)",улица Льва Толстого
793507111,,,residential,,False,False,56.257000000000005,"LINESTRING (36.6872688 57.7823194, 36.6869976 57.7822727, 36.6868461 57.7822456, 36.6867052 57.7822147, 36.6866087 57.7821805, 36.6865268 57.782138, 36.6864591 57.7820841)",
1232478007,,,tertiary,,False,False,51.07,"LINESTRING (36.6872688 57.7823194, 36.6876176 57.7824105, 36.6880465 57.7825169)",Садовая улица
1232478007,,,tertiary,,False,True,52.833000000000006,"LINESTRING (36.6872688 57.7823194, 36.6871335 57.7822488, 36.6870765 57.7822045, 36.68703 57.7821545, 36.6870047 57.7821073, 36.6869935 57.78206, 36.6869875 57.7819867, 36.6870183 57.7818936)",Садовая улица
363639711,,,residential,,False,True,99.235,"LINESTRING (36.694567 57.7831788, 36.6928937 57.7831534)",Садовая улица
77199181,,,residential,,False,False,238.094,"LINESTRING (36.694567 57.7831788, 36.6945223 57.7832125, 36.6943253 57.7840063, 36.6940056 57.7852943)",улица Льва Толстого
363639713,,,residential,,False,False,148.262,"LINESTRING (36.694567 57.7831788, 36.6968608 57.7831812, 36.697068 57.7831803)",Садовая улица
"[363639725, 363639727]",,,residential,,False,True,259.99399999999997,"LINESTRING (36.694567 57.7831788, 36.6950138 57.7829148, 36.6956383 57.7825709, 36.6957293 57.7825163, 36.6959844 57.7822991, 36.6961256 57.7821718, 36.6963928 57.7819311, 36.6970254 57.7813611, 36.6971004 57.7812864)","['улица Шишкова', 'улица Толстого']"
