osmid,lanes,highway,maxspeed,oneway,reversed,length,name,geometry,bridge,ref
376566441,2,tertiary,60,False,True,500.27799999999996,Центральная улица,"LINESTRING (47.4229533 41.534099, 47.4228524 41.533987, 47.4228179 41.5339488, 47.4226007 41.5338284, 47.422469 41.533825, 47.4220937 41.5340231, 47.4219286 41.5341678, 47.4217977 41.5344127, 47.4217397 41.5345211, 47.4216774 41.5347753, 47.4216807 41.5349557, 47.4216898 41.5354522, 47.4217482 41.5356522, 47.4218279 41.5359248, 47.4219865 41.5362618, 47.42227 41.5366116, 47.422357 41.5367189, 47.422483 41.5369314, 47.4224853 41.5371613, 47.4224367 41.5374881)",,
779960775,,residential,,False,True,73.115,Центральная улица,"LINESTRING (47.4229533 41.534099, 47.4228462 41.5341768, 47.4227506 41.5342536, 47.4227081 41.5343013, 47.4226409 41.5343543, 47.4225453 41.5344046, 47.4225276 41.5344735, 47.4224639 41.5345053, 47.4223436 41.5345371)",,
376566444,2,tertiary,60,False,True,39.334,Центральная улица,"LINESTRING (47.4262758 41.5339033, 47.4267372 41.5339797)",,82К-016
"[483042948, 483042947, 376566444]",2,tertiary,60,False,"[False, True]",284.69500000000005,Центральная улица,"LINESTRING (47.4262758 41.5339033, 47.42585 41.533855, 47.4250713 41.5335583, 47.4247599 41.5335477, 47.4246174 41.5335857, 47.4243777 41.5338656, 47.4243492 41.5339031, 47.4240731 41.5342666, 47.4238371 41.5344835, 47.4236682 41.5345876)",yes,82К-016
376566446,1,residential,40,False,True,237.51000000000002,Центральная улица,"LINESTRING (47.4262758 41.5339033, 47.4263575 41.533841, 47.4265559 41.5337808, 47.4268751 41.5337426, 47.4271621 41.5337547, 47.4274143 41.5337306, 47.427535 41.5336844, 47.427535 41.533594, 47.4273537 41.5335033, 47.4271917 41.5333919, 47.426946 41.5332877, 47.4266711 41.533039, 47.4264597 41.5329394)",,
376566445,,residential,,False,False,61.115,Центральная улица,"LINESTRING (47.4299461 41.5334067, 47.429305 41.5336746)",,
376566444,2,tertiary,60,False,False,39.334,Центральная улица,"LINESTRING (47.4267372 41.5339797, 47.4262758 41.5339033)",,82К-016
376566444,2,tertiary,60,False,True,182.45999999999998,Центральная улица,"LINESTRING (47.4267372 41.5339797, 47.4273364 41.5340351, 47.4284123 41.533749, 47.4288561 41.533712)",,82К-016
557237272,,residential,,False,True,321.4480000000001,Центральная улица,"LINESTRING (47.4267372 41.5339797, 47.4268868 41.5342455, 47.4270397 41.5343238, 47.4274233 41.534382, 47.4279329 41.5344282, 47.4282494 41.5345406, 47.4285886 41.5346134, 47.4286705 41.534631, 47.4289897 41.534633, 47.4293867 41.534635, 47.4297139 41.5346631, 47.4299526 41.5347735, 47.4301189 41.534884, 47.4301662 41.5348954)",,
557237270,1,residential,40,True,False,163.98600000000002,улица К. Г. Гасанова,"LINESTRING (47.4209337 41.5347272, 47.4208905 41.5344366, 47.4207584 41.5341268, 47.4207304 41.533986, 47.4207367 41.5338667, 47.4207128 41.533751, 47.4207242 41.5335787, 47.4203852 41.533408)",,
776161034,1,residential,40,False,True,57.131,улица Гасанова К.Б.,"LINESTRING (47.4209337 41.5347272, 47.4209947 41.5348266, 47.4211698 41.5350385, 47.4212247 41.5351882)",,
557237270,1,residential,40,True,False,299.07699999999994,улица К. Г. Гасанова,"LINESTRING (47.4203852 41.533408, 47.4207242 41.533205, 47.4217902 41.5326561, 47.4223017 41.5323424, 47.4226283 41.5321349, 47.4227268 41.5320242, 47.4231212 41.5321902, 47.4232519 41.5322377)",,
"[856427218, 856427219, 856427220]",,unclassified,,False,False,154.52599999999998,,"LINESTRING (47.4203852 41.533408, 47.4201303 41.5333968, 47.4198406 41.533441, 47.4197448 41.5334329, 47.4196153 41.5333566, 47.4193819 41.533206, 47.4193256 41.5331558, 47.4193256 41.5331277, 47.419398 41.5330494, 47.4194651 41.5328788, 47.4194302 41.5327703, 47.419372 41.5327121)",yes,
"[771548602, 771550356, 376566446]","['1', '2']",residential,40,False,False,132.754,Центральная улица,"LINESTRING (47.4232519 41.5322377, 47.4233752 41.5320381, 47.4236736 41.5321579, 47.4239419 41.5323514, 47.423964 41.532504, 47.4240706 41.5325381, 47.4243268 41.5325994)",yes,
376566446,1,residential,40,False,False,32.081,Центральная улица,"LINESTRING (47.4254603 41.5327652, 47.4258445 41.5327881)",,
376566446,1,residential,40,False,True,101.78699999999999,Центральная улица,"LINESTRING (47.4254603 41.5327652, 47.4245705 41.5327693, 47.4243268 41.5325994)",,
772128269,,residential,,False,False,69.366,Центральная улица,"LINESTRING (47.4254603 41.5327652, 47.4254496 41.5323346, 47.4254657 41.5322704, 47.4255837 41.532178)",,
772128269,,residential,,False,False,447.747,Центральная улица,"LINESTRING (47.4255837 41.532178, 47.425396 41.5309853, 47.4253417 41.530889, 47.4249474 41.5308006, 47.4246336 41.5306841, 47.4243439 41.5307082, 47.4242786 41.5307576, 47.4242554 41.5308869, 47.4242742 41.531156, 47.4243761 41.5314953, 47.4244244 41.5317644, 47.4244485 41.5321138, 47.4243841 41.5323808, 47.4243268 41.5325994)",,
772128269,,residential,,False,True,69.366,Центральная улица,"LINESTRING (47.4255837 41.532178, 47.4254657 41.5322704, 47.4254496 41.5323346, 47.4254603 41.5327652)",,
776478779,,residential,,False,False,39.87199999999999,Центральная улица,"LINESTRING (47.4255837 41.532178, 47.4256833 41.5321242, 47.4257581 41.5320718, 47.4258421 41.5320473, 47.4259542 41.5320438, 47.4260056 41.5320438)",,
376566446,1,residential,40,False,False,101.78699999999999,Центральная улица,"LINESTRING (47.4243268 41.5325994, 47.4245705 41.5327693, 47.4254603 41.5327652)",,
"[771548602, 771550356, 376566446]","['1', '2']",residential,40,False,True,132.754,Центральная улица,"LINESTRING (47.4243268 41.5325994, 47.4240706 41.5325381, 47.423964 41.532504, 47.4239419 41.5323514, 47.4236736 41.5321579, 47.4233752 41.5320381, 47.4232519 41.5322377)",yes,
772128269,,residential,,False,True,447.74699999999996,Центральная улица,"LINESTRING (47.4243268 41.5325994, 47.4243841 41.5323808, 47.4244485 41.5321138, 47.4244244 41.5317644, 47.4243761 41.5314953, 47.4242742 41.531156, 47.4242554 41.5308869, 47.4242786 41.5307576, 47.4243439 41.5307082, 47.4246336 41.5306841, 47.4249474 41.5308006, 47.4253417 41.530889, 47.425396 41.5309853, 47.4255837 41.532178)",,
376566444,2,tertiary,60,False,True,37.596,Центральная улица,"LINESTRING (47.4288561 41.533712, 47.429305 41.5336746)",,82К-016
376566444,2,tertiary,60,False,False,182.46,Центральная улица,"LINESTRING (47.4288561 41.533712, 47.4284123 41.533749, 47.4273364 41.5340351, 47.4267372 41.5339797)",,82К-016
557237270,1,residential,40,True,False,58.16799999999999,улица К. Г. Гасанова,"LINESTRING (47.4204359 41.5362891, 47.4204043 41.5362453, 47.4201307 41.5359722, 47.4200025 41.5358816)",,
776161401,1,residential,40,False,False,75.404,улица Гасанова К.Б.,"LINESTRING (47.4204359 41.5362891, 47.4210638 41.5362393, 47.4213368 41.5362177)",,
776161401,1,residential,40,False,False,59.617,улица Гасанова К.Б.,"LINESTRING (47.4213368 41.5362177, 47.4212295 41.5356876)",,
776161525,1,residential,40,False,True,49.268,улица Гасанова К.Б.,"LINESTRING (47.4213368 41.5362177, 47.4214817 41.5366473)",,
776161401,1,residential,40,False,True,75.404,улица Гасанова К.Б.,"LINESTRING (47.4213368 41.5362177, 47.4210638 41.5362393, 47.4204359 41.5362891)",,
557237270,1,residential,40,True,False,230.89000000000001,улица К. Г. Гасанова,"LINESTRING (47.4193883 41.5354771, 47.419326 41.5354382, 47.4190793 41.5353458, 47.4190226 41.5352223, 47.4190041 41.5351832, 47.4190023 41.5350806, 47.4190068 41.5350182, 47.4190863 41.535, 47.4193125 41.5349727, 47.4200217 41.534861, 47.4204469 41.5347918, 47.4209337 41.5347272)",,
776161034,1,residential,40,False,False,156.29799999999997,улица Гасанова К.Б.,"LINESTRING (47.4193883 41.5354771, 47.4196498 41.5354213, 47.4201647 41.5353445, 47.4204107 41.535315, 47.4204426 41.5353112, 47.4205841 41.5352942, 47.4211185 41.5352081, 47.4212247 41.5351882)",,
776161034,1,residential,40,False,False,57.131,улица Гасанова К.Б.,"LINESTRING (47.4212247 41.5351882, 47.4211698 41.5350385, 47.4209947 41.5348266, 47.4209337 41.5347272)",,
776161034,1,residential,40,False,True,156.29800000000003,улица Гасанова К.Б.,"LINESTRING (47.4212247 41.5351882, 47.4211185 41.5352081, 47.4205841 41.5352942, 47.4204426 41.5353112, 47.4204107 41.535315, 47.4201647 41.5353445, 47.4196498 41.5354213, 47.4193883 41.5354771)",,
776161224,1,residential,30,False,True,55.99,улица Гасанова К.Б.,"LINESTRING (47.4212247 41.5351882, 47.4212429 41.5352439, 47.4212671 41.5354588, 47.4212295 41.5356876)",,
557237270,1,residential,40,True,False,51.697,улица К. Г. Гасанова,"LINESTRING (47.4205203 41.5367453, 47.4205116 41.536679, 47.420474 41.5363417, 47.4204359 41.5362891)",,
776161525,1,residential,40,False,False,80.942,улица Гасанова К.Б.,"LINESTRING (47.4205203 41.5367453, 47.4208487 41.5367216, 47.4211759 41.5367015, 47.421248 41.5366887, 47.4214817 41.5366473)",,
776161525,1,residential,40,False,False,49.268,улица Гасанова К.Б.,"LINESTRING (47.4214817 41.5366473, 47.4213368 41.5362177)",,
776161525,1,residential,40,False,True,80.94200000000001,улица Гасанова К.Б.,"LINESTRING (47.4214817 41.5366473, 47.421248 41.5366887, 47.4211759 41.5367015, 47.4208487 41.5367216, 47.4205203 41.5367453)",,
776161579,1,residential,40,False,True,56.965999999999994,улица Гасанова К.Б.,"LINESTRING (47.4214817 41.5366473, 47.4215273 41.5368039, 47.4215299 41.5369666, 47.4214228 41.5371381)",,
557237270,1,residential,40,True,False,68.125,улица К. Г. Гасанова,"LINESTRING (47.4200025 41.5358816, 47.4197445 41.5356992, 47.4193883 41.5354771)",,
776161224,1,residential,30,False,False,104.55699999999999,улица Гасанова К.Б.,"LINESTRING (47.4200025 41.5358816, 47.4204785 41.5357981, 47.4210042 41.5357398, 47.4212295 41.5356876)",,
776161401,1,residential,40,False,True,59.617,улица Гасанова К.Б.,"LINESTRING (47.4212295 41.5356876, 47.4213368 41.5362177)",,
776161224,1,residential,30,False,False,55.99,улица Гасанова К.Б.,"LINESTRING (47.4212295 41.5356876, 47.4212671 41.5354588, 47.4212429 41.5352439, 47.4212247 41.5351882)",,
776161224,1,residential,30,False,True,104.557,улица Гасанова К.Б.,"LINESTRING (47.4212295 41.5356876, 47.4210042 41.5357398, 47.4204785 41.5357981, 47.4200025 41.5358816)",,
776161633,1,residential,30,False,False,70.085,улица Гасанова К.Б.,"LINESTRING (47.4205889 41.5372255, 47.4214228 41.5371381)",,
557237270,1,residential,40,True,False,53.706,улица К. Г. Гасанова,"LINESTRING (47.4205889 41.5372255, 47.4205652 41.5370885, 47.4205203 41.5367453)",,
776161633,1,residential,30,False,True,70.085,улица Гасанова К.Б.,"LINESTRING (47.4214228 41.5371381, 47.4205889 41.5372255)",,
776161579,1,residential,40,False,False,56.965999999999994,улица Гасанова К.Б.,"LINESTRING (47.4214228 41.5371381, 47.4215299 41.5369666, 47.4215273 41.5368039, 47.4214817 41.5366473)",,
776161579,1,residential,40,False,True,97.554,улица Гасанова К.Б.,"LINESTRING (47.4214228 41.5371381, 47.4213958 41.5371814, 47.421381 41.537205, 47.4212966 41.53734, 47.4211732 41.5375167, 47.4210605 41.537605, 47.4208996 41.5376572, 47.4206303 41.5376519)",,
557237270,1,residential,40,True,False,47.793000000000006,улица К. Г. Гасанова,"LINESTRING (47.4206303 41.5376519, 47.4206457 41.5375543, 47.4205889 41.5372255)",,
776161579,1,residential,40,False,False,97.554,улица Гасанова К.Б.,"LINESTRING (47.4206303 41.5376519, 47.4208996 41.5376572, 47.4210605 41.537605, 47.4211732 41.5375167, 47.4212966 41.53734, 47.421381 41.537205, 47.4213958 41.5371814, 47.4214228 41.5371381)",,
376566446,1,residential,40,False,False,237.51,Центральная улица,"LINESTRING (47.4264597 41.5329394, 47.4266711 41.533039, 47.426946 41.5332877, 47.4271917 41.5333919, 47.4273537 41.5335033, 47.427535 41.533594, 47.427535 41.5336844, 47.4274143 41.5337306, 47.4271621 41.5337547, 47.4268751 41.5337426, 47.4265559 41.5337808, 47.4263575 41.533841, 47.4262758 41.5339033)",,
376566446,1,residential,40,False,True,54.0,Центральная улица,"LINESTRING (47.4264597 41.5329394, 47.4262753 41.5328797, 47.4258445 41.5327881)",,
776478678,,residential,,False,False,146.76,Центральная улица,"LINESTRING (47.4264597 41.5329394, 47.4265615 41.532884, 47.4266547 41.5328514, 47.4267434 41.5317047)",,
776478678,,residential,,False,False,144.786,Центральная улица,"LINESTRING (47.4267434 41.5317047, 47.4268181 41.5316698, 47.4269863 41.5315999, 47.427019 41.5315125, 47.4269769 41.5314041, 47.4269069 41.5312747, 47.4268041 41.5311629, 47.4264539 41.5309846, 47.4264165 41.5309007, 47.4264492 41.5308203, 47.426566 41.5307329)",,
776478678,,residential,,False,True,146.76,Центральная улица,"LINESTRING (47.4267434 41.5317047, 47.4266547 41.5328514, 47.4265615 41.532884, 47.4264597 41.5329394)",,
776478779,,residential,,False,True,166.052,Центральная улица,"LINESTRING (47.4267434 41.5317047, 47.42665 41.5314845, 47.4265613 41.5313761, 47.4264772 41.5313412, 47.4263418 41.5312922, 47.4262204 41.5312398, 47.426169 41.5312503, 47.4261457 41.5312992, 47.4261083 41.531446, 47.4260242 41.5318026, 47.4260289 41.531904, 47.4260056 41.5320438)",,
776478678,,residential,,False,True,144.786,Центральная улица,"LINESTRING (47.426566 41.5307329, 47.4264492 41.5308203, 47.4264165 41.5309007, 47.4264539 41.5309846, 47.4268041 41.5311629, 47.4269069 41.5312747, 47.4269769 41.5314041, 47.427019 41.5315125, 47.4269863 41.5315999, 47.4268181 41.5316698, 47.4267434 41.5317047)",,
376566444,2,tertiary,60,False,False,103.382,Центральная улица,"LINESTRING (47.4304556 41.5340247, 47.429305 41.5336746)",,82К-016
776479287,,residential,,False,False,100.915,,"LINESTRING (47.4304556 41.5340247, 47.4304147 41.5342151, 47.4303377 41.534418, 47.4302021 41.534704, 47.4301498 41.5347939, 47.4301662 41.5348954)",,
557237272,,residential,,False,False,321.44800000000004,Центральная улица,"LINESTRING (47.4301662 41.5348954, 47.4301189 41.534884, 47.4299526 41.5347735, 47.4297139 41.5346631, 47.4293867 41.534635, 47.4289897 41.534633, 47.4286705 41.534631, 47.4285886 41.5346134, 47.4282494 41.5345406, 47.4279329 41.5344282, 47.4274233 41.534382, 47.4270397 41.5343238, 47.4268868 41.5342455, 47.4267372 41.5339797)",,
776479287,,residential,,False,True,100.915,,"LINESTRING (47.4301662 41.5348954, 47.4301498 41.5347939, 47.4302021 41.534704, 47.4303377 41.534418, 47.4304147 41.5342151, 47.4304556 41.5340247)",,
776478779,,residential,,False,False,166.052,Центральная улица,"LINESTRING (47.4260056 41.5320438, 47.4260289 41.531904, 47.4260242 41.5318026, 47.4261083 41.531446, 47.4261457 41.5312992, 47.426169 41.5312503, 47.4262204 41.5312398, 47.4263418 41.5312922, 47.4264772 41.5313412, 47.4265613 41.5313761, 47.42665 41.5314845, 47.4267434 41.5317047)",,
776478779,,residential,,False,True,39.872,Центральная улица,"LINESTRING (47.4260056 41.5320438, 47.4259542 41.5320438, 47.4258421 41.5320473, 47.4257581 41.5320718, 47.4256833 41.5321242, 47.4255837 41.532178)",,
776478991,,residential,,False,True,85.112,,"LINESTRING (47.4260056 41.5320438, 47.4259477 41.5326111, 47.4259088 41.5327223, 47.4258445 41.5327881)",,
77485063,2,tertiary,80,False,True,37.35,,"LINESTRING (47.4220514 41.537842, 47.4223655 41.5376021)",,
779960082,,residential,,False,False,320.573,Центральная улица,"LINESTRING (47.4220514 41.537842, 47.4222728 41.5378645, 47.4224321 41.5378672, 47.422517 41.5378725, 47.4225843 41.5378513, 47.4227152 41.5377983, 47.4228002 41.5377638, 47.4228639 41.53774, 47.422917 41.5376579, 47.422917 41.5375996, 47.4229559 41.5375201, 47.4230302 41.5372684, 47.4230479 41.537136, 47.4230833 41.5370353, 47.4231435 41.5369029, 47.4231435 41.5367836, 47.4231824 41.5366088, 47.4231859 41.5364949, 47.423193 41.5363598, 47.4232284 41.5362538, 47.4232532 41.5361346, 47.4232567 41.5360366, 47.4232992 41.5358326, 47.4233771 41.5357584, 47.4234195 41.5357081, 47.4234478 41.5356816, 47.4233929 41.5355859)",,
779959015,,residential,,False,True,33.268,Центральная улица,"LINESTRING (47.4238548 41.5348391, 47.4237982 41.5347835, 47.4237381 41.5347437, 47.4237381 41.5346854, 47.4236682 41.5345876)",,
779960775,,residential,,False,False,73.11500000000001,Центральная улица,"LINESTRING (47.4223436 41.5345371, 47.4224639 41.5345053, 47.4225276 41.5344735, 47.4225453 41.5344046, 47.4226409 41.5343543, 47.4227081 41.5343013, 47.4227506 41.5342536, 47.4228462 41.5341768, 47.4229533 41.534099)",,
779959598,,residential,,False,False,4.675,Центральная улица,"LINESTRING (47.4234301 41.5355544, 47.4233929 41.5355859)",,
779959598,,residential,,False,True,4.675,Центральная улица,"LINESTRING (47.4233929 41.5355859, 47.4234301 41.5355544)",,
779959598,,residential,,False,False,152.24900000000002,Центральная улица,"LINESTRING (47.4233929 41.5355859, 47.4233771 41.5355994, 47.4232709 41.5355888, 47.4232213 41.5356153, 47.4231824 41.5356842, 47.4231187 41.5357452, 47.4230656 41.5357955, 47.4230231 41.5358538, 47.4229771 41.5359094, 47.4229559 41.5359571, 47.4229276 41.5360074, 47.4229028 41.5360922, 47.4229099 41.5362882, 47.4228993 41.5363492, 47.4228674 41.5364101, 47.4228391 41.5364816, 47.4228179 41.5365267, 47.4227895 41.5365744, 47.4227542 41.5366247, 47.4227411 41.5366573, 47.4227223 41.5367042, 47.422713 41.5367519)",,
779960082,,residential,,False,True,320.5729999999999,Центральная улица,"LINESTRING (47.4233929 41.5355859, 47.4234478 41.5356816, 47.4234195 41.5357081, 47.4233771 41.5357584, 47.4232992 41.5358326, 47.4232567 41.5360366, 47.4232532 41.5361346, 47.4232284 41.5362538, 47.423193 41.5363598, 47.4231859 41.5364949, 47.4231824 41.5366088, 47.4231435 41.5367836, 47.4231435 41.5369029, 47.4230833 41.5370353, 47.4230479 41.537136, 47.4230302 41.5372684, 47.4229559 41.5375201, 47.422917 41.5375996, 47.422917 41.5376579, 47.4228639 41.53774, 47.4228002 41.5377638, 47.4227152 41.5377983, 47.4225843 41.5378513, 47.422517 41.5378725, 47.4224321 41.5378672, 47.4222728 41.5378645, 47.4220514 41.537842)",,
779959598,,residential,,False,False,88.51100000000001,Центральная улица,"LINESTRING (47.422713 41.5367519, 47.4227011 41.5368128, 47.4226905 41.5368817, 47.4226798 41.536932, 47.4226515 41.5369956, 47.4226091 41.5370645, 47.4225878 41.5371201, 47.4225949 41.5372022, 47.4225878 41.5372896, 47.4225666 41.5373585, 47.4225347 41.5374406, 47.4224367 41.5374881)",,
779959598,,residential,,False,True,152.24900000000005,Центральная улица,"LINESTRING (47.422713 41.5367519, 47.4227223 41.5367042, 47.4227411 41.5366573, 47.4227542 41.5366247, 47.4227895 41.5365744, 47.4228179 41.5365267, 47.4228391 41.5364816, 47.4228674 41.5364101, 47.4228993 41.5363492, 47.4229099 41.5362882, 47.4229028 41.5360922, 47.4229276 41.5360074, 47.4229559 41.5359571, 47.4229771 41.5359094, 47.4230231 41.5358538, 47.4230656 41.5357955, 47.4231187 41.5357452, 47.4231824 41.5356842, 47.4232213 41.5356153, 47.4232709 41.5355888, 47.4233771 41.5355994, 47.4233929 41.5355859)",,
780434442,,residential,,False,False,27.284,,"LINESTRING (47.422713 41.5367519, 47.4226297 41.5366399, 47.4225829 41.5365927, 47.422522 41.5365562)",,
780434442,,residential,,False,True,27.284,,"LINESTRING (47.422522 41.5365562, 47.4225829 41.5365927, 47.4226297 41.5366399, 47.422713 41.5367519)",,
"[856427218, 856427219, 856427220]",,unclassified,,False,True,154.52599999999998,,"LINESTRING (47.419372 41.5327121, 47.4194302 41.5327703, 47.4194651 41.5328788, 47.419398 41.5330494, 47.4193256 41.5331277, 47.4193256 41.5331558, 47.4193819 41.533206, 47.4196153 41.5333566, 47.4197448 41.5334329, 47.4198406 41.533441, 47.4201303 41.5333968, 47.4203852 41.533408)",yes,
