osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes
74272739,Октябрьская улица,secondary,40,False,False,71.52199999999999,"LINESTRING (53.0073522 67.6361939, 53.0071538 67.6361629, 53.0065609 67.6360701, 53.005791 67.6359472)",
164618782,Октябрьская улица,secondary,40,False,True,121.571,"LINESTRING (53.0073522 67.6361939, 53.0076017 67.636232, 53.0086227 67.6363878, 53.0089754 67.6364422, 53.0100085 67.6366107)",
"[769646168, 273686490]",улица И.П. Выучейского,secondary,40,False,True,186.67600000000002,"LINESTRING (53.0073522 67.6361939, 53.0072529 67.6362784, 53.0070499 67.6364511, 53.0068372 67.6366321, 53.0062385 67.6371414, 53.0056792 67.6376161, 53.0055505 67.6377264)",
74272739,Октябрьская улица,secondary,40,False,True,228.09599999999998,"LINESTRING (52.9970707 67.6345257, 52.9974134 67.6345844, 52.9981827 67.6347159, 52.9989885 67.6348537, 52.999206 67.634891, 52.9992717 67.6349022, 53.0011483 67.6352034, 53.001767 67.6353066, 53.0020102 67.6353472)",
"[86293686, 769263207]",Рыбацкий переулок,residential,40,False,False,185.374,"LINESTRING (52.9970707 67.6345257, 52.9969716 67.6346094, 52.9967779 67.634773, 52.9967164 67.6348249, 52.9966471 67.6348832, 52.9964238 67.6350708, 52.9962775 67.6352029, 52.9959458 67.6354882, 52.9954067 67.6359545, 52.9952986 67.6360503)",
100052704,Октябрьская улица,secondary,40,False,False,77.187,"LINESTRING (52.9970707 67.6345257, 52.9967332 67.6344657, 52.9954179 67.6342319)",
99892129,улица им. В.И. Ленина,secondary,20,False,True,230.61399999999998,"LINESTRING (52.9952986 67.6360503, 52.9957327 67.6361205, 52.995913 67.6361481, 52.9981443 67.6365121, 53.0000951 67.6368244, 53.0003143 67.6368622)",
"[86293686, 769263207]",Рыбацкий переулок,residential,40,False,True,185.374,"LINESTRING (52.9952986 67.6360503, 52.9954067 67.6359545, 52.9959458 67.6354882, 52.9962775 67.6352029, 52.9964238 67.6350708, 52.9966471 67.6348832, 52.9967164 67.6348249, 52.9967779 67.634773, 52.9969716 67.6346094, 52.9970707 67.6345257)",
97884114,Ненецкая улица,tertiary,40,False,False,143.97799999999998,"LINESTRING (53.0001906 67.6420412, 53.0000233 67.6419892, 52.9999917 67.6419794, 52.9990975 67.6418268, 52.9989009 67.6417937, 52.998038 67.6416454, 52.997607 67.6415693, 52.9972804 67.6415097, 52.9971292 67.6414821)",
99209716,улица И.П. Выучейского,secondary,40,False,False,158.9,"LINESTRING (53.0001906 67.6420412, 53.0002717 67.6419707, 53.0010614 67.6412728, 53.001271 67.6410931, 53.0016304 67.6407967, 53.0017066 67.6407338)",
87261055,Оленная улица,tertiary,60,False,False,156.965,"LINESTRING (52.9971292 67.6414821, 52.9972835 67.6413531, 52.9975549 67.6411231, 52.9978378 67.6408899, 52.9980068 67.6407486, 52.9983082 67.6404961, 52.9985629 67.6402884, 52.9985736 67.64028, 52.9985849 67.6402701, 52.9986679 67.6401976)",
97884114,Ненецкая улица,tertiary,40,False,True,143.978,"LINESTRING (52.9971292 67.6414821, 52.9972804 67.6415097, 52.997607 67.6415693, 52.998038 67.6416454, 52.9989009 67.6417937, 52.9990975 67.6418268, 52.9999917 67.6419794, 53.0000233 67.6419892, 53.0001906 67.6420412)",
"[96831964, 797784070]",улица Авиаторов,secondary,40,False,False,111.82900000000001,"LINESTRING (53.01197 67.6378305, 53.0119683 67.6377453, 53.0119637 67.637654, 53.0118639 67.6371892, 53.0118247 67.6370492, 53.0117992 67.6369883, 53.0117858 67.6369698, 53.0117621 67.6369369, 53.0117002 67.6368928, 53.0115793 67.636859)",
"[820844328, 108016506, 87492347]",улица им. В.И. Ленина,secondary,"['60', '40']",False,False,100.102,"LINESTRING (53.01197 67.6378305, 53.0138324 67.6378141, 53.0140159 67.6378031, 53.014323 67.6377724)",
"[134207401, 116563307]","['улица Смидовича', 'улица им. В.И. Ленина']",tertiary,40,False,True,318.584,"LINESTRING (53.01197 67.6378305, 53.0117444 67.637834, 53.010823 67.6378647, 53.0097583 67.6379513, 53.008938 67.6380181, 53.008728 67.6380338, 53.0085919 67.638033, 53.008502 67.6380124, 53.0084922 67.6379847, 53.0085814 67.6378348, 53.0093618 67.6371654, 53.0098962 67.636707, 53.0100085 67.6366107)",
86294033,Лесной переулок,residential,40,False,True,301.345,"LINESTRING (53.0026234 67.6348329, 53.0024768 67.6348109, 53.002323 67.6347877, 53.0022882 67.6347825, 53.0021076 67.6347429, 53.0018457 67.6346681, 53.0012301 67.6344865, 52.9962555 67.6336424)",
