osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel
399386478,Казачья улица,residential,60,False,False,247.548,"LINESTRING (39.6548583 45.5770265, 39.6578864 45.5777076)",,
399386478,Казачья улица,residential,60,False,True,147.735,"LINESTRING (39.6548583 45.5770265, 39.653016 45.5767066)",,
49834102,улица Кутузова,residential,30,False,False,157.441,"LINESTRING (39.6548583 45.5770265, 39.6547978 45.5776962, 39.6546323 45.578432)",,
112702737,улица Ткаченко,tertiary,,False,False,219.438,"LINESTRING (39.6566751 45.5843246, 39.6591785 45.5848277, 39.6593779 45.5848844)",,
112702737,улица Ткаченко,tertiary,,False,True,291.207,"LINESTRING (39.6566751 45.5843246, 39.6552026 45.5840398, 39.6540396 45.5837764, 39.6531276 45.5835034)",,
35433511,переулок Горького,residential,60,False,False,167.98,"LINESTRING (39.6630597 45.5833465, 39.6635322 45.5819576, 39.6635366 45.5818747)",,
48490322,переулок Лермонтова,tertiary,,False,False,138.34900000000002,"LINESTRING (39.6630597 45.5833465, 39.6629382 45.583478, 39.6616781 45.5841145)",,
71857473,улица Лунёва,tertiary,60,False,True,235.305,"LINESTRING (39.6630597 45.5833465, 39.6629474 45.5833193, 39.6625012 45.5832784, 39.6620399 45.583187, 39.6614792 45.5830915, 39.6601227 45.5828541)",03К-154,
48490321,переулок Лермонтова,tertiary,60,False,False,23.426,"LINESTRING (39.6599362 45.5849293, 39.6596753 45.5850344)",,
"[48490320, 48490321, 48490322]",переулок Лермонтова,tertiary,"['20', '60']",False,True,164.30100000000002,"LINESTRING (39.6599362 45.5849293, 39.660769 45.5846195, 39.6610021 45.5845287, 39.6611357 45.584454, 39.6612654 45.5843666, 39.6614051 45.5842575, 39.6616781 45.5841145)",,yes
400557193,,tertiary,60,False,True,9.018,"LINESTRING (39.651927 45.582498, 39.6520189 45.5825474)",,
"[400555656, 243063511]",Широкая улица,tertiary,,False,False,91.459,"LINESTRING (39.651927 45.582498, 39.6520811 45.582569, 39.6521555 45.5826382, 39.65218 45.5827204, 39.652183 45.5827306, 39.6521848 45.5828589, 39.6520937 45.583072, 39.6520598 45.5832319)",,
112702737,улица Ткаченко,tertiary,,False,False,76.296,"LINESTRING (39.6522085 45.5832646, 39.6531276 45.5835034)",,
112702737,улица Ткаченко,tertiary,,False,True,12.13,"LINESTRING (39.6522085 45.5832646, 39.6520598 45.5832319)",,
35543059,переулок Дорошенко,residential,,True,False,112.553,"LINESTRING (39.6522085 45.5832646, 39.6522262 45.5833197, 39.6517537 45.5842164)",,
112702737,улица Ткаченко,tertiary,,False,True,76.296,"LINESTRING (39.6531276 45.5835034, 39.6522085 45.5832646)",,
35543061,Агрономический переулок,residential,,False,False,116.439,"LINESTRING (39.6531276 45.5835034, 39.653137 45.5835842, 39.6526607 45.5844258, 39.6526371 45.5844844)",,
112702737,улица Ткаченко,tertiary,,False,False,291.207,"LINESTRING (39.6531276 45.5835034, 39.6540396 45.5837764, 39.6552026 45.5840398, 39.6566751 45.5843246)",,
48961276,улица Красная Поляна,residential,60,False,True,74.928,"LINESTRING (39.6517537 45.5842164, 39.6526371 45.5844844)",,
48961276,улица Красная Поляна,residential,60,False,False,74.928,"LINESTRING (39.6526371 45.5844844, 39.6517537 45.5842164)",,
35543061,Агрономический переулок,residential,,False,True,116.439,"LINESTRING (39.6526371 45.5844844, 39.6526607 45.5844258, 39.653137 45.5835842, 39.6531276 45.5835034)",,
398310892,переулок Полуяна,tertiary,60,False,False,155.711,"LINESTRING (39.661229 45.5769526, 39.6609771 45.5783418)",,
398310892,переулок Полуяна,tertiary,60,False,True,16.336,"LINESTRING (39.661229 45.5769526, 39.6612636 45.5768077)",,
398310892,переулок Полуяна,tertiary,60,False,False,164.313,"LINESTRING (39.6609771 45.5783418, 39.6606625 45.579803)",,
398310892,переулок Полуяна,tertiary,60,False,True,155.711,"LINESTRING (39.6609771 45.5783418, 39.661229 45.5769526)",,
399386478,Казачья улица,residential,60,False,True,250.672,"LINESTRING (39.6609771 45.5783418, 39.6578864 45.5777076)",,
71857473,улица Лунёва,tertiary,60,False,False,235.305,"LINESTRING (39.6601227 45.5828541, 39.6614792 45.5830915, 39.6620399 45.583187, 39.6625012 45.5832784, 39.6629474 45.5833193, 39.6630597 45.5833465)",03К-154,
71857473,улица Лунёва,tertiary,60,False,True,249.09799999999998,"LINESTRING (39.6601227 45.5828541, 39.6589155 45.5826466, 39.6580524 45.5824787, 39.6570549 45.5822238)",03К-154,
479836859,переулок Полуяна,tertiary,60,False,True,182.23600000000002,"LINESTRING (39.6601227 45.5828541, 39.6601291 45.5827984, 39.6601473 45.5826672, 39.6603736 45.5812846, 39.6603593 45.5812259)",,
48961275,улица Ткаченко,residential,,False,False,66.092,"LINESTRING (39.6512452 45.5830638, 39.6520598 45.5832319)",,
49481790,переулок Коммунаров,residential,,False,False,168.711,"LINESTRING (39.6513702 45.579261, 39.6513009 45.5791056, 39.6515077 45.5777589)",,
399386478,Казачья улица,residential,60,False,False,147.735,"LINESTRING (39.653016 45.5767066, 39.6548583 45.5770265)",,
"[49834104, 399392971]","['Казачья улица', 'переулок Коммунаров']",residential,,False,True,206.51,"LINESTRING (39.653016 45.5767066, 39.6521907 45.5767178, 39.6518597 45.5767798, 39.6516561 45.5769413, 39.6516226 45.5771151, 39.6515077 45.5777589)",,
399392972,улица Монтикова,residential,60,False,False,254.443,"LINESTRING (39.6515077 45.5777589, 39.6546323 45.578432)",,
49481790,переулок Коммунаров,residential,,False,True,168.711,"LINESTRING (39.6515077 45.5777589, 39.6513009 45.5791056, 39.6513702 45.579261)",,
"[49834104, 399392971]","['Казачья улица', 'переулок Коммунаров']",residential,,False,False,206.51,"LINESTRING (39.6515077 45.5777589, 39.6516226 45.5771151, 39.6516561 45.5769413, 39.6518597 45.5767798, 39.6521907 45.5767178, 39.653016 45.5767066)",,
399392972,улица Монтикова,residential,60,False,True,254.443,"LINESTRING (39.6546323 45.578432, 39.6515077 45.5777589)",,
399393681,улица Монтикова,residential,60,False,False,240.443,"LINESTRING (39.6546323 45.578432, 39.657569 45.5791034)",,
49834102,улица Кутузова,residential,30,False,True,157.441,"LINESTRING (39.6546323 45.578432, 39.6547978 45.5776962, 39.6548583 45.5770265)",,
399393677,улица Кутузова,residential,,False,False,155.651,"LINESTRING (39.6546323 45.578432, 39.6544312 45.5793818, 39.6544514 45.5798212)",,
104640389,переулок Фрунзе,residential,30,False,False,157.16,"LINESTRING (39.6578864 45.5777076, 39.657569 45.5791034)",,
104640389,переулок Фрунзе,residential,30,False,True,156.882,"LINESTRING (39.6578864 45.5777076, 39.6581643 45.5763102)",,
399386478,Казачья улица,residential,60,False,False,250.672,"LINESTRING (39.6578864 45.5777076, 39.6609771 45.5783418)",,
399386478,Казачья улица,residential,60,False,True,247.548,"LINESTRING (39.6578864 45.5777076, 39.6548583 45.5770265)",,
104640389,переулок Фрунзе,residential,30,False,True,157.16,"LINESTRING (39.657569 45.5791034, 39.6578864 45.5777076)",,
399393681,улица Монтикова,residential,60,False,True,240.443,"LINESTRING (39.657569 45.5791034, 39.6546323 45.578432)",,
399392597,улица Монтикова,residential,60,False,False,253.566,"LINESTRING (39.657569 45.5791034, 39.6606208 45.5798109, 39.6606625 45.579803)",,
399392598,переулок Фрунзе,residential,,False,False,125.93100000000001,"LINESTRING (39.657569 45.5791034, 39.657476 45.5797734, 39.6573857 45.5800252, 39.6573115 45.5802181)",,
398310892,переулок Полуяна,tertiary,60,False,True,160.124,"LINESTRING (39.6603593 45.5812259, 39.6603903 45.5811674, 39.6606625 45.579803)",,
479836859,переулок Полуяна,tertiary,60,False,False,182.23600000000002,"LINESTRING (39.6603593 45.5812259, 39.6603736 45.5812846, 39.6601473 45.5826672, 39.6601291 45.5827984, 39.6601227 45.5828541)",,
"[71896640, 737287385, 479836860]","['улица Фрунзе', 'переулок Фрунзе', 'улица Ленина']",residential,,False,False,412.131,"LINESTRING (39.6603593 45.5812259, 39.6598492 45.5811362, 39.6578746 45.5807294, 39.6573709 45.5806966, 39.6573188 45.580956, 39.6570919 45.5821107, 39.6570549 45.5822238)",,
71857473,улица Лунёва,tertiary,60,False,False,249.098,"LINESTRING (39.6570549 45.5822238, 39.6580524 45.5824787, 39.6589155 45.5826466, 39.6601227 45.5828541)",03К-154,
"[71896640, 737287385, 479836860]","['переулок Фрунзе', 'улица Фрунзе', 'улица Ленина']",residential,,False,True,412.131,"LINESTRING (39.6570549 45.5822238, 39.6570919 45.5821107, 39.6573188 45.580956, 39.6573709 45.5806966, 39.6578746 45.5807294, 39.6598492 45.5811362, 39.6603593 45.5812259)",,
398310892,переулок Полуяна,tertiary,60,False,True,164.313,"LINESTRING (39.6606625 45.579803, 39.6609771 45.5783418)",,
399392597,улица Монтикова,residential,60,False,False,251.04,"LINESTRING (39.6606625 45.579803, 39.6637819 45.5803776)",,
398310892,переулок Полуяна,tertiary,60,False,False,160.124,"LINESTRING (39.6606625 45.579803, 39.6603903 45.5811674, 39.6603593 45.5812259)",,
399392597,улица Монтикова,residential,60,False,True,253.566,"LINESTRING (39.6606625 45.579803, 39.6606208 45.5798109, 39.657569 45.5791034)",,
35433511,переулок Горького,residential,60,False,False,167.96699999999998,"LINESTRING (39.6635366 45.5818747, 39.6635499 45.5817806, 39.6637149 45.5812159, 39.6637819 45.5803776)",,
35433511,переулок Горького,residential,60,False,True,167.98,"LINESTRING (39.6635366 45.5818747, 39.6635322 45.5819576, 39.6630597 45.5833465)",,
457383508,улица Ленина,residential,,True,False,257.673,"LINESTRING (39.6635366 45.5818747, 39.6620708 45.5815435, 39.6612891 45.5813979, 39.6603593 45.5812259)",,
399392597,улица Монтикова,residential,60,False,True,251.04,"LINESTRING (39.6637819 45.5803776, 39.6606625 45.579803)",,
35433511,переулок Горького,residential,60,False,True,167.96699999999998,"LINESTRING (39.6637819 45.5803776, 39.6637149 45.5812159, 39.6635499 45.5817806, 39.6635366 45.5818747)",,
