osmid,highway,oneway,reversed,length,name,maxspeed,geometry,ref
796871727,residential,False,True,126.056,,,"LINESTRING (57.4385448 52.2294442, 57.4369595 52.2300293)",
796871739,residential,False,False,260.63,улица Голубцова,,"LINESTRING (57.4385448 52.2294442, 57.4404485 52.2314775)",
169858212,residential,False,True,121.54,,,"LINESTRING (57.4458005 52.2295347, 57.4442635 52.2300901)",
329830680,residential,False,False,181.107,Октябрьская улица,,"LINESTRING (57.4458005 52.2295347, 57.4471119 52.2309516)",
658419940,residential,False,False,260.551,улица Красных Партизан,,"LINESTRING (57.4369595 52.2300293, 57.4389437 52.2320327)",
796871727,residential,False,False,126.056,,,"LINESTRING (57.4369595 52.2300293, 57.4385448 52.2294442)",
169858212,residential,False,False,121.54,,,"LINESTRING (57.4442635 52.2300901, 57.4458005 52.2295347)",
169858212,residential,False,True,133.263,,,"LINESTRING (57.4442635 52.2300901, 57.4425646 52.2306847)",
796871743,residential,False,True,173.874,улица Калинина,,"LINESTRING (57.4442635 52.2300901, 57.4455072 52.2314557)",
169858219,residential,False,False,84.715,,40,"LINESTRING (57.4482415 52.2306326, 57.4471119 52.2309516)",
169858212,residential,False,False,133.263,,,"LINESTRING (57.4425646 52.2306847, 57.4442635 52.2300901)",
329832265,residential,False,False,177.386,улица Серкова,,"LINESTRING (57.4425646 52.2306847, 57.4438693 52.2320654)",
796871742,residential,False,True,168.94,,,"LINESTRING (57.4425646 52.2306847, 57.4404485 52.2314775)",
169858219,residential,False,False,122.824,,40,"LINESTRING (57.4471119 52.2309516, 57.4455072 52.2314557)",
169858219,residential,False,True,84.715,,40,"LINESTRING (57.4471119 52.2309516, 57.4482415 52.2306326)",
329830680,residential,False,True,181.107,Октябрьская улица,,"LINESTRING (57.4471119 52.2309516, 57.4458005 52.2295347)",
796871739,residential,False,False,177.433,улица Голубцова,,"LINESTRING (57.4404485 52.2314775, 57.4417478 52.2328606)",
796871739,residential,False,True,260.63,улица Голубцова,,"LINESTRING (57.4404485 52.2314775, 57.4385448 52.2294442)",
796871742,residential,False,False,168.94,,,"LINESTRING (57.4404485 52.2314775, 57.4425646 52.2306847)",
796871742,residential,False,True,119.641,,,"LINESTRING (57.4404485 52.2314775, 57.4389437 52.2320327)",
169858219,residential,False,False,130.533,,40,"LINESTRING (57.4455072 52.2314557, 57.4438693 52.2320654)",
169858219,residential,False,True,122.824,,40,"LINESTRING (57.4455072 52.2314557, 57.4471119 52.2309516)",
796871743,residential,False,False,173.874,улица Калинина,,"LINESTRING (57.4455072 52.2314557, 57.4442635 52.2300901)",
"[796871740, 796871743]",residential,False,True,531.3969999999999,улица Калинина,,"LINESTRING (57.4455072 52.2314557, 57.4468139 52.2329117, 57.4473376 52.2335271, 57.448006 52.2344462, 57.4480811 52.2346301, 57.4480838 52.2347073, 57.4480677 52.2347648, 57.4480247 52.2348207, 57.4479496 52.2348765, 57.447778 52.2349521, 57.4465629 52.2353168)",
169858219,residential,False,False,169.389,,40,"LINESTRING (57.4438693 52.2320654, 57.4417478 52.2328606)",
