osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge
108906474,улица Карла Маркса,tertiary,40,False,True,128.013,"LINESTRING (50.6769688 56.5238352, 50.6761502 56.5227762)",
"[27013570, 108896391]","['улица Урицкого', 'улица Ленина']",tertiary,40,False,False,254.154,"LINESTRING (50.6769688 56.5238352, 50.6771013 56.5238031, 50.6790363 56.5233761, 50.6805915 56.5230154, 50.6808091 56.5229782)",
108896388,улица Ленина,tertiary,,False,False,93.563,"LINESTRING (50.6769688 56.5238352, 50.6768243 56.5238678, 50.6755569 56.5241538)",
108906474,улица Карла Маркса,tertiary,40,False,False,62.899,"LINESTRING (50.6699052 56.5170791, 50.6707933 56.5173618)",
75242568,улица Чернышевского,tertiary,40,False,False,132.098,"LINESTRING (50.6699052 56.5170791, 50.6700528 56.5171957, 50.6701279 56.5172884, 50.6702067 56.5173834, 50.6708397 56.5181471)",
108896396,улица Ленина,residential,,False,True,180.554,"LINESTRING (50.672859 56.5248035, 50.6754549 56.5241784, 50.6755569 56.5241538)",
249574096,улица Свободы,residential,,False,False,130.509,"LINESTRING (50.672859 56.5248035, 50.6720394 56.5237911, 50.6719914 56.5237318)",
75242568,улица Чернышевского,tertiary,40,False,True,127.452,"LINESTRING (50.6755569 56.5241538, 50.6747072 56.5231078)",
108896388,улица Ленина,tertiary,,False,True,93.563,"LINESTRING (50.6755569 56.5241538, 50.6768243 56.5238678, 50.6769688 56.5238352)",
108896396,улица Ленина,residential,,False,False,180.554,"LINESTRING (50.6755569 56.5241538, 50.6754549 56.5241784, 50.672859 56.5248035)",
108987495,улица Энгельса,residential,,False,True,139.28199999999998,"LINESTRING (50.6819112 56.5240915, 50.6819005 56.5240009, 50.6818832 56.5238343, 50.6819179 56.5236043, 50.6819396 56.5233709, 50.6820204 56.5229818, 50.6820291 56.5228431)",
108993636,Комсомольская улица,tertiary,40,False,False,166.205,"LINESTRING (50.6819112 56.5240915, 50.6844885 56.5239988, 50.6846153 56.5239942)",
"[108993636, 109508702]",Комсомольская улица,tertiary,40,False,True,57.266,"LINESTRING (50.6819112 56.5240915, 50.6817136 56.52411, 50.6814148 56.5241567, 50.6809965 56.5241902)",yes
108989611,улица Карла Либкнехта,residential,,False,False,131.246,"LINESTRING (50.6846153 56.5239942, 50.6852955 56.5228751)",
108993636,Комсомольская улица,tertiary,40,False,True,166.205,"LINESTRING (50.6846153 56.5239942, 50.6844885 56.5239988, 50.6819112 56.5240915)",
"[108896393, 108896391]",улица Урицкого,tertiary,40,False,True,140.828,"LINESTRING (50.6809965 56.5241902, 50.6808284 56.5241151, 50.6807354 56.5239802, 50.680744 56.5238846, 50.6807702 56.5235961, 50.6807734 56.5235614, 50.6808091 56.5229782)",
109247213,Комсомольская улица,residential,,False,True,171.186,"LINESTRING (50.6809965 56.5241902, 50.680763 56.5242541, 50.6797786 56.5245103, 50.6793103 56.5246128, 50.6787696 56.5247329, 50.6784984 56.5247955, 50.678443 56.5248099)",
"[108993636, 109508702]",Комсомольская улица,tertiary,40,False,False,57.266,"LINESTRING (50.6809965 56.5241902, 50.6814148 56.5241567, 50.6817136 56.52411, 50.6819112 56.5240915)",yes
109084496,улица Урицкого,residential,,False,False,144.871,"LINESTRING (50.680933 56.5216772, 50.6808171 56.5228141, 50.6808091 56.5229782)",
109084496,улица Урицкого,residential,,False,True,145.569,"LINESTRING (50.680933 56.5216772, 50.6810574 56.5205674, 50.6810776 56.5203705)",
133175501,улица Фрунзе,residential,,False,True,317.80400000000003,"LINESTRING (50.680933 56.5216772, 50.6807251 56.5217207, 50.6762425 56.522755, 50.6761502 56.5227762)",
108906474,улица Карла Маркса,tertiary,40,False,False,128.013,"LINESTRING (50.6761502 56.5227762, 50.6769688 56.5238352)",
108906474,улица Карла Маркса,tertiary,40,False,True,133.341,"LINESTRING (50.6761502 56.5227762, 50.6752519 56.5216842)",
