osmid,oneway,highway,reversed,length,geometry,name,maxspeed
307935799,False,tertiary,True,49.875,"LINESTRING (57.7962236 58.0994515, 57.7962585 58.0993972, 57.7963001 58.09934, 57.7963506 58.0992929, 57.796405 58.0992543, 57.7964917 58.0992186, 57.7965821 58.0991886, 57.7966836 58.0991722, 57.7967905 58.0991643)",,
307935800,False,tertiary,False,64.307,"LINESTRING (57.7962236 58.0994515, 57.7961912 58.0993346, 57.7961655 58.0992345, 57.7961554 58.0991369, 57.7961496 58.0990063, 57.7961581 58.0988756)",,
307935798,False,secondary,False,49.278999999999996,"LINESTRING (57.7961581 58.0988756, 57.7963361 58.0989358, 57.7965693 58.09905, 57.7967905 58.0991643)",,
307935800,False,tertiary,True,64.307,"LINESTRING (57.7961581 58.0988756, 57.7961496 58.0990063, 57.7961554 58.0991369, 57.7961655 58.0992345, 57.7961912 58.0993346, 57.7962236 58.0994515)",,
45236944,False,secondary,False,66.353,"LINESTRING (57.7967905 58.0991643, 57.7979163 58.0992106)",улица Мира,
307935798,False,secondary,True,49.278999999999996,"LINESTRING (57.7967905 58.0991643, 57.7965693 58.09905, 57.7963361 58.0989358, 57.7961581 58.0988756)",,
307935799,False,tertiary,False,49.875,"LINESTRING (57.7967905 58.0991643, 57.7966836 58.0991722, 57.7965821 58.0991886, 57.7964917 58.0992186, 57.796405 58.0992543, 57.7963506 58.0992929, 57.7963001 58.09934, 57.7962585 58.0993972, 57.7962236 58.0994515)",,
44505114,False,tertiary,False,45.892,"LINESTRING (57.7999893 58.0956795, 57.7999641 58.096092)",улица Смышляева,
45236944,False,secondary,True,66.353,"LINESTRING (57.7979163 58.0992106, 57.7967905 58.0991643)",улица Мира,
45236928,True,tertiary,False,435.92599999999993,"LINESTRING (57.7979163 58.0992106, 57.798095 58.0984218, 57.7981601 58.0977001, 57.798166 58.0976308, 57.7982262 58.0969258, 57.798255 58.0965892, 57.7999893 58.0956795)",улица Коммунаров,
155929773,False,tertiary,False,87.62,"LINESTRING (57.7979163 58.0992106, 57.7988552 58.0992396, 57.799405 58.0992554)",улица Мира,
307941430,False,residential,True,85.386,"LINESTRING (57.7978221 58.1001933, 57.7992712 58.1002506)",улица Кирова,
452430068,True,secondary,False,109.412,"LINESTRING (57.7978221 58.1001933, 57.7979163 58.0992106)",улица Коммунаров,
44505114,False,tertiary,False,110.94,"LINESTRING (57.799405 58.0992554, 57.7992712 58.1002506)",улица Смышляева,
44505114,False,tertiary,True,353.29100000000005,"LINESTRING (57.799405 58.0992554, 57.799545 58.0983763, 57.7996597 58.0977349, 57.7999641 58.096092)",улица Смышляева,
155929773,False,tertiary,False,184.05200000000002,"LINESTRING (57.799405 58.0992554, 57.8007805 58.0993106, 57.8009426 58.0993164, 57.8025254 58.0993979)",улица Мира,
155929773,False,tertiary,True,87.62,"LINESTRING (57.799405 58.0992554, 57.7988552 58.0992396, 57.7979163 58.0992106)",улица Мира,
44505114,False,tertiary,True,110.94,"LINESTRING (57.7992712 58.1002506, 57.799405 58.0992554)",улица Смышляева,
307941430,False,residential,False,85.386,"LINESTRING (57.7992712 58.1002506, 57.7978221 58.1001933)",улица Кирова,
307938741,False,residential,True,183.574,"LINESTRING (57.7992712 58.1002506, 57.7999282 58.1002654, 57.8007016 58.1002964, 57.8023894 58.100351)",улица Кирова,
230688553,False,residential,True,95.947,"LINESTRING (57.802624 58.0985366, 57.8025254 58.0993979)",Советская улица,
379035977,False,residential,False,25.387,"LINESTRING (57.802624 58.0985366, 57.8021939 58.098515)",,
379035977,False,residential,True,49.656,"LINESTRING (57.802624 58.0985366, 57.8034672 58.098566)",,
"[230688553, 379035974]",False,residential,"[False, True]",169.896,"LINESTRING (57.802624 58.0985366, 57.8028545 58.0972861, 57.8023411 58.0972765)",Советская улица,20
230688553,False,residential,False,95.947,"LINESTRING (57.8025254 58.0993979, 57.802624 58.0985366)",Советская улица,
230688553,False,residential,True,106.281,"LINESTRING (57.8025254 58.0993979, 57.8023894 58.100351)",Советская улица,
155929773,False,tertiary,True,184.05200000000002,"LINESTRING (57.8025254 58.0993979, 57.8009426 58.0993164, 57.8007805 58.0993106, 57.799405 58.0992554)",улица Мира,
230688553,False,residential,False,106.281,"LINESTRING (57.8023894 58.100351, 57.8025254 58.0993979)",Советская улица,
307938741,False,residential,False,183.574,"LINESTRING (57.8023894 58.100351, 57.8007016 58.1002964, 57.7999282 58.1002654, 57.7992712 58.1002506)",улица Кирова,
44505114,False,tertiary,True,45.892,"LINESTRING (57.7999641 58.096092, 57.7999893 58.0956795)",улица Смышляева,
44505114,False,tertiary,False,353.291,"LINESTRING (57.7999641 58.096092, 57.7996597 58.0977349, 57.799545 58.0983763, 57.799405 58.0992554)",улица Смышляева,
379035974,False,residential,False,138.476,"LINESTRING (57.8011141 58.0977829, 57.801233 58.0970293, 57.8015158 58.0970152, 57.8017941 58.0970643, 57.8019355 58.0972324)",Советская улица,20
379035974,False,residential,False,26.145000000000003,"LINESTRING (57.8019355 58.0972324, 57.8019797 58.0972697, 57.8023411 58.0972765)",Советская улица,20
379035974,False,residential,True,138.476,"LINESTRING (57.8019355 58.0972324, 57.8017941 58.0970643, 57.8015158 58.0970152, 57.801233 58.0970293, 57.8011141 58.0977829)",Советская улица,20
"[379035977, 379035980]",False,residential,True,165.062,"LINESTRING (57.8019355 58.0972324, 57.8017869 58.0984987, 57.8021939 58.098515)",Советская улица,20
379035977,False,residential,True,25.387,"LINESTRING (57.8021939 58.098515, 57.802624 58.0985366)",,
379035979,False,residential,False,137.986,"LINESTRING (57.8021939 58.098515, 57.8023411 58.0972765)",Советская улица,20
"[379035977, 379035980]",False,residential,False,165.062,"LINESTRING (57.8021939 58.098515, 57.8017869 58.0984987, 57.8019355 58.0972324)",Советская улица,20
379035979,False,residential,True,137.986,"LINESTRING (57.8023411 58.0972765, 57.8021939 58.098515)",Советская улица,20
"[230688553, 379035974]",False,residential,"[False, True]",169.896,"LINESTRING (57.8023411 58.0972765, 57.8028545 58.0972861, 57.802624 58.0985366)",Советская улица,20
379035974,False,residential,True,26.145000000000003,"LINESTRING (57.8023411 58.0972765, 57.8019797 58.0972697, 57.8019355 58.0972324)",Советская улица,20
379035977,False,residential,False,49.656,"LINESTRING (57.8034672 58.098566, 57.802624 58.0985366)",,
385751890,False,residential,False,140.746,"LINESTRING (57.8034672 58.098566, 57.803639 58.0973035)",улица Оборина,20
"[379035977, 385751891]",False,residential,"[False, True]",214.88400000000001,"LINESTRING (57.8034672 58.098566, 57.8044074 58.0986036, 57.8045756 58.097257, 57.8045862 58.0971725)",улица Оборина,20
385751890,False,residential,True,140.746,"LINESTRING (57.803639 58.0973035, 57.8034672 58.098566)",улица Оборина,20
"[379035977, 385751891]",False,residential,"[False, True]",214.88400000000001,"LINESTRING (57.8045862 58.0971725, 57.8045756 58.097257, 57.8044074 58.0986036, 57.8034672 58.098566)",улица Оборина,20
