osmid,name,highway,oneway,reversed,length,lanes,bridge,geometry
133485742,Северная улица,tertiary,False,False,40.054,,,"LINESTRING (57.3898988 57.1490392, 57.390061 57.1493885)"
"[134101999, 134101998, 45271863]",улица Калинина,secondary,False,False,241.119,2,yes,"LINESTRING (57.3898988 57.1490392, 57.3901479 57.1476956, 57.390169 57.1475791, 57.3902737 57.1469991, 57.3903073 57.1468823)"
45271862,Колхозная улица,secondary,False,True,37.179,2,,"LINESTRING (57.3908015 57.1466825, 57.3903073 57.1468823)"
45271862,Колхозная улица,secondary,False,False,288.061,2,,"LINESTRING (57.3908015 57.1466825, 57.3915372 57.1465199, 57.3919241 57.146359, 57.3921766 57.1462263, 57.3924189 57.1460416, 57.3925118 57.1458414, 57.3925658 57.1454818, 57.3929034 57.1445899)"
740782443,,unclassified,False,True,238.733,,,"LINESTRING (57.3908015 57.1466825, 57.3920384 57.1468289, 57.3934829 57.1470155, 57.3936843 57.1470415, 57.3946817 57.1470044)"
133485742,Северная улица,tertiary,False,False,14.602,,,"LINESTRING (57.3905579 57.1502473, 57.390482 57.150372)"
133484573,улица Золина,residential,False,True,123.307,,,"LINESTRING (57.3905579 57.1502473, 57.3902443 57.1501344, 57.3887087 57.1497812)"
133485742,Северная улица,tertiary,False,True,100.146,,,"LINESTRING (57.3905579 57.1502473, 57.3905285 57.1501676, 57.39046 57.1500589, 57.3903292 57.1498375, 57.390061 57.1493885)"
171641859,улица Карла Маркса,tertiary,False,False,166.463,,,"LINESTRING (57.3903828 57.1426566, 57.3892303 57.1440168)"
45271864,улица Мичурина,residential,False,False,204.57399999999998,,,"LINESTRING (57.3903828 57.1426566, 57.3914442 57.1428696, 57.3936568 57.1431176)"
45271864,улица Мичурина,residential,False,True,180.515,,,"LINESTRING (57.3903828 57.1426566, 57.3896011 57.1425113, 57.3887101 57.1424138, 57.3878756 57.1422883, 57.387497 57.1422354)"
44329919,Первомайская улица,residential,False,False,86.292,,,"LINESTRING (57.3885813 57.146053, 57.3872201 57.1458144)"
133485116,,tertiary,False,False,160.718,,,"LINESTRING (57.3885813 57.146053, 57.3892499 57.1462218, 57.3898957 57.1463381, 57.390202 57.1464038, 57.3903509 57.1465754, 57.3903073 57.1468823)"
171641859,улица Карла Маркса,tertiary,False,True,146.308,,,"LINESTRING (57.3885813 57.146053, 57.3883698 57.1458499, 57.3882347 57.145565, 57.3882459 57.1453931, 57.3883361 57.145212, 57.3886719 57.1448239)"
45271862,Колхозная улица,secondary,False,False,37.179,2,,"LINESTRING (57.3903073 57.1468823, 57.3908015 57.1466825)"
133485116,,tertiary,False,True,160.718,,,"LINESTRING (57.3903073 57.1468823, 57.3903509 57.1465754, 57.390202 57.1464038, 57.3898957 57.1463381, 57.3892499 57.1462218, 57.3885813 57.146053)"
"[45271863, 134101998, 134101999]",улица Калинина,secondary,False,True,241.119,2,yes,"LINESTRING (57.3903073 57.1468823, 57.3902737 57.1469991, 57.390169 57.1475791, 57.3901479 57.1476956, 57.3898988 57.1490392)"
45271862,Колхозная улица,secondary,False,True,124.802,2,,"LINESTRING (57.3936568 57.1431176, 57.3931157 57.1442009)"
45271864,улица Мичурина,residential,False,False,188.791,,,"LINESTRING (57.3936568 57.1431176, 57.3966579 57.1435988)"
45271864,улица Мичурина,residential,False,True,204.57399999999998,,,"LINESTRING (57.3936568 57.1431176, 57.3914442 57.1428696, 57.3903828 57.1426566)"
171641859,улица Карла Маркса,tertiary,False,True,166.463,,,"LINESTRING (57.3892303 57.1440168, 57.3903828 57.1426566)"
134138260,улица Кирова,tertiary,False,False,231.073,,,"LINESTRING (57.3892303 57.1440168, 57.3907955 57.1443254, 57.3913963 57.1444211, 57.3929034 57.1445899)"
171641859,улица Карла Маркса,tertiary,False,False,95.85900000000001,,,"LINESTRING (57.3892303 57.1440168, 57.388864 57.1445457, 57.3886719 57.1448239)"
45271862,Колхозная улица,secondary,False,False,45.111,2,,"LINESTRING (57.3929034 57.1445899, 57.3931157 57.1442009)"
134138261,улица Кирова,tertiary,False,False,147.147,,,"LINESTRING (57.3929034 57.1445899, 57.3951933 57.1450458)"
45271862,Колхозная улица,secondary,False,True,288.061,2,,"LINESTRING (57.3929034 57.1445899, 57.3925658 57.1454818, 57.3925118 57.1458414, 57.3924189 57.1460416, 57.3921766 57.1462263, 57.3919241 57.146359, 57.3915372 57.1465199, 57.3908015 57.1466825)"
134138260,улица Кирова,tertiary,False,True,231.073,,,"LINESTRING (57.3929034 57.1445899, 57.3913963 57.1444211, 57.3907955 57.1443254, 57.3892303 57.1440168)"
