osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry,bridge
439444010,5,46Н-12479,улица Чехова,secondary,False,False,74.591,,"LINESTRING (37.4521827 55.1424396, 37.4532902 55.1422175)",
"[466035250, 187030199]",4,46К-2003,Московская улица,primary,False,True,238.24399999999997,60,"LINESTRING (37.4521827 55.1424396, 37.4522365 55.1425495, 37.4526111 55.1433156, 37.4529046 55.14389, 37.4532563 55.1443712, 37.4533325 55.1444756)",
466035251,4,46К-2003,,primary,False,False,112.354,60,"LINESTRING (37.4521827 55.1424396, 37.4521109 55.1422876, 37.4517168 55.1414649)",
"[466035250, 187030199]",4,46К-2003,Московская улица,primary,False,False,238.244,60,"LINESTRING (37.4533325 55.1444756, 37.4532563 55.1443712, 37.4529046 55.14389, 37.4526111 55.1433156, 37.4522365 55.1425495, 37.4521827 55.1424396)",
466319689,3,46Н-12480,Колхозная улица,secondary,False,True,85.402,RU:urban,"LINESTRING (37.4533325 55.1444756, 37.4531246 55.1445268, 37.4520818 55.1447564)",
26522454,2,46К-2132,улица Пушкина,secondary,False,False,226.54200000000003,60,"LINESTRING (37.4510065 55.1389523, 37.4506717 55.138969, 37.4493996 55.1391647, 37.4487923 55.1392612, 37.4477162 55.1394108, 37.4475432 55.1394145)",
"[25717009, 318054299, 318054300]",4,46К-2003,,primary,False,True,283.514,60,"LINESTRING (37.4510065 55.1389523, 37.4510401 55.1391244, 37.4512456 55.1402224, 37.4514015 55.1407459, 37.451617 55.1412409, 37.4516686 55.1413568, 37.4517168 55.1414649)",yes
26522454,2,46К-2132,улица Пушкина,secondary,False,True,28.955,60,"LINESTRING (37.4471004 55.1393669, 37.4472903 55.1394068, 37.4475432 55.1394145)",
39464406,4,46Н-12479,улица Чехова,secondary,False,False,204.254,,"LINESTRING (37.4551366 55.1417232, 37.4557349 55.1415803, 37.4561942 55.1414786, 37.4563911 55.141435, 37.4570425 55.1412845, 37.4574284 55.1411886, 37.4581462 55.1410899)",
115595879,2,,улица Дружбы,tertiary,True,False,321.704,,"LINESTRING (37.4551366 55.1417232, 37.455141 55.1417969, 37.455137 55.1420698, 37.4552605 55.1422886, 37.4553901 55.1424585, 37.4556108 55.1426658, 37.4560714 55.1429264, 37.4567531 55.1432495, 37.4570657 55.1433504, 37.4575717 55.1434885, 37.4582736 55.1437635)",
342675562,2,,Речной тупик,residential,False,True,154.85399999999998,,"LINESTRING (37.4551366 55.1417232, 37.455093 55.1416628, 37.454895 55.141356, 37.4542894 55.1404175)",
646908835,4,46Н-12479,улица Чехова,secondary,False,True,129.698,,"LINESTRING (37.4551366 55.1417232, 37.4548315 55.141796, 37.4544967 55.1418784, 37.4540008 55.1420005, 37.4532902 55.1422175)",
376864701,2,,,residential,False,False,74.908,,"LINESTRING (37.4528812 55.1414577, 37.4524692 55.1414183, 37.4523042 55.1414283, 37.4518344 55.1414736, 37.4517168 55.1414649)",
439444010,5,46Н-12479,улица Чехова,secondary,False,True,74.591,,"LINESTRING (37.4532902 55.1422175, 37.4521827 55.1424396)",
646908835,4,46Н-12479,улица Чехова,secondary,False,False,129.698,,"LINESTRING (37.4532902 55.1422175, 37.4540008 55.1420005, 37.4544967 55.1418784, 37.4548315 55.141796, 37.4551366 55.1417232)",
439444001,1,,Московская улица,tertiary,False,True,21.684,,"LINESTRING (37.4548188 55.144805, 37.4548534 55.144999)",
115712199,2,,Первомайская улица,tertiary,True,False,304.22999999999996,,"LINESTRING (37.4548188 55.144805, 37.4546801 55.1446015, 37.4545999 55.1444837, 37.4545892 55.144468, 37.4540867 55.1437303, 37.4537373 55.1431123, 37.4535166 55.142715, 37.4533074 55.1423383, 37.4532902 55.1422175)",
439444007,1,,улица Дружбы,tertiary,True,False,44.948,,"LINESTRING (37.4582736 55.1437635, 37.4585657 55.1438914, 37.4587324 55.1440603)",
439444008,1,,улица Дружбы,tertiary,True,False,29.537,,"LINESTRING (37.4582736 55.1437635, 37.4583149 55.1439056, 37.4581878 55.1440031)",
439444006,2,,улица Дружбы,tertiary,True,False,222.14,,"LINESTRING (37.4581878 55.1440031, 37.4581078 55.1440313, 37.4577947 55.1441348, 37.4571845 55.144325, 37.4569749 55.1443861, 37.4568748 55.1444146, 37.4563732 55.1445576, 37.4559729 55.1446782, 37.4553418 55.1448464, 37.4551649 55.1448913, 37.4551503 55.144895, 37.4550717 55.1448977)",
115595873,1,,улица Дружбы,tertiary,True,False,35.684,,"LINESTRING (37.4587324 55.1440603, 37.4584899 55.1440078, 37.4581878 55.1440031)",
439444001,1,,Московская улица,tertiary,False,False,21.684,,"LINESTRING (37.4548534 55.144999, 37.4548188 55.144805)",
115595815,1,,,tertiary,False,True,18.94,,"LINESTRING (37.4548534 55.144999, 37.4548958 55.144947, 37.4549617 55.1449203, 37.4550717 55.1448977)",
115595815,1,,,tertiary,False,False,18.939999999999998,,"LINESTRING (37.4550717 55.1448977, 37.4549617 55.1449203, 37.4548958 55.144947, 37.4548534 55.144999)",
439444009,1,,улица Дружбы,tertiary,True,False,19.477,,"LINESTRING (37.4550717 55.1448977, 37.4549949 55.1448833, 37.4549209 55.1448622, 37.4548188 55.144805)",
39464406,4,46Н-12479,улица Чехова,secondary,False,True,130.826,,"LINESTRING (37.4600775 55.1414614, 37.4586312 55.1411088, 37.4581462 55.1410899)",
115595826,2,,Солнышевская улица,tertiary,False,False,18.296,60,"LINESTRING (37.4581462 55.1410899, 37.458333 55.1409647)",
39464406,4,46Н-12479,улица Чехова,secondary,False,False,130.826,,"LINESTRING (37.4581462 55.1410899, 37.4586312 55.1411088, 37.4600775 55.1414614)",
39464406,4,46Н-12479,улица Чехова,secondary,False,True,204.25399999999996,,"LINESTRING (37.4581462 55.1410899, 37.4574284 55.1411886, 37.4570425 55.1412845, 37.4563911 55.141435, 37.4561942 55.1414786, 37.4557349 55.1415803, 37.4551366 55.1417232)",
116852442,2,,Почтовая улица,residential,False,False,306.351,,"LINESTRING (37.4520818 55.1447564, 37.4518245 55.1444243, 37.4512732 55.1437204, 37.4511207 55.1435127, 37.4509744 55.1433135, 37.450821 55.1431046, 37.4507412 55.1429562, 37.4507656 55.1428322, 37.4512556 55.1426774, 37.4518112 55.1425236)",
116852442,2,,Почтовая улица,residential,False,True,173.09300000000002,,"LINESTRING (37.4520818 55.1447564, 37.4525984 55.145363, 37.4532068 55.1460886, 37.4532696 55.1461572)",
116940449,2,46Н-12480,Колхозная улица,secondary,False,True,283.507,RU:urban,"LINESTRING (37.4520818 55.1447564, 37.4516872 55.1448586, 37.4511971 55.1450764, 37.4506325 55.1454104, 37.4501066 55.1458794, 37.4491482 55.1466258)",
466319689,3,46Н-12480,Колхозная улица,secondary,False,False,85.402,RU:urban,"LINESTRING (37.4520818 55.1447564, 37.4531246 55.1445268, 37.4533325 55.1444756)",
116852446,2,,Малая Почтовая улица,residential,False,False,42.039,,"LINESTRING (37.4491482 55.1466258, 37.4494502 55.1468469, 37.4495755 55.1469132)",
116940449,2,46Н-12480,Колхозная улица,secondary,False,False,283.507,RU:urban,"LINESTRING (37.4491482 55.1466258, 37.4501066 55.1458794, 37.4506325 55.1454104, 37.4511971 55.1450764, 37.4516872 55.1448586, 37.4520818 55.1447564)",
118219901,2,,Речной тупик,residential,False,True,137.164,,"LINESTRING (37.457208 55.1399349, 37.4572377 55.1399663, 37.4581212 55.1408977, 37.458333 55.1409647)",
115595826,2,,Солнышевская улица,tertiary,False,True,18.296,60,"LINESTRING (37.458333 55.1409647, 37.4581462 55.1410899)",
118219901,2,,Речной тупик,residential,False,False,137.164,,"LINESTRING (37.458333 55.1409647, 37.4581212 55.1408977, 37.4572377 55.1399663, 37.457208 55.1399349)",
116852442,2,,Почтовая улица,residential,False,True,306.351,,"LINESTRING (37.4518112 55.1425236, 37.4512556 55.1426774, 37.4507656 55.1428322, 37.4507412 55.1429562, 37.450821 55.1431046, 37.4509744 55.1433135, 37.4511207 55.1435127, 37.4512732 55.1437204, 37.4518245 55.1444243, 37.4520818 55.1447564)",
116852442,2,,Почтовая улица,residential,False,False,173.09300000000002,,"LINESTRING (37.4532696 55.1461572, 37.4532068 55.1460886, 37.4525984 55.145363, 37.4520818 55.1447564)",
"[25717009, 318054299, 318054300]",4,46К-2003,,primary,False,False,283.514,60,"LINESTRING (37.4517168 55.1414649, 37.4516686 55.1413568, 37.451617 55.1412409, 37.4514015 55.1407459, 37.4512456 55.1402224, 37.4510401 55.1391244, 37.4510065 55.1389523)",yes
376864701,2,,,residential,False,True,74.908,,"LINESTRING (37.4517168 55.1414649, 37.4518344 55.1414736, 37.4523042 55.1414283, 37.4524692 55.1414183, 37.4528812 55.1414577)",
466035251,4,46К-2003,,primary,False,True,112.354,60,"LINESTRING (37.4517168 55.1414649, 37.4521109 55.1422876, 37.4521827 55.1424396)",
342675562,2,,Речной тупик,residential,False,False,154.85399999999998,,"LINESTRING (37.4542894 55.1404175, 37.454895 55.141356, 37.455093 55.1416628, 37.4551366 55.1417232)",
26522454,2,46К-2132,улица Пушкина,secondary,False,False,28.955,60,"LINESTRING (37.4475432 55.1394145, 37.4472903 55.1394068, 37.4471004 55.1393669)",
26522454,2,46К-2132,улица Пушкина,secondary,False,True,226.54200000000003,60,"LINESTRING (37.4475432 55.1394145, 37.4477162 55.1394108, 37.4487923 55.1392612, 37.4493996 55.1391647, 37.4506717 55.138969, 37.4510065 55.1389523)",
363609503,2,,Малая Почтовая улица,residential,False,True,119.015,,"LINESTRING (37.4511014 55.1465229, 37.4509327 55.1464191, 37.4499897 55.1468303, 37.4495755 55.1469132)",
116852446,2,,Малая Почтовая улица,residential,False,True,42.039,,"LINESTRING (37.4495755 55.1469132, 37.4494502 55.1468469, 37.4491482 55.1466258)",
363609503,2,,Малая Почтовая улица,residential,False,False,119.015,,"LINESTRING (37.4495755 55.1469132, 37.4499897 55.1468303, 37.4509327 55.1464191, 37.4511014 55.1465229)",
