osmid,oneway,lanes,ref,name,highway,reversed,length,geometry
261404281,False,2,80К-004,улица Ибрагимова,primary,True,149.563,"LINESTRING (58.5995509 55.402851, 58.5982005 55.4039561)"
131610263,False,2,,переулок Салавата,tertiary,True,145.51,"LINESTRING (58.5995509 55.402851, 58.5999177 55.4029006, 58.6004478 55.4030191, 58.6017401 55.4032559)"
44113107,False,,,улица Ленина,residential,False,71.006,"LINESTRING (58.6069822 55.4042375, 58.6066635 55.4048499)"
131610263,False,2,,переулок Салавата,tertiary,False,82.18,"LINESTRING (58.6069822 55.4042375, 58.6057567 55.4039884)"
44113108,False,,,улица Салавата,residential,True,157.01,"LINESTRING (58.603358 55.4035357, 58.6027453 55.4049042)"
131610263,False,2,,переулок Салавата,tertiary,False,106.781,"LINESTRING (58.603358 55.4035357, 58.6017401 55.4032559)"
131610263,False,2,,переулок Салавата,tertiary,True,159.59,"LINESTRING (58.603358 55.4035357, 58.6057567 55.4039884)"
261404281,False,2,80К-004,улица Ибрагимова,primary,False,121.307,"LINESTRING (58.5959758 55.4057362, 58.5971042 55.4048532)"
261404281,False,2,80К-004,улица Ибрагимова,primary,True,116.072,"LINESTRING (58.5959758 55.4057362, 58.5956188 55.4060198, 58.5949066 55.4065854)"
106748689,False,,,улица Шафиева,residential,False,160.774,"LINESTRING (58.6013257 55.4046825, 58.6017401 55.4032559)"
765383132,False,,,переулок Шафиева,residential,False,92.953,"LINESTRING (58.6013257 55.4046825, 58.6027453 55.4049042)"
765383132,False,,,переулок Шафиева,residential,True,213.435,"LINESTRING (58.6013257 55.4046825, 58.6007631 55.4045876, 58.5987707 55.4041038, 58.5986646 55.404078, 58.5982005 55.4039561)"
106748665,False,,,,residential,False,102.914,"LINESTRING (58.5946496 55.4024134, 58.5957515 55.4017314)"
106748665,False,,,,residential,True,107.645,"LINESTRING (58.5946496 55.4024134, 58.5936867 55.4032123)"
106748693,False,,,улица Гагарина,residential,False,231.01500000000001,"LINESTRING (58.6064644 55.4019501, 58.6062449 55.4025528, 58.6057567 55.4039884)"
131610263,False,2,,переулок Салавата,tertiary,False,159.59,"LINESTRING (58.6057567 55.4039884, 58.603358 55.4035357)"
131610263,False,2,,переулок Салавата,tertiary,True,82.18,"LINESTRING (58.6057567 55.4039884, 58.6069822 55.4042375)"
106748693,False,,,улица Гагарина,residential,True,231.01500000000001,"LINESTRING (58.6057567 55.4039884, 58.6062449 55.4025528, 58.6064644 55.4019501)"
106748668,False,,,улица Мира,residential,False,282.57,"LINESTRING (58.5971042 55.4048532, 58.5936867 55.4032123)"
261404281,False,2,80К-004,улица Ибрагимова,primary,False,121.414,"LINESTRING (58.5971042 55.4048532, 58.5982005 55.4039561)"
261404281,False,2,80К-004,улица Ибрагимова,primary,True,121.307,"LINESTRING (58.5971042 55.4048532, 58.5959758 55.4057362)"
106748689,False,,,улица Шафиева,residential,True,160.774,"LINESTRING (58.6017401 55.4032559, 58.6013257 55.4046825)"
131610263,False,2,,переулок Салавата,tertiary,True,106.781,"LINESTRING (58.6017401 55.4032559, 58.603358 55.4035357)"
131610263,False,2,,переулок Салавата,tertiary,False,145.51000000000002,"LINESTRING (58.6017401 55.4032559, 58.6004478 55.4030191, 58.5999177 55.4029006, 58.5995509 55.402851)"
106748665,False,,,,residential,True,102.914,"LINESTRING (58.5957515 55.4017314, 58.5946496 55.4024134)"
106748665,False,,,,residential,False,107.645,"LINESTRING (58.5936867 55.4032123, 58.5946496 55.4024134)"
106748668,False,,,улица Мира,residential,True,282.57,"LINESTRING (58.5936867 55.4032123, 58.5971042 55.4048532)"
261404281,False,2,80К-004,улица Ибрагимова,primary,False,180.117,"LINESTRING (58.5933227 55.4079327, 58.5949066 55.4065854)"
261404281,False,2,80К-004,улица Ибрагимова,primary,True,201.789,"LINESTRING (58.5933227 55.4079327, 58.5914744 55.4094133)"
812787666,False,,,Крупская улица,residential,True,282.351,"LINESTRING (58.5933227 55.4079327, 58.5949159 55.4089733, 58.5962715 55.4098419)"
261404281,False,2,80К-004,улица Ибрагимова,primary,True,180.117,"LINESTRING (58.5949066 55.4065854, 58.5933227 55.4079327)"
106748695,False,,,Советская улица,unclassified,True,447.86,"LINESTRING (58.5949066 55.4065854, 58.5953668 55.4068187, 58.5959648 55.4071269, 58.5966425 55.4074499, 58.5974578 55.4078826, 58.5987313 55.4085318, 58.5995218 55.4089785, 58.600272 55.4091955)"
261404281,False,2,80К-004,улица Ибрагимова,primary,False,116.072,"LINESTRING (58.5949066 55.4065854, 58.5956188 55.4060198, 58.5959758 55.4057362)"
812787666,False,,,Крупская улица,residential,False,282.351,"LINESTRING (58.5962715 55.4098419, 58.5949159 55.4089733, 58.5933227 55.4079327)"
44113107,False,,,улица Ленина,residential,True,64.684,"LINESTRING (58.6047841 55.4081587, 58.6051074 55.4076067)"
44113107,False,,,улица Ленина,residential,False,127.703,"LINESTRING (58.6047841 55.4081587, 58.6041833 55.4092168, 58.6041636 55.4092518)"
44113107,False,,,улица Ленина,residential,False,126.972,"LINESTRING (58.6057423 55.4065232, 58.6051074 55.4076067)"
44113107,False,,,улица Ленина,residential,True,194.94099999999997,"LINESTRING (58.6057423 55.4065232, 58.6060174 55.4060236, 58.6066635 55.4048499)"
106748695,False,,,Советская улица,unclassified,False,149.42,"LINESTRING (58.6020143 55.4100674, 58.601792 55.409852, 58.6014754 55.4097221, 58.6004835 55.409357, 58.600272 55.4091955)"
44113107,False,,,улица Ленина,residential,True,71.006,"LINESTRING (58.6066635 55.4048499, 58.6069822 55.4042375)"
44113107,False,,,улица Ленина,residential,False,194.94099999999997,"LINESTRING (58.6066635 55.4048499, 58.6060174 55.4060236, 58.6057423 55.4065232)"
44113108,False,,,улица Салавата,residential,False,503.77,"LINESTRING (58.600272 55.4091955, 58.6006295 55.408891, 58.6011691 55.40788, 58.6012077 55.4078132, 58.6016572 55.4070352, 58.6025346 55.4053749, 58.6027453 55.4049042)"
106748695,False,,,Советская улица,unclassified,False,447.86000000000007,"LINESTRING (58.600272 55.4091955, 58.5995218 55.4089785, 58.5987313 55.4085318, 58.5974578 55.4078826, 58.5966425 55.4074499, 58.5959648 55.4071269, 58.5953668 55.4068187, 58.5949066 55.4065854)"
106748695,False,,,Советская улица,unclassified,True,149.42,"LINESTRING (58.600272 55.4091955, 58.6004835 55.409357, 58.6014754 55.4097221, 58.601792 55.409852, 58.6020143 55.4100674)"
1241938447,False,,,,living_street,False,57.0,"LINESTRING (58.6026747 55.4081575, 58.601815 55.4080008)"
1241938447,False,,,,living_street,True,5.429,"LINESTRING (58.6026747 55.4081575, 58.6026548 55.408205)"
1241938437,False,,,,living_street,False,45.018,"LINESTRING (58.6026747 55.4081575, 58.602827 55.4080138, 58.6030044 55.4077991)"
44113107,False,,,улица Ленина,residential,False,64.684,"LINESTRING (58.6051074 55.4076067, 58.6047841 55.4081587)"
44113107,False,,,улица Ленина,residential,True,126.972,"LINESTRING (58.6051074 55.4076067, 58.6057423 55.4065232)"
765380422,False,,,улица Микрорайон,residential,True,208.271,"LINESTRING (58.6051074 55.4076067, 58.6019337 55.4070952)"
261404281,False,2,80К-004,улица Ибрагимова,primary,False,201.789,"LINESTRING (58.5914744 55.4094133, 58.5933227 55.4079327)"
44113108,False,,,улица Салавата,residential,False,157.01,"LINESTRING (58.6027453 55.4049042, 58.603358 55.4035357)"
765383132,False,,,переулок Шафиева,residential,True,92.953,"LINESTRING (58.6027453 55.4049042, 58.6013257 55.4046825)"
44113108,False,,,улица Салавата,residential,True,503.77,"LINESTRING (58.6027453 55.4049042, 58.6025346 55.4053749, 58.6016572 55.4070352, 58.6012077 55.4078132, 58.6011691 55.40788, 58.6006295 55.408891, 58.600272 55.4091955)"
261404281,False,2,80К-004,улица Ибрагимова,primary,False,149.563,"LINESTRING (58.5982005 55.4039561, 58.5995509 55.402851)"
261404281,False,2,80К-004,улица Ибрагимова,primary,True,121.414,"LINESTRING (58.5982005 55.4039561, 58.5971042 55.4048532)"
765383132,False,,,переулок Шафиева,residential,False,213.435,"LINESTRING (58.5982005 55.4039561, 58.5986646 55.404078, 58.5987707 55.4041038, 58.6007631 55.4045876, 58.6013257 55.4046825)"
765380422,False,,,улица Микрорайон,residential,False,208.271,"LINESTRING (58.6019337 55.4070952, 58.6051074 55.4076067)"
