osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge
"[770781316, 770781340]",улица Пушкина,residential,False,True,615.7990000000001,"LINESTRING (47.0565809 42.5060801, 47.0568033 42.5061043, 47.0570196 42.5061106, 47.0571497 42.5060931, 47.0572933 42.5060595, 47.0573997 42.5060184, 47.0575129 42.5060172, 47.0576515 42.5060271, 47.057812 42.5060134, 47.0578627 42.5060022, 47.0579742 42.5059461, 47.0580283 42.5059138, 47.0581219 42.5058316, 47.0582292 42.5057822, 47.0583821 42.5057802, 47.0585243 42.5057743, 47.0586396 42.5057743, 47.0587978 42.5057526, 47.0590258 42.5057071, 47.0592726 42.5056398, 47.0593616 42.5055642, 47.0597479 42.5052577, 47.0599222 42.5050856, 47.0601448 42.5048622, 47.0605093 42.504446, 47.0608607 42.5040525, 47.0613784 42.5034375, 47.0619096 42.5028219)",,,
917170294,улица Нахибашева,secondary,False,True,542.9900000000001,"LINESTRING (47.0565809 42.5060801, 47.0568179 42.5056455, 47.0576467 42.5045062, 47.0577404 42.5042261, 47.0579674 42.5039536, 47.0585998 42.5036678, 47.0589254 42.5034527, 47.0592713 42.5031475, 47.0600639 42.5021873, 47.0602249 42.5021557)",2,60,
148948179,улица Нахибашева,secondary,False,False,86.42,"LINESTRING (47.0591839 42.5000166, 47.0591106 42.5003797, 47.0591489 42.5005069, 47.0593363 42.5007502)",,40,
776587997,,tertiary,False,True,17.546,"LINESTRING (47.0602249 42.5021557, 47.0603257 42.5022949)",,,
917170294,улица Нахибашева,secondary,False,False,542.99,"LINESTRING (47.0602249 42.5021557, 47.0600639 42.5021873, 47.0592713 42.5031475, 47.0589254 42.5034527, 47.0585998 42.5036678, 47.0579674 42.5039536, 47.0577404 42.5042261, 47.0576467 42.5045062, 47.0568179 42.5056455, 47.0565809 42.5060801)",2,60,
"[226842990, 1239471230]",,secondary,False,True,55.328,"LINESTRING (47.0602249 42.5021557, 47.0601484 42.5020192, 47.060017 42.501683)",,,yes
226687175,Молодёжная улица,residential,False,False,16.748,"LINESTRING (47.0571535 42.4987397, 47.0572932 42.4988496)",,,
226688433,Хунзахская улица,residential,False,False,47.82000000000001,"LINESTRING (47.0571535 42.4987397, 47.0570487 42.4988915, 47.0569082 42.4990448, 47.0568546 42.4991082)",,,
226687175,Молодёжная улица,residential,False,False,56.037,"LINESTRING (47.0593701 42.5018458, 47.060017 42.501683)",,,
226687178,Улинская улица,residential,False,False,47.42,"LINESTRING (47.0593701 42.5018458, 47.0588317 42.5020017)",,,
