osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width
750676379,2,46К-1410,Центральная улица,tertiary,60,False,False,117.023,"LINESTRING (37.2062758 55.6372613, 37.2068569 55.6382613)",
80414845,,,улица Белинского,residential,40,False,False,29.844,"LINESTRING (37.2062758 55.6372613, 37.2061973 55.6373149, 37.2059727 55.6374681)",
"[750676378, 750676379]",2,46К-1410,Центральная улица,tertiary,"['20', '60']",False,True,94.852,"LINESTRING (37.2062758 55.6372613, 37.2062228 55.6371279, 37.2062119 55.6371007, 37.206165 55.636983, 37.2060803 55.6367321, 37.2060369 55.6364207)",
80415851,,,улица Чайковского,residential,,False,True,198.747,"LINESTRING (37.2080438 55.6435552, 37.206 55.6421898)",
958660016,2,46К-1410,Центральная улица,tertiary,40,False,False,30.729,"LINESTRING (37.2080438 55.6435552, 37.2076916 55.6437472)",
958660016,2,46К-1410,Центральная улица,tertiary,40,False,True,111.236,"LINESTRING (37.2080438 55.6435552, 37.2085391 55.6432143, 37.2086765 55.6430948, 37.2087875 55.6429782, 37.2088872 55.6428489, 37.2089334 55.6427713, 37.2089619 55.6427116)",
750676379,2,46К-1410,Центральная улица,tertiary,60,False,True,117.023,"LINESTRING (37.2068569 55.6382613, 37.2062758 55.6372613)",
"[80429353, 761454797]",,,Лесной переулок,residential,"['20', '40']",False,False,152.199,"LINESTRING (37.2068569 55.6382613, 37.206951 55.638242, 37.2070318 55.6382273, 37.2070516 55.6382237, 37.2071693 55.6382024, 37.2072525 55.6381873, 37.2085753 55.6379474, 37.2091645 55.6378406)",
750676379,2,46К-1410,Центральная улица,tertiary,60,False,False,307.505,"LINESTRING (37.2068569 55.6382613, 37.2081695 55.6404353, 37.2084488 55.6408767)",
80414983,,,Пионерская улица,residential,60,False,True,67.527,"LINESTRING (37.2095776 55.6364292, 37.2085017 55.6364274)",4
