osmid,highway,oneway,reversed,length,lanes,name,geometry
117790335,residential,False,False,189.58,,,"LINESTRING (44.6347353 48.9318676, 44.6365815 48.9306694)"
115088300,tertiary,False,False,186.40500000000003,2,улица Ленина,"LINESTRING (44.6347353 48.9318676, 44.6342647 48.9315361, 44.6337444 48.9310745, 44.6334679 48.9308267, 44.6331899 48.9305382)"
115088300,tertiary,False,True,163.30200000000002,2,улица Ленина,"LINESTRING (44.6347353 48.9318676, 44.6352379 48.9321465, 44.6364731 48.9327912)"
117790352,residential,False,True,293.01099999999997,,Молодёжная улица,"LINESTRING (44.6347353 48.9318676, 44.6326612 48.9331932, 44.6320678 48.933543, 44.6317513 48.9335748)"
117790352,residential,False,False,293.011,,Молодёжная улица,"LINESTRING (44.6317513 48.9335748, 44.6320678 48.933543, 44.6326612 48.9331932, 44.6347353 48.9318676)"
117790335,residential,False,False,21.296,,,"LINESTRING (44.6377129 48.9294902, 44.6377723 48.9293027)"
117790335,residential,False,True,45.939,,,"LINESTRING (44.6377129 48.9294902, 44.637614 48.9298982)"
117793681,residential,False,True,145.119,,,"LINESTRING (44.6377129 48.9294902, 44.6372793 48.9294426, 44.6370969 48.9295025, 44.6361581 48.9301334)"
115088300,tertiary,False,True,20.424,2,улица Ленина,"LINESTRING (44.6330518 48.9303785, 44.6331899 48.9305382)"
1234562266,residential,False,True,176.033,,Комсомольская улица,"LINESTRING (44.6330518 48.9303785, 44.6348125 48.9292977)"
117793669,residential,False,False,68.209,,,"LINESTRING (44.6361581 48.9301334, 44.6364368 48.9303693, 44.6365815 48.9306694)"
117793669,residential,False,True,71.002,,,"LINESTRING (44.6361581 48.9301334, 44.6359972 48.9301193, 44.6354144 48.9297501)"
117793681,residential,False,False,145.119,,,"LINESTRING (44.6361581 48.9301334, 44.6370969 48.9295025, 44.6372793 48.9294426, 44.6377129 48.9294902)"
117800717,residential,False,False,213.755,,улица Строителей,"LINESTRING (44.6406598 48.9296134, 44.6402566 48.9295726, 44.6377723 48.9293027)"
117800717,residential,False,True,51.318,,улица Строителей,"LINESTRING (44.6406598 48.9296134, 44.640948 48.9297726, 44.6410183 48.9298972, 44.6410947 48.9299611)"
940925115,residential,False,False,150.875,,,"LINESTRING (44.6406598 48.9296134, 44.6410714 48.9295915, 44.6412283 48.9295142, 44.6412619 48.9294111, 44.6414075 48.9293081, 44.6415084 48.9293044, 44.641682 48.9293891, 44.6417773 48.9293633, 44.6421918 48.9290247)"
117790335,residential,False,True,21.296,,,"LINESTRING (44.6377723 48.9293027, 44.6377129 48.9294902)"
117800717,residential,False,True,213.755,,улица Строителей,"LINESTRING (44.6377723 48.9293027, 44.6402566 48.9295726, 44.6406598 48.9296134)"
117793669,residential,False,False,66.813,,,"LINESTRING (44.6348125 48.9292977, 44.6354144 48.9297501)"
1234562266,residential,False,False,176.033,,Комсомольская улица,"LINESTRING (44.6348125 48.9292977, 44.6330518 48.9303785)"
117793669,residential,False,True,66.813,,,"LINESTRING (44.6354144 48.9297501, 44.6348125 48.9292977)"
117793669,residential,False,False,71.002,,,"LINESTRING (44.6354144 48.9297501, 44.6359972 48.9301193, 44.6361581 48.9301334)"
117790335,residential,False,False,45.939,,,"LINESTRING (44.637614 48.9298982, 44.6377129 48.9294902)"
117790335,residential,False,True,115.7,,,"LINESTRING (44.637614 48.9298982, 44.6375801 48.9299847, 44.6374721 48.9300958, 44.6365815 48.9306694)"
117793675,residential,False,True,263.217,,Полевой переулок,"LINESTRING (44.637614 48.9298982, 44.6377889 48.9297809, 44.6396771 48.9299774, 44.6405077 48.9300392, 44.6408488 48.9300234, 44.6410947 48.9299611)"
117790335,residential,False,True,189.58,,,"LINESTRING (44.6365815 48.9306694, 44.6347353 48.9318676)"
117790335,residential,False,False,115.7,,,"LINESTRING (44.6365815 48.9306694, 44.6374721 48.9300958, 44.6375801 48.9299847, 44.637614 48.9298982)"
117793669,residential,False,True,68.209,,,"LINESTRING (44.6365815 48.9306694, 44.6364368 48.9303693, 44.6361581 48.9301334)"
117800717,residential,False,False,7.065,,улица Строителей,"LINESTRING (44.6411368 48.9300183, 44.6410947 48.9299611)"
117800717,residential,False,True,10.721,,улица Строителей,"LINESTRING (44.6411368 48.9300183, 44.6410998 48.9301116)"
117793667,living_street,False,True,169.058,,,"LINESTRING (44.6411368 48.9300183, 44.6413393 48.9300204, 44.6417703 48.9299934, 44.6432874 48.9297351, 44.6433923 48.9297599)"
117800717,residential,False,True,7.065,,улица Строителей,"LINESTRING (44.6410947 48.9299611, 44.6411368 48.9300183)"
117793675,residential,False,False,263.217,,Полевой переулок,"LINESTRING (44.6410947 48.9299611, 44.6408488 48.9300234, 44.6405077 48.9300392, 44.6396771 48.9299774, 44.6377889 48.9297809, 44.637614 48.9298982)"
117800717,residential,False,False,51.318,,улица Строителей,"LINESTRING (44.6410947 48.9299611, 44.6410183 48.9298972, 44.640948 48.9297726, 44.6406598 48.9296134)"
117798127,unclassified,False,False,64.025,,,"LINESTRING (44.6369574 48.9364062, 44.6376548 48.9360574)"
117798127,unclassified,False,True,86.029,,,"LINESTRING (44.6369574 48.9364062, 44.6368277 48.9363978, 44.6366784 48.9364133, 44.6361535 48.9366213, 44.6358819 48.9366742)"
117798145,residential,False,False,149.641,,улица Гагарина,"LINESTRING (44.6369574 48.9364062, 44.6371622 48.9367073, 44.6374033 48.9370103, 44.6376756 48.9372985, 44.6379634 48.9375749)"
115088300,tertiary,False,False,126.65899999999999,2,улица Ленина,"LINESTRING (44.643062 48.9375851, 44.642562 48.937085, 44.6421101 48.936633)"
117798141,unclassified,False,False,86.664,,проезд на думенко,"LINESTRING (44.6324346 48.9346267, 44.632304 48.9346831, 44.6322528 48.9347836, 44.6323869 48.9353475)"
117798148,residential,False,True,61.263,,улица Гончарова,"LINESTRING (44.6368837 48.9378648, 44.6360587 48.9377655)"
117798148,residential,False,False,85.952,,улица Гончарова,"LINESTRING (44.6368837 48.9378648, 44.6372158 48.9378164, 44.6374222 48.9377741, 44.6379634 48.9375749)"
117798148,residential,False,False,86.723,,улица Гончарова,"LINESTRING (44.6379634 48.9375749, 44.6390133 48.9372107)"
117798145,residential,False,False,136.31,,улица Гагарина,"LINESTRING (44.6379634 48.9375749, 44.6384488 48.9379955, 44.6386686 48.9380307, 44.6394558 48.9378449)"
117798145,residential,False,True,149.641,,улица Гагарина,"LINESTRING (44.6379634 48.9375749, 44.6376756 48.9372985, 44.6374033 48.9370103, 44.6371622 48.9367073, 44.6369574 48.9364062)"
117798148,residential,False,True,85.952,,улица Гончарова,"LINESTRING (44.6379634 48.9375749, 44.6374222 48.9377741, 44.6372158 48.9378164, 44.6368837 48.9378648)"
117798141,unclassified,False,False,106.21699999999998,,проезд на думенко,"LINESTRING (44.6323869 48.9353475, 44.6321294 48.9354673, 44.6319309 48.9356541, 44.6319524 48.9358655, 44.6316912 48.9361216)"
117798141,unclassified,False,True,86.664,,проезд на думенко,"LINESTRING (44.6323869 48.9353475, 44.6322528 48.9347836, 44.632304 48.9346831, 44.6324346 48.9346267)"
117798148,residential,False,False,273.845,,улица Гончарова,"LINESTRING (44.6323869 48.9353475, 44.6328214 48.9360116, 44.6339593 48.937069, 44.634289 48.9373175, 44.6344415 48.9373747)"
115088300,tertiary,False,False,64.545,2,улица Ленина,"LINESTRING (44.6371812 48.9331384, 44.6364731 48.9327912)"
115088300,tertiary,False,True,228.022,2,улица Ленина,"LINESTRING (44.6371812 48.9331384, 44.6381069 48.9336389, 44.6388123 48.9340203, 44.6395441 48.9344767)"
