osmid,highway,oneway,reversed,length,geometry,name,width,ref,lanes,maxspeed,tunnel
37158004,residential,False,True,30.713,"LINESTRING (35.0594854 31.6502786, 35.059442 31.6501561, 35.0593996 31.6500123)",,,,,,
37161197,residential,False,False,30.392,"LINESTRING (35.0638943 31.6467733, 35.0637815 31.6465174)",الظهر,3,,,,
37159410,residential,False,True,16.884,"LINESTRING (35.0638943 31.6467733, 35.0639561 31.6467728, 35.0640726 31.6467761)",الظهر,,,,,
37161197,residential,False,True,205.14100000000002,"LINESTRING (35.0638943 31.6467733, 35.0637111 31.647239, 35.0636881 31.6473052, 35.0636879 31.6473324, 35.0637099 31.6473569, 35.0641841 31.6475881, 35.0642571 31.647633, 35.0642606 31.6477569, 35.0642921 31.6478019, 35.0644567 31.647911, 35.0646069 31.6482162)",الظهر,3,,,,
37153833,residential,False,True,34.013000000000005,"LINESTRING (35.0590188 31.6509687, 35.0591933 31.6510166, 35.0593655 31.6509857)",,,,,,
37159433,residential,False,False,59.282,"LINESTRING (35.0602638 31.6533877, 35.0601802 31.6533683, 35.0599034 31.653363, 35.0598927 31.6533632, 35.0598696 31.6533665, 35.059649 31.6534177)",,,,,,
1074041279,tertiary,False,False,40.075,"LINESTRING (35.0602638 31.6533877, 35.0601459 31.6535369, 35.0600666 31.6536405, 35.060029 31.6536876)",,3,,,,
1074041279,tertiary,False,True,59.117999999999995,"LINESTRING (35.0602638 31.6533877, 35.060329 31.6530136, 35.0603374 31.6528603)",,3,,,,
37158707,residential,False,True,38.741,"LINESTRING (35.061019 31.6499255, 35.061006 31.6498122, 35.0609823 31.6495785)",,,,,,
37153980,secondary,False,False,55.235,"LINESTRING (35.0620905 31.6475683, 35.061739 31.6471718)",شارع الابرار,3,,,,
37153980,secondary,False,True,213.66999999999996,"LINESTRING (35.0620905 31.6475683, 35.062302 31.6477794, 35.0626961 31.6478925, 35.062951 31.6480882, 35.0632395 31.6481357, 35.0637204 31.6483246, 35.0638801 31.6483299, 35.064069 31.6483315)",شارع الابرار,3,,,,
37156909,residential,False,False,129.831,"LINESTRING (35.0620905 31.6475683, 35.0622625 31.6472886, 35.0625362 31.6468546, 35.0627265 31.6465339)",,,,,,
37161197,residential,False,True,82.122,"LINESTRING (35.06324 31.6459504, 35.0636847 31.6463416, 35.0637815 31.6465174)",الظهر,3,,,,
1064462821,residential,False,True,245.959,"LINESTRING (35.06324 31.6459504, 35.0636051 31.645654, 35.0638012 31.6456138, 35.0639973 31.6456285, 35.0641754 31.6457051, 35.0643247 31.6457821, 35.0644829 31.6458884, 35.064827 31.6463053, 35.0650648 31.6467)",الظهر,3,,,,
37161177,residential,False,True,102.11399999999999,"LINESTRING (35.0657023 31.6539224, 35.065963 31.6539856, 35.0659671 31.6539866, 35.0659937 31.6539977, 35.0660165 31.6540152, 35.0660248 31.6540245, 35.0660282 31.6540289, 35.0660524 31.6540671, 35.0660702 31.6541088, 35.066081 31.6541528, 35.0660846 31.6541962, 35.0660846 31.6542102, 35.066081 31.6542386, 35.0660704 31.6542666, 35.0660533 31.6542913, 35.0660513 31.6542936, 35.0660155 31.6543331, 35.0657324 31.6544872)",,,,,,
37161073,residential,False,False,30.692,"LINESTRING (35.0641469 31.6464182, 35.0643952 31.6462407)",,,,,,
37156982,residential,False,False,34.571,"LINESTRING (35.0641469 31.6464182, 35.0640765 31.6462664, 35.0639273 31.646191)",الظهر,3,,,,
37156982,residential,False,True,40.498999999999995,"LINESTRING (35.0641469 31.6464182, 35.0641248 31.6464746, 35.0640726 31.6467761)",الظهر,3,,,,
37160751,residential,False,True,63.790000000000006,"LINESTRING (35.0668966 31.6526472, 35.0668724 31.6526036, 35.066858 31.6525497, 35.0667684 31.652477, 35.0666181 31.6524063, 35.0664969 31.6523792, 35.0663758 31.6523355)",,,,,,
37161282,tertiary,False,False,26.999,"LINESTRING (35.0591461 31.6501236, 35.0593996 31.6500123)",شارع بلدية صوريف,,,,,
37161282,tertiary,False,True,83.418,"LINESTRING (35.0591461 31.6501236, 35.0591454 31.6503387, 35.0591568 31.6504269, 35.0592121 31.6505047, 35.0592584 31.65058, 35.0595284 31.6507225)",شارع بلدية صوريف,,,,,
