osmid,highway,width,oneway,reversed,length,lanes,name,maxspeed,geometry,junction
37151409,residential,3,False,True,123.125,,,,"LINESTRING (35.2898948 32.201651, 35.2899789 32.202756)",
37153139,secondary,,True,False,111.033,2,شارع بلاطة,40,"LINESTRING (35.2860711 32.2088431, 35.2857961 32.2088888, 35.2854886 32.2089741, 35.2851811 32.2090751, 35.2849776 32.2091418, 35.2849525 32.2091527)",
37152857,residential,3,False,False,163.942,,,,"LINESTRING (35.2849543 32.2081285, 35.2866932 32.2080337)",
37152550,residential,3,False,False,105.592,,,,"LINESTRING (35.2849543 32.2081285, 35.2848604 32.208943, 35.2848577 32.2090038, 35.2848873 32.2090696)",
37152846,residential,3,False,False,551.164,,,,"LINESTRING (35.2849543 32.2081285, 35.2849943 32.2071688, 35.2850571 32.2056615, 35.2852006 32.2041137, 35.2857703 32.2040804, 35.2861266 32.2040893, 35.2862972 32.2040456)",
1095122328,residential,,True,False,20.767000000000003,,,,"LINESTRING (35.2869476 32.209903, 35.2870113 32.2098566, 35.2870493 32.2098158, 35.2870836 32.2097591)",
37164555,tertiary,2,False,True,6.973,,,20,"LINESTRING (35.2872581 32.2012844, 35.2872537 32.201347)",
37165165,residential,3,False,False,150.03799999999998,,,,"LINESTRING (35.2872581 32.2012844, 35.2876194 32.201256, 35.2879613 32.2012315, 35.2883103 32.201195, 35.2885596 32.2012069, 35.288823 32.2011099)",
37164416,residential,3,False,False,75.905,,,,"LINESTRING (35.2888725 32.20427, 35.2890058 32.2043308, 35.2891338 32.2043536, 35.2891447 32.2045217, 35.2891982 32.2046534, 35.2891984 32.2047896)",
1096421507,residential,,False,False,123.64800000000001,,,,"LINESTRING (35.2888725 32.20427, 35.2891489 32.2041892, 35.2894176 32.204147, 35.2901582 32.2040555)",
1096421507,residential,,False,True,114.513,,,,"LINESTRING (35.2888725 32.20427, 35.2888465 32.2042777, 35.2882899 32.2043974, 35.2879118 32.2044737, 35.2877542 32.2044791, 35.2877413 32.2045363)",
37151409,residential,3,False,False,123.125,,,,"LINESTRING (35.2899789 32.202756, 35.2898948 32.201651)",
"[37164936, 37151409]","['residential', 'unclassified']",3,False,True,145.51399999999998,,,,"LINESTRING (35.2899789 32.202756, 35.2901051 32.2035516, 35.2901512 32.2039778, 35.2901582 32.2040555)",
37164925,residential,3,False,False,285.67599999999993,,,,"LINESTRING (35.2899789 32.202756, 35.2896369 32.2027642, 35.2891087 32.2028134, 35.2887165 32.2028493, 35.2884289 32.2028673, 35.2882144 32.2028585, 35.2877072 32.2029166, 35.2871633 32.2029748, 35.2869595 32.2029935)",
37153129,residential,3,False,True,30.29,,,,"LINESTRING (35.2877413 32.2045363, 35.2877422 32.2047341, 35.2877415 32.2048087)",
1096421507,residential,,False,False,114.51299999999999,,,,"LINESTRING (35.2877413 32.2045363, 35.2877542 32.2044791, 35.2879118 32.2044737, 35.2882899 32.2043974, 35.2888465 32.2042777, 35.2888725 32.20427)",
1096421507,residential,,False,True,199.10999999999999,,,,"LINESTRING (35.2877413 32.2045363, 35.2869273 32.204456, 35.2869595 32.2040925, 35.2869691 32.2037931, 35.286953 32.2035793, 35.2868989 32.2033652)",
37152209,residential,3,False,False,111.319,,,,"LINESTRING (35.2906099 32.2067988, 35.2904663 32.2068508, 35.2903756 32.2069054, 35.2902688 32.2069781, 35.29013 32.2070645, 35.289895 32.2071828, 35.2896535 32.2073766)",
37164936,unclassified,3,False,False,213.205,,,,"LINESTRING (35.2906099 32.2067988, 35.2903868 32.2057909, 35.2902344 32.2049083)",
37164936,unclassified,3,False,True,109.639,,,,"LINESTRING (35.2906099 32.2067988, 35.2908091 32.2073255, 35.2909007 32.2075465, 35.2909968 32.2077279)",
37151335,residential,3,False,True,106.621,,,,"LINESTRING (35.28887 32.2051314, 35.287738 32.2051758)",
349146526,secondary,,True,False,131.008,2,شارع بلاطة,40,"LINESTRING (35.283948 32.2099244, 35.2844279 32.2094082, 35.2846408 32.2092044, 35.2848442 32.2090832, 35.2848873 32.2090696)",
37165165,residential,3,False,True,150.03799999999998,,,,"LINESTRING (35.288823 32.2011099, 35.2885596 32.2012069, 35.2883103 32.201195, 35.2879613 32.2012315, 35.2876194 32.201256, 35.2872581 32.2012844)",
37164936,unclassified,3,False,False,49.69,,,,"LINESTRING (35.2902344 32.2049083, 35.2901946 32.2044627)",
37152945,residential,3,False,False,36.487,,,,"LINESTRING (35.2902344 32.2049083, 35.2901717 32.2049089, 35.2898501 32.2049491)",
37164936,unclassified,3,False,True,213.205,,,,"LINESTRING (35.2902344 32.2049083, 35.2903868 32.2057909, 35.2906099 32.2067988)",
37164465,tertiary,2,False,False,66.421,,,20,"LINESTRING (35.2862972 32.2040456, 35.2862703 32.2034487)",
37164465,tertiary,2,False,True,38.776,,,20,"LINESTRING (35.2862972 32.2040456, 35.2863174 32.2043939)",
37152846,residential,3,False,True,551.164,,,,"LINESTRING (35.2862972 32.2040456, 35.2861266 32.2040893, 35.2857703 32.2040804, 35.2852006 32.2041137, 35.2850571 32.2056615, 35.2849943 32.2071688, 35.2849543 32.2081285)",
37164465,tertiary,2,False,False,38.776,,,20,"LINESTRING (35.2863174 32.2043939, 35.2862972 32.2040456)",
37164465,tertiary,2,False,True,110.31700000000001,,,20,"LINESTRING (35.2863174 32.2043939, 35.286324 32.205259, 35.2863356 32.2053856)",
37164555,tertiary,2,False,False,131.39,,,20,"LINESTRING (35.2863174 32.2043939, 35.2864274 32.2043517, 35.2864863 32.2043161, 35.2865421 32.204251, 35.2866109 32.2040857, 35.2867585 32.203787, 35.2868672 32.2034974, 35.2868989 32.2033652)",
37152945,residential,3,False,True,36.487,,,,"LINESTRING (35.2898501 32.2049491, 35.2901717 32.2049089, 35.2902344 32.2049083)",
37151335,residential,3,False,False,106.621,,,,"LINESTRING (35.287738 32.2051758, 35.28887 32.2051314)",
37153129,residential,3,False,False,40.821,,,,"LINESTRING (35.287738 32.2051758, 35.2877415 32.2048087)",
37151335,residential,3,False,True,137.68,,,,"LINESTRING (35.287738 32.2051758, 35.2876464 32.2052019, 35.2867535 32.2052523, 35.2866795 32.2052727, 35.2866136 32.2053312, 35.2865605 32.2053694, 35.2864961 32.2053884, 35.2863356 32.2053856)",
37153129,residential,3,False,True,312.28999999999996,,,,"LINESTRING (35.287738 32.2051758, 35.2877338 32.2056874, 35.2877485 32.2059128, 35.2877536 32.2059911, 35.2877736 32.2062992, 35.2878108 32.2068708, 35.287883 32.2079808)",
37151109,residential,3,False,False,99.992,,,,"LINESTRING (35.2872537 32.201347, 35.2861939 32.2014136)",
37164555,tertiary,2,False,False,6.973,,,20,"LINESTRING (35.2872537 32.201347, 35.2872581 32.2012844)",
37164555,tertiary,2,False,True,185.503,,,20,"LINESTRING (35.2872537 32.201347, 35.2872168 32.2016158, 35.2871862 32.2019639, 35.2871619 32.2021391, 35.2871178 32.2023341, 35.2870039 32.2027279, 35.2869595 32.2029935)",
37152350,residential,3,False,False,84.589,,,,"LINESTRING (35.2862565 32.2030236, 35.2858059 32.2030691, 35.285719 32.2026996)",
37164465,tertiary,2,False,False,179.305,,,20,"LINESTRING (35.2862565 32.2030236, 35.2862633 32.2027489, 35.2862228 32.2023531, 35.2862303 32.2019209, 35.2861939 32.2014136)",
37164465,tertiary,2,False,True,47.288,,,20,"LINESTRING (35.2862565 32.2030236, 35.2862683 32.2034044, 35.2862703 32.2034487)",
37152857,residential,3,False,False,112.096,,,,"LINESTRING (35.2866932 32.2080337, 35.287883 32.2079808)",
37152857,residential,3,False,True,163.942,,,,"LINESTRING (35.2866932 32.2080337, 35.2849543 32.2081285)",
37164465,tertiary,2,False,False,297.315,,,20,"LINESTRING (35.2866932 32.2080337, 35.2865477 32.207398, 35.2864387 32.2069923, 35.2864216 32.2068912, 35.2863758 32.2063456, 35.2863699 32.2057581, 35.2863356 32.2053856)",
37164465,tertiary,2,False,True,77.372,,,20,"LINESTRING (35.2866932 32.2080337, 35.2867087 32.2081073, 35.2868127 32.2087221)",
37153129,residential,3,False,False,69.694,,,,"LINESTRING (35.2879174 32.2086069, 35.287883 32.2079808)",
37153129,residential,3,False,True,12.97,,,,"LINESTRING (35.2879174 32.2086069, 35.2879471 32.2087208)",
349146526,secondary,,True,False,304.524,2,شارع بلاطة,40,"LINESTRING (35.2879174 32.2086069, 35.2888927 32.208505, 35.290807 32.2082771, 35.2909339 32.2082532, 35.2911123 32.2081958)",
1096421508,residential,,False,True,137.093,,,,"LINESTRING (35.2891984 32.2047896, 35.2877415 32.2048087)",
37164416,residential,3,False,False,292.231,,,,"LINESTRING (35.2891984 32.2047896, 35.2892897 32.2053164, 35.2893881 32.2056374, 35.2894215 32.2058839, 35.2894509 32.2061002, 35.2895839 32.2064974, 35.2896283 32.2066538, 35.2896135 32.2067632, 35.289632 32.2069727, 35.2896505 32.207323, 35.2896535 32.2073766)",
37164416,residential,3,False,True,75.905,,,,"LINESTRING (35.2891984 32.2047896, 35.2891982 32.2046534, 35.2891447 32.2045217, 35.2891338 32.2043536, 35.2890058 32.2043308, 35.2888725 32.20427)",
37164416,residential,3,False,False,80.366,,,,"LINESTRING (35.2896535 32.2073766, 35.2896948 32.2080985)",
37152209,residential,3,False,True,111.319,,,,"LINESTRING (35.2896535 32.2073766, 35.289895 32.2071828, 35.29013 32.2070645, 35.2902688 32.2069781, 35.2903756 32.2069054, 35.2904663 32.2068508, 35.2906099 32.2067988)",
37164416,residential,3,False,True,292.231,,,,"LINESTRING (35.2896535 32.2073766, 35.2896505 32.207323, 35.289632 32.2069727, 35.2896135 32.2067632, 35.2896283 32.2066538, 35.2895839 32.2064974, 35.2894509 32.2061002, 35.2894215 32.2058839, 35.2893881 32.2056374, 35.2892897 32.2053164, 35.2891984 32.2047896)",
37153129,residential,3,False,False,12.97,,,,"LINESTRING (35.2879471 32.2087208, 35.2879174 32.2086069)",
37153139,secondary,,True,False,96.274,2,شارع بلاطة,40,"LINESTRING (35.2879471 32.2087208, 35.2869287 32.2088053)",
37164457,unclassified,,False,True,138.36,,,20,"LINESTRING (35.2879471 32.2087208, 35.2880032 32.2089321, 35.288115 32.2091751, 35.2884334 32.2098932)",
37164457,unclassified,,False,False,138.35999999999999,,,20,"LINESTRING (35.2884334 32.2098932, 35.288115 32.2091751, 35.2880032 32.2089321, 35.2879471 32.2087208)",
37152857,residential,3,False,True,112.096,,,,"LINESTRING (35.287883 32.2079808, 35.2866932 32.2080337)",
37153129,residential,3,False,True,69.694,,,,"LINESTRING (35.287883 32.2079808, 35.2879174 32.2086069)",
"[37152857, 37153155]",residential,3,False,False,167.423,,,,"LINESTRING (35.287883 32.2079808, 35.2888818 32.2079482, 35.2892515 32.2079565, 35.2896503 32.2078755)",
37153129,residential,3,False,False,312.29,,,,"LINESTRING (35.287883 32.2079808, 35.2878108 32.2068708, 35.2877736 32.2062992, 35.2877536 32.2059911, 35.2877485 32.2059128, 35.2877338 32.2056874, 35.287738 32.2051758)",
"[37152857, 37153155]",residential,3,False,True,167.423,,,,"LINESTRING (35.2896503 32.2078755, 35.2892515 32.2079565, 35.2888818 32.2079482, 35.287883 32.2079808)",
37151109,residential,3,False,True,99.992,,,,"LINESTRING (35.2861939 32.2014136, 35.2872537 32.201347)",
37164465,tertiary,2,False,True,179.30499999999998,,,20,"LINESTRING (35.2861939 32.2014136, 35.2862303 32.2019209, 35.2862228 32.2023531, 35.2862633 32.2027489, 35.2862565 32.2030236)",
349146526,secondary,,True,False,104.721,2,شارع بلاطة,40,"LINESTRING (35.2868127 32.2087221, 35.2879174 32.2086069)",
1095122325,tertiary,,True,False,14.307,2,شارع بلاطة عسكر,20,"LINESTRING (35.2868127 32.2087221, 35.2869287 32.2088053)",
37164465,tertiary,2,False,False,77.372,,,20,"LINESTRING (35.2868127 32.2087221, 35.2867087 32.2081073, 35.2866932 32.2080337)",
37164555,tertiary,2,False,False,185.50300000000001,,,20,"LINESTRING (35.2869595 32.2029935, 35.2870039 32.2027279, 35.2871178 32.2023341, 35.2871619 32.2021391, 35.2871862 32.2019639, 35.2872168 32.2016158, 35.2872537 32.201347)",
37164555,tertiary,2,False,True,41.769,,,20,"LINESTRING (35.2869595 32.2029935, 35.2869309 32.2032314, 35.2868989 32.2033652)",
37164925,residential,3,False,True,285.67599999999993,,,,"LINESTRING (35.2869595 32.2029935, 35.2871633 32.2029748, 35.2877072 32.2029166, 35.2882144 32.2028585, 35.2884289 32.2028673, 35.2887165 32.2028493, 35.2891087 32.2028134, 35.2896369 32.2027642, 35.2899789 32.202756)",
37153139,secondary,,True,False,106.654,2,شارع بلاطة,40,"LINESTRING (35.2890695 32.2085863, 35.2883193 32.208678, 35.2879471 32.2087208)",
37164936,unclassified,3,False,False,45.408,,,,"LINESTRING (35.2901946 32.2044627, 35.2901582 32.2040555)",
37164936,unclassified,3,False,True,49.69,,,,"LINESTRING (35.2901946 32.2044627, 35.2902344 32.2049083)",
1095043131,unclassified,,True,False,44.479,,,,"LINESTRING (35.2914783 32.2087395, 35.2913619 32.2085628, 35.2913095 32.2084906, 35.2912283 32.2084009)",
1095043125,secondary,,True,False,5.349,,,,"LINESTRING (35.2914144 32.2082995, 35.2913909 32.2083433)",roundabout
1095043125,secondary,,True,False,17.527,,,,"LINESTRING (35.2913909 32.2083433, 35.2913513 32.2083777, 35.2913003 32.2083988, 35.2912483 32.2084042, 35.2912283 32.2084009)",roundabout
