osmid,highway,maxspeed,oneway,reversed,length,geometry,name,lanes,width,junction
37177269,residential,20,False,True,5.918,"LINESTRING (35.0281396 32.310039, 35.0281965 32.3100162)",,,,
37175389,residential,20,False,False,29.317,"LINESTRING (35.0281396 32.310039, 35.0281613 32.3100671, 35.0281857 32.3101033, 35.0282122 32.3101635, 35.0282263 32.3102035, 35.0282479 32.3102405, 35.0282771 32.3102735)",,,,
37175389,residential,20,False,True,8.094,"LINESTRING (35.0281396 32.310039, 35.0280935 32.3099843, 35.0280928 32.3099787)",,,,
37173816,residential,20,False,False,10.441,"LINESTRING (35.0290198 32.3126202, 35.0290579 32.3127084)",,,,
37173816,residential,20,False,True,71.548,"LINESTRING (35.0290198 32.3126202, 35.0289391 32.3124337, 35.0287824 32.312009)",,,,
37175924,residential,20,False,True,46.843,"LINESTRING (35.0290198 32.3126202, 35.0289295 32.3126365, 35.0287303 32.3126725, 35.0286273 32.3126852, 35.0285363 32.3126537)",,,,
37175382,residential,20,False,False,35.574,"LINESTRING (35.0232086 32.3095064, 35.0231466 32.3091908)",,,,
37175385,tertiary,20,False,False,6.955,"LINESTRING (35.0232086 32.3095064, 35.0231353 32.309515)",Sharia Hanoun,,,
37175385,tertiary,20,False,True,100.92200000000001,"LINESTRING (35.0232086 32.3095064, 35.0241257 32.3093989, 35.024272 32.30938)",Sharia Hanoun,,,
37175382,residential,20,False,True,35.574,"LINESTRING (35.0231466 32.3091908, 35.0232086 32.3095064)",,,,
37175382,residential,20,False,False,79.78200000000001,"LINESTRING (35.0231466 32.3091908, 35.0231266 32.3090889, 35.0231133 32.3090474, 35.0230922 32.3090099, 35.0230635 32.3089763, 35.0230282 32.3089475, 35.0229779 32.3089206, 35.0225462 32.3087655)",,,,
37175919,residential,20,False,True,121.76200000000001,"LINESTRING (35.0231466 32.3091908, 35.0233034 32.3091823, 35.0233699 32.3091749, 35.023392 32.3091693, 35.0234164 32.3091524, 35.0234231 32.3091261, 35.0234254 32.3090809, 35.023408 32.308953, 35.0233861 32.308795, 35.0233422 32.308603, 35.0233028 32.308398, 35.0232823 32.3083034)",,,,
37173864,residential,20,False,False,59.178,"LINESTRING (35.0313711 32.3090312, 35.0312224 32.3091045, 35.0308366 32.3093124)",Sharia Bur Said,,,
37173864,residential,20,False,True,36.967,"LINESTRING (35.0313711 32.3090312, 35.0316575 32.3088901, 35.0317095 32.3088618)",Sharia Bur Said,,,
37174740,residential,20,False,True,118.63,"LINESTRING (35.0313711 32.3090312, 35.0317342 32.3095895, 35.0319824 32.3099646)",,,,
37174730,residential,20,False,False,60.384,"LINESTRING (35.0241816 32.311446, 35.0248212 32.3113941)",,,,
