osmid,highway,width,oneway,reversed,length,geometry,ref,name,junction,maxspeed,lanes
37148506,residential,6,False,False,30.739,"LINESTRING (35.2812318 32.4090721, 35.2813924 32.409198, 35.2814683 32.4092632)",,,,,
1094612235,residential,6,False,False,116.96200000000002,"LINESTRING (35.2812318 32.4090721, 35.2811397 32.4091702, 35.2809057 32.4091826, 35.2806472 32.4092238, 35.2804546 32.4091744, 35.2802692 32.4092279, 35.2800742 32.4091805)",,,,,
1094612235,residential,6,False,True,58.359,"LINESTRING (35.2812318 32.4090721, 35.2813425 32.40895, 35.2814911 32.4087883, 35.2815854 32.4087161, 35.2816189 32.4086644)",,,,,
1090299910,primary,6,False,True,104.80000000000001,"LINESTRING (35.2809849 32.4135816, 35.2811215 32.4135197, 35.281317 32.413366, 35.2815091 32.41314, 35.2817139 32.4128852)",588,شارع أبو زيد,,,
1090299911,primary,,True,False,10.001000000000001,"LINESTRING (35.2809849 32.4135816, 35.2809801 32.4136038, 35.280967 32.4136233, 35.2809471 32.4136383, 35.2809226 32.413647)",,,roundabout,,
44121949,residential,6,False,False,70.85900000000001,"LINESTRING (35.2768259 32.4118204, 35.2768726 32.4116964, 35.2768738 32.4116199, 35.2768457 32.4115547, 35.2767848 32.4114854, 35.2767215 32.4114336, 35.2767009 32.4114045, 35.27669 32.4113547, 35.2767112 32.4112401)",,,,,
1090299909,primary,6,True,False,130.879,"LINESTRING (35.2768259 32.4118204, 35.2774739 32.4119912, 35.2777371 32.4120888, 35.2780173 32.4121874, 35.2781278 32.4122355)",588,شارع أبو زيد,,,
44121949,residential,6,False,False,3.744,"LINESTRING (35.2767112 32.4112401, 35.2767207 32.4112074)",,,,,
37150236,residential,,False,False,315.24099999999993,"LINESTRING (35.2767112 32.4112401, 35.2773943 32.4113445, 35.2778811 32.411402, 35.2781524 32.4114208, 35.2785255 32.4114899, 35.2787581 32.4111784, 35.2786787 32.4111057, 35.2785129 32.4109863, 35.2783227 32.4107454, 35.2782812 32.410661, 35.2782788 32.4106075, 35.2782983 32.4105705, 35.2784366 32.4104675)",,,,,
44121949,residential,6,False,True,70.859,"LINESTRING (35.2767112 32.4112401, 35.27669 32.4113547, 35.2767009 32.4114045, 35.2767215 32.4114336, 35.2767848 32.4114854, 35.2768457 32.4115547, 35.2768738 32.4116199, 35.2768726 32.4116964, 35.2768259 32.4118204)",,,,,
37149957,tertiary,,False,True,101.879,"LINESTRING (35.2849681 32.4102498, 35.2846873 32.4100894, 35.284472 32.4099957, 35.2840061 32.4098334)",,شارع يؤدي إلى الجامعة الأمريكية,,,
1094596561,residential,,False,False,222.30899999999997,"LINESTRING (35.2767305 32.4062107, 35.2767091 32.4062599, 35.2766979 32.4064431, 35.2766825 32.406637, 35.2766489 32.4067068, 35.2765985 32.4067683, 35.2765663 32.4068333, 35.2765453 32.4069244, 35.2765467 32.4070355, 35.2765803 32.4072081, 35.2766069 32.4073417, 35.2765817 32.4074659, 35.2765887 32.4075368, 35.2765887 32.4076409, 35.2765663 32.4077532, 35.2765019 32.4078868, 35.2763406 32.4081255)",,,,,
1094596561,residential,,False,True,78.394,"LINESTRING (35.2767305 32.4062107, 35.2767554 32.4061913, 35.276796 32.4061735, 35.2768478 32.4061676, 35.2768982 32.4061818, 35.2769598 32.4062161, 35.2772385 32.406455, 35.2773057 32.4064833, 35.277359 32.406494, 35.2774081 32.4064963)",,,,,
37149876,tertiary,6,False,True,252.986,"LINESTRING (35.2843283 32.4128842, 35.2839867 32.4125342, 35.2838921 32.412393, 35.2837788 32.4121991, 35.2836284 32.4119818, 35.2834152 32.411763, 35.2830799 32.4115082, 35.2825829 32.4111887)",,,,,
1090299910,primary,6,False,False,17.737,"LINESTRING (35.2825829 32.4111887, 35.2825136 32.4113371)",588,شارع أبو زيد,,,
37147573,primary,,False,False,126.86699999999999,"LINESTRING (35.2825829 32.4111887, 35.2825926 32.4111713, 35.2825983 32.4111635, 35.2826667 32.4110938, 35.2827606 32.4109945, 35.2828547 32.4108851, 35.2829484 32.4107833, 35.2830944 32.410624, 35.2831923 32.4105233, 35.283293 32.4104058, 35.2833936 32.4102772)",588,شارع أبو زيد,,40,
37149876,tertiary,6,False,False,252.98600000000002,"LINESTRING (35.2825829 32.4111887, 35.2830799 32.4115082, 35.2834152 32.411763, 35.2836284 32.4119818, 35.2837788 32.4121991, 35.2838921 32.412393, 35.2839867 32.4125342, 35.2843283 32.4128842)",,,,,
37149941,residential,6,False,True,20.988999999999997,"LINESTRING (35.2825829 32.4111887, 35.28244 32.4111025, 35.2823967 32.4110851)",,,,,
37147573,primary,,False,True,34.295,"LINESTRING (35.2840061 32.4098334, 35.2838571 32.4098983, 35.2837576 32.4099514, 35.2836981 32.4099965)",588,شارع أبو زيد,,40,
37149957,tertiary,,False,False,101.879,"LINESTRING (35.2840061 32.4098334, 35.284472 32.4099957, 35.2846873 32.4100894, 35.2849681 32.4102498)",,شارع يؤدي إلى الجامعة الأمريكية,,,
1094630291,residential,,False,False,130.874,"LINESTRING (35.2769525 32.4131358, 35.2776117 32.4120987)",,,,,
37147468,residential,,False,False,76.48,"LINESTRING (35.2769525 32.4131358, 35.2767748 32.4133164, 35.2766582 32.4135161, 35.27662 32.4135609, 35.2765797 32.4135644, 35.2765351 32.413534, 35.2764608 32.4134659)",,,,,
1094630291,residential,,False,True,143.30599999999998,"LINESTRING (35.2769525 32.4131358, 35.2765376 32.4129587, 35.2764384 32.4129491, 35.2763604 32.4129625, 35.2758395 32.4131249, 35.2755575 32.4131692, 35.2755176 32.4131657)",,,,,
37149077,residential,,False,False,105.319,"LINESTRING (35.2792216 32.4118104, 35.2795398 32.4119049, 35.2796727 32.4119767, 35.2801217 32.4120502, 35.2802844 32.4120902)",,,,,
37149699,residential,,False,True,104.713,"LINESTRING (35.2792216 32.4118104, 35.2793535 32.4116216, 35.2793809 32.4115089, 35.279368 32.4114559, 35.2793294 32.4113989, 35.2792313 32.411297, 35.279175 32.4112006, 35.279146 32.4111014, 35.2791702 32.4109561)",,,,,
44121967,residential,,False,False,119.93099999999998,"LINESTRING (35.2792216 32.4118104, 35.2790431 32.4118096, 35.2788995 32.4118589, 35.2787544 32.4119413, 35.2786495 32.4119824, 35.2785105 32.4120041, 35.2784008 32.4120123, 35.278324 32.4120257, 35.2782643 32.4120565, 35.2782167 32.4120998, 35.2781278 32.4122355)",,,,,
37150283,residential,,False,True,235.626,"LINESTRING (35.2852652 32.4116892, 35.2833936 32.4102772)",,,,,
37148506,residential,6,False,True,63.714,"LINESTRING (35.2826329 32.410193, 35.2823998 32.4099476, 35.2821928 32.4097572)",,,,,
1094596551,residential,,False,False,94.85799999999999,"LINESTRING (35.2826329 32.410193, 35.2827078 32.410173, 35.2828614 32.4101247, 35.2833564 32.4099414, 35.2835015 32.4099116, 35.2835795 32.4099075)",,,,,
1094596551,residential,,False,True,25.954,"LINESTRING (35.2826329 32.410193, 35.2825298 32.4102204, 35.2823932 32.4102626, 35.2823709 32.4102671)",,,,,
121794391,residential,,False,True,50.384,"LINESTRING (35.2792292 32.4097832, 35.2786925 32.4097859)",,Kabatya,,50,1
1094596551,residential,,False,False,17.002,"LINESTRING (35.2792292 32.4097832, 35.2792393 32.4098518, 35.2792954 32.4099209)",,,,,
1094596551,residential,,False,True,30.154,"LINESTRING (35.2792292 32.4097832, 35.2792259 32.4097612, 35.2792235 32.4095626, 35.2792235 32.4095122)",,,,,
