osmid,oneway,lanes,highway,maxspeed,width,reversed,length,name,geometry,junction
41243308,False,2,residential,40,6,False,28.722,,"LINESTRING (34.5392398 31.5358506, 34.539406 31.5356346)",
41245031,False,2,residential,40,6,True,16.106,شارع النعايمة,"LINESTRING (34.5392398 31.5358506, 34.5391616 31.5359792)",
296207288,False,,residential,,,False,74.87,,"LINESTRING (34.5392398 31.5358506, 34.5386846 31.5353716)",
296001626,False,,residential,,,False,134.755,,"LINESTRING (34.5392398 31.5358506, 34.5395144 31.536075, 34.5398186 31.5363535, 34.5400801 31.5365967, 34.5402259 31.5367231)",
41244660,False,2,residential,40,,False,43.351,شارع الكرامة,"LINESTRING (34.543458 31.5403916, 34.5430754 31.5406053)",
1216155488,False,,residential,,,True,24.505,,"LINESTRING (34.543458 31.5403916, 34.5432832 31.5402292)",
41244660,False,2,residential,40,,True,19.864,شارع الكرامة,"LINESTRING (34.543458 31.5403916, 34.5435182 31.540397, 34.543624 31.5404865)",
41245329,False,2,residential,40,,True,91.41,,"LINESTRING (34.5371059 31.5363101, 34.5370429 31.5362572, 34.536419 31.535733)",
41244575,False,2,residential,40,16,True,103.601,,"LINESTRING (34.5404057 31.5404919, 34.5407081 31.5406176, 34.5412767 31.5410432)",
41245457,True,,secondary,,,False,12.933,,"LINESTRING (34.5404057 31.5404919, 34.5404037 31.5405151, 34.5403965 31.5405371, 34.5403846 31.5405569, 34.5403694 31.5405736, 34.5403518 31.5405869, 34.540345 31.5405904)",roundabout
41245296,False,2,residential,40,,False,55.108,,"LINESTRING (34.5392771 31.5387244, 34.5397607 31.5384492)",
41245306,False,2,residential,40,,False,69.566,,"LINESTRING (34.5392771 31.5387244, 34.538657 31.5390592)",
41244229,False,2,residential,40,,True,58.545,,"LINESTRING (34.5392771 31.5387244, 34.5395618 31.5389641, 34.539736 31.5390752)",
41244660,False,2,residential,40,,True,146.4,شارع الكرامة,"LINESTRING (34.5417682 31.5413037, 34.5419738 31.5411778, 34.5421115 31.5410934, 34.5425648 31.5408853, 34.5430754 31.5406053)",
41245103,False,2,residential,40,16,True,10.894,,"LINESTRING (34.5409341 31.5378542, 34.5408449 31.537916)",
296207254,False,,residential,,,False,107.082,,"LINESTRING (34.5409341 31.5378542, 34.5402816 31.537068)",
41243911,False,2,residential,40,10,True,61.97,,"LINESTRING (34.5409341 31.5378542, 34.5411871 31.5377027, 34.5413538 31.5376057, 34.5414834 31.5375545)",
295822705,True,2,secondary,50,8,False,37.361,شارع الكرامة,"LINESTRING (34.5356216 31.5377885, 34.536015 31.5377668)",
296207302,False,,residential,,,True,138.187,,"LINESTRING (34.5356216 31.5377885, 34.5360154 31.5374471, 34.5353763 31.5369114)",
41243066,False,2,residential,40,8,True,69.36,,"LINESTRING (34.536356 31.5421394, 34.536821 31.5426211)",
41245210,False,2,residential,40,8,False,39.358999999999995,,"LINESTRING (34.536356 31.5421394, 34.5364585 31.5418904, 34.5364935 31.5418054)",
41245210,False,2,residential,40,8,True,67.60300000000001,,"LINESTRING (34.536356 31.5421394, 34.5359404 31.5424011, 34.5357581 31.5424639)",
41243491,False,2,residential,40,6,True,39.069,,"LINESTRING (34.5415349 31.5349158, 34.5412653 31.53465)",
41243491,False,2,residential,40,6,False,189.392,,"LINESTRING (34.5415349 31.5349158, 34.5417222 31.5351, 34.5418434 31.5351918, 34.5419967 31.5352164, 34.5421099 31.5352893, 34.5423223 31.5355164, 34.5425787 31.5358271, 34.5429611 31.5356002)",
41243869,False,2,residential,40,,False,84.038,,"LINESTRING (34.5415349 31.5349158, 34.5412144 31.5351677, 34.5408833 31.5354284)",
41243660,False,2,residential,40,8,True,15.802,,"LINESTRING (34.5331511 31.5403077, 34.5332585 31.5404164)",
41245465,False,,residential,,,True,98.65799999999999,,"LINESTRING (34.5331511 31.5403077, 34.5332634 31.5401978, 34.5333555 31.5401076, 34.533432 31.5399958, 34.5334715 31.5399381, 34.5335549 31.5395427, 34.5335599 31.5395191)",
41245103,False,2,residential,40,16,False,10.894,,"LINESTRING (34.5408449 31.537916, 34.5409341 31.5378542)",
"[41243690, 41245027]",False,2,residential,40,8,True,62.248000000000005,,"LINESTRING (34.5408449 31.537916, 34.5410129 31.5380708, 34.5412813 31.5383343)",
"[41245296, 41245103]",False,2,residential,40,16,True,60.173,,"LINESTRING (34.5408449 31.537916, 34.5407647 31.53796, 34.5404122 31.5381531, 34.5403084 31.5382053)",
41243246,False,2,residential,40,8,True,83.72200000000001,,"LINESTRING (34.5348921 31.5424009, 34.5349248 31.5425177, 34.5350043 31.5427333, 34.5351889 31.5431085)",
41245210,False,2,residential,40,8,False,83.536,,"LINESTRING (34.5348921 31.5424009, 34.5350163 31.5424462, 34.5352558 31.5424816, 34.5354734 31.5424843, 34.5357581 31.5424639)",
41245210,False,2,residential,40,8,True,80.99700000000001,,"LINESTRING (34.5348921 31.5424009, 34.5348071 31.5423586, 34.534715 31.5423127, 34.534538 31.5422446, 34.5344697 31.5422067, 34.5343719 31.5421524, 34.5341615 31.5420264)",
296207289,False,,residential,,,False,64.014,,"LINESTRING (34.5398966 31.5422814, 34.5393676 31.5419234)",
41243274,False,2,residential,40,8,False,135.766,,"LINESTRING (34.5398966 31.5422814, 34.5394806 31.5427379, 34.5392169 31.5430321, 34.5389866 31.5432215)",
41243274,False,2,residential,40,8,True,80.786,,"LINESTRING (34.5398966 31.5422814, 34.5402719 31.5419162, 34.5404312 31.541717)",
41243419,False,2,residential,40,,True,111.931,,"LINESTRING (34.5375876 31.536426, 34.5384422 31.5371208)",
295822705,True,2,secondary,50,8,False,35.381,شارع الكرامة,"LINESTRING (34.536015 31.5377668, 34.5363867 31.5377965)",
41244533,False,2,residential,40,,True,177.77700000000002,,"LINESTRING (34.536015 31.5377668, 34.5362116 31.5375698, 34.5373096 31.5366105)",
41245210,False,2,residential,40,8,False,20.838,,"LINESTRING (34.5365625 31.5416376, 34.5366604 31.5414698)",
41245210,False,2,residential,40,8,True,19.771,,"LINESTRING (34.5365625 31.5416376, 34.5364935 31.5418054)",
41245018,False,2,residential,40,8,True,69.999,,"LINESTRING (34.5365625 31.5416376, 34.5364328 31.5414627, 34.5361678 31.5411055)",
41244489,False,2,residential,40,,False,20.188,,"LINESTRING (34.5424497 31.5394552, 34.5426353 31.5393661)",
41245027,False,2,residential,40,8,False,53.081,,"LINESTRING (34.5424497 31.5394552, 34.5421049 31.539079)",
1216155488,False,,residential,,,False,116.819,,"LINESTRING (34.5424497 31.5394552, 34.5432832 31.5402292)",
"[41244489, 41243365]",False,2,residential,40,8,"[False, True]",225.443,,"LINESTRING (34.5424497 31.5394552, 34.54158 31.5398726, 34.5410434 31.5401302, 34.5403481 31.5404019)",
41243308,False,2,residential,40,6,False,25.203,,"LINESTRING (34.539406 31.5356346, 34.5395371 31.5354374)",
