osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,access,bridge
168074144,False,Piggott Street,residential,True,31.263,"LINESTRING (-60.7324724 11.1821147, -60.7325297 11.182015, -60.7325606 11.1819606, -60.7326011 11.1819185, -60.7326259 11.1819058, -60.7326447 11.1819009)",,60,,
231049680,False,Picton Street,residential,False,94.685,"LINESTRING (-60.7324724 11.1821147, -60.7322974 11.1817068, -60.7321472 11.1813253)",2,60,,
27655131,False,Piggott Street,residential,False,56.669,"LINESTRING (-60.7320016 11.1823508, -60.731496 11.1824679)",,,,
27655135,False,Cuyler Street,residential,False,105.438,"LINESTRING (-60.7320016 11.1823508, -60.7316891 11.1814535)",2,60,,
27655131,False,Piggott Street,residential,True,59.272999999999996,"LINESTRING (-60.7320016 11.1823508, -60.7324114 11.1821989, -60.7324724 11.1821147)",,,,
27655135,False,Cuyler Street,residential,True,105.438,"LINESTRING (-60.7316891 11.1814535, -60.7320016 11.1823508)",2,60,,
231286640,True,Main Street,residential,False,55.215,"LINESTRING (-60.7316891 11.1814535, -60.7312049 11.1815982)",2,60,yes,
390002570,False,Cuyler Street,residential,False,48.609,"LINESTRING (-60.7316891 11.1814535, -60.7315356 11.1810431)",,,,
231050099,False,Bacolet Street,primary,False,437.31399999999996,"LINESTRING (-60.7317387 11.1849689, -60.7317293 11.1843953, -60.7317347 11.1841756, -60.7317749 11.183948, -60.7318688 11.183719, -60.7319788 11.1835717, -60.7320847 11.1834967, -60.7324355 11.1833475, -60.732972 11.1830988, -60.733098 11.1830199, -60.7331664 11.1829054, -60.7332442 11.1827173, -60.733326 11.1824094, -60.7333233 11.1819937, -60.7333354 11.1818167)",2,50,,
231050099,False,Bacolet Street,primary,True,92.702,"LINESTRING (-60.7317387 11.1849689, -60.7317633 11.1854993, -60.7318178 11.1856701, -60.7318688 11.1857833)",2,50,,
438874883,False,Darrell Spring Road,residential,True,144.879,"LINESTRING (-60.735673 11.1884537, -60.7362201 11.1886852, -60.7364562 11.1888536, -60.736838 11.189069)",,,,
99342904,False,Darrell Spring Road,residential,False,296.947,"LINESTRING (-60.7384195 11.189243, -60.7386878 11.1892115, -60.7388058 11.1890431, -60.7387199 11.1888431, -60.7386234 11.1887694, -60.7383552 11.1887694, -60.7378414 11.1887844, -60.7378281 11.1887806, -60.7375265 11.1887044, -60.7374355 11.1887471, -60.7372098 11.1889332, -60.7369632 11.1890299, -60.736838 11.189069)",,,,
14703627,False,Carrington Street,secondary,False,86.25,"LINESTRING (-60.7352539 11.182243, -60.736021 11.182431)",,50,,
14703627,False,Carrington Street,secondary,True,34.306,"LINESTRING (-60.7352539 11.182243, -60.7352136 11.1822305, -60.7350735 11.1821982, -60.7349492 11.182167)",,50,,
168073205,True,,residential,False,143.35,"LINESTRING (-60.7352539 11.182243, -60.7350956 11.1828179, -60.7349803 11.1830192, -60.7348133 11.183452)",2,60,,
25775188,False,Fort Street,residential,True,50.538999999999994,"LINESTRING (-60.7305915 11.181122, -60.7307283 11.1810615, -60.7308195 11.1810497, -60.730912 11.1810707, -60.7310287 11.1811181)",,,,
14703625,True,Wilson Road,secondary,False,178.356,"LINESTRING (-60.7372601 11.1829639, -60.737284 11.1831665, -60.7373515 11.183352, -60.7374462 11.1835971, -60.7375695 11.1837881, -60.7377941 11.1840598, -60.737995 11.1843671)",,50,,
723234502,True,Milford Road,secondary,False,27.499,"LINESTRING (-60.7371616 11.1827271, -60.7374127 11.182749)",2,50,yes,
438864863,True,Wilson Road,secondary,False,28.486,"LINESTRING (-60.7371616 11.1827271, -60.7372145 11.182835, -60.7372601 11.1829639)",,50,,
25775186,True,Jerningham Street,residential,False,36.5,"LINESTRING (-60.7337646 11.1813694, -60.7338692 11.1816812)",,,,
163461942,True,Ross Street,residential,False,48.176,"LINESTRING (-60.7337646 11.1813694, -60.7341803 11.1812231)",,,,
27655120,True,Piggott Street,residential,False,11.453,"LINESTRING (-60.7334387 11.1817983, -60.7333354 11.1818167)",,,,
27655109,True,Burnett Street,secondary,False,72.175,"LINESTRING (-60.7343633 11.1821775, -60.7343459 11.1820997, -60.7343363 11.1820207, -60.7343195 11.1818579, -60.7343203 11.1817363, -60.7343089 11.1816712, -60.7342958 11.1816037, -60.7342763 11.1815365)",,,,
168073317,True,Hamilton Street,residential,False,111.797,"LINESTRING (-60.7343633 11.1821775, -60.7342931 11.1821776, -60.7342414 11.1821903, -60.7341895 11.1822098, -60.7341252 11.1822574, -60.7340672 11.1823152, -60.7339861 11.1824044, -60.7339216 11.1824801, -60.7338433 11.1825594, -60.7337766 11.1826192, -60.733708 11.1826735, -60.7336739 11.1826945, -60.7336335 11.1827144, -60.7335956 11.1827223, -60.7335612 11.1827232, -60.733553 11.1827168)",2,50,,
231286640,True,Main Street,residential,False,51.965,"LINESTRING (-60.7321472 11.1813253, -60.7316891 11.1814535)",2,60,yes,
231049680,False,Picton Street,residential,True,94.685,"LINESTRING (-60.7321472 11.1813253, -60.7322974 11.1817068, -60.7324724 11.1821147)",2,60,,
168484700,False,,residential,True,52.236000000000004,"LINESTRING (-60.7345526 11.1876606, -60.7345109 11.1879843, -60.7345185 11.1881276)",,,,
14703627,False,Carrington Street,secondary,True,14.634,"LINESTRING (-60.7349492 11.182167, -60.7348173 11.182143)",,50,,
14703627,False,Carrington Street,secondary,False,34.306,"LINESTRING (-60.7349492 11.182167, -60.7350735 11.1821982, -60.7352136 11.1822305, -60.7352539 11.182243)",,50,,
27288961,False,Darrell Spring Road,residential,False,71.122,"LINESTRING (-60.7369424 11.1884383, -60.7368968 11.188803, -60.736838 11.189069)",,,,
27288961,False,Darrell Spring Road,residential,True,248.76800000000003,"LINESTRING (-60.7369424 11.1884383, -60.7369499 11.188362, -60.7369841 11.1880066, -60.7369746 11.1877722, -60.7369424 11.1875452, -60.7368949 11.1874094, -60.7369063 11.1872475, -60.7369803 11.1871861, -60.7370207 11.1871112, -60.7370034 11.1869554, -60.7369686 11.186785, -60.7369686 11.1865464, -60.7369637 11.1863808, -60.7369984 11.1862664)",,,,
175947057,False,,residential,True,124.497,"LINESTRING (-60.7369424 11.1884383, -60.736061 11.1884196, -60.7360187 11.1884006, -60.7360428 11.1881928)",,,,
175947057,False,,residential,False,124.497,"LINESTRING (-60.7360428 11.1881928, -60.7360187 11.1884006, -60.736061 11.1884196, -60.7369424 11.1884383)",,,,
27288961,False,Darrell Spring Road,residential,True,16.279,"LINESTRING (-60.7369984 11.1862664, -60.7371153 11.1861754)",,,,
27288961,False,Darrell Spring Road,residential,False,248.76800000000003,"LINESTRING (-60.7369984 11.1862664, -60.7369637 11.1863808, -60.7369686 11.1865464, -60.7369686 11.186785, -60.7370034 11.1869554, -60.7370207 11.1871112, -60.7369803 11.1871861, -60.7369063 11.1872475, -60.7368949 11.1874094, -60.7369424 11.1875452, -60.7369746 11.1877722, -60.7369841 11.1880066, -60.7369499 11.188362, -60.7369424 11.1884383)",,,,
177123156,False,,residential,True,109.636,"LINESTRING (-60.7369984 11.1862664, -60.7367577 11.1862194, -60.7366222 11.1861957, -60.7364637 11.1861727, -60.7363352 11.1861576, -60.7362266 11.186155, -60.7361351 11.1861574, -60.7360788 11.1861643, -60.7360056 11.1861823)",,,,
177123156,False,,residential,False,65.997,"LINESTRING (-60.7358985 11.1867365, -60.7359046 11.1865108, -60.7359087 11.1863944, -60.7359172 11.1862882, -60.7359262 11.1862536, -60.7359423 11.1862252, -60.7359661 11.1862014, -60.7360056 11.1861823)",,,,
177123156,False,,residential,False,109.636,"LINESTRING (-60.7360056 11.1861823, -60.7360788 11.1861643, -60.7361351 11.1861574, -60.7362266 11.186155, -60.7363352 11.1861576, -60.7364637 11.1861727, -60.7366222 11.1861957, -60.7367577 11.1862194, -60.7369984 11.1862664)",,,,
177123156,False,,residential,True,65.997,"LINESTRING (-60.7360056 11.1861823, -60.7359661 11.1862014, -60.7359423 11.1862252, -60.7359262 11.1862536, -60.7359172 11.1862882, -60.7359087 11.1863944, -60.7359046 11.1865108, -60.7358985 11.1867365)",,,,
389966806,False,,residential,False,66.136,"LINESTRING (-60.7360056 11.1861823, -60.7359266 11.1861513, -60.735832 11.1861337, -60.735703 11.186121, -60.7355625 11.1861106, -60.7354086 11.1860987)",,,,
230904136,True,North Side Connector Road,residential,False,112.944,"LINESTRING (-60.7358185 11.1836955, -60.7348133 11.183452)",,50,,
390073295,True,Gardenside Street,secondary,False,125.89,"LINESTRING (-60.7358185 11.1836955, -60.7358146 11.183648, -60.735812 11.1835046, -60.7359139 11.1829402, -60.7359897 11.1825799)",,,,
390074895,True,North Side Connector Road,residential,False,51.789,"LINESTRING (-60.7348133 11.183452, -60.7346738 11.1834349, -60.7345907 11.1834323, -60.7345263 11.1834442, -60.73447 11.1834757, -60.734364 11.1835323)",2,60,,
27655110,False,Rockley Vale,residential,False,490.21900000000005,"LINESTRING (-60.734364 11.1835323, -60.7341421 11.1839796, -60.7340589 11.1842099, -60.7340334 11.1844625, -60.7340992 11.1847072, -60.7341515 11.1848374, -60.7341622 11.18494, -60.7341112 11.18504, -60.7340616 11.1851019, -60.7338591 11.1852216, -60.7336922 11.1855665, -60.7334326 11.1857097, -60.7331121 11.1858426, -60.7330155 11.1858518, -60.7329592 11.1858123, -60.7327728 11.1855636, -60.7326065 11.1854663, -60.7324845 11.185511, -60.7323718 11.1856268, -60.7322188 11.1857227, -60.7320619 11.185728, -60.7318688 11.1857833)",,,,
231048653,True,Carrington Street,residential,False,300.93899999999996,"LINESTRING (-60.734364 11.1835323, -60.7343283 11.1835246, -60.7342852 11.1835296, -60.7342493 11.1835423, -60.7340194 11.1836797, -60.7338163 11.1837882, -60.7337806 11.183802, -60.7337504 11.1838089, -60.7337208 11.1838138, -60.7336667 11.1838125, -60.7336262 11.1838072, -60.7335956 11.1837967, -60.7335628 11.1837815, -60.7335339 11.1837507, -60.7335248 11.1837219, -60.7335245 11.1836849, -60.7335444 11.1836461, -60.7335741 11.1836139, -60.7336892 11.1835263, -60.7337874 11.1834363, -60.7338287 11.1833961, -60.7338665 11.1833442, -60.7338971 11.1832974, -60.7339228 11.1832152, -60.7339467 11.1831211, -60.7339644 11.1830008, -60.7339829 11.1829382, -60.7340073 11.1828784, -60.7340366 11.1828383, -60.7340673 11.1828072, -60.7341506 11.1827369, -60.7342178 11.1826844, -60.7342391 11.1826677, -60.7343737 11.1825321, -60.7344202 11.1824704, -60.7344461 11.1824094, -60.734454 11.1823551, -60.7344418 11.1822943)",,50,,
27655131,False,Piggott Street,residential,True,56.669,"LINESTRING (-60.731496 11.1824679, -60.7320016 11.1823508)",,,,
27655131,False,Piggott Street,residential,False,80.25999999999999,"LINESTRING (-60.731496 11.1824679, -60.7314048 11.1824876, -60.7307717 11.1825943)",,,,
231049682,False,Keen Street,residential,False,101.804,"LINESTRING (-60.731496 11.1824679, -60.7313283 11.1819942, -60.7312049 11.1815982)",2,60,,
231049682,False,Keen Street,residential,True,101.804,"LINESTRING (-60.7312049 11.1815982, -60.7313283 11.1819942, -60.731496 11.1824679)",2,60,,
390002572,False,Keen Street,residential,False,56.815999999999995,"LINESTRING (-60.7312049 11.1815982, -60.731036 11.1811593, -60.7310287 11.1811181)",,,,
27655110,False,Rockley Vale,residential,True,490.21900000000005,"LINESTRING (-60.7318688 11.1857833, -60.7320619 11.185728, -60.7322188 11.1857227, -60.7323718 11.1856268, -60.7324845 11.185511, -60.7326065 11.1854663, -60.7327728 11.1855636, -60.7329592 11.1858123, -60.7330155 11.1858518, -60.7331121 11.1858426, -60.7334326 11.1857097, -60.7336922 11.1855665, -60.7338591 11.1852216, -60.7340616 11.1851019, -60.7341112 11.18504, -60.7341622 11.18494, -60.7341515 11.1848374, -60.7340992 11.1847072, -60.7340334 11.1844625, -60.7340589 11.1842099, -60.7341421 11.1839796, -60.734364 11.1835323)",,,,
231050099,False,Bacolet Street,primary,False,92.702,"LINESTRING (-60.7318688 11.1857833, -60.7318178 11.1856701, -60.7317633 11.1854993, -60.7317387 11.1849689)",2,50,,
231050099,False,Bacolet Street,primary,True,80.027,"LINESTRING (-60.7318688 11.1857833, -60.7319654 11.1859569, -60.7321732 11.1862582, -60.732266 11.1863875)",2,50,,
68590582,False,North Side Road,secondary,False,38.763,"LINESTRING (-60.7324079 11.1865779, -60.7326105 11.1868643)",2,80,yes,
231050099,False,Bacolet Street,primary,False,26.226,"LINESTRING (-60.7324079 11.1865779, -60.732266 11.1863875)",2,50,,
389966807,False,Claude Noel Highway,trunk,False,28.865,"LINESTRING (-60.7324079 11.1865779, -60.7321565 11.1866589)",2,80,,
389966807,False,Claude Noel Highway,trunk,True,29.712,"LINESTRING (-60.7324079 11.1865779, -60.7326626 11.1864832)",2,80,,
390073295,True,Gardenside Street,secondary,False,199.033,"LINESTRING (-60.7368472 11.1851499, -60.7361102 11.1842671, -60.735932 11.1840387, -60.7358884 11.1839283, -60.7358629 11.1838283, -60.7358185 11.1836955)",,,,
14703625,True,Wilson Road,secondary,False,2.554,"LINESTRING (-60.737995 11.1843671, -60.7380077 11.1843864)",,50,,
231287137,True,Post Office Street,unclassified,False,152.494,"LINESTRING (-60.737995 11.1843671, -60.7378513 11.1844694, -60.7368472 11.1851499)",,60,,
1035240208,False,Claude Noel Highway,trunk,True,77.275,"LINESTRING (-60.7364233 11.1860267, -60.7371153 11.1861754)",2,80,,
389966807,False,Claude Noel Highway,trunk,False,419.278,"LINESTRING (-60.7364233 11.1860267, -60.7359204 11.1859675, -60.7358292 11.1859583, -60.7354188 11.185932, -60.7350111 11.1859425, -60.7344961 11.1859807, -60.7341394 11.1860307, -60.7333334 11.1862333, -60.7332523 11.1862638, -60.7326626 11.1864832)",2,80,,
390000954,True,,trunk_link,False,127.89200000000001,"LINESTRING (-60.7364233 11.1860267, -60.7367599 11.1860031, -60.7370254 11.1860188, -60.7371475 11.1860188, -60.7372454 11.1859781, -60.7373527 11.1858978, -60.7374063 11.1858294, -60.7374211 11.1857149)",,,,
27288961,False,Darrell Spring Road,residential,False,16.279,"LINESTRING (-60.7371153 11.1861754, -60.7369984 11.1862664)",,,,
1035240208,False,Claude Noel Highway,trunk,False,77.275,"LINESTRING (-60.7371153 11.1861754, -60.7364233 11.1860267)",2,80,,
1050442397,False,Claude Noel Highway,trunk,True,251.272,"LINESTRING (-60.7371153 11.1861754, -60.7379522 11.1863912, -60.7384913 11.1865293, -60.7392342 11.1866938, -60.7393519 11.1867136)",2,,yes,
389966806,False,,residential,True,66.13600000000001,"LINESTRING (-60.7354086 11.1860987, -60.7355625 11.1861106, -60.735703 11.186121, -60.735832 11.1861337, -60.7359266 11.1861513, -60.7360056 11.1861823)",,,,
390077407,False,Piggott Street,residential,True,28.177,"LINESTRING (-60.7326447 11.1819009, -60.7328016 11.1816996)",,,,
168074144,False,Piggott Street,residential,False,31.263,"LINESTRING (-60.7326447 11.1819009, -60.7326259 11.1819058, -60.7326011 11.1819185, -60.7325606 11.1819606, -60.7325297 11.182015, -60.7324724 11.1821147)",,60,,
168074144,False,Piggott Street,residential,True,25.769,"LINESTRING (-60.7326447 11.1819009, -60.7326705 11.1819011, -60.7327047 11.1819061, -60.7328743 11.1819517)",,60,,
25775185,False,Robinson Street,residential,False,29.132,"LINESTRING (-60.7328016 11.1816996, -60.7328743 11.1819517)",,60,,
390077407,False,Piggott Street,residential,False,28.177,"LINESTRING (-60.7328016 11.1816996, -60.7326447 11.1819009)",,,,
25775185,False,Robinson Street,residential,True,62.911,"LINESTRING (-60.7328016 11.1816996, -60.7326498 11.1811862, -60.7326407 11.1811563)",,60,,
14703630,False,Milford Road,secondary,False,27.924,"LINESTRING (-60.7374127 11.182749, -60.7374821 11.1827534, -60.7376685 11.1827574)",2,50,yes,
438864865,True,Wilson Road,secondary,False,29.293,"LINESTRING (-60.7374127 11.182749, -60.7373265 11.1828455, -60.7372601 11.1829639)",,50,,
231050099,False,Bacolet Street,primary,True,26.226,"LINESTRING (-60.732266 11.1863875, -60.7324079 11.1865779)",2,50,,
231050099,False,Bacolet Street,primary,False,80.027,"LINESTRING (-60.732266 11.1863875, -60.7321732 11.1862582, -60.7319654 11.1859569, -60.7318688 11.1857833)",2,50,,
772937415,True,,trunk_link,False,44.81,"LINESTRING (-60.732266 11.1863875, -60.7324394 11.1864515, -60.7326626 11.1864832)",,,,
389966807,False,Claude Noel Highway,trunk,False,29.712,"LINESTRING (-60.7326626 11.1864832, -60.7324079 11.1865779)",2,80,,
389966807,False,Claude Noel Highway,trunk,True,419.27799999999996,"LINESTRING (-60.7326626 11.1864832, -60.7332523 11.1862638, -60.7333334 11.1862333, -60.7341394 11.1860307, -60.7344961 11.1859807, -60.7350111 11.1859425, -60.7354188 11.185932, -60.7358292 11.1859583, -60.7359204 11.1859675, -60.7364233 11.1860267)",2,80,,
439021797,True,,trunk_link,False,44.662000000000006,"LINESTRING (-60.7326626 11.1864832, -60.7326238 11.1865568, -60.7325863 11.186641, -60.7325796 11.1867292, -60.7326105 11.1868643)",,,,
389966807,False,Claude Noel Highway,trunk,True,28.865,"LINESTRING (-60.7321565 11.1866589, -60.7324079 11.1865779)",2,80,,
