osmid,lanes,name,highway,oneway,reversed,length,geometry,access,bridge
571962273,2,Jalan Cagar Alam,tertiary,False,True,40.457,"LINESTRING (106.8126481 -6.4032518, 106.8126233 -6.4028888)",,
152076851,,,residential,False,True,36.126,"LINESTRING (106.8126481 -6.4032518, 106.8125672 -6.4032568, 106.8124911 -6.4032615, 106.8124412 -6.4032668, 106.812323 -6.4032839)",,
571870266,,,residential,False,False,86.357,"LINESTRING (106.8126481 -6.4032518, 106.8128626 -6.4032508, 106.8131402 -6.4032455, 106.8132877 -6.4032495, 106.8134286 -6.4032653)",,
571962273,2,Jalan Cagar Alam,tertiary,False,False,68.03999999999999,"LINESTRING (106.8126481 -6.4032518, 106.81265 -6.4037512, 106.8126502 -6.4038637)",,
744576282,,Jalan Lapangan Koni II,living_street,False,True,124.669,"LINESTRING (106.8125991 -6.4064029, 106.8137259 -6.4064592)",,
571962273,2,Jalan Cagar Alam,tertiary,False,False,92.35,"LINESTRING (106.8125991 -6.4064029, 106.8126201 -6.4064366, 106.8126145 -6.406526, 106.8125883 -6.4067045, 106.8125612 -6.4069028, 106.8125474 -6.4070078, 106.8125338 -6.4071083, 106.8125256 -6.4071648, 106.8125154 -6.4072203)",,
571962273,2,Jalan Cagar Alam,tertiary,False,True,66.382,"LINESTRING (106.8125991 -6.4064029, 106.8126037 -6.4063551, 106.8126045 -6.4062662, 106.8125997 -6.4061275, 106.8125957 -6.4060422, 106.8126014 -6.4059601, 106.812589 -6.405807)",,
571962279,,,residential,False,False,78.59700000000001,"LINESTRING (106.8125991 -6.4064029, 106.8123329 -6.4063934, 106.8121505 -6.4063945, 106.811888 -6.4063929)",,
151303496,,,residential,False,False,88.78399999999999,"LINESTRING (106.8169844 -6.403854, 106.8166659 -6.403806, 106.816381 -6.4037514, 106.8161949 -6.4037079)",,
151303496,,,residential,False,True,42.801,"LINESTRING (106.8169844 -6.403854, 106.817021 -6.4036756, 106.8170422 -6.4035683, 106.8170529 -6.4034754)",,
"[914921680, 572240159]",,,residential,False,False,76.34,"LINESTRING (106.8169844 -6.403854, 106.8169664 -6.4040011, 106.8169597 -6.4040771, 106.8169597 -6.4041464, 106.816959 -6.404208, 106.8169583 -6.4042464, 106.8169546 -6.404348, 106.8169362 -6.4044763, 106.8169191 -6.4045354)",,
151303496,,,residential,False,False,24.915,"LINESTRING (106.8160095 -6.4053152, 106.8157978 -6.4052381)",,
151304491,,,residential,False,True,40.132,"LINESTRING (106.8160095 -6.4053152, 106.816022 -6.4056759)",,
151303496,,,residential,False,True,102.296,"LINESTRING (106.8160095 -6.4053152, 106.816029 -6.4051343, 106.8160434 -6.4050273, 106.8160541 -6.4049444, 106.8160598 -6.4048867, 106.8160685 -6.4047821, 106.8161054 -6.4044003)",,
"[151304488, 151304490]",,,residential,False,False,82.30099999999999,"LINESTRING (106.8160095 -6.4053152, 106.8163025 -6.4053778, 106.8164986 -6.4054179, 106.8165444 -6.4054266, 106.8167397 -6.4054605)",,
151406716,,,living_street,False,False,23.999,"LINESTRING (106.8156658 -6.4087389, 106.8156962 -6.4085252)",,
571904149,,,residential,False,True,51.579,"LINESTRING (106.8156658 -6.4087389, 106.8160968 -6.408917)",,
151406716,,,living_street,False,True,114.928,"LINESTRING (106.8156658 -6.4087389, 106.8156229 -6.4089842, 106.8155642 -6.409129, 106.8154673 -6.409368, 106.8153521 -6.4096261, 106.8153224 -6.4097095)",,
151303496,,,residential,False,False,39.739,"LINESTRING (106.8161949 -6.4037079, 106.816147 -6.4040621)",,
572217928,,,residential,False,True,3.706,"LINESTRING (106.8161949 -6.4037079, 106.8161631 -6.4036973)",,
151303496,,,residential,False,True,88.78399999999999,"LINESTRING (106.8161949 -6.4037079, 106.816381 -6.4037514, 106.8166659 -6.403806, 106.8169844 -6.403854)",,
151406716,,,living_street,False,True,55.837,"LINESTRING (106.8159435 -6.4062361, 106.8158779 -6.406734)",,
"[151304491, 151406716]",,,"['living_street', 'residential']",False,False,62.908,"LINESTRING (106.8159435 -6.4062361, 106.815989 -6.4059579, 106.816022 -6.4056759)",,
"[914921680, 914732286]",,,residential,False,True,139.164,"LINESTRING (106.8159435 -6.4062361, 106.8166003 -6.4063094, 106.8166174 -6.4063081, 106.8166284 -6.4063048, 106.8166355 -6.4062951, 106.816674 -6.4060242, 106.8167183 -6.405747)",,
151304491,,,residential,False,False,40.132,"LINESTRING (106.816022 -6.4056759, 106.8160095 -6.4053152)",,
571904330,,,residential,False,True,77.347,"LINESTRING (106.816022 -6.4056759, 106.8167183 -6.405747)",,
"[151304491, 151406716]",,,"['residential', 'living_street']",False,True,62.908,"LINESTRING (106.816022 -6.4056759, 106.815989 -6.4059579, 106.8159435 -6.4062361)",,
914921680,,,residential,False,False,31.945,"LINESTRING (106.8167397 -6.4054605, 106.8167183 -6.405747)",,
"[151304488, 151304490]",,,residential,False,True,82.30099999999999,"LINESTRING (106.8167397 -6.4054605, 106.8165444 -6.4054266, 106.8164986 -6.4054179, 106.8163025 -6.4053778, 106.8160095 -6.4053152)",,
914921680,,,residential,False,True,110.267,"LINESTRING (106.8167397 -6.4054605, 106.8168356 -6.4051753, 106.8168769 -6.405002, 106.816904 -6.4048867, 106.8169205 -6.4048008, 106.8169258 -6.4047268, 106.8168773 -6.4047134, 106.8169191 -6.4045354)",,
151406668,,,residential,False,False,68.106,"LINESTRING (106.8158779 -6.406734, 106.8164811 -6.4068598)",,
151406716,,,living_street,False,False,55.837,"LINESTRING (106.8158779 -6.406734, 106.8159435 -6.4062361)",,
