osmid,oneway,lanes,name,highway,access,reversed,length,geometry
180244620,False,1,Telepon,residential,yes,True,67.683,"LINESTRING (109.2373024 -7.4241539, 109.2379075 -7.4242562)"
188991081,False,2,Jalan Merdeka,unclassified,yes,False,60.732,"LINESTRING (109.2373024 -7.4241539, 109.2373889 -7.4236145)"
188991081,False,2,Jalan Merdeka,unclassified,yes,True,4.437,"LINESTRING (109.2373024 -7.4241539, 109.2372926 -7.4241926)"
1201439571,False,2,Jalan Perintis Kemerdekaan,tertiary,yes,True,30.185,"LINESTRING (109.2406763 -7.4304215, 109.2407005 -7.4301511)"
189196741,False,2,Situmpur,tertiary,yes,False,159.493,"LINESTRING (109.2406763 -7.4304215, 109.2407885 -7.4304142, 109.2410876 -7.4304016, 109.2413408 -7.4303699, 109.2416103 -7.4302746, 109.241808 -7.4301415, 109.2420041 -7.4299808)"
190001439,False,,,residential,,False,72.163,"LINESTRING (109.2406763 -7.4304215, 109.2404888 -7.4304252, 109.2403629 -7.430427, 109.2402448 -7.430434, 109.240023 -7.430454)"
193062732,False,2,Perintis Kemerdekaan,tertiary,yes,False,99.10600000000001,"LINESTRING (109.2406763 -7.4304215, 109.2406324 -7.4307562, 109.2406179 -7.4310001, 109.2406133 -7.4310774, 109.2406083 -7.4311619, 109.2405995 -7.431309)"
180244618,True,,,tertiary,,False,35.389,"LINESTRING (109.2405159 -7.427621, 109.2405509 -7.4276873, 109.2406045 -7.4277526, 109.240665 -7.4278039, 109.2406783 -7.4278152, 109.2407136 -7.4278675)"
190403446,False,2,Jalan Kapten Pierre Tendean,tertiary,yes,True,115.405,"LINESTRING (109.2405159 -7.427621, 109.2405092 -7.4275848, 109.2404715 -7.427293, 109.2404644 -7.4271748, 109.2404623 -7.4271487, 109.2404611 -7.4270731, 109.2405352 -7.426592)"
180244615,False,1,Purwobakti,residential,yes,False,76.342,"LINESTRING (109.2379667 -7.4271934, 109.2381208 -7.4266746, 109.2381683 -7.4265367)"
961903477,True,4,Jalan Jenderal Sudirman,secondary,yes,False,143.216,"LINESTRING (109.2379667 -7.4271934, 109.2378294 -7.4271536, 109.2375895 -7.427084, 109.2369969 -7.4269122, 109.2369212 -7.4268903, 109.2367217 -7.4268266)"
189190254,False,,,residential,,True,69.608,"LINESTRING (109.2381899 -7.4259865, 109.2387998 -7.4261481)"
180244615,False,1,Purwobakti,residential,yes,False,154.766,"LINESTRING (109.2381899 -7.4259865, 109.2382123 -7.4257517, 109.2382328 -7.4255183, 109.2383625 -7.4246056)"
180244615,False,1,Purwobakti,residential,yes,True,61.233000000000004,"LINESTRING (109.2381899 -7.4259865, 109.2381755 -7.4264376, 109.2381683 -7.4265367)"
180244615,False,1,Purwobakti,residential,yes,False,21.778,"LINESTRING (109.2383991 -7.4243481, 109.2384247 -7.4241539)"
180244620,False,1,Telepon,residential,yes,False,55.16,"LINESTRING (109.2383991 -7.4243481, 109.2379075 -7.4242562)"
180244615,False,1,Purwobakti,residential,yes,True,28.942999999999998,"LINESTRING (109.2383991 -7.4243481, 109.2383656 -7.4245509, 109.2383625 -7.4246056)"
180244620,False,1,Telepon,residential,yes,False,67.683,"LINESTRING (109.2379075 -7.4242562, 109.2373024 -7.4241539)"
180244620,False,1,Telepon,residential,yes,True,55.16,"LINESTRING (109.2379075 -7.4242562, 109.2383991 -7.4243481)"
189187197,False,,,residential,,False,228.15500000000003,"LINESTRING (109.2379075 -7.4242562, 109.2378819 -7.4244595, 109.2378608 -7.424774, 109.2378406 -7.4249149, 109.2378386 -7.424936, 109.237801 -7.4256887, 109.2377961 -7.4257673, 109.2377968 -7.4257792, 109.2377978 -7.4257915, 109.2378062 -7.4258015, 109.2378729 -7.4258228, 109.2378833 -7.4258291, 109.237885 -7.4258404, 109.2378853 -7.4258517, 109.2378867 -7.4261888, 109.2378817 -7.4262458)"
189196741,False,2,Situmpur,tertiary,yes,True,15.858,"LINESTRING (109.2420547 -7.4298473, 109.2420041 -7.4299808)"
962158332,False,,,residential,,False,57.894,"LINESTRING (109.2420547 -7.4298473, 109.2425789 -7.4298175)"
189196741,False,2,Situmpur,tertiary,yes,False,194.81199999999998,"LINESTRING (109.2420547 -7.4298473, 109.2420355 -7.4294321, 109.2420814 -7.4293175, 109.2421197 -7.4292959, 109.2422221 -7.4292744, 109.2428151 -7.4292044, 109.2432915 -7.4291739)"
188872234,True,2,Jalan Letnan Jenderal S. Parman,tertiary,yes,False,9.619,"LINESTRING (109.243715 -7.4308336, 109.2437477 -7.4307534)"
630118066,False,2,Sudagaran,unclassified,yes,False,7.69,"LINESTRING (109.243715 -7.4308336, 109.2437835 -7.4308466)"
180247436,False,2,Kongsen,unclassified,yes,False,143.358,"LINESTRING (109.243715 -7.4308336, 109.2436642 -7.430816, 109.2436273 -7.4307848, 109.243487 -7.4306913, 109.2432265 -7.4305868, 109.2429775 -7.4304877, 109.2425325 -7.4303106)"
180247436,False,2,Kongsen,unclassified,yes,False,56.400000000000006,"LINESTRING (109.2425325 -7.4303106, 109.2422064 -7.4301664, 109.2421286 -7.4301106, 109.2420865 -7.4300704)"
180247436,False,2,Kongsen,unclassified,yes,True,143.358,"LINESTRING (109.2425325 -7.4303106, 109.2429775 -7.4304877, 109.2432265 -7.4305868, 109.243487 -7.4306913, 109.2436273 -7.4307848, 109.2436642 -7.430816, 109.243715 -7.4308336)"
190000976,False,,Stadion Mini,residential,yes,False,162.973,"LINESTRING (109.2425325 -7.4303106, 109.2425805 -7.431075, 109.2426156 -7.4317739)"
180247436,False,2,Kongsen,unclassified,yes,True,13.484,"LINESTRING (109.2420041 -7.4299808, 109.2420865 -7.4300704)"
189196741,False,2,Situmpur,tertiary,yes,False,15.858,"LINESTRING (109.2420041 -7.4299808, 109.2420547 -7.4298473)"
189196741,False,2,Situmpur,tertiary,yes,True,159.493,"LINESTRING (109.2420041 -7.4299808, 109.241808 -7.4301415, 109.2416103 -7.4302746, 109.2413408 -7.4303699, 109.2410876 -7.4304016, 109.2407885 -7.4304142, 109.2406763 -7.4304215)"
189173615,True,2,Jalan Letnan Jenderal Suprapto,tertiary,yes,False,8.913,"LINESTRING (109.2437778 -7.4249127, 109.2437843 -7.4248328)"
189184288,False,2,Jalan Kyai Mohammad Syafei,tertiary,yes,False,109.144,"LINESTRING (109.2437778 -7.4249127, 109.2430782 -7.4248167, 109.2427974 -7.4247774)"
188870656,False,2,Jalan Letnan Jenderal S. Parman,tertiary,yes,False,149.744,"LINESTRING (109.2437186 -7.4278205, 109.2437118 -7.4279627, 109.2437088 -7.4282517, 109.2437103 -7.4284171, 109.2437226 -7.4291669)"
189173615,True,2,Jalan Letnan Jenderal Suprapto,tertiary,yes,False,87.648,"LINESTRING (109.2437186 -7.4278205, 109.2437174 -7.4277217, 109.2437163 -7.427634, 109.2437203 -7.4270323)"
1146029534,True,4,Jalan Jenderal Sudirman,secondary,yes,False,331.46199999999993,"LINESTRING (109.2437186 -7.4278205, 109.2435249 -7.4278258, 109.2433327 -7.4278383, 109.2429454 -7.4278408, 109.2427485 -7.4278453, 109.2425686 -7.4278506, 109.2425291 -7.4278509, 109.2424253 -7.4278528, 109.2424037 -7.4278528, 109.2421322 -7.4278535, 109.2420457 -7.4278574, 109.2420035 -7.427857, 109.2418041 -7.4278586, 109.2415517 -7.4278596, 109.2413134 -7.4278615, 109.2409639 -7.4278681, 109.2408169 -7.4278621, 109.2407787 -7.4278625, 109.2407136 -7.4278675)"
188991081,False,2,Jalan Merdeka,unclassified,yes,False,98.81800000000001,"LINESTRING (109.2367217 -7.4268266, 109.2367585 -7.4266994, 109.2368747 -7.4263304, 109.2369248 -7.4262009, 109.2369877 -7.4259784)"
194871408,True,2,,tertiary,yes,False,32.508,"LINESTRING (109.2403399 -7.4278497, 109.240407 -7.4277901, 109.2404395 -7.4277613, 109.2404784 -7.4277009, 109.2405159 -7.427621)"
961903477,True,4,Jalan Jenderal Sudirman,secondary,yes,False,110.17899999999999,"LINESTRING (109.2403399 -7.4278497, 109.2402416 -7.4278282, 109.2401242 -7.4278019, 109.2399963 -7.4277659, 109.2396901 -7.4276796, 109.2393756 -7.427591)"
189184288,False,2,Jalan Kyai Mohammad Syafei,tertiary,yes,True,64.29,"LINESTRING (109.2422211 -7.4246896, 109.2427974 -7.4247774)"
1085314483,False,,,tertiary,yes,False,9.803,"LINESTRING (109.2422211 -7.4246896, 109.2421325 -7.4246823)"
191323675,False,2,Jalan Kyai Mohammad Syafei,tertiary,yes,False,7.579,"LINESTRING (109.2423569 -7.4236702, 109.2422883 -7.4236659)"
