osmid,oneway,lanes,name,highway,reversed,length,geometry,access
23417523,True,2,Jalan Patimura,primary,False,9.677,"LINESTRING (115.222495 -8.6492495, 115.222583 -8.6492518)",
25132835,True,2,Jalan Melati,tertiary,False,233.12099999999998,"LINESTRING (115.222495 -8.6492495, 115.222494 -8.6503788, 115.2224932 -8.651346)",
1137774371,True,2,Jalan Melati,tertiary,False,117.771,"LINESTRING (115.2225387 -8.6522714, 115.2225443 -8.6527403, 115.2225471 -8.6528703, 115.2225526 -8.6531723, 115.2225498 -8.6533304)",
1137198676,True,,Jalan Patimura,primary,False,102.875,"LINESTRING (115.2209357 -8.6492249, 115.2211533 -8.6492227, 115.2212566 -8.6492223, 115.2218715 -8.649225)",
85383327,True,,Jalan Patimura,primary,False,53.977,"LINESTRING (115.2202562 -8.6492217, 115.2207472 -8.6492189)",
322885530,True,,Belimbing,unclassified,False,48.297,"LINESTRING (115.2202562 -8.6492217, 115.2202069 -8.6496533)",
"[372062963, 772279484]",False,,Jalan Banteng,residential,False,96.315,"LINESTRING (115.2202562 -8.6492217, 115.2202856 -8.649004, 115.2203178 -8.6487417, 115.2203188 -8.6487258, 115.2203235 -8.6487088, 115.2203567 -8.6486432, 115.2203862 -8.6485889, 115.220395 -8.6485584, 115.2204198 -8.648378)",
1136880661,True,,Jalan Patimura,primary,False,25.968,"LINESTRING (115.2175062 -8.6490967, 115.2177424 -8.6491001)",
35036622,True,,Jalan Yudhistira,tertiary,False,156.679,"LINESTRING (115.2175062 -8.6490967, 115.2169222 -8.6490622, 115.2167327 -8.6490414, 115.2166385 -8.6490363, 115.2163819 -8.6490202, 115.2162992 -8.6490164, 115.2162517 -8.6490158, 115.2162268 -8.6490181, 115.2162084 -8.6490214, 115.2161829 -8.6490281, 115.2161637 -8.6490353, 115.2161383 -8.649045, 115.2161128 -8.6490565, 115.2160938 -8.6490673)",
85383328,True,2,Jalan Veteran,primary,False,104.65700000000001,"LINESTRING (115.2173086 -8.6514785, 115.2173356 -8.6511643, 115.2173493 -8.6510138, 115.2173604 -8.650828, 115.2173661 -8.6507626, 115.2173802 -8.6505871, 115.217384 -8.6505403)",
