osmid,highway,oneway,reversed,length,lanes,name,access,width,geometry,maxspeed,bridge,junction
278455021,secondary,False,True,13.246,,,,,"LINESTRING (106.9295575 -6.9173778, 106.9294656 -6.9174544)",,,
355208691,secondary,False,True,16.139,2,Jalan Surya Kencana,yes,6,"LINESTRING (106.9295575 -6.9173778, 106.9296768 -6.9172939)",,,
906049946,residential,False,False,76.235,,,,,"LINESTRING (106.9295575 -6.9173778, 106.9295079 -6.9173458, 106.9294247 -6.9172899, 106.9290975 -6.9171315, 106.9289446 -6.9170649)",,,
188316762,tertiary,False,False,90.557,,Jalan Lettu Bakri,,,"LINESTRING (106.9222966 -6.9213629, 106.9221102 -6.922156)",,,
1123297119,secondary,False,True,40.785,,Jalan Jenderal Ahmad Yani,,,"LINESTRING (106.9222966 -6.9213629, 106.9226631 -6.9214094)",,,
619094182,secondary,False,True,26.217,,Jalan RE. Martadinata,,,"LINESTRING (106.9303856 -6.9204419, 106.9306183 -6.9204891)",,,
619094182,secondary,False,False,104.578,,Jalan RE. Martadinata,,,"LINESTRING (106.9303856 -6.9204419, 106.9300751 -6.9203986, 106.929878 -6.920364, 106.9296599 -6.9203414, 106.9294455 -6.9203404)",,,
906044150,residential,False,False,88.103,,,,,"LINESTRING (106.9303856 -6.9204419, 106.9304038 -6.9203574, 106.9304741 -6.9200492, 106.9306022 -6.9198315, 106.9306706 -6.9197116)",,,
188314074,secondary,True,False,113.408,,Jalan Jenderal Achmad Yani,,,"LINESTRING (106.9309342 -6.9225688, 106.9299134 -6.9224535)",,,
199293886,tertiary,False,True,112.219,,Jalan Stasiun Timur,,,"LINESTRING (106.9309342 -6.9225688, 106.9307678 -6.9235644)",,,
860928941,secondary,True,False,63.733,,Jalan Panglima Besar Sudirman,,,"LINESTRING (106.9223646 -6.9207693, 106.9224375 -6.9207767, 106.9226092 -6.9209045, 106.9227782 -6.9210536, 106.9228223 -6.9210988)",,,
1206091209,tertiary,False,True,19.387,,,,,"LINESTRING (106.9260438 -6.918325, 106.9258714 -6.9183583)",,,
"[1014239316, 1014239317]",living_street,False,True,182.575,,,,,"LINESTRING (106.9260438 -6.918325, 106.9261039 -6.918214, 106.9261178 -6.9181913, 106.9261628 -6.9181129, 106.9262266 -6.9179905, 106.9262508 -6.9179492, 106.926299 -6.9178729, 106.926343 -6.9178144, 106.9264427 -6.9177222, 106.926573 -6.9174608, 106.9265744 -6.9174416, 106.9263915 -6.9173714, 106.9260221 -6.9171889)",,,
1206091209,tertiary,False,False,27.221,,,,,"LINESTRING (106.9260438 -6.918325, 106.9261102 -6.9183184, 106.9261631 -6.9183157, 106.9262329 -6.9183257, 106.9262825 -6.9183523)",,,
821305297,secondary,True,False,8.323,,Jalan Veteran II,,,"LINESTRING (106.9262825 -6.9183523, 106.9263415 -6.9183989)",,,
1206091209,tertiary,False,True,27.221,,,,,"LINESTRING (106.9262825 -6.9183523, 106.9262329 -6.9183257, 106.9261631 -6.9183157, 106.9261102 -6.9183184, 106.9260438 -6.918325)",,,
233048477,secondary,True,False,22.618000000000002,,Jalan Mesjid,,,"LINESTRING (106.9261524 -6.9185094, 106.9261953 -6.9184595, 106.9262309 -6.9184142, 106.9262825 -6.9183523)",,,
619028767,tertiary,True,False,24.859,,,,,"LINESTRING (106.9261524 -6.9185094, 106.926147 -6.9184535, 106.9261256 -6.9184029, 106.9260438 -6.918325)",,,
233048481,tertiary,True,False,58.089,,,,,"LINESTRING (106.9226501 -6.9194247, 106.922687 -6.9194254, 106.922754 -6.9194314, 106.9229619 -6.91949, 106.9231611 -6.9195419)",,,
641101804,living_street,False,False,57.489,,,,,"LINESTRING (106.9226501 -6.9194247, 106.9227101 -6.9193113, 106.9227614 -6.9192251, 106.9227742 -6.9192041, 106.9227819 -6.9191828, 106.9227819 -6.9191618, 106.9227745 -6.9191445, 106.9227604 -6.9191242, 106.9227467 -6.9191016, 106.9227423 -6.9190836, 106.9227437 -6.9190643, 106.9227531 -6.919036, 106.9227738 -6.9190067, 106.9228157 -6.9189841)",,,
233048481,tertiary,True,False,209.652,,,,,"LINESTRING (106.9244123 -6.9195206, 106.9245672 -6.9194447, 106.9246443 -6.9193961, 106.9247208 -6.9193375, 106.9249763 -6.9191545, 106.9250815 -6.9190793, 106.9251519 -6.919034, 106.9251982 -6.918992, 106.9252686 -6.9189242, 106.925333 -6.9188449, 106.925447 -6.9187012, 106.9255389 -6.9185873, 106.9255838 -6.9185247, 106.9256173 -6.9184835, 106.9256663 -6.9184502, 106.9257192 -6.9184222, 106.9258714 -6.9183583)",,,
"[701483649, 833392063]",living_street,False,True,43.379999999999995,,,,,"LINESTRING (106.9244123 -6.9195206, 106.9244231 -6.9195412, 106.9244485 -6.9195752, 106.9244579 -6.9196221, 106.9244606 -6.9196451, 106.9244569 -6.9196632, 106.9244549 -6.919678, 106.924376 -6.9198838)",,,
233048484,unclassified,False,True,68.118,,Jalan Ciwangi,,,"LINESTRING (106.9279743 -6.9209218, 106.9280246 -6.9207175, 106.928106 -6.9204048, 106.9281285 -6.9203287)",,,
233048486,residential,False,False,190.15300000000002,,Jalan Balaidesa,,,"LINESTRING (106.9279743 -6.9209218, 106.92816 -6.9209551, 106.9283977 -6.9209881, 106.928553 -6.9210023, 106.9288601 -6.921043, 106.9289835 -6.9210669, 106.9291505 -6.9210896, 106.9293764 -6.9211543, 106.9296677 -6.9212201)",,,
233048489,tertiary,False,True,105.203,,,,,"LINESTRING (106.9246159 -6.9217842, 106.9245316 -6.9221535, 106.9243795 -6.9227005)",,,
288254120,secondary,True,False,107.187,,Jalan Jenderal Achmad Yani,,,"LINESTRING (106.9246159 -6.9217842, 106.9241421 -6.9216877, 106.9236623 -6.9216028)",,,
288254120,secondary,True,False,80.081,,Jalan Jenderal Achmad Yani,,,"LINESTRING (106.9258622 -6.9219379, 106.9255134 -6.9219125, 106.9251405 -6.9218668)",,,
"[818249017, 233048491, 852570319]",residential,False,True,213.7,,"['Jalan Lettu Bakrie', 'Jalan Yulius Usman']",,,"LINESTRING (106.9258622 -6.9219379, 106.92578 -6.9225374, 106.9257738 -6.922818, 106.9258007 -6.9229487, 106.9258549 -6.9230723, 106.9259185 -6.923153, 106.9259556 -6.9232013, 106.9259885 -6.9232262, 106.9260349 -6.9232468, 106.9261098 -6.9232743, 106.926205 -6.923307, 106.9261612 -6.9236381)",5,,
