osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,width,bridge,junction
27139200,,residential,False,False,20.009,4,RR111,50,"LINESTRING (10.4506141 32.9298335, 10.4507232 32.9299884)",,,
27139200,,residential,False,True,38.44,4,RR111,50,"LINESTRING (10.4506141 32.9298335, 10.450394 32.9295413)",,,
127566661,نهج أبو القاسم الشابي,residential,False,False,36.922,,,,"LINESTRING (10.4506141 32.9298335, 10.4509593 32.9296713)",,,
27139200,,residential,False,False,15.915,4,RR111,50,"LINESTRING (10.4507232 32.9299884, 10.4508197 32.9301064)",,,
27139200,,residential,False,True,20.009,4,RR111,50,"LINESTRING (10.4507232 32.9299884, 10.4506141 32.9298335)",,,
127566668,Rue Hadi El Kawach,residential,False,True,64.978,,,,"LINESTRING (10.4507232 32.9299884, 10.4500729 32.9301971)",,,
127566668,Rue Hadi El Kawach,residential,False,False,64.978,,,,"LINESTRING (10.4500729 32.9301971, 10.4507232 32.9299884)",,,
384087659,شارع الحبيب الميساوي,residential,False,False,59.654,,,,"LINESTRING (10.4500729 32.9301971, 10.4499152 32.9296772)",,,
384087659,شارع الحبيب الميساوي,residential,False,True,86.429,,,,"LINESTRING (10.4500729 32.9301971, 10.4501837 32.9305474, 10.4503014 32.9309503)",,,
186982490,نهج القيروان,residential,False,True,36.649,2,,,"LINESTRING (10.4519704 32.9306581, 10.4515881 32.9307334)",,,
186982522,نهج الحرّيّة,residential,False,False,139.90300000000002,,,,"LINESTRING (10.4519704 32.9306581, 10.4516768 32.9298502, 10.4515185 32.9294586)",,,
186982522,نهج الحرّيّة,residential,False,True,42.17,,,,"LINESTRING (10.4519704 32.9306581, 10.4521139 32.9309947, 10.4521117 32.9310034, 10.4521018 32.9310132)",,,
186982490,نهج القيروان,residential,False,False,21.677,2,,,"LINESTRING (10.451362 32.930778, 10.4515881 32.9307334)",,,
186982490,نهج القيروان,residential,False,True,100.677,2,,,"LINESTRING (10.451362 32.930778, 10.4503117 32.9309845)",,,
27139200,,residential,False,False,101.799,4,RR111,50,"LINESTRING (10.451362 32.930778, 10.4516423 32.9311113, 10.4519851 32.9315294)",,,
27139200,,residential,False,True,90.221,4,RR111,50,"LINESTRING (10.451362 32.930778, 10.451206 32.9305771, 10.4510786 32.9304229, 10.4508197 32.9301064)",,,
384087659,شارع الحبيب الميساوي,residential,False,False,18.886,,,,"LINESTRING (10.4503616 32.9311491, 10.4503117 32.9309845)",,,
384087659,شارع الحبيب الميساوي,residential,False,True,13.363,,,,"LINESTRING (10.4503616 32.9311491, 10.4503943 32.9312661)",,,
1070619355,شارع الحبيب بورقيبة,residential,False,True,39.042,2,,50,"LINESTRING (10.4503616 32.9311491, 10.4502776 32.931097, 10.450202 32.9310363, 10.4501363 32.9309681, 10.4500816 32.9308931)",,,
186982522,نهج الحرّيّة,residential,False,False,42.17,,,,"LINESTRING (10.4521018 32.9310132, 10.4521117 32.9310034, 10.4521139 32.9309947, 10.4519704 32.9306581)",,,
27139200,,residential,False,False,10.057,4,RR111,50,"LINESTRING (10.4533742 32.9331545, 10.4534408 32.9332256)",,,
27139200,,residential,False,True,17.14,4,RR111,50,"LINESTRING (10.4533742 32.9331545, 10.4532674 32.9330291)",,,
127566662,نهج الطيب المهيري,residential,False,False,40.484,2,,50,"LINESTRING (10.4533742 32.9331545, 10.453294 32.9327967)",,,
215432045,نهج الجزائر,residential,False,True,79.432,,,,"LINESTRING (10.4532189 32.927557, 10.4534663 32.9282405)",,,
676244678,نهج خالد بن الوليد,residential,False,False,39.72,,,,"LINESTRING (10.4532189 32.927557, 10.4536164 32.9274294)",,,
676244678,نهج خالد بن الوليد,residential,False,True,41.106,,,,"LINESTRING (10.4532189 32.927557, 10.4528082 32.9276905)",,,
127670813,نهج ابن عرفة,residential,False,False,67.29,,,,"LINESTRING (10.4554752 32.9276162, 10.4548078 32.9278451)",,,
837654667,نهج صفاقس,residential,False,False,8.295,,,,"LINESTRING (10.4554752 32.9276162, 10.4554472 32.9275454)",,,
837654667,نهج صفاقس,residential,False,True,43.359,,,,"LINESTRING (10.4554752 32.9276162, 10.4556182 32.9279872)",,,
127670813,نهج ابن عرفة,residential,False,False,49.404,,,,"LINESTRING (10.4548078 32.9278451, 10.4543184 32.9280144)",,,
127670813,نهج ابن عرفة,residential,False,True,67.29,,,,"LINESTRING (10.4548078 32.9278451, 10.4554752 32.9276162)",,,
127670814,نهج مجردة,residential,False,True,72.56700000000001,,,,"LINESTRING (10.4548078 32.9278451, 10.4547588 32.9282313, 10.4546971 32.9284904)",,,
127670810,نهج حمادي خذير,residential,False,True,51.634,,,30,"LINESTRING (10.4486872 32.9279613, 10.4481604 32.9281031)",,,
127263961,شارع الحبيب بورقيبة,residential,True,False,59.626999999999995,2,,50,"LINESTRING (10.4486872 32.9279613, 10.448699 32.9279918, 10.4487742 32.928186, 10.4488846 32.9284713)",,,
127670810,نهج حمادي خذير,residential,False,False,51.634,,,30,"LINESTRING (10.4481604 32.9281031, 10.4486872 32.9279613)",,,
127263958,نهج فرحات حشاد,residential,True,False,61.78,,,,"LINESTRING (10.4481604 32.9281031, 10.4480651 32.9278777, 10.447939 32.9275795)",,,
127670813,نهج ابن عرفة,residential,False,True,41.136,,,,"LINESTRING (10.4534663 32.9282405, 10.4538807 32.9281145)",,,
215432045,نهج الجزائر,residential,False,False,79.432,,,,"LINESTRING (10.4534663 32.9282405, 10.4532189 32.927557)",,,
215432045,نهج الجزائر,residential,False,True,29.952,,,,"LINESTRING (10.4534663 32.9282405, 10.4535019 32.9285082)",,,
127566683,نهج محمد دغيم,residential,False,False,77.426,,,,"LINESTRING (10.4530255 32.9283625, 10.4528082 32.9276905)",,,
127566698,نهج طارق بن زياد,residential,False,True,88.264,2,,50,"LINESTRING (10.4530255 32.9283625, 10.4521286 32.9281108)",,,
127566698,نهج طارق بن زياد,residential,False,False,47.323,2,,50,"LINESTRING (10.4530255 32.9283625, 10.4530906 32.9283824, 10.4535019 32.9285082)",,,
127566698,نهج طارق بن زياد,residential,False,False,71.025,2,,50,"LINESTRING (10.4545172 32.9288508, 10.4552483 32.9290281)",,,
127566698,نهج طارق بن زياد,residential,False,True,54.178,2,,50,"LINESTRING (10.4545172 32.9288508, 10.4539731 32.928681)",,,
127670814,نهج مجردة,residential,False,False,43.45,,,,"LINESTRING (10.4545172 32.9288508, 10.4546971 32.9284904)",,,
127670814,نهج مجردة,residential,False,True,42.265,,,,"LINESTRING (10.4545172 32.9288508, 10.4545749 32.9292278)",,,
186982467,نهج حنبعل,residential,False,False,75.45,,,,"LINESTRING (10.4497332 32.9304924, 10.4489689 32.9307135)",,,
1070619355,شارع الحبيب بورقيبة,residential,False,False,55.159,2,,50,"LINESTRING (10.4497332 32.9304924, 10.4500816 32.9308931)",,,
1070619355,شارع الحبيب بورقيبة,residential,False,True,63.443,2,,50,"LINESTRING (10.4497332 32.9304924, 10.4494756 32.9299644)",,,
215332416,نهج الحبيب الغندور,residential,False,False,115.357,,,,"LINESTRING (10.4483498 32.9304011, 10.4480269 32.9293997)",,,
1070619360,الطريق الوطنية مدنين - الذهيبة,primary,False,False,103.415,4,RN19,50,"LINESTRING (10.4483498 32.9304011, 10.4474 32.9299221)",,,
1070619360,الطريق الوطنية مدنين - الذهيبة,primary,False,True,9.21,4,RN19,50,"LINESTRING (10.4483498 32.9304011, 10.4484298 32.9304496)",,,
186982458,نهج علي بن غذاهم,residential,False,True,38.219,,,,"LINESTRING (10.4483498 32.9304011, 10.4484354 32.9302911, 10.4486704 32.9302125)",,,
186982467,نهج حنبعل,residential,False,True,75.45,,,,"LINESTRING (10.4489689 32.9307135, 10.4497332 32.9304924)",,,
1070619360,الطريق الوطنية مدنين - الذهيبة,primary,False,False,17.09,4,RN19,50,"LINESTRING (10.4489689 32.9307135, 10.448806 32.9306433)",,,
1070619360,الطريق الوطنية مدنين - الذهيبة,primary,False,True,44.736000000000004,4,RN19,50,"LINESTRING (10.4489689 32.9307135, 10.4491785 32.9308389, 10.4493562 32.9309505)",,,
384087659,شارع الحبيب الميساوي,residential,False,False,13.363,,,,"LINESTRING (10.4503943 32.9312661, 10.4503616 32.9311491)",,,
709204346,شارع الحبيب الميساوي,residential,True,False,31.603999999999996,,,,"LINESTRING (10.4503943 32.9312661, 10.4504265 32.9313108, 10.4504481 32.9313593, 10.4504605 32.9314099, 10.4504637 32.9314527, 10.4504604 32.9314954, 10.4504507 32.9315375)",,,
127566662,نهج الطيب المهيري,residential,False,False,42.41,2,,50,"LINESTRING (10.4529105 32.9313136, 10.4528179 32.9309402)",,,
215230794,نهج حملقار,residential,False,True,89.638,2,,50,"LINESTRING (10.4529105 32.9313136, 10.4519851 32.9315294)",,,
127566662,نهج الطيب المهيري,residential,False,True,75.464,2,,50,"LINESTRING (10.4529105 32.9313136, 10.4529333 32.9314022, 10.4530621 32.9319802)",,,
27139200,,residential,False,False,39.779,4,RR111,50,"LINESTRING (10.4519851 32.9315294, 10.4522413 32.9318153)",,,
215230794,نهج حملقار,residential,False,False,89.638,2,,50,"LINESTRING (10.4519851 32.9315294, 10.4529105 32.9313136)",,,
215230794,نهج حملقار,residential,False,True,34.722,2,,50,"LINESTRING (10.4519851 32.9315294, 10.4516244 32.9316059)",,,
27139200,,residential,False,True,101.799,4,RR111,50,"LINESTRING (10.4519851 32.9315294, 10.4516423 32.9311113, 10.451362 32.930778)",,,
215230762,نهج الأمير عبد القادر,residential,False,True,37.127,,,,"LINESTRING (10.4516244 32.9316059, 10.4517181 32.9319304)",,,
215230794,نهج حملقار,residential,False,False,34.722,2,,50,"LINESTRING (10.4516244 32.9316059, 10.4519851 32.9315294)",,,
215230794,نهج حملقار,residential,False,True,33.975,2,,50,"LINESTRING (10.4516244 32.9316059, 10.4512703 32.9316768)",,,
215230787,نهج أبو بكر الصديق,residential,False,True,37.897,,,,"LINESTRING (10.4512703 32.9316768, 10.4513584 32.9320095)",,,
215230794,نهج حملقار,residential,False,False,33.975,2,,50,"LINESTRING (10.4512703 32.9316768, 10.4516244 32.9316059)",,,
215230794,نهج حملقار,residential,False,True,33.136,2,,50,"LINESTRING (10.4512703 32.9316768, 10.450923 32.9317387)",,,
215230730,نهج عليسة,residential,False,True,39.44,,,,"LINESTRING (10.450923 32.9317387, 10.4510255 32.9320828)",,,
215230794,نهج حملقار,residential,False,False,33.136,2,,50,"LINESTRING (10.450923 32.9317387, 10.4512703 32.9316768)",,,
215230794,نهج حملقار,residential,False,True,36.631,2,,50,"LINESTRING (10.450923 32.9317387, 10.4505454 32.9318286)",,,
27139200,,residential,False,False,38.497,4,RR111,50,"LINESTRING (10.4522413 32.9318153, 10.452472 32.9321023)",,,
27139200,,residential,False,True,39.779,4,RR111,50,"LINESTRING (10.4522413 32.9318153, 10.4519851 32.9315294)",,,
215230802,نهج السلام,residential,False,True,19.982,,,,"LINESTRING (10.4522413 32.9318153, 10.4520342 32.9318609)",,,
215332452,الطريق الوطنية مدنين - الذهيبة,primary,False,True,1.719,4,RN19,50,"LINESTRING (10.4505405 32.9318137, 10.4505454 32.9318286)",,,
709204350,الطريق الوطنية مدنين - الذهيبة,primary,True,False,24.108,4,RN19,50,"LINESTRING (10.4505405 32.9318137, 10.4505112 32.9317654, 10.4504798 32.931718, 10.4504466 32.9316716, 10.4504114 32.9316261)",,,
215230802,نهج السلام,residential,False,False,19.982,,,,"LINESTRING (10.4520342 32.9318609, 10.4522413 32.9318153)",,,
215230802,نهج السلام,residential,False,True,30.496,,,,"LINESTRING (10.4520342 32.9318609, 10.4517181 32.9319304)",,,
215230842,نهج الفاضل بن عاشور,residential,False,True,35.512,,,,"LINESTRING (10.4520342 32.9318609, 10.4521447 32.9321665)",,,
215230762,نهج الأمير عبد القادر,residential,False,False,37.127,,,,"LINESTRING (10.4517181 32.9319304, 10.4516244 32.9316059)",,,
215230762,نهج الأمير عبد القادر,residential,False,True,33.727,,,,"LINESTRING (10.4517181 32.9319304, 10.451792 32.9322273)",,,
215230802,نهج السلام,residential,False,False,30.496,,,,"LINESTRING (10.4517181 32.9319304, 10.4520342 32.9318609)",,,
215230802,نهج السلام,residential,False,True,34.703,,,,"LINESTRING (10.4517181 32.9319304, 10.4513584 32.9320095)",,,
127566662,نهج الطيب المهيري,residential,False,True,37.317,2,,50,"LINESTRING (10.4530621 32.9319802, 10.4531604 32.9323055)",,,
678838778,نهج الرائد البجاوي,residential,False,True,56.722,,,,"LINESTRING (10.4530621 32.9319802, 10.452472 32.9321023)",,,
127566662,نهج الطيب المهيري,residential,False,False,75.464,2,,50,"LINESTRING (10.4530621 32.9319802, 10.4529333 32.9314022, 10.4529105 32.9313136)",,,
837654670,نهج عقبة بن نافع,residential,False,False,86.704,,,,"LINESTRING (10.4530621 32.9319802, 10.4538099 32.9317823, 10.4539286 32.9317125)",,,
215230787,نهج أبو بكر الصديق,residential,False,False,37.897,,,,"LINESTRING (10.4513584 32.9320095, 10.4512703 32.9316768)",,,
215230787,نهج أبو بكر الصديق,residential,False,True,33.127,,,,"LINESTRING (10.4513584 32.9320095, 10.4514407 32.9322993)",,,
215230802,نهج السلام,residential,False,False,34.703,,,,"LINESTRING (10.4513584 32.9320095, 10.4517181 32.9319304)",,,
215230802,نهج السلام,residential,False,True,32.12,,,,"LINESTRING (10.4513584 32.9320095, 10.4510255 32.9320828)",,,
215230730,نهج عليسة,residential,False,False,39.44,,,,"LINESTRING (10.4510255 32.9320828, 10.450923 32.9317387)",,,
215230730,نهج عليسة,residential,False,True,31.847,,,,"LINESTRING (10.4510255 32.9320828, 10.4511 32.9323623)",,,
215230802,نهج السلام,residential,False,False,32.12,,,,"LINESTRING (10.4510255 32.9320828, 10.4513584 32.9320095)",,,
215230802,نهج السلام,residential,False,True,37.193,,,,"LINESTRING (10.4510255 32.9320828, 10.45064 32.9321676)",,,
27139200,,residential,False,False,102.024,4,RR111,50,"LINESTRING (10.452472 32.9321023, 10.4531029 32.9328516)",,,
27139200,,residential,False,True,38.497,4,RR111,50,"LINESTRING (10.452472 32.9321023, 10.4522413 32.9318153)",,,
678838778,نهج الرائد البجاوي,residential,False,False,56.722,,,,"LINESTRING (10.452472 32.9321023, 10.4530621 32.9319802)",,,
678838778,نهج الرائد البجاوي,residential,False,True,31.369,,,,"LINESTRING (10.452472 32.9321023, 10.4521447 32.9321665)",,,
215230802,نهج السلام,residential,False,False,37.193,,,,"LINESTRING (10.45064 32.9321676, 10.4510255 32.9320828)",,,
215332452,الطريق الوطنية مدنين - الذهيبة,primary,False,False,38.715,4,RN19,50,"LINESTRING (10.45064 32.9321676, 10.4505454 32.9318286)",,,
215332452,الطريق الوطنية مدنين - الذهيبة,primary,False,True,21.721,4,RN19,50,"LINESTRING (10.45064 32.9321676, 10.4506888 32.9323586)",,,
215230842,نهج الفاضل بن عاشور,residential,False,False,35.512,,,,"LINESTRING (10.4521447 32.9321665, 10.4520342 32.9318609)",,,
215230842,نهج الفاضل بن عاشور,residential,False,True,32.767,,,,"LINESTRING (10.4521447 32.9321665, 10.4522534 32.9324467)",,,
678838778,نهج الرائد البجاوي,residential,False,False,31.369,,,,"LINESTRING (10.4521447 32.9321665, 10.452472 32.9321023)",,,
678838778,نهج الرائد البجاوي,residential,False,True,33.604,,,,"LINESTRING (10.4521447 32.9321665, 10.451792 32.9322273)",,,
215230762,نهج الأمير عبد القادر,residential,False,False,33.727,,,,"LINESTRING (10.451792 32.9322273, 10.4517181 32.9319304)",,,
215230762,نهج الأمير عبد القادر,residential,False,True,35.423,,,,"LINESTRING (10.451792 32.9322273, 10.4518819 32.9325368)",,,
678838778,نهج الرائد البجاوي,residential,False,False,33.604,,,,"LINESTRING (10.451792 32.9322273, 10.4521447 32.9321665)",,,
678838778,نهج الرائد البجاوي,residential,False,True,33.749,,,,"LINESTRING (10.451792 32.9322273, 10.4514407 32.9322993)",,,
215230787,نهج أبو بكر الصديق,residential,False,False,33.127,,,,"LINESTRING (10.4514407 32.9322993, 10.4513584 32.9320095)",,,
215230787,نهج أبو بكر الصديق,residential,False,True,28.208,,,,"LINESTRING (10.4514407 32.9322993, 10.451507 32.9325468)",,,
678838778,نهج الرائد البجاوي,residential,False,False,33.749,,,,"LINESTRING (10.4514407 32.9322993, 10.451792 32.9322273)",,,
678838778,نهج الرائد البجاوي,residential,False,True,32.559,,,,"LINESTRING (10.4514407 32.9322993, 10.4511 32.9323623)",,,
215230730,نهج عليسة,residential,False,False,31.847,,,,"LINESTRING (10.4511 32.9323623, 10.4510255 32.9320828)",,,
678838778,نهج الرائد البجاوي,residential,False,False,32.559,,,,"LINESTRING (10.4511 32.9323623, 10.4514407 32.9322993)",,,
678838778,نهج الرائد البجاوي,residential,False,True,36.848,,,,"LINESTRING (10.4511 32.9323623, 10.4507165 32.9324411)",,,
215230738,,residential,False,True,36.09,,,,"LINESTRING (10.4522534 32.9324467, 10.4518819 32.9325368)",,,
215230842,نهج الفاضل بن عاشور,residential,False,False,32.767,,,,"LINESTRING (10.4522534 32.9324467, 10.4521447 32.9321665)",,,
215230842,نهج الفاضل بن عاشور,residential,False,True,21.09,,,,"LINESTRING (10.4522534 32.9324467, 10.4523217 32.9326275)",,,
215230738,,residential,False,False,36.09,,,,"LINESTRING (10.4518819 32.9325368, 10.4522534 32.9324467)",,,
215230738,,residential,False,True,34.334,,,,"LINESTRING (10.4518819 32.9325368, 10.4515292 32.9326246)",,,
215230762,نهج الأمير عبد القادر,residential,False,False,35.423,,,,"LINESTRING (10.4518819 32.9325368, 10.451792 32.9322273)",,,
215230738,,residential,False,False,34.334,,,,"LINESTRING (10.4515292 32.9326246, 10.4518819 32.9325368)",,,
215230787,نهج أبو بكر الصديق,residential,False,False,8.896,,,,"LINESTRING (10.4515292 32.9326246, 10.451507 32.9325468)",,,
215230787,نهج أبو بكر الصديق,residential,False,True,24.309,,,,"LINESTRING (10.4515292 32.9326246, 10.4515969 32.9328357)",,,
215230753,,residential,False,False,71.495,,,,"LINESTRING (10.4523217 32.9326275, 10.4515969 32.9328357)",,,
215230842,نهج الفاضل بن عاشور,residential,False,False,21.09,,,,"LINESTRING (10.4523217 32.9326275, 10.4522534 32.9324467)",,,
215230842,نهج الفاضل بن عاشور,residential,False,True,45.778,,,,"LINESTRING (10.4523217 32.9326275, 10.4524697 32.93302)",,,
27139200,,residential,False,False,25.005,4,RR111,50,"LINESTRING (10.4531029 32.9328516, 10.4532674 32.9330291)",,,
27139200,,residential,False,True,102.024,4,RR111,50,"LINESTRING (10.4531029 32.9328516, 10.452472 32.9321023)",,,
215230672,نهج 18 جانفي 1952,residential,False,True,61.99,,,,"LINESTRING (10.4531029 32.9328516, 10.4524697 32.93302)",,,
215431896,نهج الفارابي,residential,False,True,18.851,,,,"LINESTRING (10.4531029 32.9328516, 10.453294 32.9327967)",,,
215230753,,residential,False,True,71.495,,,,"LINESTRING (10.4515969 32.9328357, 10.4523217 32.9326275)",,,
