osmid,ref,highway,oneway,reversed,length,geometry,junction,name
201642504,RR87,secondary,False,False,93.86,"LINESTRING (10.7080851 35.292741, 10.7084593 35.2928253, 10.7087195 35.2928855, 10.7089321 35.2929364, 10.7090776 35.2929775)",,
201642504,RR87,secondary,False,False,12.822,"LINESTRING (10.7117256 35.2950085, 10.7118076 35.2951024)",,
201642504,RR87,secondary,False,True,138.04000000000002,"LINESTRING (10.7117256 35.2950085, 10.7116109 35.2948788, 10.7113561 35.2946095, 10.7111844 35.2943961, 10.7110416 35.2941624, 10.7109055 35.293967)",,
218665748,,residential,False,False,66.077,"LINESTRING (10.7117256 35.2950085, 10.7114071 35.2951131, 10.7110396 35.2952061)",,
201642504,RR87,secondary,False,True,24.841,"LINESTRING (10.7122969 35.2956943, 10.7121406 35.2955109)",,
218665790,,residential,False,True,25.897,"LINESTRING (10.7122969 35.2956943, 10.7120608 35.2958251)",,
201642504,RR87,secondary,False,False,60.678000000000004,"LINESTRING (10.7122969 35.2956943, 10.7124484 35.2958492, 10.7126918 35.2961343)",,
201642504,RR87,secondary,False,True,8.174,"LINESTRING (10.712744 35.2961942, 10.7126918 35.2961343)",,
130915539,RR87,secondary,True,False,42.622,"LINESTRING (10.712744 35.2961942, 10.7128112 35.2962886, 10.7128702 35.2963992, 10.7129131 35.2964878, 10.7129505 35.2965374)",,
43955436,RR87,secondary,True,False,24.128999999999998,"LINESTRING (10.7128392 35.2967517, 10.7127869 35.2967439, 10.7127409 35.2967222, 10.7127067 35.2966889, 10.7126883 35.2966482, 10.712688 35.2966048)",roundabout,
130915543,,secondary,True,False,52.674,"LINESTRING (10.7128392 35.2967517, 10.7127291 35.2967836, 10.7126288 35.296816, 10.7124763 35.2968622, 10.7122842 35.2968776)",,شارع المنجي سليم
43955274,RR93,tertiary,False,False,66.627,"LINESTRING (10.7090776 35.2929775, 10.7088585 35.293453, 10.7088184 35.2935381)",,
201642504,RR87,secondary,False,False,59.387,"LINESTRING (10.7090776 35.2929775, 10.7091931 35.2930012, 10.7094584 35.293076, 10.7095921 35.2931094, 10.7096998 35.2931417)",,
201642504,RR87,secondary,False,True,93.86,"LINESTRING (10.7090776 35.2929775, 10.7089321 35.2929364, 10.7087195 35.2928855, 10.7084593 35.2928253, 10.7080851 35.292741)",,
1073080630,RR93,tertiary,False,True,18.116,"LINESTRING (10.7077237 35.295468, 10.707826 35.2953281)",,
1073080630,RR93,tertiary,False,False,14.34,"LINESTRING (10.7077237 35.295468, 10.7076976 35.2955153, 10.7076492 35.2955815)",,
43955436,RR87,secondary,True,False,22.942,"LINESTRING (10.7127243 35.2965424, 10.7127635 35.2965163, 10.7128109 35.2965019, 10.7128614 35.2965008, 10.7129097 35.2965131, 10.7129505 35.2965374)",roundabout,
43955439,RR87,secondary,True,False,39.327,"LINESTRING (10.7127243 35.2965424, 10.7127415 35.2965229, 10.7127522 35.296455, 10.7127562 35.2964058, 10.7127509 35.2962711, 10.712744 35.2961942)",,
43955436,RR87,secondary,True,False,7.271,"LINESTRING (10.7129505 35.2965374, 10.7129746 35.2965635, 10.7129897 35.2965938)",roundabout,
218657205,,secondary,False,True,50.545,"LINESTRING (10.7122842 35.2968776, 10.7117457 35.2969936)",,شارع المنجي سليم
43955438,,secondary,True,False,47.928000000000004,"LINESTRING (10.7122842 35.2968776, 10.7124042 35.296808, 10.7124859 35.2967642, 10.7125993 35.2966756, 10.7126442 35.2966269, 10.712688 35.2966048)",,شارع المنجي سليم
43955436,RR87,secondary,True,False,5.691,"LINESTRING (10.7129004 35.2967418, 10.7128704 35.2967493, 10.7128392 35.2967517)",roundabout,
