osmid,oneway,name,highway,reversed,length,geometry,junction,ref,maxspeed,lanes
32950226,False,شارع معاوية إبن أبي سفيان,secondary,False,152.805,"LINESTRING (10.1827329 36.857595, 10.1834102 36.8578697, 10.1838523 36.8580238, 10.1842973 36.8581588)",,,,
171958839,False,نهج حدائق البستان,residential,False,88.74600000000001,"LINESTRING (10.1827329 36.857595, 10.1829529 36.8572227, 10.1831487 36.8568696)",,,,
172266904,True,شارع معاوية إبن أبي سفيان,secondary,False,58.513,"LINESTRING (10.1842973 36.8581588, 10.1849459 36.8582459)",,,,
32950226,False,شارع معاوية إبن أبي سفيان,secondary,True,152.805,"LINESTRING (10.1842973 36.8581588, 10.1838523 36.8580238, 10.1834102 36.8578697, 10.1827329 36.857595)",,,,
99269571,False,,residential,True,74.835,"LINESTRING (10.1858483 36.8584127, 10.1859194 36.8590833)",,,,
172266908,False,شارع معاوية إبن أبي سفيان,secondary,True,33.772,"LINESTRING (10.1858483 36.8584127, 10.1854722 36.8583716)",,,,
172266908,False,شارع معاوية إبن أبي سفيان,secondary,False,59.561,"LINESTRING (10.1858483 36.8584127, 10.1861809 36.858447, 10.1865095 36.8584953)",,,,
172266908,False,شارع معاوية إبن أبي سفيان,secondary,False,36.526,"LINESTRING (10.1865095 36.8584953, 10.1869118 36.8585608)",,,,
99269446,False,,residential,True,99.748,"LINESTRING (10.1865095 36.8584953, 10.186475 36.8587791, 10.186429 36.8590619, 10.1863717 36.8593854)",,,,
172266908,False,شارع معاوية إبن أبي سفيان,secondary,True,59.561,"LINESTRING (10.1865095 36.8584953, 10.1861809 36.858447, 10.1858483 36.8584127)",,,,
102779307,True,شارع معاوية إبن أبي سفيان,secondary,False,39.333,"LINESTRING (10.1876602 36.8587303, 10.1879002 36.8587163, 10.188084 36.8586503)",,,,
172266908,False,شارع معاوية إبن أبي سفيان,secondary,True,69.289,"LINESTRING (10.1876602 36.8587303, 10.1873195 36.8586369, 10.1869118 36.8585608)",,,,
172205460,False,,residential,True,9.822,"LINESTRING (10.1868407 36.8548855, 10.1869125 36.8548184)",,,,
102779327,True,شارع الحبيب بورقيبة,primary,False,65.126,"LINESTRING (10.1868407 36.8548855, 10.1866959 36.8547492, 10.1866248 36.8546676, 10.1863995 36.8544187)",,,,
22875466,True,شارع علي البلهوان,primary,False,196.71200000000002,"LINESTRING (10.1881327 36.8586089, 10.1882382 36.858476, 10.1882683 36.8583976, 10.1882838 36.8583113, 10.1882797 36.858212, 10.1882757 36.8580682, 10.1882489 36.857757, 10.188212 36.8568702)",,,,
102779302,True,,primary,False,27.240999999999996,"LINESTRING (10.1881327 36.8586089, 10.1881877 36.8585873, 10.1882485 36.8585812, 10.1883084 36.8585914, 10.1883608 36.8586166, 10.1884001 36.8586542)",roundabout,,,
102779320,True,شارع الحبيب بورقيبة,primary,False,65.66000000000001,"LINESTRING (10.1882201 36.8562763, 10.1882261 36.8563835, 10.1882462 36.856494, 10.1882905 36.8566228, 10.188324 36.8567569, 10.1883334 36.8568578)",,,,
102779323,True,,primary,False,25.145000000000003,"LINESTRING (10.1882201 36.8562763, 10.1881831 36.8563129, 10.1881363 36.8563335, 10.1880798 36.8563388, 10.1880253 36.8563262, 10.187981 36.8562978)",roundabout,,,
172266913,False,نهج صالح الحفصي,residential,False,11.811,"LINESTRING (10.1832171 36.8591456, 10.1831017 36.8591981)",,,,
