osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction,ref,access
153244244,شارع الدكتور إبراهيم الغربي,tertiary,False,True,45.542,"LINESTRING (11.0927249 36.8460737, 11.093124 36.8458173)",,,,,
153244332,,residential,False,False,136.586,"LINESTRING (11.0927249 36.8460737, 11.0927206 36.8460384, 11.0927048 36.8460013, 11.0926653 36.8459681, 11.0926301 36.8459514, 11.0925235 36.8459149, 11.0924242 36.8458935, 11.0922995 36.84585, 11.0922445 36.8458221, 11.0921144 36.8457647, 11.0920444 36.8457287, 11.091921 36.8456424, 11.091704 36.8454521, 11.0915642 36.8453311)",,,,,
153244347,,tertiary,True,False,38.202,"LINESTRING (11.0927249 36.8460737, 11.092796 36.8461897, 11.0929298 36.8463754)",50,,,,
153244345,,residential,False,False,18.871,"LINESTRING (11.0915642 36.8453311, 11.0913852 36.8452401)",,,,,
153244312,,residential,False,False,63.674,"LINESTRING (11.0915642 36.8453311, 11.0914774 36.8454095, 11.0913787 36.8455043, 11.0911123 36.8457749)",,,,,
153244332,,residential,False,True,136.58599999999998,"LINESTRING (11.0915642 36.8453311, 11.091704 36.8454521, 11.091921 36.8456424, 11.0920444 36.8457287, 11.0921144 36.8457647, 11.0922445 36.8458221, 11.0922995 36.84585, 11.0924242 36.8458935, 11.0925235 36.8459149, 11.0926301 36.8459514, 11.0926653 36.8459681, 11.0927048 36.8460013, 11.0927206 36.8460384, 11.0927249 36.8460737)",,,,,
120083499,شارع الحبيب بورقيبة,tertiary,False,False,49.474999999999994,"LINESTRING (11.0895905 36.8465728, 11.0892934 36.8465154, 11.0891043 36.8464821, 11.0890487 36.846473)",50,,,,
120083499,شارع الحبيب بورقيبة,tertiary,False,True,29.221999999999998,"LINESTRING (11.0895905 36.8465728, 11.0897004 36.8466093, 11.0897829 36.8466388, 11.0898792 36.8466948)",50,,,,
197647298,نهج الشاعر احمد الحجام,residential,False,False,156.306,"LINESTRING (11.0895905 36.8465728, 11.0897387 36.846363, 11.0898439 36.8462428, 11.0900679 36.846025, 11.0903656 36.8457615, 11.0903733 36.8457482, 11.0903774 36.8457375, 11.0903774 36.8457231, 11.0903668 36.8457093, 11.0901336 36.8455592, 11.0900552 36.8455023)",,,,,
360085700,,tertiary,False,False,26.171,"LINESTRING (11.0904702 36.8469999, 11.0907106 36.8471355)",50,,,,
120083499,شارع الحبيب بورقيبة,tertiary,False,False,62.663999999999994,"LINESTRING (11.0904702 36.8469999, 11.0903629 36.8469392, 11.0902152 36.846856, 11.0901425 36.8468271, 11.089979 36.8467408, 11.0898792 36.8466948)",50,,,,
153244312,,residential,False,True,172.228,"LINESTRING (11.0904702 36.8469999, 11.0906909 36.8467838, 11.0907324 36.8467209, 11.0907364 36.8466828, 11.0907244 36.8466614, 11.0904944 36.8465374, 11.090495 36.8465009, 11.0905078 36.8464805, 11.0905963 36.8463807, 11.0906609 36.8463001, 11.0908382 36.8460813, 11.0911123 36.8457749)",,,,,
365851801,شارع الدكتور محمد المنجي بن حميدة,tertiary,False,False,4.159,"LINESTRING (11.0981384 36.8411783, 11.0981092 36.8412075)",,,,,
