osmid,name,highway,junction,oneway,reversed,length,geometry,maxspeed
32517749,Place 14 Janvier,secondary,roundabout,True,False,10.678,"LINESTRING (9.7926175 37.1551096, 9.7925573 37.15511, 9.7924997 37.1550958)",
115930437,,tertiary,,False,False,25.153,"LINESTRING (9.7926175 37.1551096, 9.7926754 37.1552866, 9.7926921 37.1553278)",
32517748,شارع البيئة,secondary,,False,False,30.795,"LINESTRING (9.7944684 37.1522211, 9.7943008 37.1524637)",
115930477,نهج حسين بوزيان,unclassified,,True,False,83.758,"LINESTRING (9.7944684 37.1522211, 9.7941969 37.1514996)",
32517748,شارع البيئة,secondary,,False,True,97.955,"LINESTRING (9.7944684 37.1522211, 9.794632 37.1519902, 9.7950062 37.1514515)",
32517748,شارع البيئة,secondary,,False,True,40.245999999999995,"LINESTRING (9.7926505 37.1548107, 9.7928419 37.1545772, 9.792894 37.1545053)",
32517749,Place 14 Janvier,secondary,roundabout,True,False,18.237,"LINESTRING (9.7926505 37.1548107, 9.7926994 37.1548312, 9.7927391 37.1548618, 9.7927665 37.1549001, 9.7927746 37.1549313)",
32517749,Place 14 Janvier,secondary,roundabout,True,False,12.616,"LINESTRING (9.7925106 37.1548138, 9.7925802 37.1548019, 9.7926505 37.1548107)",
32517750,نهج الهادي شاكر,tertiary,,False,False,24.715999999999998,"LINESTRING (9.7925106 37.1548138, 9.7924776 37.1547271, 9.7924553 37.1546642, 9.7924326 37.1546004)",
32517750,نهج الهادي شاكر,tertiary,,False,False,7.093,"LINESTRING (9.7917111 37.1525631, 9.7916923 37.1525011)",
1008415587,,unclassified,,False,False,172.573,"LINESTRING (9.7917111 37.1525631, 9.7934244 37.1518256)",
32517750,نهج الهادي شاكر,tertiary,,False,True,49.82,"LINESTRING (9.7917111 37.1525631, 9.7917929 37.1528101, 9.791856 37.152996)",
32517749,Place 14 Janvier,secondary,roundabout,True,False,12.785,"LINESTRING (9.7924029 37.1550099, 9.7923921 37.1549726, 9.7923932 37.1549343, 9.792406 37.1548973)",
32518347,شارع الاستقلال,secondary,,False,False,26.41,"LINESTRING (9.7924029 37.1550099, 9.792189 37.155062, 9.7921175 37.1550782)",50
32518347,شارع الاستقلال,secondary,,False,True,69.407,"LINESTRING (9.7875859 37.1560968, 9.7883449 37.1559429)",50
115930456,Rue Taieb Takaya,residential,,False,True,137.599,"LINESTRING (9.7875859 37.1560968, 9.7881129 37.1572608)",
"[115930456, 116022835]","['نهج المنجي سليم', 'Rue Taieb Takaya']",residential,,False,False,262.51599999999996,"LINESTRING (9.7875859 37.1560968, 9.7872171 37.1550574, 9.7872136 37.1550292, 9.7872198 37.154997, 9.7872385 37.1549692, 9.7872654 37.1549457, 9.7872975 37.1549275, 9.7873495 37.1549093, 9.7875912 37.1548473, 9.788648 37.1546015)",
32517749,Place 14 Janvier,secondary,roundabout,True,False,12.959,"LINESTRING (9.7927404 37.1550504, 9.7926861 37.1550894, 9.7926175 37.1551096)",
40957379,نهج الجمهورية,unclassified,,False,True,40.471999999999994,"LINESTRING (9.7927404 37.1550504, 9.7930626 37.1551994, 9.7931353 37.1552332)",
32517749,Place 14 Janvier,secondary,roundabout,True,False,13.985,"LINESTRING (9.7927746 37.1549313, 9.7927775 37.154981, 9.7927644 37.1550175, 9.7927404 37.1550504)",
115930423,شارع الاستقلال,unclassified,,False,True,23.397000000000002,"LINESTRING (9.7927746 37.1549313, 9.7929531 37.1548904, 9.7930283 37.1548731)",
115930464,,residential,,False,False,40.72,"LINESTRING (9.7921175 37.1550782, 9.7922502 37.1554288)",
709679753,,residential,,False,True,42.115,"LINESTRING (9.7921175 37.1550782, 9.7919981 37.1547116)",
32518347,شارع الاستقلال,secondary,,False,False,66.872,"LINESTRING (9.7921175 37.1550782, 9.7918546 37.1551391, 9.7913933 37.1552471)",50
32518347,شارع الاستقلال,secondary,,False,True,26.41,"LINESTRING (9.7921175 37.1550782, 9.792189 37.155062, 9.7924029 37.1550099)",50
