osmid,oneway,lanes,name,highway,width,reversed,length,geometry,maxspeed,access,ref,junction
95833279,True,2,شارع الحبيب بورقيبة,tertiary,8,False,155.838,"LINESTRING (10.7356571 36.4508928, 10.7363514 36.4496074)",,,,
174804921,False,,,residential,,False,65.369,"LINESTRING (10.7356571 36.4508928, 10.734952 36.4507381)",,,,
174625659,False,,شارع الحبيب بورقيبة,residential,,True,23.493000000000002,"LINESTRING (10.7356571 36.4508928, 10.7357861 36.4509302, 10.7359043 36.4509642)",,,,
42799017,True,,شارع الحبيب بورقيبة,tertiary,8,False,72.747,"LINESTRING (10.7373923 36.4482232, 10.7370768 36.4488262)",,,,
95833131,False,2,نهج الشهداء,tertiary,,False,183.103,"LINESTRING (10.7373923 36.4482232, 10.7379953 36.4484934, 10.7391807 36.4490245)",,,,
95833131,False,2,نهج الشهداء,tertiary,,False,8.164,"LINESTRING (10.7391807 36.4490245, 10.739261 36.4490594)",,,,
95833106,True,2,شارع الطيب المهيري,tertiary,,False,178.421,"LINESTRING (10.7391807 36.4490245, 10.7395693 36.4484922, 10.7401909 36.4476409)",50,yes,,
95833131,False,2,نهج الشهداء,tertiary,,True,183.103,"LINESTRING (10.7391807 36.4490245, 10.7379953 36.4484934, 10.7373923 36.4482232)",,,,
174526744,True,,شارع الحبيب بورقيبة,secondary,,False,109.616,"LINESTRING (10.7340995 36.4538537, 10.7339517 36.4541127, 10.7335947 36.454752)",50,yes,RR27,
174628760,False,2,شارع الحبيب ثامر,secondary,,False,64.08200000000001,"LINESTRING (10.7340995 36.4538537, 10.7338523 36.4537523, 10.733756 36.4537102, 10.7334955 36.4535992, 10.7334635 36.4535886)",,,,
103046896,False,,,residential,,True,7.29,"LINESTRING (10.7405254 36.4471855, 10.7405959 36.4472184)",,,,
95833106,True,2,شارع الطيب المهيري,tertiary,,False,58.817,"LINESTRING (10.7401909 36.4476409, 10.7405254 36.4471855)",50,yes,,
244631032,False,2,نهج المنصف باي,tertiary,,False,65.88,"LINESTRING (10.7401909 36.4476409, 10.7395494 36.4473498)",,,,
244631032,False,2,نهج المنصف باي,tertiary,,True,6.992,"LINESTRING (10.7401909 36.4476409, 10.7402587 36.4476722)",,,,
174526343,True,1,نهج مربلة,secondary,,False,47.63,"LINESTRING (10.73183 36.4554414, 10.7320632 36.4550563)",50,yes,RR27,
174618667,False,,,residential,,True,37.097,"LINESTRING (10.73183 36.4554414, 10.7322175 36.4555604)",50,yes,,
95833279,True,2,شارع الحبيب بورقيبة,tertiary,8,False,34.817,"LINESTRING (10.7355877 36.4512009, 10.7356571 36.4508928)",,,,
174619443,True,2,,primary,,False,13.863,"LINESTRING (10.7355877 36.4512009, 10.7356187 36.4512, 10.7356488 36.4512059, 10.7356756 36.4512184, 10.7356972 36.4512363, 10.7357118 36.4512583)",50,yes,RR27,roundabout
174619443,True,2,,primary,,False,12.608,"LINESTRING (10.7357176 36.4513008, 10.735712 36.4513192, 10.7357018 36.4513362, 10.7356873 36.4513511, 10.7356693 36.4513632, 10.7356485 36.451372, 10.7356259 36.4513771)",50,yes,RR27,roundabout
174633257,True,2,شارع علي البلهوان,primary,,False,43.453,"LINESTRING (10.7357176 36.4513008, 10.7357424 36.4512963, 10.7357855 36.4513095, 10.7361742 36.4514248)",,,RR27,
174619443,True,2,,primary,,False,9.786999999999999,"LINESTRING (10.7355192 36.4513434, 10.7355053 36.4513244, 10.7354976 36.4513033, 10.7354966 36.4512813, 10.7355022 36.4512598)",50,yes,RR27,roundabout
174704446,True,,شارع جديدة مغربية,primary,,False,94.57499999999999,"LINESTRING (10.7355192 36.4513434, 10.7353794 36.4513041, 10.7352775 36.4512814, 10.7350492 36.4512247, 10.7348 36.4511552, 10.734563 36.4510802, 10.73452 36.4510666)",,,,
174619443,True,2,,primary,,False,7.7940000000000005,"LINESTRING (10.7356259 36.4513771, 10.7355969 36.451378, 10.7355686 36.4513727, 10.7355429 36.4513618)",50,yes,RR27,roundabout
174619443,True,2,,primary,,False,2.946,"LINESTRING (10.7355429 36.4513618, 10.7355192 36.4513434)",50,yes,RR27,roundabout
174526744,True,,شارع الحبيب بورقيبة,secondary,,False,41.697,"LINESTRING (10.7355429 36.4513618, 10.7354234 36.4515425, 10.735339 36.4516987)",50,yes,RR27,
174619443,True,2,,primary,,False,4.789,"LINESTRING (10.7357118 36.4512583, 10.7357179 36.4512793, 10.7357176 36.4513008)",50,yes,RR27,roundabout
174633257,True,2,شارع علي البلهوان,primary,,False,103.363,"LINESTRING (10.7361742 36.4514248, 10.7371919 36.4516663, 10.7372467 36.4516832, 10.7372789 36.451696)",,,RR27,
244631038,True,2,شارع الحبيب بورقيبة,tertiary,8,False,36.958,"LINESTRING (10.7359043 36.4509642, 10.7357118 36.4512583)",,,,
174625503,True,,,primary_link,,False,60.131,"LINESTRING (10.7359043 36.4509642, 10.7358955 36.4510667, 10.7358989 36.4511194, 10.7359065 36.4511336, 10.7359582 36.4512304, 10.7360482 36.4513445, 10.7361742 36.4514248)",,,,
174625659,False,,شارع الحبيب بورقيبة,residential,,False,23.493000000000002,"LINESTRING (10.7359043 36.4509642, 10.7357861 36.4509302, 10.7356571 36.4508928)",,,,
174628760,False,2,شارع الحبيب ثامر,secondary,,True,54.256,"LINESTRING (10.7321898 36.4530582, 10.7327376 36.4532678)",,,,
174629672,True,,شارع الحبيب ثامر,secondary,,False,15.107,"LINESTRING (10.7321898 36.4530582, 10.732039 36.452997)",,,,
174629632,True,,,secondary,,False,3.659,"LINESTRING (10.7315038 36.4528361, 10.7314652 36.4528252)",,,,roundabout
174629632,True,,,secondary,,False,3.4,"LINESTRING (10.7315278 36.4527017, 10.7315626 36.452714)",,,,roundabout
174629632,True,,,secondary,,False,19.450000000000003,"LINESTRING (10.7315626 36.452714, 10.7315806 36.4527289, 10.7315896 36.4527417, 10.7315957 36.4527766, 10.7315826 36.4528055, 10.731551 36.4528286, 10.7315232 36.4528358, 10.7315038 36.4528361)",,,,roundabout
174739997,True,,شارع الحبيب ثامر,secondary,,False,52.94499999999999,"LINESTRING (10.7315626 36.452714, 10.7318334 36.4528431, 10.7319169 36.4528924, 10.7320564 36.4529755)",,,,
174629632,True,,,secondary,,False,17.232,"LINESTRING (10.7314385 36.4528028, 10.7314278 36.4527769, 10.731432 36.4527455, 10.7314475 36.452724, 10.7314703 36.452709, 10.7314911 36.4527023, 10.7315278 36.4527017)",,,,roundabout
174740022,True,,شارع الحبيب ثامر,secondary,,False,37.944,"LINESTRING (10.7314385 36.4528028, 10.7312379 36.4527108, 10.7310728 36.4526299)",,,,
174629632,True,,,secondary,,False,3.451,"LINESTRING (10.7314652 36.4528252, 10.7314385 36.4528028)",,,,roundabout
174700578,False,,,residential,,True,82.532,"LINESTRING (10.7314652 36.4528252, 10.7309945 36.4534636)",,,,
174629784,True,,شارع الحبيب ثامر,secondary,,False,23.53,"LINESTRING (10.7308884 36.452472, 10.7311351 36.4525455)",,,,
174630252,False,,شارع الحبيب ثامر,secondary,,True,51.913,"LINESTRING (10.7308884 36.452472, 10.7306879 36.4523834, 10.7303797 36.4522472)",,,,
176009623,False,,,residential,,True,58.351,"LINESTRING (10.7372936 36.4517917, 10.7370291 36.4522714)",,,,
174633175,True,2,,primary,,False,4.252000000000001,"LINESTRING (10.7372936 36.4517917, 10.7372732 36.451782, 10.7372582 36.4517671)",50,yes,RR27,roundabout
174633175,True,2,,primary,,False,7.578,"LINESTRING (10.7373837 36.4517303, 10.7373833 36.451753, 10.7373713 36.4517736, 10.7373499 36.4517884)",50,yes,RR27,roundabout
