osmid,highway,oneway,reversed,length,ref,name,maxspeed,geometry,junction,lanes
28746092,residential,False,False,21.977,,,,"LINESTRING (10.579589 35.7351147, 10.5796087 35.7353117)",,
28746092,residential,False,True,5.941,,,,"LINESTRING (10.579589 35.7351147, 10.579591 35.7350613)",,
101394546,primary,True,False,10.479,RN1,الطريق الوطنية تونس - رأس جدير,50,"LINESTRING (10.579589 35.7351147, 10.5794729 35.735115)",,
101394546,primary,True,False,49.511,RN1,الطريق الوطنية تونس - رأس جدير,50,"LINESTRING (10.5794729 35.735115, 10.5789249 35.7350953)",,
698686674,residential,False,True,6.686,,,,"LINESTRING (10.5794729 35.735115, 10.579475 35.7350549)",,
136781681,primary,True,False,10.494,RN1,الطريق الوطنية تونس - رأس جدير,50,"LINESTRING (10.579475 35.7350549, 10.579591 35.7350613)",,
698686674,residential,False,False,6.686,,,,"LINESTRING (10.579475 35.7350549, 10.5794729 35.735115)",,
698686674,residential,False,True,104.67600000000002,,,,"LINESTRING (10.579475 35.7350549, 10.5794766 35.7349591, 10.5794793 35.7349248, 10.579488 35.7348807, 10.5795114 35.7348328, 10.5795577 35.7347572, 10.5796861 35.7346, 10.5798286 35.7344317, 10.5800074 35.7342434)",,
28746110,residential,False,False,51.997,,,,"LINESTRING (10.5789249 35.7350953, 10.5789299 35.7355629)",,
101394546,primary,True,False,77.246,RN1,الطريق الوطنية تونس - رأس جدير,50,"LINESTRING (10.5789249 35.7350953, 10.5780695 35.7350735)",,
136781680,primary,True,False,1.213,RN1,,50,"LINESTRING (10.5752881 35.7333405, 10.5752756 35.7333365)",roundabout,
344161488,residential,False,True,89.642,,,,"LINESTRING (10.5737527 35.7315637, 10.5727858 35.7317477)",,
144135348,primary,True,False,167.74099999999999,RN1,الطريق الوطنية تونس - رأس جدير,50,"LINESTRING (10.5737527 35.7315637, 10.5734704 35.731254, 10.5731915 35.7309464, 10.5726215 35.7303672)",,
144135345,primary,True,False,14.039,RN1,,50,"LINESTRING (10.5742644 35.7319875, 10.5742536 35.7320112, 10.574235 35.7320314, 10.5742099 35.7320464, 10.5741807 35.7320549, 10.5741496 35.7320563)",roundabout,
144135346,primary,True,False,115.1,RN1,الطريق الوطنية تونس - رأس جدير,50,"LINESTRING (10.5742644 35.7319875, 10.5743361 35.7320982, 10.5743904 35.7321777, 10.5744421 35.7322446, 10.5745547 35.7323676, 10.5746432 35.7324509, 10.5747519 35.7325402, 10.574892 35.7326414, 10.5749819 35.7327035, 10.5750771 35.7327721)",,
28746092,residential,False,False,5.941,,,,"LINESTRING (10.579591 35.7350613, 10.579589 35.7351147)",,
136781680,primary,True,False,27.680000000000003,RN1,,50,"LINESTRING (10.5748809 35.7329171, 10.5748863 35.7328736, 10.5749044 35.7328311, 10.5749467 35.7327947, 10.5749892 35.7327778, 10.5750338 35.7327721, 10.5750771 35.7327721)",roundabout,
136781682,primary,True,False,116.545,RN1,الطريق الوطنية تونس - رأس جدير,50,"LINESTRING (10.5748809 35.7329171, 10.5748276 35.7328407, 10.574772 35.7327672, 10.5746955 35.7326583, 10.5746459 35.7325897, 10.5746004 35.7325282, 10.5745601 35.7324776, 10.5741496 35.7320563)",,
136781677,primary,True,False,14.935,RN1,,50,"LINESTRING (10.5716481 35.7293451, 10.5716669 35.7293152, 10.5716953 35.7292908, 10.5717311 35.729274, 10.5717713 35.729266)",roundabout,
136781677,primary,True,False,20.459,RN1,,50,"LINESTRING (10.5719225 35.7294195, 10.5719018 35.7294522, 10.5718696 35.7294782, 10.5718292 35.7294947, 10.5717843 35.7295003, 10.5717396 35.7294944)",roundabout,
