osmid,oneway,highway,maxspeed,reversed,length,geometry,lanes,ref,name,tunnel,access,bridge
25506972,False,residential,,False,110.168,"LINESTRING (-84.035326 9.9132062, -84.0343262 9.9133141)",,,Avenida 46,,,
"[172471225, 16178423]",False,residential,40,False,147.053,"LINESTRING (-84.035326 9.9132062, -84.0352388 9.9128246, -84.0351556 9.9127354, -84.0350926 9.9127314, -84.0343381 9.9128157)",2,,"['Avenida 46A', 'Calle 95']",,,
16178423,False,residential,,True,69.02,"LINESTRING (-84.035326 9.9132062, -84.0353802 9.9134644, -84.0353568 9.9138207)",,,Calle 95,,,
16178448,False,residential,40,False,67.291,"LINESTRING (-84.0343381 9.9128157, -84.0343201 9.9122108)",2,,Calle 97,,permissive,
451493846,False,residential,,False,70.301,"LINESTRING (-84.0343381 9.9128157, -84.0336998 9.9128818)",,,Avenida 46A,,,
"[172471225, 16178423]",False,residential,40,True,147.053,"LINESTRING (-84.0343381 9.9128157, -84.0350926 9.9127314, -84.0351556 9.9127354, -84.0352388 9.9128246, -84.035326 9.9132062)",2,,"['Avenida 46A', 'Calle 95']",,,
16178448,False,residential,40,True,67.291,"LINESTRING (-84.0343201 9.9122108, -84.0343381 9.9128157)",2,,Calle 97,,permissive,
16178444,False,residential,40,True,189.015,"LINESTRING (-84.0343201 9.9122108, -84.0334701 9.9123572, -84.0330578 9.9124671, -84.0326469 9.9126095)",2,,Avenida 48,,permissive,
124879408,True,secondary,40,False,28.387,"LINESTRING (-84.0350295 9.9146477, -84.0352877 9.9146697)",2,,Avenida 42,,,
172471422,False,residential,40,False,92.351,"LINESTRING (-84.0350295 9.9146477, -84.0349575 9.9154752)",,,Calle 95A,,,
16178278,False,residential,,False,83.201,"LINESTRING (-84.031972 9.9128438, -84.0318971 9.9135884)",,,Calle 103,,,
16178444,False,residential,40,False,78.382,"LINESTRING (-84.031972 9.9128438, -84.0326469 9.9126095)",2,,Avenida 48,,permissive,
16178444,False,residential,40,True,78.382,"LINESTRING (-84.0326469 9.9126095, -84.031972 9.9128438)",2,,Avenida 48,,permissive,
16178444,False,residential,40,False,189.015,"LINESTRING (-84.0326469 9.9126095, -84.0330578 9.9124671, -84.0334701 9.9123572, -84.0343201 9.9122108)",2,,Avenida 48,,permissive,
303398938,False,residential,,True,72.754,"LINESTRING (-84.0326469 9.9126095, -84.0327884 9.9130388, -84.0328539 9.9132312)",,,Calle 101,,,
25508293,True,tertiary,40,False,30.375999999999998,"LINESTRING (-84.0350751 9.9193468, -84.0351269 9.9192938, -84.0351464 9.9192502, -84.035157 9.9191979, -84.0351552 9.9191508, -84.0351419 9.919101)",2,11808,Calle 97,,permissive,
"[449784578, 221375596, 451490063]",False,primary,40,True,185.91,"LINESTRING (-84.0350751 9.9193468, -84.0348108 9.9190565, -84.034771 9.9190152, -84.0343529 9.9185805, -84.0342083 9.9184302, -84.0341322 9.9183511, -84.0339122 9.9181292)",4,2,Vía 2,,,
172471421,False,residential,40,False,45.53,"LINESTRING (-84.0342978 9.9137226, -84.0343262 9.9133141)",2,,Calle 97,,,
296130429,False,residential,40,False,116.509,"LINESTRING (-84.0342978 9.9137226, -84.0353568 9.9138207)",2,A044,Avenida 44,,,
172471421,False,residential,40,True,48.218999999999994,"LINESTRING (-84.0342978 9.9137226, -84.0342642 9.9140052, -84.0342466 9.9141533)",2,,Calle 97,,,
298442119,False,residential,,True,74.894,"LINESTRING (-84.0279839 9.9133314, -84.0278089 9.9139825)",,,Calle 111,,,
"[298443048, 25511561]",True,secondary,40,False,179.764,"LINESTRING (-84.0279839 9.9133314, -84.0282122 9.9134042, -84.0285873 9.9135142, -84.0295349 9.913858)",2,251,Vía 251,,,
103746073,False,residential,,True,87.096,"LINESTRING (-84.0310613 9.9143135, -84.0310857 9.9135306)",,,Calle 105,,,
296127932,False,residential,,False,27.754,"LINESTRING (-84.0310613 9.9143135, -84.0308093 9.9142875)",,,Avenida 42,,,
296127932,False,residential,,True,83.374,"LINESTRING (-84.0310613 9.9143135, -84.0318195 9.9143796)",,,Avenida 42,,,
25506972,False,residential,,True,110.168,"LINESTRING (-84.0343262 9.9133141, -84.035326 9.9132062)",,,Avenida 46,,,
172471421,False,residential,40,True,45.53,"LINESTRING (-84.0343262 9.9133141, -84.0342978 9.9137226)",2,,Calle 97,,,
451494793,False,residential,,False,61.096,"LINESTRING (-84.0343262 9.9133141, -84.0337715 9.9133717)",,,Avenida 46,,,
457367991,True,tertiary,,False,77.694,"LINESTRING (-84.0329118 9.9193419, -84.0333384 9.9194704, -84.0335904 9.9195453)",,11808,Avenida 32,,,
221375595,False,secondary,,False,59.441,"LINESTRING (-84.0339122 9.9181292, -84.0342651 9.9177231)",3,221,Vía 221,,,
221375594,True,secondary,40,False,174.053,"LINESTRING (-84.0339122 9.9181292, -84.0338907 9.9181537, -84.033408 9.9187025, -84.03307 9.9190935, -84.0329118 9.9193419)",2,221,Vía 221,,,
"[449784578, 221375596, 451490063]",False,primary,40,False,185.91000000000003,"LINESTRING (-84.0339122 9.9181292, -84.0341322 9.9183511, -84.0342083 9.9184302, -84.0343529 9.9185805, -84.034771 9.9190152, -84.0348108 9.9190565, -84.0350751 9.9193468)",4,2,Vía 2,,,
"[449784000, 40635828, 40635829, 1198445734]",False,primary,"['60', '40']",True,349.2030000000001,"LINESTRING (-84.0339122 9.9181292, -84.0329904 9.9171469, -84.0321608 9.9163349, -84.0320452 9.9162218, -84.0319069 9.9160656, -84.0317792 9.9159132, -84.031724 9.9158474)",4,2,Vía 2,,,yes
25508293,True,tertiary,40,False,46.305,"LINESTRING (-84.0344057 9.9200447, -84.0346766 9.919725)",2,11808,Calle 97,,permissive,
"[303396499, 25508294]",False,residential,40,True,163.723,"LINESTRING (-84.0335904 9.9195453, -84.0338371 9.9192309, -84.0339337 9.9191702, -84.0340624 9.9191596, -84.0341831 9.9192177, -84.0346766 9.919725)",,,"['Avenida 32A', 'Calle 99']",,permissive,
457367991,True,tertiary,,False,105.96199999999999,"LINESTRING (-84.0335904 9.9195453, -84.0337942 9.919614, -84.0340661 9.9197936, -84.0344057 9.9200447)",,11808,Avenida 32,,,
25508293,True,tertiary,40,False,60.612,"LINESTRING (-84.0346766 9.919725, -84.0350751 9.9193468)",2,11808,Calle 97,,permissive,
"[303396499, 25508294]",False,residential,40,False,163.723,"LINESTRING (-84.0346766 9.919725, -84.0341831 9.9192177, -84.0340624 9.9191596, -84.0339337 9.9191702, -84.0338371 9.9192309, -84.0335904 9.9195453)",,,"['Avenida 32A', 'Calle 99']",,permissive,
25508349,False,residential,40,True,117.99,"LINESTRING (-84.0342466 9.9141533, -84.0353199 9.9142434)",2,,Avenida 42A,,,
172471421,False,residential,40,True,46.387,"LINESTRING (-84.0342466 9.9141533, -84.0341921 9.914567)",2,,Calle 97,,,
172471421,False,residential,40,False,48.218999999999994,"LINESTRING (-84.0342466 9.9141533, -84.0342642 9.9140052, -84.0342978 9.9137226)",2,,Calle 97,,,
25511528,False,residential,,False,74.601,"LINESTRING (-84.0263515 9.9152218, -84.0270133 9.9153803)",,,Avenida 44,,,
25511528,False,residential,,False,24.803,"LINESTRING (-84.0270133 9.9153803, -84.0272334 9.9154327)",,,Avenida 44,,,
25511528,False,residential,,True,74.601,"LINESTRING (-84.0270133 9.9153803, -84.0263515 9.9152218)",,,Avenida 44,,,
298442119,False,residential,,False,187.705,"LINESTRING (-84.0270133 9.9153803, -84.0271528 9.9148598, -84.0271729 9.9148033, -84.0272032 9.9147718, -84.027242 9.9147518, -84.0272875 9.91475, -84.0273831 9.9147592, -84.0274532 9.9147608, -84.0275104 9.9147511, -84.0275635 9.9147136, -84.027606 9.9146662, -84.0276572 9.9145577, -84.0277824 9.9140831)",,,Calle 111,,,
298442119,False,residential,,False,74.894,"LINESTRING (-84.0278089 9.9139825, -84.0279839 9.9133314)",,,Calle 111,,,
298442119,False,residential,,True,11.557,"LINESTRING (-84.0278089 9.9139825, -84.0277824 9.9140831)",,,Calle 111,,,
39480671,False,residential,,True,112.97999999999999,"LINESTRING (-84.0278089 9.9139825, -84.02844 9.9141896, -84.0284801 9.9142194, -84.0285074 9.9142476, -84.0286586 9.9144756)",,,Avenida 44,,,
25511615,False,tertiary,40,False,118.55999999999999,"LINESTRING (-84.0295349 9.913858, -84.0294625 9.9139155, -84.0294326 9.9139432, -84.0292754 9.9140944, -84.029214 9.914136, -84.0290137 9.9142715, -84.0286586 9.9144756)",2,11804,Diagonal 32A,,,
1238101758,True,secondary,,False,71.68299999999999,"LINESTRING (-84.0295349 9.913858, -84.0296997 9.9139498, -84.0299626 9.9141403, -84.0300795 9.9142139)",,,,,,
25511615,False,tertiary,40,True,118.55999999999999,"LINESTRING (-84.0286586 9.9144756, -84.0290137 9.9142715, -84.029214 9.914136, -84.0292754 9.9140944, -84.0294326 9.9139432, -84.0294625 9.9139155, -84.0295349 9.913858)",2,11804,Diagonal 32A,,,
39480671,False,residential,,False,112.97999999999999,"LINESTRING (-84.0286586 9.9144756, -84.0285074 9.9142476, -84.0284801 9.9142194, -84.02844 9.9141896, -84.0278089 9.9139825)",,,Avenida 44,,,
25511528,False,residential,,True,24.803,"LINESTRING (-84.0272334 9.9154327, -84.0270133 9.9153803)",,,Avenida 44,,,
296141894,False,primary,60,True,17.539,"LINESTRING (-84.031724 9.9158474, -84.031623 9.915725)",4,2,Vía 2,,,
"[449784000, 40635828, 40635829, 1198445734]",False,primary,"['60', '40']",False,349.203,"LINESTRING (-84.031724 9.9158474, -84.0317792 9.9159132, -84.0319069 9.9160656, -84.0320452 9.9162218, -84.0321608 9.9163349, -84.0329904 9.9171469, -84.0339122 9.9181292)",4,2,Vía 2,,,yes
"[44460648, 41147910, 41147911]",False,residential,"['40', '25']",True,428.03100000000006,"LINESTRING (-84.0315354 9.9159688, -84.0315301 9.9159912, -84.0315096 9.9160926, -84.0314675 9.9161728, -84.0314211 9.9162318, -84.0313874 9.9162623, -84.0311894 9.91644, -84.0309698 9.9166062, -84.0307523 9.9167684, -84.0305491 9.9168866, -84.0305133 9.9169308, -84.0300917 9.9174512, -84.0296343 9.9178657, -84.0294079 9.9180129, -84.0291335 9.9181178, -84.0286447 9.9183187, -84.0285879 9.9183447)",2,,Diagonal 32,,,yes
709545927,True,residential,40,False,24.729999999999997,"LINESTRING (-84.0315354 9.9159688, -84.03155 9.9159568, -84.0315755 9.9159357, -84.031724 9.9158474)",,,Diagonal 32,,,
44460642,False,residential,,False,89.875,"LINESTRING (-84.0272121 9.9190105, -84.0268463 9.918287)",,,Calle 113,,,
44460648,False,residential,25,False,167.899,"LINESTRING (-84.0272121 9.9190105, -84.0285879 9.9183447)",,,Diagonal 32,,,
44460648,False,residential,25,True,36.033,"LINESTRING (-84.0272121 9.9190105, -84.0269179 9.9191555)",,,Diagonal 32,,,
44460642,False,residential,,True,89.875,"LINESTRING (-84.0268463 9.918287, -84.0272121 9.9190105)",,,Calle 113,,,
44460643,False,residential,,False,74.824,"LINESTRING (-84.0269179 9.9191555, -84.0265355 9.9185979)",,,Calle 113A,,,
44460648,False,residential,25,False,36.033,"LINESTRING (-84.0269179 9.9191555, -84.0272121 9.9190105)",,,Diagonal 32,,,
44460643,False,residential,,True,74.824,"LINESTRING (-84.0265355 9.9185979, -84.0269179 9.9191555)",,,Calle 113A,,,
44460648,False,residential,25,True,167.899,"LINESTRING (-84.0285879 9.9183447, -84.0272121 9.9190105)",,,Diagonal 32,,,
"[44460648, 41147910, 41147911]",False,residential,"['40', '25']",False,428.03099999999995,"LINESTRING (-84.0285879 9.9183447, -84.0286447 9.9183187, -84.0291335 9.9181178, -84.0294079 9.9180129, -84.0296343 9.9178657, -84.0300917 9.9174512, -84.0305133 9.9169308, -84.0305491 9.9168866, -84.0307523 9.9167684, -84.0309698 9.9166062, -84.0311894 9.91644, -84.0313874 9.9162623, -84.0314211 9.9162318, -84.0314675 9.9161728, -84.0315096 9.9160926, -84.0315301 9.9159912, -84.0315354 9.9159688)",2,,Diagonal 32,,,yes
103746073,False,residential,,False,106.48400000000001,"LINESTRING (-84.0312483 9.9125935, -84.0311081 9.91306, -84.0310857 9.9135306)",,,Calle 105,,,
303398938,False,residential,,False,72.754,"LINESTRING (-84.0328539 9.9132312, -84.0327884 9.9130388, -84.0326469 9.9126095)",,,Calle 101,,,
451494793,False,residential,,True,61.096,"LINESTRING (-84.0337715 9.9133717, -84.0343262 9.9133141)",,,Avenida 46,,,
451493846,False,residential,,True,70.301,"LINESTRING (-84.0336998 9.9128818, -84.0343381 9.9128157)",,,Avenida 46A,,,
186994941,False,residential,,False,45.153,"LINESTRING (-84.033627 9.9161797, -84.0340351 9.916237)",,,Avenida 40,,,
194938235,False,residential,,False,40.811,"LINESTRING (-84.033627 9.9161797, -84.0336469 9.9158132)",,,Calle 97A,,,
"[449310116, 186994941]",False,residential,40,"[False, True]",140.89100000000002,"LINESTRING (-84.033627 9.9161797, -84.0334905 9.9161654, -84.033292 9.9161178, -84.0331526 9.916065, -84.0331573 9.9159873, -84.033286 9.9158116, -84.0333343 9.9156676, -84.0333552 9.9153309)",,,"['Avenida 40', 'Calle 99']",,,
194938235,False,residential,,True,40.811,"LINESTRING (-84.0336469 9.9158132, -84.033627 9.9161797)",,,Calle 97A,,,
186994941,False,residential,,True,45.153,"LINESTRING (-84.0340351 9.916237, -84.033627 9.9161797)",,,Avenida 40,,,
194938239,False,secondary,,False,93.131,"LINESTRING (-84.0340351 9.916237, -84.0341087 9.9154026)",2,221,Calle 97,,,
"[172471444, 64776980, 194938238, 449494775]",False,secondary,40,"[False, True]",171.225,"LINESTRING (-84.0340351 9.916237, -84.0340337 9.9163361, -84.0340237 9.9166356, -84.0340173 9.9168266, -84.0340144 9.9169122, -84.0340585 9.9173084, -84.0341254 9.9175031, -84.0341596 9.9175737, -84.0342651 9.9177231)",2,221,Calle 97,,,yes
172471422,False,residential,40,True,92.351,"LINESTRING (-84.0349575 9.9154752, -84.0350295 9.9146477)",,,Calle 95A,,,
24842423,True,secondary,40,False,93.322,"LINESTRING (-84.0349575 9.9154752, -84.0346068 9.9154452, -84.0342441 9.9154142, -84.0341087 9.9154026)",3,215,Vía 215,,permissive,
16178239,False,residential,,True,89.109,"LINESTRING (-84.0310857 9.9135306, -84.0318971 9.9135884)",,,Avenida 44,,,
103746073,False,residential,,False,87.096,"LINESTRING (-84.0310857 9.9135306, -84.0310613 9.9143135)",,,Calle 105,,,
103746073,False,residential,,True,106.48400000000001,"LINESTRING (-84.0310857 9.9135306, -84.0311081 9.91306, -84.0312483 9.9125935)",,,Calle 105,,,
296127932,False,residential,,True,27.754,"LINESTRING (-84.0308093 9.9142875, -84.0310613 9.9143135)",,,Avenida 42,,,
221375595,False,secondary,,True,59.441,"LINESTRING (-84.0342651 9.9177231, -84.0339122 9.9181292)",3,221,Vía 221,,,
"[172471444, 64776980, 194938238, 449494775]",False,secondary,40,"[False, True]",171.22500000000002,"LINESTRING (-84.0342651 9.9177231, -84.0341596 9.9175737, -84.0341254 9.9175031, -84.0340585 9.9173084, -84.0340144 9.9169122, -84.0340173 9.9168266, -84.0340237 9.9166356, -84.0340337 9.9163361, -84.0340351 9.916237)",2,221,Calle 97,,,yes
194938237,True,secondary,60,False,4.798,"LINESTRING (-84.0333552 9.9153309, -84.0333116 9.9153267)",3,215,Vía 215,,,
"[449310116, 186994941]",False,residential,40,"[False, True]",140.891,"LINESTRING (-84.0333552 9.9153309, -84.0333343 9.9156676, -84.033286 9.9158116, -84.0331573 9.9159873, -84.0331526 9.916065, -84.033292 9.9161178, -84.0334905 9.9161654, -84.033627 9.9161797)",,,"['Avenida 40', 'Calle 99']",,,
298442119,False,residential,,False,11.557,"LINESTRING (-84.0277824 9.9140831, -84.0278089 9.9139825)",,,Calle 111,,,
712180227,False,residential,,False,38.928,"LINESTRING (-84.0277824 9.9140831, -84.0274461 9.9139699)",,,Avenida 46B,,,
298442119,False,residential,,True,187.70499999999998,"LINESTRING (-84.0277824 9.9140831, -84.0276572 9.9145577, -84.027606 9.9146662, -84.0275635 9.9147136, -84.0275104 9.9147511, -84.0274532 9.9147608, -84.0273831 9.9147592, -84.0272875 9.91475, -84.027242 9.9147518, -84.0272032 9.9147718, -84.0271729 9.9148033, -84.0271528 9.9148598, -84.0270133 9.9153803)",,,Calle 111,,,
712180227,False,residential,,True,38.928,"LINESTRING (-84.0274461 9.9139699, -84.0277824 9.9140831)",,,Avenida 46B,,,
296141894,False,primary,60,False,17.539,"LINESTRING (-84.031623 9.915725, -84.031724 9.9158474)",4,2,Vía 2,,,
296141894,False,primary,60,True,11.744,"LINESTRING (-84.031623 9.915725, -84.0315553 9.9156431)",4,2,Vía 2,,,
343792095,True,residential,,False,29.71,"LINESTRING (-84.031623 9.915725, -84.0315708 9.9157906, -84.031541 9.9158663, -84.0315354 9.9159688)",,,Diagonal 32,,,
"[25524024, 449315006]",True,secondary,40,False,180.875,"LINESTRING (-84.0351419 9.919101, -84.034992 9.918886, -84.0349479 9.9188182, -84.0346845 9.9184131, -84.0346552 9.9183665, -84.0342651 9.9177231)",2,11809,Transversal 95,,,
