osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,access,bridge
917108483,2,S Ngedrup Zhung Lam,primary,False,True,84.084,,"LINESTRING (90.4849632 26.8673213, 90.4850285 26.8675253, 90.4850621 26.8677442, 90.485169 26.8680529)",permissive,
244339456,1,Losel Lam SE,residential,True,False,54.995999999999995,,"LINESTRING (90.4862319 26.8679868, 90.4863397 26.8678579, 90.4865739 26.8675976)",,
"[440719788, 244339471]",,"['Losel Zur Lam 4 SE', 'Losel Zur Lam  4 SE']",residential,False,"[False, True]",140.179,,"LINESTRING (90.4862319 26.8679868, 90.486118 26.8679114, 90.4858654 26.8678067, 90.485632 26.867738, 90.4854577 26.8676901, 90.4854156 26.8675445, 90.4853537 26.8673638, 90.4852965 26.8672075)",,
1125535919,,Gadhen Zur Lam 4 NE,residential,False,True,64.347,,"LINESTRING (90.4886214 26.8694825, 90.4892236 26.8696977)",,
244339464,,Gadhen Zur Lam 4A NE,residential,False,True,206.147,,"LINESTRING (90.4886214 26.8694825, 90.4886983 26.8693343, 90.4887732 26.8691608, 90.4889131 26.8687803, 90.489047 26.8685543, 90.48988 26.8681444)",,
1125535919,,Gadhen Zur Lam 4 NE,residential,False,False,29.491,,"LINESTRING (90.4886214 26.8694825, 90.4885215 26.8694466, 90.4884658 26.8694233, 90.4883419 26.8693943)",,
1125534169,2,Gadhen Lam SE,residential,False,False,29.094,,"LINESTRING (90.4865739 26.8675976, 90.4867821 26.8677819)",,
1125534169,2,Gadhen Lam SE,residential,False,True,98.03,,"LINESTRING (90.4865739 26.8675976, 90.4859178 26.8669383)",,
1008025925,2,Gadhen Lam NE,residential,False,True,21.322,,"LINESTRING (90.4891009 26.8710079, 90.4890293 26.8708271)",,
244339468,,Paldrup Lam NE,residential,False,True,193.40200000000002,,"LINESTRING (90.4891009 26.8710079, 90.4886476 26.8711441, 90.4880814 26.8713106, 90.4872621 26.8715133, 90.4872379 26.8715193)",,
1008025925,2,Gadhen Lam NE,residential,False,False,274.475,,"LINESTRING (90.4891009 26.8710079, 90.4895194 26.8720368, 90.4900341 26.8733317)",,
"[160903320, 917108482]",,"['Road to Border Checkpost', 'S Ngedrup Zhung Lam']",primary,False,True,116.85499999999999,,"LINESTRING (90.4847842 26.866283, 90.4848346 26.8666315, 90.4848844 26.8669535, 90.4849632 26.8673213)",permissive,yes
244339452,,,residential,False,True,138.772,,"LINESTRING (90.4847842 26.866283, 90.4843424 26.8664822, 90.4834519 26.866621)",,
244339467,2,Muensel Lam SE,residential,False,True,47.821,,"LINESTRING (90.4875298 26.8664744, 90.4876039 26.8666028, 90.487641 26.86662, 90.4878749 26.8667547)",,
917227281,,Gatshel Lam SE,residential,False,True,51.775,,"LINESTRING (90.4875298 26.8664744, 90.487722 26.8661137, 90.4877439 26.8660504)",,
1125534170,,Gatshel Lam SE,residential,False,False,170.985,,"LINESTRING (90.4875298 26.8664744, 90.4873973 26.8664637, 90.4873194 26.8664581, 90.4871931 26.8664562, 90.4867577 26.8665977, 90.486289 26.8667981, 90.4859178 26.8669383)",,
1008025925,2,Gadhen Lam NE,residential,False,False,173.656,,"LINESTRING (90.4883419 26.8693943, 90.4886086 26.8698318, 90.4887351 26.8701208, 90.4889614 26.8706607, 90.4890293 26.8708271)",,
1008025925,2,Gadhen Lam NE,residential,False,True,73.704,,"LINESTRING (90.4883419 26.8693943, 90.4879083 26.868889, 90.4878858 26.8688717)",,
1125535919,,Gadhen Zur Lam 4 NE,residential,False,True,29.491,,"LINESTRING (90.4883419 26.8693943, 90.4884658 26.8694233, 90.4885215 26.8694466, 90.4886214 26.8694825)",,
1136651147,2,Gelephu-Thimphu Highway,primary,False,False,219.256,,"LINESTRING (90.4806981 26.873162, 90.4826087 26.8721703)",,
244339452,,,residential,False,False,138.772,,"LINESTRING (90.4834519 26.866621, 90.4843424 26.8664822, 90.4847842 26.866283)",,
1008025925,2,Gadhen Lam NE,residential,False,True,274.475,,"LINESTRING (90.4900341 26.8733317, 90.4895194 26.8720368, 90.4891009 26.8710079)",,
1125535922,1,Menzang Lam NE,residential,False,True,150.076,,"LINESTRING (90.4900341 26.8733317, 90.4891758 26.8736697, 90.489149 26.8737127, 90.4891436 26.8737606, 90.4893202 26.874145)",,
244339474,2,Muensel Lam NE,residential,False,True,70.253,,"LINESTRING (90.4893635 26.8677121, 90.48988 26.8681444)",,
1125534168,2,E Phendey Lam,residential,False,True,66.663,,"LINESTRING (90.4893635 26.8677121, 90.488861 26.8681102)",,
1125534845,2,Muensel Lam SE,residential,False,False,89.90899999999999,,"LINESTRING (90.4893635 26.8677121, 90.4890456 26.8674947, 90.4886442 26.8672201)",,
999317024,2,E Phendey Lam,residential,False,True,41.311,,"LINESTRING (90.4871006 26.8694212, 90.4867697 26.8696468)",,
999317024,2,E Phendey Lam,residential,False,False,99.002,,"LINESTRING (90.4871006 26.8694212, 90.4871309 26.8693988, 90.4878267 26.8689169, 90.4878858 26.8688717)",,
1125534169,2,Gadhen Lam SE,residential,False,False,35.142,,"LINESTRING (90.4867821 26.8677819, 90.4870217 26.8680147)",,
1125534169,2,Gadhen Lam SE,residential,False,True,29.094,,"LINESTRING (90.4867821 26.8677819, 90.4865739 26.8675976)",,
244339469,1,Jangchub Lam SE,residential,True,False,189.696,,"LINESTRING (90.4867821 26.8677819, 90.4867247 26.8678258, 90.4867062 26.8678937, 90.4867113 26.8679602, 90.4867596 26.8681788, 90.4869062 26.8686814, 90.487088 26.8693761, 90.4871006 26.8694212)",,
1125534169,2,Gadhen Lam SE,residential,False,True,22.325,,"LINESTRING (90.48716 26.8681731, 90.4870217 26.8680147)",,
1125534702,,Muensel Zur Lam 1 SE,residential,True,False,59.931,,"LINESTRING (90.48716 26.8681731, 90.4874655 26.8677081)",,
1125534169,2,Gadhen Lam SE,residential,False,False,106.12,,"LINESTRING (90.48716 26.8681731, 90.487169 26.8681951, 90.4878858 26.8688717)",,
246468409,1,Menzang Lam NE,residential,False,False,111.519,,"LINESTRING (90.4882934 26.8745536, 90.4893202 26.874145)",,
246468409,1,Menzang Lam NE,residential,False,True,8.757,,"LINESTRING (90.4882934 26.8745536, 90.4882154 26.8745905)",,
1198820026,,,residential,False,False,84.316,,"LINESTRING (90.4882934 26.8745536, 90.4881151 26.8741779, 90.4880548 26.8740834, 90.4879233 26.8740607, 90.4877906 26.8740906)",,
246468409,1,Menzang Lam NE,residential,False,True,111.519,,"LINESTRING (90.4893202 26.874145, 90.4882934 26.8745536)",,
1125535922,1,Menzang Lam NE,residential,False,False,150.076,,"LINESTRING (90.4893202 26.874145, 90.4891436 26.8737606, 90.489149 26.8737127, 90.4891758 26.8736697, 90.4900341 26.8733317)",,
440719789,,Losel Zur Lam 3 SE,residential,False,False,19.769,,"LINESTRING (90.485169 26.8680529, 90.4853621 26.8680969)",,
917108483,2,S Ngedrup Zhung Lam,primary,False,False,84.084,,"LINESTRING (90.485169 26.8680529, 90.4850621 26.8677442, 90.4850285 26.8675253, 90.4849632 26.8673213)",permissive,
917108483,2,S Ngedrup Zhung Lam,primary,False,True,266.948,,"LINESTRING (90.485169 26.8680529, 90.4853323 26.8687599, 90.4854027 26.8691756, 90.4855122 26.8696161, 90.4856951 26.8704067)",permissive,
244339456,1,Losel Lam SE,residential,True,False,50.799,,"LINESTRING (90.4863705 26.8684266, 90.4862319 26.8679868)",,
440719789,,Losel Zur Lam 3 SE,residential,False,True,110.96900000000001,,"LINESTRING (90.4863705 26.8684266, 90.4863061 26.8684502, 90.4862352 26.8684659, 90.4861609 26.8684659, 90.4860366 26.8684047, 90.4858849 26.8683301, 90.4856038 26.8681805, 90.4853621 26.8680969)",,
440719789,,Losel Zur Lam 3 SE,residential,False,True,19.769,,"LINESTRING (90.4853621 26.8680969, 90.485169 26.8680529)",,
440719930,2,Chhogyal Lam SE,residential,False,False,39.397,,"LINESTRING (90.4853621 26.8680969, 90.4853637 26.8684512)",,
440719789,,Losel Zur Lam 3 SE,residential,False,False,110.96900000000001,,"LINESTRING (90.4853621 26.8680969, 90.4856038 26.8681805, 90.4858849 26.8683301, 90.4860366 26.8684047, 90.4861609 26.8684659, 90.4862352 26.8684659, 90.4863061 26.8684502, 90.4863705 26.8684266)",,
440719930,2,Chhogyal Lam SE,residential,False,True,39.397,,"LINESTRING (90.4853637 26.8684512, 90.4853621 26.8680969)",,
440719930,2,Chhogyal Lam SE,residential,False,False,135.27300000000002,,"LINESTRING (90.4853637 26.8684512, 90.4854521 26.8687966, 90.4855984 26.8692499, 90.4857285 26.8696228)",,
440720064,,Chhogyal Zur Lam 2 SE,residential,False,False,97.362,,"LINESTRING (90.4853637 26.8684512, 90.485574 26.8685209, 90.4857981 26.8686111, 90.4858638 26.8686894, 90.4859461 26.8689318, 90.4859922 26.8690285)",,
999317024,2,E Phendey Lam,residential,False,False,115.385,,"LINESTRING (90.4858882 26.8703239, 90.4867697 26.8696468)",,
999317024,2,E Phendey Lam,residential,False,True,21.251,,"LINESTRING (90.4858882 26.8703239, 90.4856951 26.8704067)",,
440719930,2,Chhogyal Lam SE,residential,False,True,79.56200000000001,,"LINESTRING (90.4858882 26.8703239, 90.4858685 26.8702249, 90.4858253 26.8700203, 90.4858135 26.8699701, 90.4857792 26.8698243, 90.4857285 26.8696228)",,
440719930,2,Chhogyal Lam SE,residential,False,False,79.56200000000001,,"LINESTRING (90.4857285 26.8696228, 90.4857792 26.8698243, 90.4858135 26.8699701, 90.4858253 26.8700203, 90.4858685 26.8702249, 90.4858882 26.8703239)",,
440719930,2,Chhogyal Lam SE,residential,False,True,135.273,,"LINESTRING (90.4857285 26.8696228, 90.4855984 26.8692499, 90.4854521 26.8687966, 90.4853637 26.8684512)",,
440720064,,Chhogyal Zur Lam 2 SE,residential,False,True,83.545,,"LINESTRING (90.4857285 26.8696228, 90.4858521 26.8695345, 90.4860204 26.8694383, 90.4860669 26.8693912, 90.4860547 26.8693001, 90.4859922 26.8690285)",,
998693551,2,Chhophel Lam NW,residential,False,False,129.048,,"LINESTRING (90.4810528 26.8737448, 90.4816363 26.8747821)",,
1136654638,,Kunzang Lam NW,residential,False,False,234.18699999999998,,"LINESTRING (90.4810528 26.8737448, 90.481994 26.8728379, 90.4824343 26.8724387, 90.4826087 26.8721703)",,
998693551,2,Chhophel Lam NW,residential,False,True,129.048,,"LINESTRING (90.4816363 26.8747821, 90.4810528 26.8737448)",,
"[749900489, 749900482]",,Kaytshel Zur Lam 3 NW,residential,False,"[False, True]",215.981,,"LINESTRING (90.4816363 26.8747821, 90.4833931 26.8738996, 90.4835268 26.8738191)",,
749900487,,Kaytshel Lam NW,residential,False,False,91.452,,"LINESTRING (90.4840002 26.8745248, 90.4836717 26.8740262, 90.4835268 26.8738191)",,
"[749900488, 749900490, 749900487]",,Kaytshel Lam NW,residential,False,"[False, True]",231.183,,"LINESTRING (90.4835268 26.8738191, 90.4834607 26.8737206, 90.4833252 26.8735126, 90.4832556 26.8734183, 90.4832295 26.8733645, 90.4832402 26.8733047, 90.4832891 26.8732514, 90.4833862 26.8731883, 90.4841762 26.8727017, 90.4846054 26.8724481)",,
749900487,,Kaytshel Lam NW,residential,False,True,91.452,,"LINESTRING (90.4835268 26.8738191, 90.4836717 26.8740262, 90.4840002 26.8745248)",,
"[749900489, 749900482]",,Kaytshel Zur Lam 3 NW,residential,False,"[False, True]",215.981,,"LINESTRING (90.4835268 26.8738191, 90.4833931 26.8738996, 90.4816363 26.8747821)",,
749900583,,Kaytshel Lam NW,residential,False,False,59.626,,"LINESTRING (90.4846054 26.8724481, 90.4843721 26.8719539)",,
1128375329,,Kaytshel Zur Lam NW 2,residential,False,True,43.076,,"LINESTRING (90.4846054 26.8724481, 90.4847618 26.8728095)",,
"[749900488, 749900490, 749900487]",,Kaytshel Lam NW,residential,False,"[False, True]",231.183,,"LINESTRING (90.4846054 26.8724481, 90.4841762 26.8727017, 90.4833862 26.8731883, 90.4832891 26.8732514, 90.4832402 26.8733047, 90.4832295 26.8733645, 90.4832556 26.8734183, 90.4833252 26.8735126, 90.4834607 26.8737206, 90.4835268 26.8738191)",,
1128376600,,Chhophel Zur Lam 3 NW,residential,False,False,139.537,,"LINESTRING (90.4851609 26.8743979, 90.4864157 26.8738305)",,
1128375329,,Kaytshel Zur Lam NW 2,residential,False,False,133.72,,"LINESTRING (90.4851609 26.8743979, 90.4849846 26.8734434, 90.484916 26.8732163)",,
1128375329,,Kaytshel Zur Lam NW 2,residential,False,False,47.83,,"LINESTRING (90.484916 26.8732163, 90.4848372 26.8730259, 90.4848104 26.8729218, 90.4847618 26.8728095)",,
1128375329,,Kaytshel Zur Lam NW 2,residential,False,True,133.72,,"LINESTRING (90.484916 26.8732163, 90.4849846 26.8734434, 90.4851609 26.8743979)",,
"[1128376597, 1128376598]",,Kaytshel Zur Lam 2B NW,residential,False,False,140.404,,"LINESTRING (90.484916 26.8732163, 90.4855517 26.872908, 90.4859542 26.8727702, 90.4861572 26.8726241)",,
749900583,,Kaytshel Lam NW,residential,False,True,94.704,,"LINESTRING (90.4840337 26.8711575, 90.4843721 26.8719539)",,
1136651150,2,W Ngojang Zhung Lam,primary,False,False,184.734,,"LINESTRING (90.4840337 26.8711575, 90.4856951 26.8704067)",,
1136651150,2,W Ngojang Zhung Lam,primary,False,True,184.048,,"LINESTRING (90.4840337 26.8711575, 90.483387 26.8714226, 90.4826087 26.8721703)",,
244339467,2,Muensel Lam SE,residential,False,True,12.858,,"LINESTRING (90.4878749 26.8667547, 90.4879853 26.8668153)",,
244339467,2,Muensel Lam SE,residential,False,False,47.821,,"LINESTRING (90.4878749 26.8667547, 90.487641 26.86662, 90.4876039 26.8666028, 90.4875298 26.8664744)",,
1125534701,,Gadhen Zur Lam 2 SE,residential,True,False,163.695,,"LINESTRING (90.4878749 26.8667547, 90.4877277 26.8669843, 90.4876482 26.867104, 90.4875983 26.8671779, 90.4870217 26.8680147)",,
1125534169,2,Gadhen Lam SE,residential,False,False,22.325,,"LINESTRING (90.4870217 26.8680147, 90.48716 26.8681731)",,
1125534169,2,Gadhen Lam SE,residential,False,True,35.142,,"LINESTRING (90.4870217 26.8680147, 90.4867821 26.8677819)",,
997093867,,Lhadhen Lam SE,residential,False,False,70.614,,"LINESTRING (90.4884157 26.8684629, 90.4879356 26.867994)",,
1125534168,2,E Phendey Lam,residential,False,False,59.068,,"LINESTRING (90.4884157 26.8684629, 90.488861 26.8681102)",,
1125534168,2,E Phendey Lam,residential,False,True,69.491,,"LINESTRING (90.4884157 26.8684629, 90.4878858 26.8688717)",,
997093867,,Lhadhen Lam SE,residential,False,True,70.614,,"LINESTRING (90.4879356 26.867994, 90.4884157 26.8684629)",,
997093868,,Muensel Zur Lam 2 SE,residential,False,False,61.277,,"LINESTRING (90.4879356 26.867994, 90.4883264 26.8675672)",,
997093867,,Lhadhen Lam SE,residential,False,False,56.463,,"LINESTRING (90.4879356 26.867994, 90.4874833 26.8677227, 90.4874655 26.8677081)",,
997093867,,Lhadhen Lam SE,residential,False,True,56.463,,"LINESTRING (90.4874655 26.8677081, 90.4874833 26.8677227, 90.4879356 26.867994)",,
"[1125534702, 1125534703]",,Muensel Zur Lam 1 SE,residential,True,False,111.869,,"LINESTRING (90.4874655 26.8677081, 90.4877462 26.8672344, 90.4879853 26.8668153)",,
997093868,,Muensel Zur Lam 2 SE,residential,False,True,49.833,,"LINESTRING (90.4886442 26.8672201, 90.4883264 26.8675672)",,
1125534845,2,Muensel Lam SE,residential,False,False,43.963,,"LINESTRING (90.4886442 26.8672201, 90.4882803 26.8669944)",,
1125534845,2,Muensel Lam SE,residential,False,True,89.90899999999999,,"LINESTRING (90.4886442 26.8672201, 90.4890456 26.8674947, 90.4893635 26.8677121)",,
917227281,,Gatshel Lam SE,residential,False,False,51.775,,"LINESTRING (90.4877439 26.8660504, 90.487722 26.8661137, 90.4875298 26.8664744)",,
997093869,,Gatshel Zur Lam 4 SE,residential,False,False,155.285,,"LINESTRING (90.4877439 26.8660504, 90.4879665 26.8661561, 90.4882257 26.8663757, 90.4884372 26.8664886, 90.4885569 26.8665525, 90.4885141 26.8666504, 90.4884915 26.8667022, 90.4882803 26.8669944)",,
1125534845,2,Muensel Lam SE,residential,False,True,43.963,,"LINESTRING (90.4882803 26.8669944, 90.4886442 26.8672201)",,
997093869,,Gatshel Zur Lam 4 SE,residential,False,True,155.28500000000003,,"LINESTRING (90.4882803 26.8669944, 90.4884915 26.8667022, 90.4885141 26.8666504, 90.4885569 26.8665525, 90.4884372 26.8664886, 90.4882257 26.8663757, 90.4879665 26.8661561, 90.4877439 26.8660504)",,
1125534845,2,Muensel Lam SE,residential,False,False,35.4,,"LINESTRING (90.4882803 26.8669944, 90.4880581 26.8668584, 90.4880164 26.8668349, 90.4879853 26.8668153)",,
1125534168,2,E Phendey Lam,residential,False,False,66.663,,"LINESTRING (90.488861 26.8681102, 90.4893635 26.8677121)",,
1125534168,2,E Phendey Lam,residential,False,True,59.068,,"LINESTRING (90.488861 26.8681102, 90.4884157 26.8684629)",,
1125535121,,Kaldhen Lam SE,residential,False,False,80.486,,"LINESTRING (90.488861 26.8681102, 90.4886267 26.8678415, 90.4883264 26.8675672)",,
997093868,,Muensel Zur Lam 2 SE,residential,False,False,49.833,,"LINESTRING (90.4883264 26.8675672, 90.4886442 26.8672201)",,
997093868,,Muensel Zur Lam 2 SE,residential,False,True,61.277,,"LINESTRING (90.4883264 26.8675672, 90.4879356 26.867994)",,
1125535121,,Kaldhen Lam SE,residential,False,True,80.486,,"LINESTRING (90.4883264 26.8675672, 90.4886267 26.8678415, 90.488861 26.8681102)",,
1016858367,,Gatshel Lam SE,residential,False,False,68.513,,"LINESTRING (90.4859178 26.8669383, 90.4852965 26.8672075)",,
1125534169,2,Gadhen Lam SE,residential,False,False,98.03,,"LINESTRING (90.4859178 26.8669383, 90.4865739 26.8675976)",,
1125534170,,Gatshel Lam SE,residential,False,True,170.985,,"LINESTRING (90.4859178 26.8669383, 90.486289 26.8667981, 90.4867577 26.8665977, 90.4871931 26.8664562, 90.4873194 26.8664581, 90.4873973 26.8664637, 90.4875298 26.8664744)",,
244339467,2,Muensel Lam SE,residential,False,False,12.858,,"LINESTRING (90.4879853 26.8668153, 90.4878749 26.8667547)",,
1125534845,2,Muensel Lam SE,residential,False,True,35.4,,"LINESTRING (90.4879853 26.8668153, 90.4880164 26.8668349, 90.4880581 26.8668584, 90.4882803 26.8669944)",,
1125535919,,Gadhen Zur Lam 4 NE,residential,False,False,64.347,,"LINESTRING (90.4892236 26.8696977, 90.4886214 26.8694825)",,
1125535919,,Gadhen Zur Lam 4 NE,residential,False,True,97.95100000000001,,"LINESTRING (90.4892236 26.8696977, 90.4894118 26.8697649, 90.4899322 26.8698798, 90.4901518 26.8699839)",,
1125536437,,Gadhen Zur Lam 4B NE,residential,False,False,170.579,,"LINESTRING (90.4892236 26.8696977, 90.489372 26.8694021, 90.4894839 26.8691285, 90.4895886 26.8688935, 90.4897185 26.8687518, 90.4898917 26.8686456, 90.4901564 26.8684679)",,
244339474,2,Muensel Lam NE,residential,False,True,48.751,,"LINESTRING (90.4901564 26.8684679, 90.4903745 26.8688608)",,
244339474,2,Muensel Lam NE,residential,False,False,45.431,,"LINESTRING (90.4901564 26.8684679, 90.4901162 26.8683956, 90.48988 26.8681444)",,
1125536437,,Gadhen Zur Lam 4B NE,residential,False,True,170.579,,"LINESTRING (90.4901564 26.8684679, 90.4898917 26.8686456, 90.4897185 26.8687518, 90.4895886 26.8688935, 90.4894839 26.8691285, 90.489372 26.8694021, 90.4892236 26.8696977)",,
1125536439,,Gadhen Zur Lam 4C NE,residential,False,True,39.253,,"LINESTRING (90.4902995 26.8696564, 90.4901518 26.8699839)",,
1125536438,,Muensel Zur Lam 4 NE,residential,False,True,129.505,,"LINESTRING (90.4902995 26.8696564, 90.4898664 26.869283, 90.4899855 26.8691413, 90.4901118 26.8690126, 90.4903745 26.8688608)",,
1008025925,2,Gadhen Lam NE,residential,False,False,21.322,,"LINESTRING (90.4890293 26.8708271, 90.4891009 26.8710079)",,
1008025925,2,Gadhen Lam NE,residential,False,True,173.656,,"LINESTRING (90.4890293 26.8708271, 90.4889614 26.8706607, 90.4887351 26.8701208, 90.4886086 26.8698318, 90.4883419 26.8693943)",,
1125536866,,Gadhen Zur Lam 6 NE,residential,False,False,153.82300000000004,,"LINESTRING (90.4890293 26.8708271, 90.4891429 26.8706681, 90.4894403 26.8705192, 90.4897437 26.8704218, 90.489947 26.8703081, 90.4901048 26.8701971, 90.4902395 26.8700253)",,
246468409,1,Menzang Lam NE,residential,False,False,8.757,,"LINESTRING (90.4882154 26.8745905, 90.4882934 26.8745536)",,
1125535919,,Gadhen Zur Lam 4 NE,residential,False,False,9.842,,"LINESTRING (90.4902395 26.8700253, 90.4901518 26.8699839)",,
1125536866,,Gadhen Zur Lam 6 NE,residential,False,True,153.823,,"LINESTRING (90.4902395 26.8700253, 90.4901048 26.8701971, 90.489947 26.8703081, 90.4897437 26.8704218, 90.4894403 26.8705192, 90.4891429 26.8706681, 90.4890293 26.8708271)",,
244339468,,Paldrup Lam NE,residential,False,True,132.662,,"LINESTRING (90.4872379 26.8715193, 90.4859409 26.8718106)",,
1125538677,,Paldrup Zur Lam 2,residential,False,False,131.047,,"LINESTRING (90.4872379 26.8715193, 90.4876991 26.8726237)",,
244339468,,Paldrup Lam NE,residential,False,False,193.402,,"LINESTRING (90.4872379 26.8715193, 90.4872621 26.8715133, 90.4880814 26.8713106, 90.4886476 26.8711441, 90.4891009 26.8710079)",,
1125538677,,Paldrup Zur Lam 2,residential,False,True,131.047,,"LINESTRING (90.4876991 26.8726237, 90.4872379 26.8715193)",,
749900583,,Kaytshel Lam NW,residential,False,False,94.704,,"LINESTRING (90.4843721 26.8719539, 90.4840337 26.8711575)",,
749900583,,Kaytshel Lam NW,residential,False,True,59.626,,"LINESTRING (90.4843721 26.8719539, 90.4846054 26.8724481)",,
1128376596,,Kaytshel Zur Lam 1 NW,residential,False,False,156.688,,"LINESTRING (90.4843721 26.8719539, 90.4858499 26.871456)",,
618922709,2,N Samdhen Zhung Lam,primary,False,False,40.45,PNH 4,"LINESTRING (90.4858499 26.871456, 90.4859409 26.8718106)",,
1128376596,,Kaytshel Zur Lam 1 NW,residential,False,True,156.688,,"LINESTRING (90.4858499 26.871456, 90.4843721 26.8719539)",,
618922709,2,N Samdhen Zhung Lam,primary,False,True,118.047,PNH 4,"LINESTRING (90.4858499 26.871456, 90.4857293 26.8709286, 90.4856933 26.8705751, 90.4856951 26.8704067)",,
618922709,2,N Samdhen Zhung Lam,primary,False,True,76.065,PNH 4,"LINESTRING (90.4861572 26.8726241, 90.4859802 26.8719585)",,
618922709,2,N Samdhen Zhung Lam,primary,False,False,136.658,PNH 4,"LINESTRING (90.4861572 26.8726241, 90.486411 26.8737529, 90.4864157 26.8738305)",,
"[1128376597, 1128376598]",,Kaytshel Zur Lam 2B NW,residential,False,True,140.404,,"LINESTRING (90.4861572 26.8726241, 90.4859542 26.8727702, 90.4855517 26.872908, 90.484916 26.8732163)",,
