osmid,oneway,lanes,name,highway,maxspeed,width,reversed,length,geometry,ref,access
612838419,False,2,Ganeshnagar Road,tertiary,50,15,True,29.253,"LINESTRING (83.5107151 27.6315149, 83.5106501 27.6317716)",,
612835032,False,,Bikash Path,residential,,,False,156.712,"LINESTRING (83.5107151 27.6315149, 83.5111924 27.6314765, 83.5117353 27.6314786, 83.5122999 27.6315383)",,
612838419,False,2,Ganeshnagar Road,tertiary,50,15,False,46.969,"LINESTRING (83.5107151 27.6315149, 83.510756 27.6312167, 83.5107576 27.6310947)",,
612835627,False,,Budhabare Road,residential,,,False,31.399,"LINESTRING (83.5126614 27.6240391, 83.5127098 27.62376)",,
612838984,False,,Kumari Road,residential,,,True,42.496,"LINESTRING (83.5126614 27.6240391, 83.512339 27.624293)",,
612838984,False,,Kumari Road,residential,,,False,52.873000000000005,"LINESTRING (83.5126614 27.6240391, 83.5127439 27.6239965, 83.5129176 27.6239008, 83.5130979 27.623765)",,
612838984,False,,Kumari Road,residential,,,True,37.375,"LINESTRING (83.5134539 27.6237136, 83.5132702 27.6237034, 83.5131865 27.6237049, 83.5130979 27.623765)",,
612837596,False,,,residential,,,True,50.04,"LINESTRING (83.5133682 27.6233911, 83.5131828 27.6235802, 83.5131496 27.6236542, 83.5130979 27.623765)",,
612837596,False,,,residential,,,False,50.040000000000006,"LINESTRING (83.5130979 27.623765, 83.5131496 27.6236542, 83.5131828 27.6235802, 83.5133682 27.6233911)",,
612838984,False,,Kumari Road,residential,,,False,37.375,"LINESTRING (83.5130979 27.623765, 83.5131865 27.6237049, 83.5132702 27.6237034, 83.5134539 27.6237136)",,
612838984,False,,Kumari Road,residential,,,True,52.873000000000005,"LINESTRING (83.5130979 27.623765, 83.5129176 27.6239008, 83.5127439 27.6239965, 83.5126614 27.6240391)",,
612838362,False,,,residential,,,False,165.44400000000002,"LINESTRING (83.5117753 27.6284031, 83.5118853 27.6283865, 83.5121401 27.628339, 83.512293 27.6283045, 83.5127369 27.6282225, 83.5134179 27.6280945)",,
612838373,False,2,Pradeepnagar Road,tertiary,50,15,False,193.74099999999999,"LINESTRING (83.5117753 27.6284031, 83.5118692 27.6288202, 83.5119456 27.6290032, 83.5119764 27.629122, 83.5120328 27.6293454, 83.5120703 27.6296757, 83.5121365 27.6301109)",,
612838373,False,2,Pradeepnagar Road,tertiary,50,15,True,72.832,"LINESTRING (83.5117753 27.6284031, 83.5117485 27.6283414, 83.511727 27.6283081, 83.5116921 27.6282808, 83.5116492 27.6282546, 83.5115996 27.6282332, 83.5115299 27.628213, 83.5113381 27.6281952, 83.5111378 27.628177)",,
612845459,False,2,Pradeepnagar Road,tertiary,50,15,True,182.553,"LINESTRING (83.511559 27.6263052, 83.5114797 27.6270102, 83.5111855 27.6279063)",,
612845465,False,2,Devdaha Marg,secondary,50,20,True,267.96200000000005,"LINESTRING (83.511559 27.6263052, 83.5110388 27.6262873, 83.5096078 27.6263052, 83.5094657 27.6263123, 83.5093691 27.6263194, 83.5092082 27.6263598, 83.5090767 27.6264038, 83.5088898 27.6265085)",49A012R,yes
612845823,False,2,Devdaha Marg,secondary,50,20,False,38.887,"LINESTRING (83.511559 27.6263052, 83.5115913 27.6260828, 83.5116081 27.6259582)",49A012R,yes
612838360,False,,,residential,,,False,34.66,"LINESTRING (83.5137004 27.6276708, 83.5137971 27.6279705)",,
612838362,False,,,residential,,,False,39.821,"LINESTRING (83.5134179 27.6280945, 83.5137971 27.6279705)",,
