osmid,highway,oneway,reversed,length,ref,geometry,lanes,name
133247797,unclassified,False,True,32.7,,"LINESTRING (85.800102 26.6487461, 85.8004203 26.6488206)",,
513948460,residential,False,False,189.189,NH28,"LINESTRING (85.800102 26.6487461, 85.7999745 26.64871, 85.7997526 26.6487153, 85.7990814 26.6486776, 85.798856 26.6486419, 85.7986107 26.6486047, 85.7983853 26.6485974, 85.7982132 26.6485953)",,
1128199772,primary,False,True,144.74099999999999,H17,"LINESTRING (85.800102 26.6487461, 85.8000336 26.6487989, 85.7998781 26.6489379, 85.7995642 26.6492736, 85.7992048 26.649626, 85.7991203 26.649706)",2,Jaleshwar-gausala road
1128199774,primary,False,False,46.836,NH28,"LINESTRING (85.800102 26.6487461, 85.8001892 26.648564, 85.8002187 26.6484657, 85.8003019 26.6483698)",2,Jaleshwar-gausala road
916929049,residential,False,True,202.10500000000002,,"LINESTRING (85.8003019 26.6483698, 85.8000393 26.6479304, 85.7998891 26.6475756, 85.7993597 26.6467633)",,
1128199774,primary,False,False,310.534,NH28,"LINESTRING (85.8003019 26.6483698, 85.8005862 26.64819, 85.8007927 26.6480198, 85.8010368 26.647792, 85.8015357 26.6473389, 85.801966 26.646996, 85.8025536 26.6464412)",2,Jaleshwar-gausala road
1128199774,primary,False,True,46.836,NH28,"LINESTRING (85.8003019 26.6483698, 85.8002187 26.6484657, 85.8001892 26.648564, 85.800102 26.6487461)",2,Jaleshwar-gausala road
133247075,primary,False,False,162.268,NH28,"LINESTRING (85.7974962 26.6522821, 85.7974399 26.6519824, 85.7973863 26.6518098, 85.7973005 26.6512872, 85.7972635 26.6510155, 85.7972494 26.65093, 85.7972374 26.6508427)",2,Jaleshwar-gausala road
133247075,primary,False,True,162.249,NH28,"LINESTRING (85.7974962 26.6522821, 85.7969303 26.6524619, 85.7964582 26.6526057, 85.7959459 26.652738)",2,Jaleshwar-gausala road
133247075,primary,False,True,162.268,NH28,"LINESTRING (85.7972374 26.6508427, 85.7972494 26.65093, 85.7972635 26.6510155, 85.7973005 26.6512872, 85.7973863 26.6518098, 85.7974399 26.6519824, 85.7974962 26.6522821)",2,Jaleshwar-gausala road
